row_id,canonical_tag,category,post_count,source_audit_verdict,effective_action,current_display_ja,current_search_ja,proposed_display_ja,proposed_search_ja,reason_code,confidence,decision_source
I70-013665,gretel_(nikke),Character,188,FIX_DISPLAY,FIX_DISPLAY,グレーテル(勝利の女神:NIKKE),,gretel (nikke),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-013671,kakita_(92m),Character,188,FIX_DISPLAY,FIX_DISPLAY,カキタ（92m）,,kakita (92m),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013674,kuronuma_sawako,Character,188,FIX_DISPLAY,FIX_DISPLAY,黑沼爽子,,kuronuma sawako,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-013678,marisa_(fire_emblem),Character,188,FIX_DISPLAY,FIX_DISPLAY,マリカ,マリカ(聖魔の光石),マリカ（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013680,mihono_bourbon_(code:_icing)_(umamusume),Character,188,FIX_DISPLAY,FIX_DISPLAY,CODE:グラサージュ,,ミホノブルボン（ウマ娘）（code: icing）,,LATIN_HEAVY_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_latin_variant_fallback_batch031a.csv
I70-013684,nakiri_ayame_(hololive_summer_2019),Character,188,FIX_DISPLAY,FIX_DISPLAY,百鬼あやめ,百鬼あやめ(ホロサマ2019) | 百鬼あやめ(ホロライブ・サマー2019) | 百鬼あやめの水着,百鬼あやめ（ホロサマ2019）,,SOURCE_SEARCH_VARIANT_VISIBLE,HIGH,variant_lost_qualifier_batch003_02.csv
I70-013686,oberon_(refreshing_summer_prince)_(fate),Character,188,FIX_DISPLAY,FIX_DISPLAY,爽やかサマー・プリンス,,オベロン（Fate）（refreshing summer prince）,,DERIVED_TRUSTED_BASE_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_derived_base_variant_batch036.csv
I70-013690,rudo_surebrec,Character,188,FIX_DISPLAY,FIX_DISPLAY,ルド,,rudo surebrec,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013696,ultraman_tiga,Character,188,FIX_DISPLAY,FIX_DISPLAY,ウルトラマンティガ(キャラクター),,ultraman tiga,,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-013697,vikala_(blooming_summer_wallflower)_(granblue_fantasy),Character,188,FIX_DISPLAY,FIX_DISPLAY,Vikala（咲く夏のウォールフラワー）（グランブルーファンタジー）,,ビカラ（blooming summer wallflower）,,LATIN_HEAVY_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_latin_variant_fallback_batch031a.csv
I70-013699,waha,Character,188,FIX_DISPLAY,FIX_DISPLAY,わはー,,waha,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013701,x_(to_be_hero_x),Character,188,FIX_DISPLAY,FIX_DISPLAY,英雄x,,x (to be hero x),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-013712,charlotte_(seiken_densetsu_3),Character,187,FIX_DISPLAY,FIX_DISPLAY,シャルロット,,シャルロット（聖剣伝説）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013714,clown_(ragnarok_online),Character,187,FIX_DISPLAY,FIX_DISPLAY,クラウン,,クラウン（ラグナロクオンライン）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013724,hatsune_miku_(heartbeat),Character,187,FIX_DISPLAY,FIX_DISPLAY,ハートビート,,初音ミク（heartbeat）,,ACCEPTED_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_accepted_variant_identity_batch047.csv
I70-013726,imu_(senran_kagura),Character,187,FIX_DISPLAY,FIX_DISPLAY,忌夢(閃乱カグラ),,imu (senran kagura),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013738,nightmare_(arknights),Character,187,FIX_DISPLAY,FIX_DISPLAY,ナイトメア,ナイトメア(アークナイツ),ナイトメア（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013748,ryekie_(live_a_hero),Character,187,FIX_DISPLAY,FIX_DISPLAY,ライキ,,ライキ（ライブ・ア・ヒーロー!）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-013759,yellow_(deltarune),Character,187,FIX_DISPLAY,FIX_DISPLAY,イエロー,イエロー(DELTARUNE),イエロー（デルタルーン）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013761,yue_(cardcaptor_sakura),Character,187,FIX_DISPLAY,FIX_DISPLAY,ユエ,,ユエ（CCさくら）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-013769,coco_(eogks),Character,186,FIX_DISPLAY,FIX_DISPLAY,ココ（Eogks）,,coco (eogks),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013774,ekko_(ejami),Character,186,FIX_DISPLAY,FIX_DISPLAY,E子,,ekko (ejami),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-013785,jun_(princess_connect!),Character,186,FIX_DISPLAY,FIX_DISPLAY,ジュン,ジュン(プリコネ),ジュン（プリンセスコネクト！）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013789,krile_baldesion_(ff14),Character,186,FIX_DISPLAY,FIX_DISPLAY,クルル・マイア・バルデシオン,,クルル・マイア・バルデシオン（ファイナルファンタジー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013790,lilith_(yamibou),Character,186,FIX_DISPLAY,FIX_DISPLAY,リリス（ヤミブー）,,lilith (yamibou),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013794,model_z_(mega_man),Character,186,FIX_DISPLAY,FIX_DISPLAY,モデルZ,,モデルZ（ロックマン）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-013800,prefect_team_member_(blue_archive),Character,186,FIX_SEARCH,FIX_SEARCH,prefect team member (blue archive),,,風紀委員会のモブ,RESTORE_TRUSTED_JA_SEARCH,HIGH,search_restore_batch006.csv
I70-013811,tokai_teio_(beyond_the_horizon)_(umamusume),Character,186,FIX_DISPLAY,FIX_DISPLAY,ビヨンド・ザ・ホライズン,,トウカイテイオー（ウマ娘）（ビヨンド・ザ・ホライズン）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-013816,zeri_(league),Character,186,FIX_DISPLAY,FIX_DISPLAY,ゼリ,,ゼリ（リーグ・オブ・レジェンド）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-013817,alchemist_(sekaiju),Character,185,FIX_DISPLAY,FIX_DISPLAY,アルケミスト,,アルケミスト（世界樹の迷宮）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013825,chou-10cm-hou-chan_(suzutsuki's),Character,185,FIX_DISPLAY,FIX_DISPLAY,chou-10cm-hou-chan（鈴木様）,,長10cm砲ちゃん（suzutsuki's）,,LATIN_HEAVY_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_latin_variant_fallback_batch031a.csv
I70-013836,hansel_(nikke),Character,185,FIX_DISPLAY,FIX_DISPLAY,ヘンゼル(勝利の女神:NIKKE),,hansel (nikke),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-013840,kitt_(yu-gi-oh!),Character,185,FIX_DISPLAY,FIX_DISPLAY,キット（Yu-gi-oh！）,,kitt (yu-gi-oh!),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013841,kofji_(cookie),Character,185,FIX_DISPLAY,FIX_DISPLAY,KFI姉貴,,kofji (cookie),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-013853,ruthenium77's_character,Character,185,FIX_DISPLAY,FIX_DISPLAY,Ruthenium77のキャラクター,,ruthenium77's character,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-013857,shiraori,Character,185,FIX_DISPLAY,FIX_DISPLAY,白織,,shiraori,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013861,swordsman_(sekaiju_4),Character,185,FIX_DISPLAY,FIX_DISPLAY,ソードマン,,ソードマン（世界樹の迷宮）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013862,takaomi_(orenchi_no_maidosan),Character,185,FIX_DISPLAY,FIX_DISPLAY,タカオミ（オレンチなしマイドサン）,,takaomi (orenchi no maidosan),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-013863,vice_(alchemy_stars),Character,185,FIX_DISPLAY,FIX_DISPLAY,バイス,バイス(白夜極光),バイス（白夜極光）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013866,yamato_(spring)_(kancolle),Character,185,FIX_DISPLAY,FIX_DISPLAY,大和(春),,yamato (spring) (kancolle),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013868,altair_ibn_la-ahad,Character,184,FIX_DISPLAY,FIX_DISPLAY,アルタイル,,アルタイル（アサシン クリード）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013870,andira_(summer)_(granblue_fantasy),Character,184,FIX_DISPLAY,FIX_DISPLAY,Andira（夏）（Granblueファンタジー）,,アンチラ（summer）,,LATIN_HEAVY_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_latin_variant_fallback_batch031a.csv
I70-013874,elizabeth_bathory_(halloween_caster)_(fate),Character,184,FIX_DISPLAY,FIX_DISPLAY,ハロウィンエリザ,,エリザベート・バートリー（Fate）（ハロウィンエリザ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-013875,fox_child_(doitsuken),Character,184,FIX_DISPLAY,FIX_DISPLAY,フォックスチャイルド（doitsuken）,,fox child (doitsuken),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-013877,gekkou_(senran_kagura),Character,184,FIX_DISPLAY,FIX_DISPLAY,月光(閃乱カグラ),,gekkou (senran kagura),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013884,kiana_kaslana_(divine_prayer),Character,184,FIX_DISPLAY,FIX_DISPLAY,聖女祈祷,キアナ・カスラナ(聖女祈祷),キアナ・カスラナ（聖女祈祷）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-013889,lilith_(homunculus)_(machikado_mazoku),Character,184,FIX_DISPLAY,FIX_DISPLAY,よりしろ(まちカドまぞく),,リリス（homunculus）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-013890,lily_hawk,Character,184,FIX_DISPLAY,FIX_DISPLAY,リリー(ストリートファイター),,lily hawk,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013891,lucia:_dawn_(pgr),Character,184,FIX_DISPLAY,FIX_DISPLAY,黎明,,lucia: dawn (pgr),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-013898,milk_(nikke),Character,184,FIX_DISPLAY,FIX_DISPLAY,ミルク(勝利の女神:NIKKE),,milk (nikke),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013905,qu_(pgr),Character,184,FIX_DISPLAY,FIX_DISPLAY,曲,,qu (pgr),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-013914,warabeda_meiji_(1st_costume),Character,184,FIX_DISPLAY,FIX_DISPLAY,童田明治(通常),,童田明治（1st costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-013915,xelloss,Character,184,FIX_DISPLAY,FIX_DISPLAY,ゼロス,,xelloss,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013926,female_dreamseeker_(honkai_impact),Character,183,FIX_DISPLAY,FIX_DISPLAY,夢追い人,,female dreamseeker (honkai impact),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-013930,gangut_(azur_lane),Character,183,FIX_DISPLAY,FIX_DISPLAY,ガングート,ガングート(アズールレーン),ガングート（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013932,i-26_(azur_lane),Character,183,FIX_DISPLAY,FIX_DISPLAY,伊26,伊26(アズールレーン),伊26（アズールレーン）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013935,irys_(race_queenrys)_(hololive),Character,183,FIX_DISPLAY,FIX_DISPLAY,IRyS(レースクイーン衣装),,irys (race queenrys) (hololive),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-013937,kamado_nezuko_(demon),Character,183,FIX_DISPLAY,FIX_DISPLAY,鬼化禰豆子,,竈門禰豆子（demon）,,ACCEPTED_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_accepted_variant_identity_batch047.csv
I70-013946,matt_(pokemon),Character,183,FIX_DISPLAY,FIX_DISPLAY,ウシオ,,ウシオ（ポケットモンスター）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-013949,mii_brawler,Character,183,FIX_DISPLAY,FIX_DISPLAY,Miiファイター,,mii brawler,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-013950,minior_(blue_core),Character,183,FIX_DISPLAY,FIX_DISPLAY,みずいろのコア,,メテノ（blue core）,,ACCEPTED_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_accepted_variant_identity_batch047.csv
I70-013955,narmaya_(valentine)_(granblue_fantasy),Character,183,FIX_DISPLAY,FIX_DISPLAY,ナルマヤ（バレンタイン）（グランブルーファンタジー）,,ナルメア（valentine）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-013956,nezha_(fate),Character,183,FIX_DISPLAY,FIX_DISPLAY,哪吒(Fate),,nezha (fate),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013957,nina_(breath_of_fire_i),Character,183,FIX_DISPLAY,FIX_DISPLAY,ニーナ(BOF1),,nina (breath of fire i),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013968,scavenger_(arknights),Character,183,FIX_DISPLAY,FIX_DISPLAY,スカベンジャー,スカベンジャー(アークナイツ),スカベンジャー（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013971,sinon_(solus),Character,183,FIX_DISPLAY,FIX_DISPLAY,太陽神ソルス,,シノン（太陽神ソルス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-013977,vox_akuma_(1st_costume),Character,183,FIX_DISPLAY,FIX_DISPLAY,ヴォックス・アクマ(通常),,ヴォックス・アクマ（1st costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-013984,botan_(clannad),Character,182,FIX_DISPLAY,FIX_DISPLAY,ボタン(CLANNAD),,botan (clannad),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013989,elizabeth_(gintama),Character,182,FIX_DISPLAY,FIX_DISPLAY,エリザベス,エリザベス(銀魂),エリザベス（銀魂）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-013992,hattori_(one_piece),Character,182,FIX_DISPLAY,FIX_DISPLAY,ハトリ（ワンピース）,,hattori (one piece),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013994,hiromi_(blue_archive),Character,182,FIX_DISPLAY,FIX_DISPLAY,ヒロミ(ブルーアーカイブ),,hiromi (blue archive),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-013997,jessica_(granblue_fantasy),Character,182,FIX_DISPLAY,FIX_DISPLAY,ジェシカ,ジェシカ(グラブル),ジェシカ（グランブルーファンタジー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-013999,junko_(new_year)_(blue_archive),Character,182,FIX_DISPLAY,FIX_DISPLAY,ジュンコ(正月),,赤司ジュンコ（ジュンコ(正月)）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-014002,kaori_(princess_connect!),Character,182,FIX_DISPLAY,FIX_DISPLAY,カオリ,カオリ(プリコネ),カオリ（プリンセスコネクト！）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-014005,laevatein_(fire_emblem),Character,182,FIX_DISPLAY,FIX_DISPLAY,レーヴァテイン,レーヴァテイン(FE),レーヴァテイン（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-014007,lucilius_(granblue_fantasy),Character,182,FIX_DISPLAY,FIX_DISPLAY,ルシファー,ルシファー(グラブル),ルシファー（グランブルーファンタジー）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-014014,nanami_(suikoden),Character,182,FIX_DISPLAY,FIX_DISPLAY,ナナミ(幻想水滸伝),,nanami (suikoden),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014016,nerona_imu,Character,182,FIX_DISPLAY,FIX_DISPLAY,イム(ONEPIECE),,nerona imu,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014019,noshiro_(swimsuit)_(kancolle),Character,182,FIX_DISPLAY,FIX_DISPLAY,能代(水着),,noshiro (swimsuit) (kancolle),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014022,rebecca_(fire_emblem),Character,182,FIX_DISPLAY,FIX_DISPLAY,レベッカ,レベッカ(烈火の剣),レベッカ（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-014039,yaya_(machine-doll),Character,182,FIX_DISPLAY,FIX_DISPLAY,夜々,,yaya (machine-doll),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-014042,arama_(genshin_impact),Character,181,FIX_DISPLAY,FIX_DISPLAY,アラマ（Genshin Impact）,,arama (genshin impact),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014045,aussa_(yu-gi-oh!),Character,181,FIX_DISPLAY,FIX_DISPLAY,アウス,,アウス（遊☆戯☆王）,,ADD_COPYRIGHT_CONTEXT_TO_AMBIGUOUS_SHORT_CHARACTER_NAME,HIGH,character_context_disambiguation_batch013.csv
I70-014047,bard_(final_fantasy),Character,181,FIX_DISPLAY,FIX_DISPLAY,吟遊詩人,,bard (final fantasy),,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-014048,barghest_(swimsuit_archer)_(second_ascension)_(fate),Character,181,FIX_DISPLAY,FIX_DISPLAY,バーゲスト(水着),,バーゲスト（swimsuit archer / second ascension）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-014057,danua_(summer)_(granblue_fantasy),Character,181,FIX_DISPLAY,FIX_DISPLAY,ダヌア（夏）（グランブルーファンタジー）,,ダヌア（summer / granblue fantasy）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
I70-014060,eishin_flash_(reines_plaetschern)_(umamusume),Character,181,FIX_DISPLAY,FIX_DISPLAY,夕映えは渚のJugend,,エイシンフラッシュ（ウマ娘）（reines plaetschern）,,LATIN_HEAVY_BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_latin_variant_fallback_batch031a.csv
I70-014067,kanzaki_ranko_(angel_of_the_beach),Character,181,FIX_DISPLAY,FIX_DISPLAY,渚の天使,,神崎蘭子（渚の天使）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,character_variant_identity_restore_batch014.csv
I70-014072,mai_(dragon_ball),Character,181,FIX_DISPLAY,FIX_DISPLAY,マイ,マイ(ドラゴンボール),マイ（ドラゴンボール）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,character_curated_context_batch016.csv
I70-014075,merchant_(dq3),Character,181,FIX_DISPLAY,FIX_DISPLAY,商人（DQ3）,,merchant (dq3),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014079,mouse_girl_(yuuki_(yuyuki000)),Character,181,FIX_DISPLAY,FIX_DISPLAY,マウスガール（ユキ（ユユキ000））,,mouse girl (yuuki (yuyuki000)),,REJECT_UNVERIFIED_VARIANT_JA_USE_CANONICAL_FALLBACK,HIGH,character_unverified_variant_fallback_batch043.csv
I70-014081,nomura_miki,Character,181,FIX_DISPLAY,FIX_DISPLAY,のみき,,nomura miki,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014098,seaport_water_oni,Character,181,FIX_DISPLAY,FIX_DISPLAY,港湾水鬼,,seaport water oni,,REJECT_UNVERIFIED_UNCERTAIN_JA_USE_CANONICAL_FALLBACK,HIGH,character_uncertain_raw_fallback_batch044.csv
I70-014100,sora_(project_moon),Character,181,FIX_DISPLAY,FIX_DISPLAY,ソラ(LCB),,sora (project moon),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014108,ursula_(fire_emblem:_the_blazing_blade),Character,181,FIX_DISPLAY,FIX_DISPLAY,ウルスラ,,ウルスラ（ファイアーエムブレム）,,ADD_UNIQUE_COPYRIGHT_CONTEXT_TO_ACCEPTED_DUPLICATE_CHARACTER,HIGH,character_unique_copyright_context_batch027.csv
I70-014110,xeno_a,Character,181,FIX_DISPLAY,FIX_DISPLAY,ゼノア,,xeno a,,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_USE_CANONICAL_FALLBACK,HIGH,character_unverified_shortname_fallback_batch023.csv
I70-014113,yi_xi_(synthesizer_v),Character,181,FIX_DISPLAY,FIX_DISPLAY,奕夕,,yi xi (synthesizer v),,REJECT_UNVERIFIED_SHORT_JA_CANDIDATE_CANONICAL_IDENTITY_FALLBACK,HIGH,character_shortname_fallback_expanded_batch032.csv
I70-014127,fumino_tamaki_(1st_costume),Character,180,FIX_DISPLAY,FIX_DISPLAY,文野環(通常),,文野環（1st costume）,,BASE_IDENTITY_PLUS_CANONICAL_VARIANT_FALLBACK,HIGH,character_canonical_variant_fallback_batch028.csv
