canonical_tag,home_copyright,evidence_url,evidence_type,evidence_claim,scope_note
niwatari_kutaka,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names niwatari kutaka in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
okamisty,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names okamisty in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
okazaki_yumemi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names okazaki yumemi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
okunoda_miyoi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names okunoda miyoi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
onozuka_komachi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names onozuka komachi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
princess_wriggle,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names princess wriggle in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
pyonta,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names pyonta in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
reisen_udongein_inaba,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names reisen udongein inaba in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
reiuji_utsuho,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names reiuji utsuho in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
saigyouji_yuyuko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names saigyouji yuyuko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
sakata_nemuno,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names sakata nemuno in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
satsuki_rin,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names satsuki rin in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
sekibanki,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names sekibanki in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
shameimaru_aya,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names shameimaru aya in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
shanghai_doll,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names shanghai doll in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
shiki_eiki,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names shiki eiki in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
soga_no_tojiko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names soga no tojiko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
son_biten,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names son biten in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
star_sapphire,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names star sapphire in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
su-san,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names su-san in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
sukuna_shinmyoumaru,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names sukuna shinmyoumaru in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
sunny_milk,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names sunny milk in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
tamatsukuri_misumaru,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names tamatsukuri misumaru in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
tatara_kogasa,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names tatara kogasa in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
teireida_mai,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names teireida mai in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
tenkajin_chiyari,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names tenkajin chiyari in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
tenkyuu_chimata,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names tenkyuu chimata in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
toramaru_shou,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names toramaru shou in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
toutetsu_yuuma,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names toutetsu yuuma in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
toyosatomimi_no_miko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names toyosatomimi no miko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
tsukumo_benben,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names tsukumo benben in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
tsukumo_yatsuhashi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names tsukumo yatsuhashi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
unzan,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names unzan in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
usami_renko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names usami renko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
usami_sumireko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names usami sumireko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
ushizaki_urumi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names ushizaki urumi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
wakasagihime,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names wakasagihime in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
watatsuki_no_yorihime,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names watatsuki no yorihime in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
wriggle_nightbug,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names wriggle nightbug in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yagokoro,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yagokoro in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yagokoro_eirin,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yagokoro eirin in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yakumo_ran,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yakumo ran in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yamashiro_takane,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yamashiro takane in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yasaka_kanako,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yasaka kanako in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yatadera_narumi,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yatadera narumi in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yomotsu_hisami,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yomotsu hisami in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yorigami_jo'on,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yorigami jo'on in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yorigami_shion,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yorigami shion in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
yuugenmagan,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names yuugenmagan in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
gensokyo's_first_hakurei_miko,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names gensokyo's first hakurei miko in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
haniyasushin_keiki,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names haniyasushin keiki in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
himekaidou_hatate,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names himekaidou hatate in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hijiri_myouren,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hijiri myouren in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
hisou_tensoku,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names hisou tensoku in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
ex-keine,touhou,https://safebooru.donmai.us/wiki_pages/list_of_touhou_characters,DANBOORU_CURATED_CHARACTER_LIST,"The curated List of Touhou Characters explicitly names ex-keine in its work/debut-organized character roster; this exact listed Character tag is assigned to the accepted Touhou Copyright root.",Exact named roster entry; no discovery hint or similarity inference.
