global_row,canonical,classification_status,primary_genre_id,primary_subgenre_id,secondary_paths,confidence,reason_ja
12209,heishou_pack-wu_branch_(identity)_(project_moon),UNRESOLVED,,,[],LOW,「heishou_pack-wu_branch_(identity)_(project_moon)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12210,heishou_pack-you_branch_(identity)_(project_moon),UNRESOLVED,,,[],LOW,「heishou_pack-you_branch_(identity)_(project_moon)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12211,hekiho_academy_school_uniform,PROPOSED,CLOTHING,UNIFORM,[],HIGH,「hekiho_academy_school_uniform」は制服を明示するタグであり、衣装の制服から直接探せるため。
12212,held_down,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「held_down」は人や物との具体的な動作・関係を示し、行為・接触から探せるため。
12213,helena_blavatsky_(fate)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「helena_blavatsky_(fate)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12214,heliconia,PROPOSED,LIVING_NATURE,PLANT,[],HIGH,「heliconia」は植物そのものの種類を示し、生き物・植物から直接探せるため。
12215,helicopter,PROPOSED,OBJECT_PROP,VEHICLE,[],HIGH,「helicopter」は乗り物または車両の種類を示すため、乗り物から直接探せるため。
12216,helicopter_hair,PROPOSED,HAIR_FACE,,[],HIGH,「helicopter_hair」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12217,helicopter_tail,UNRESOLVED,,,[],LOW,「helicopter_tail」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12218,helipad,PROPOSED,PLACE_BACKGROUND,,[],MEDIUM,「helipad」は場所・地形・建造物を示すタグで、場所・背景から探す用途に合うため。
12219,helix,PROPOSED,COLOR_APPEARANCE,,[],HIGH,「helix」は幾何形・反復模様を示し、独立した色柄・形から探せるため。
12220,helix_fossil,PROPOSED,OBJECT_PROP,DAILY,[],MEDIUM,「helix_fossil」は化石という展示・所持される物体を示すため、道具・小物から探すのが実用的なため。
12221,hell,PROPOSED,PLACE_BACKGROUND,,[],MEDIUM,「hell」は場所・地形・建造物を示すタグで、場所・背景から探す用途に合うため。
12222,hell_(chainsaw_man),UNRESOLVED,,,[],LOW,「hell_(chainsaw_man)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12223,hellfire_gala,UNRESOLVED,,,[],LOW,「hellfire_gala」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12224,hello_good_day!_(project_sekai),UNRESOLVED,,,[],LOW,「hello_good_day!_(project_sekai)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12225,hello_happy_world!,UNRESOLVED,,,[],LOW,「hello_happy_world!」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12226,hello_kitty_(character)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hello_kitty_(character)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12227,hello_kitty_print,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「hello_kitty_print」は柄・プリントの見た目を示すため、対象物より独立した色柄の探索が実用的なため。
12228,hello_mem_world!_(honkai:_star_rail),UNRESOLVED,,,[],LOW,「hello_mem_world!_(honkai:_star_rail)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12229,hellomegu!,UNRESOLVED,,,[],LOW,「hellomegu!」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12230,helltaker_dance,PROPOSED,POSE_MOVEMENT,,[],MEDIUM,「helltaker_dance」は固有の踊りの動作を示すため、ポーズ・動きから探せるため。
12231,helm,PROPOSED,CLOTHING,COSTUME,[],MEDIUM,「helm」は頭部に着用する防具を示し、衣装・装備から探す用途に合うため。
12232,helmet,PROPOSED,CLOTHING,COSTUME,[],HIGH,「helmet」は頭部に着用する防具を示し、衣装・装備から直接探せるため。
12233,helmet_over_eyes,PROPOSED,CLOTHING_STATE_EXPOSURE,,[],MEDIUM,「helmet_over_eyes」はヘルメットの位置で目を覆う着用状態を示すため、装着・隠れ方から探せるため。
12234,helmet_over_one_eye,PROPOSED,CLOTHING_STATE_EXPOSURE,,[],MEDIUM,「helmet_over_one_eye」はヘルメットの位置で片目を覆う着用状態を示すため、装着・隠れ方から探せるため。
12235,help_(phrase),PROPOSED,TEXT_SYMBOL,TEXT,[],HIGH,「help_(phrase)」は画面内の文字・書き文字を示すため、文字から直接探せるため。
12236,helping,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「helping」は人や物との具体的な動作・関係を示し、行為・接触から探せるため。
12237,hem_peeking_out,PROPOSED,CLOTHING_STATE_EXPOSURE,,[],HIGH,「hem_peeking_out」は衣服の裾が外へ見える状態を示すため、衣服の見え方・着用状態から探せるため。
12238,hemokinesis,UNRESOLVED,,,[],LOW,「hemokinesis」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12239,henna,PROPOSED,HAIR_FACE,,[],HIGH,「henna」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12240,hennin,PROPOSED,CLOTHING,COSTUME,[],MEDIUM,「hennin」は身に着ける装飾・伝統衣装を表し、衣装から探す用途に合うため。
12241,henohenomoheji,PROPOSED,TEXT_SYMBOL,TEXT,[],HIGH,「henohenomoheji」は画面内の文字・書き文字を示すため、文字から直接探せるため。
12242,henshin,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「henshin」は人や物との具体的な動作・関係を示し、行為・接触から探せるため。
12243,henshin_belt_gavv,UNRESOLVED,,,[],LOW,「henshin_belt_gavv」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12244,henshin_pose,PROPOSED,POSE_MOVEMENT,,[],HIGH,「henshin_pose」は身体の姿勢・運動を示すため、ポーズ・動きから直接探せるため。
12245,hentai_foundry_username,PROPOSED,TEXT_SYMBOL,TEXT,[],HIGH,「hentai_foundry_username」は画面内の文章・文字を示すため、文字から直接探せるため。
12246,hepatica_(flower),PROPOSED,LIVING_NATURE,PLANT,[],HIGH,「hepatica_(flower)」は植物そのものの種類を示し、生き物・植物から直接探せるため。
12247,heraldry,PROPOSED,TEXT_SYMBOL,SYMBOL,[],MEDIUM,「heraldry」は紋章・標章の図像を示すため、記号・マークから探すのが実用的なため。
12248,herb,PROPOSED,LIVING_NATURE,PLANT,[],HIGH,「herb」は生物または植物そのものの種類を示し、その対象から直接探せるため。
12249,herb_bundle,PROPOSED,LIVING_NATURE,PLANT,[],HIGH,「herb_bundle」は生物または植物そのものの種類を示し、その対象から直接探せるため。
12250,herbarium,UNRESOLVED,,,[],LOW,「herbarium」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12251,hercules_(constellation),PROPOSED,PLACE_BACKGROUND,,[],HIGH,「hercules_(constellation)」は天体・星座を示すため、場所・背景の空や天体から探せるため。
12252,hercules_beetle,PROPOSED,LIVING_NATURE,CREATURE,[],HIGH,「hercules_beetle」は生物または植物そのものの種類を示し、その対象から直接探せるため。
12253,here's_johnny!_(meme),UNRESOLVED,,,[],LOW,「here's_johnny!_(meme)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12254,herensuge_girls_academy_school_uniform,PROPOSED,CLOTHING,UNIFORM,[],HIGH,「herensuge_girls_academy_school_uniform」は制服を明示するタグであり、衣装の制服から直接探せるため。
12255,hermit_crab,PROPOSED,LIVING_NATURE,CREATURE,[],HIGH,「hermit_crab」は生物または植物そのものの種類を示し、その対象から直接探せるため。
12256,hermitage_(ensemble_stars!),UNRESOLVED,,,[],LOW,「hermitage_(ensemble_stars!)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12257,hermitaur_(armor),UNRESOLVED,,,[],LOW,「hermitaur_(armor)」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12258,hero_charger_(splatoon),UNRESOLVED,,,[],LOW,「hero_charger_(splatoon)」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12259,hero_roller_(splatoon),UNRESOLVED,,,[],LOW,「hero_roller_(splatoon)」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12260,hero_shot_(splatoon_1),UNRESOLVED,,,[],LOW,「hero_shot_(splatoon_1)」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12261,hero_shot_(splatoon_2),UNRESOLVED,,,[],LOW,「hero_shot_(splatoon_2)」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12262,heroes'_gallery,UNRESOLVED,,,[],LOW,「heroes'_gallery」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12263,heron,PROPOSED,LIVING_NATURE,CREATURE,[],HIGH,「heron」は生物または植物そのものの種類を示し、その対象から直接探せるため。
12264,heropin,UNRESOLVED,,,[],LOW,「heropin」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12265,herringbone,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「herringbone」は独立した図形・色柄の視覚特徴として検索するのが実用的なため。
12266,hestia_(danmachi)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hestia_(danmachi)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12267,hetero,UNRESOLVED,,,[],LOW,「hetero」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12268,heterochromatic_eyewear,PROPOSED,CLOTHING,ACCESSORY,[],MEDIUM,「heterochromatic_eyewear」は身に着ける衣装・装飾の種類を示し、衣装から探す用途に合うため。
12269,heterochromia,PROPOSED,HAIR_FACE,,[],HIGH,「heterochromia」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12270,hev_suit,PROPOSED,CLOTHING,COSTUME,[],MEDIUM,「hev_suit」は着用する特殊スーツを示し、衣装・装備から探せるため。
12271,hewlett-packard,UNRESOLVED,,,[],LOW,「hewlett-packard」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12272,hex_grid,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「hex_grid」は独立した図形・色柄の視覚特徴として検索するのが実用的なため。
12273,hex_nail_(e.g.o),UNRESOLVED,,,[],LOW,「hex_nail_(e.g.o)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12274,hex_tails,PROPOSED,BODY_PART,,[],MEDIUM,「hex_tails」は六本の尾という身体的特徴を示し、身体・部位から探すのが実用的なため。
12275,hexafusion,UNRESOLVED,,,[],LOW,「hexafusion」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12276,hexagon,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「hexagon」は独立した図形・色柄の視覚特徴として検索するのが実用的なため。
12277,hexagon_hair_ornament,PROPOSED,CLOTHING,ACCESSORY,[],MEDIUM,「hexagon_hair_ornament」は身に着ける装飾・伝統衣装を表し、衣装から探す用途に合うため。
12278,hexagon_print,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「hexagon_print」は柄・プリントの見た目を示すため、対象物より独立した色柄の探索が実用的なため。
12279,hexagonal_eyewear,PROPOSED,CLOTHING,ACCESSORY,[],MEDIUM,「hexagonal_eyewear」は六角形の眼鏡という装身具を示し、衣装の装飾・細部から探せるため。
12280,hexagram,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「hexagram」は独立した図形・色柄の視覚特徴として検索するのが実用的なため。
12281,hexagram_hair_ornament,PROPOSED,CLOTHING,ACCESSORY,[],MEDIUM,「hexagram_hair_ornament」は身に着ける装飾・伝統衣装を表し、衣装から探す用途に合うため。
12282,hexapod,UNRESOLVED,,,[],LOW,「hexapod」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12283,hey_i_could_have_died_(meme),UNRESOLVED,,,[],LOW,「hey_i_could_have_died_(meme)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12284,hezi,UNRESOLVED,,,[],LOW,「hezi」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12285,heziqun,UNRESOLVED,,,[],LOW,「heziqun」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12286,hf_murasama,UNRESOLVED,,,[],LOW,「hf_murasama」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12287,hibachi_(object),PROPOSED,OBJECT_PROP,DAILY,[],HIGH,「hibachi_(object)」は火鉢という具体的な器具・物体を示し、日用品・小物から直接探せるため。
12288,hibiki_(blue_archive)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hibiki_(blue_archive)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12289,hibiki_(kancolle)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hibiki_(kancolle)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12290,hibikino_high_school_uniform,PROPOSED,CLOTHING,UNIFORM,[],HIGH,「hibikino_high_school_uniform」は制服を明示するタグであり、衣装の制服から直接探せるため。
12291,hibiscus,PROPOSED,LIVING_NATURE,PLANT,[],HIGH,「hibiscus」は植物そのものの種類を示し、生き物・植物から直接探せるため。
12292,hibiscus_print,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「hibiscus_print」は柄・プリントの見た目を示すため、対象物より独立した色柄の探索が実用的なため。
12293,hiburi_(kancolle)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hiburi_(kancolle)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12294,hiccup,PROPOSED,BODY_PART,,[],MEDIUM,「hiccup」は身体部位または身体状態の特徴を示し、身体・部位・状態から探すのが適切なため。
12295,hickey,PROPOSED,BODY_PART,,[],MEDIUM,「hickey」は身体部位または身体状態の特徴を示し、身体・部位・状態から探すのが適切なため。
12296,hidden_blade_(assassin's_creed),PROPOSED,OBJECT_PROP,DAILY,[],MEDIUM,「hidden_blade_(assassin's_creed)」は具体的な携帯道具・機器を表すため、物品の種類から探すのが実用的なため。
12297,hidden_camera,PROPOSED,OBJECT_PROP,DAILY,[],MEDIUM,「hidden_camera」は具体的な携帯道具・機器を表すため、物品の種類から探すのが実用的なため。
12298,hidden_weapon,PROPOSED,OBJECT_PROP,WEAPON,[],MEDIUM,「hidden_weapon」は武器・戦闘道具の種類を示すため、道具・小物の武器から探せるため。
12299,hide_and_seek,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「hide_and_seek」は人や物との具体的な動作・関係を示し、行為・接触から探せるため。
12300,hiden_zero-one_driver,UNRESOLVED,,,[],LOW,「hiden_zero-one_driver」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12301,hiding,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「hiding」は人や物との具体的な動作・関係を示し、行為・接触から探せるため。
12302,hiding_behind_another,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「hiding_behind_another」は人や物との具体的な動作・関係を示し、行為・接触から探せるため。
12303,hieroglyphics,PROPOSED,TEXT_SYMBOL,TEXT,[],HIGH,「hieroglyphics」は画面内の文字・書き文字を示すため、文字から直接探せるため。
12304,hifu,PROPOSED,CLOTHING,COSTUME,[],MEDIUM,「hifu」は被布という伝統的な上衣を示し、衣装から探す用途に合うため。
12305,hifumi_(blue_archive)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hifumi_(blue_archive)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12306,higashikata_josuke's_pose,PROPOSED,POSE_MOVEMENT,,[],MEDIUM,「higashikata_josuke's_pose」はタグ名が特定ポーズを明示しており、身体の姿勢から探せるため。
12307,high-cut_armor_(persona),PROPOSED,CLOTHING,COSTUME,[],MEDIUM,「high-cut_armor_(persona)」は防具・衣装の形状を示すタグで、衣装・装備から探す経路が実用的なため。
12308,high-ended_braid,PROPOSED,HAIR_FACE,,[],HIGH,「high-ended_braid」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12309,high-heeled_mechanical_legs,UNRESOLVED,,,[],LOW,「high-heeled_mechanical_legs」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12310,high-low_dress,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-low_dress」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12311,high-low_skirt,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-low_skirt」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12312,high-speed_train,PROPOSED,OBJECT_PROP,VEHICLE,[],HIGH,「high-speed_train」は乗り物または車両の種類を示すため、乗り物から直接探せるため。
12313,high-visibility_clothing,PROPOSED,CLOTHING,UNIFORM,[],MEDIUM,「high-visibility_clothing」は安全用の高視認性作業着を示し、制服・作業用衣装から探せるため。
12314,high-visibility_vest,PROPOSED,CLOTHING,UNIFORM,[],MEDIUM,「high-visibility_vest」は安全用ベストという作業着を示し、制服・作業用衣装から探せるため。
12315,high-waist_belt,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_belt」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12316,high-waist_bikini,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_bikini」は衣服・靴の種類または形状を示し、衣装から探せるため。
12317,high-waist_dress,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_dress」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12318,high-waist_panties,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_panties」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12319,high-waist_pants,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_pants」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12320,high-waist_pantyhose,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_pantyhose」は衣服・靴の種類または形状を示し、衣装から探せるため。
12321,high-waist_shorts,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_shorts」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12322,high-waist_skirt,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high-waist_skirt」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12323,high_braided_ponytail,PROPOSED,HAIR_FACE,,[],HIGH,「high_braided_ponytail」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12324,high_ceiling,PROPOSED,PLACE_BACKGROUND,,[],HIGH,「high_ceiling」は地形・建造物・地域など場所そのものを示し、背景から直接探せるため。
12325,high_chair,PROPOSED,OBJECT_PROP,DAILY,[],HIGH,「high_chair」はハイチェアという家具を示し、日用品・家具から直接探せるため。
12326,high_collar,PROPOSED,CLOTHING,ACCESSORY,[],MEDIUM,「high_collar」は襟の形・衣服の細部を示すため、衣装の装飾・細部から探せるため。
12327,high_contrast,PROPOSED,COLOR_APPEARANCE,,[],MEDIUM,「high_contrast」は画面の加工・質感または独立した色柄の特徴を示すため、その視覚表現から探すのが実用的なため。
12328,high_denomination_banknote,PROPOSED,OBJECT_PROP,DAILY,[],HIGH,「high_denomination_banknote」は高額紙幣という具体的な物体を示し、道具・小物から直接探せるため。
12329,high_five,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「high_five」は他者との接触を含む動作として行為・接触から探せるため。
12330,high_heel_bodysuit,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high_heel_bodysuit」は衣服・靴の種類または形状を示し、衣装から探せるため。
12331,high_heel_boots,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high_heel_boots」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12332,high_heel_sandals,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high_heel_sandals」は衣服・靴の種類または形状を示し、衣装から探せるため。
12333,high_heel_slides,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high_heel_slides」は衣服・靴の種類または形状を示し、衣装から探せるため。
12334,high_heel_sneakers,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high_heel_sneakers」は衣服・靴の種類または形状を示し、衣装から探せるため。
12335,high_heels,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high_heels」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12336,high_jump,PROPOSED,POSE_MOVEMENT,,[],HIGH,「high_jump」は身体の姿勢・運動を示すため、ポーズ・動きから直接探せるため。
12337,high_kick,PROPOSED,POSE_MOVEMENT,,[],HIGH,「high_kick」は身体の姿勢・運動を示すため、ポーズ・動きから直接探せるため。
12338,high_ponytail,PROPOSED,HAIR_FACE,,[],HIGH,「high_ponytail」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12339,high_school_girls_posing_for_google_street_view_(meme),UNRESOLVED,,,[],LOW,「high_school_girls_posing_for_google_street_view_(meme)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12340,high_schoolmate_(idolmaster),UNRESOLVED,,,[],LOW,「high_schoolmate_(idolmaster)」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12341,high_side_ponytail,PROPOSED,HAIR_FACE,,[],HIGH,「high_side_ponytail」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12342,high_tops,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「high_tops」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12343,high_up,UNRESOLVED,,,[],LOW,「high_up」はタグ名だけでは描写対象または行為を十分に特定できず、17分類のどれかへ押し込む根拠が不足するため。
12344,high_x_joker_(idolmaster),UNRESOLVED,,,[],LOW,「high_x_joker_(idolmaster)」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12345,highball_glass,PROPOSED,OBJECT_PROP,DAILY,[],HIGH,「highball_glass」はグラスという食器を示し、道具・小物から直接探せるため。
12346,highlander_railway_academy_logo,PROPOSED,TEXT_SYMBOL,SYMBOL,[],HIGH,「highlander_railway_academy_logo」はロゴ・図形的な標章を示すため、記号・マークから探せるため。
12347,highleg,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12348,highleg_bikini,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_bikini」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12349,highleg_buruma,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_buruma」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12350,highleg_dress,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_dress」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12351,highleg_leotard,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_leotard」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12352,highleg_one-piece_swimsuit,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_one-piece_swimsuit」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12353,highleg_panties,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_panties」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12354,highleg_shorts,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_shorts」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12355,highleg_springsuit,PROPOSED,CLOTHING,EVERYDAY,[],MEDIUM,「highleg_springsuit」は衣服・履物の種類や形を示し、衣装から探す用途に合うため。
12356,highlighter_(makeup),PROPOSED,HAIR_FACE,,[],HIGH,「highlighter_(makeup)」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12357,highway,PROPOSED,PLACE_BACKGROUND,,[],MEDIUM,「highway」は場所・地形・建造物を示すタグで、場所・背景から探す用途に合うため。
12358,highwind,UNRESOLVED,,,[],LOW,「highwind」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12359,hijab,PROPOSED,CLOTHING,COSTUME,[],MEDIUM,「hijab」は身に着ける装飾・伝統衣装を表し、衣装から探す用途に合うため。
12360,hijiri_byakuren_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hijiri_byakuren_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12361,hikari_(blue_archive)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hikari_(blue_archive)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12362,hikarizaka_private_high_school_uniform,PROPOSED,CLOTHING,UNIFORM,[],HIGH,「hikarizaka_private_high_school_uniform」は制服を明示するタグであり、衣装の制服から直接探せるため。
12363,hiki_furisode,PROPOSED,CLOTHING,COSTUME,[],MEDIUM,「hiki_furisode」は引き振袖という衣服の種類を示し、衣装から探す用途に合うため。
12364,hikikomori,UNRESOLVED,,,[],LOW,「hikikomori」は固有名・ミーム・抽象概念の意味が絵の具体的な対象を一意に示さず、名称だけでは安全な分類先を決められないため。
12365,hikimayu,PROPOSED,HAIR_FACE,,[],HIGH,「hikimayu」は髪型・目・化粧など顔まわりの特徴を表し、髪・顔から探せるため。
12366,hiking,PROPOSED,ACTION_CONTACT,INTERACTION,[],MEDIUM,「hiking」はハイキングという移動を伴う活動を示し、動作・行為から探す用途に合うため。
12367,hiking_backpack,PROPOSED,OBJECT_PROP,DAILY,[],HIGH,「hiking_backpack」は登山用バックパックという具体的な装備品を示すため、道具・小物から直接探せるため。
12368,hiking_pole,PROPOSED,OBJECT_PROP,DAILY,[],HIGH,「hiking_pole」は登山用ストックという具体的な道具を示すため、道具・小物から直接探せるため。
12369,hikoboshi_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hikoboshi_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
12370,hilda_(pokemon)_(cosplay),PROPOSED,CLOTHING,COSTUME,[],HIGH,「hilda_(pokemon)_(cosplay)」はコスプレ衣装を表すタグなので、人物名でなく衣装・コスチュームから発見できるため。
