canonical,source_batch,source_global_row,old_primary_path,new_primary_path,old_secondary_paths,new_secondary_paths,rule
unworn_butt_plug,34,28683,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_camisole,34,28684,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_cape,34,28685,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_cardigan,34,28686,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_chastity_cage,34,28687,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_cloak,34,28688,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_clothes,34,28689,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_coat,34,28690,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_collar,34,28691,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_crown,34,28692,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_dress,34,28693,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_earring,34,28694,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_eyepatch,34,28695,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_eyewear,34,28696,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_fake_animal_ears,34,28697,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_gag,34,28698,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_gloves,34,28699,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_goggles,34,28700,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_hair_ornament,34,28701,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_hairband,34,28702,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_hairclip,34,28703,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_hat,34,28704,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_headband,34,28705,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_headgear,34,28706,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_headphones,34,28707,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_headwear,34,28708,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_helmet,34,28709,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_hoodie,34,28710,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_jacket,34,28711,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_jewelry,34,28712,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_kimono,34,28713,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_kneehighs,34,28714,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_lanyard,34,28715,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_leotard,34,28716,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_male_underwear,34,28717,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_mask,34,28718,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_mittens,34,28719,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_neckerchief,34,28720,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_necklace,34,28721,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_necktie,34,28722,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_panties,34,28723,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_pants,34,28724,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_pantyhose,34,28725,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_ribbon,34,28726,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_ring,34,28727,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_robe,34,28728,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_sandals,34,28729,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_sarong,34,28730,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_scarf,34,28731,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_scrunchie,34,28732,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_shirt,34,28733,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_shoes,34,28734,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_shorts,34,28735,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_skirt,34,28736,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_sleeves,34,28737,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_slippers,34,28738,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_socks,34,28739,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_sweater,34,28740,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_swim_cap,34,28741,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_swimsuit,34,28742,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_thighhighs,34,28743,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_veil,34,28744,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_vest,34,28745,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unworn_wig,34,28746,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unwrapping,34,28747,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
unzipped,34,28749,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
unzipping,34,28750,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
up_sleeve,34,28752,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
updo,34,28753,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
upper_body,34,28754,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
upper_teeth_only,34,28755,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
uppercut,34,28756,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
upright_69,34,28757,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
upright_ahoge,34,28758,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
upright_piano,34,28759,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
upright_restraints,34,28760,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
upright_straddle,34,28761,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
upshirt,34,28763,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
upshorts,34,28764,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
upside-down,34,28765,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
upside-down_book,34,28766,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
upside-down_kiss,34,28767,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
upside-down_world,34,28769,PLACE_BACKGROUND/BACKGROUND,PLACE_BACKGROUND,[],[],top_level_fallback:BACKGROUND
upskirt,34,28770,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
upswept_hair,34,28771,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
upturned_eyes,34,28772,EXPRESSION_EMOTION/EXPRESSION,EXPRESSION_EMOTION,[],[],top_level_fallback:EXPRESSION
upward_dog,34,28774,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
upwards_triangle_mouth,34,28775,EXPRESSION_EMOTION/MOUTH,EXPRESSION_EMOTION,[],[],top_level_fallback:MOUTH
uranohoshi_school_uniform,34,28778,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
uranus_(planet),34,28779,LIGHT_TIME_WEATHER/SKY,LIGHT_TIME_WEATHER,[],[],top_level_fallback:SKY
urasawa_naoki_(style),34,28781,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
urban,34,28782,PLACE_BACKGROUND/BACKGROUND,PLACE_BACKGROUND,[],[],top_level_fallback:BACKGROUND
urban_camouflage,34,28783,COLOR_APPEARANCE/PATTERN,COLOR_APPEARANCE,[],[],top_level_fallback:PATTERN
urban_legend,34,28784,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
urethra,34,28785,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
urethral_beads,34,28786,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
urethral_fingering,34,28787,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
urethral_insertion,34,28788,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
urethral_penetration,34,28789,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
urinal,34,28791,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
urinary_drainage_bag,34,28792,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
urine_meter,34,28793,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
urn,34,28794,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
uroko_(pattern),34,28795,COLOR_APPEARANCE/PATTERN,COLOR_APPEARANCE,[],[],top_level_fallback:PATTERN
ursa_major_(constellation),34,28796,LIGHT_TIME_WEATHER/SKY,LIGHT_TIME_WEATHER,[],[],top_level_fallback:SKY
ursa_minor_(constellation),34,28797,LIGHT_TIME_WEATHER/SKY,LIGHT_TIME_WEATHER,[],[],top_level_fallback:SKY
urushihara_satoshi_(style),34,28799,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
usada_hikaru_(cosplay),34,28801,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
usada_pekora_(cosplay),34,28803,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
usami_renko_(cosplay),34,28804,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
usami_sumireko_(cosplay),34,28805,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
usb,34,28806,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
usb_cable,34,28807,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
usb_tail,34,28808,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
used_condom,34,28809,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
used_condom_in_clothes,34,28810,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
used_condom_on_penis,34,28811,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
used_onahole,34,28812,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
used_tissue,34,28813,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
usekh_collar,34,28814,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
user_interface,34,28815,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
ushanka,34,28817,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
ushiwakamaru_(fate)_(cosplay),34,28819,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
usui_yoshito_(style),34,28822,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
usuzan_school_uniform,34,28823,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
uta-garuta,34,28824,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
utensil,34,28826,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
utensil_in_mouth,34,28827,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
utensil_rack,34,28828,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
uterus,34,28829,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
uterus_pose,34,28830,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
utility_belt,34,28831,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
utility_pole,34,28832,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
utility_vest,34,28833,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
utnapishtim_operator_uniform_(blue_archive),34,28834,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
utx_school_uniform,34,28835,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
uva_academy_school_uniform,34,28838,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
uvula,34,28839,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
uwabaki,34,28840,CLOTHING/FOOTWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:FOOTWEAR->EVERYDAY
uwagi,34,28841,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
uzumaki_naruto_(cosplay),34,28845,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
v-bangs,34,28849,HAIR_FACE/HAIR_STYLE,HAIR_FACE,[],[],top_level_fallback:HAIR_STYLE
v-fin,34,28850,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
v-neck,34,28851,CLOTHING/TOPS,CLOTHING/EVERYDAY,[],[],explicit_alias:TOPS->EVERYDAY
v-shaped_eyebrows,34,28852,HAIR_FACE/FACE_FEATURES,HAIR_FACE,[],[],top_level_fallback:FACE_FEATURES
v-shaped_eyes,34,28853,HAIR_FACE/FACE_FEATURES,HAIR_FACE,[],[],top_level_fallback:FACE_FEATURES
v_arms,34,28857,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
v_buckle,34,28858,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
v_formation,34,28859,PERSON_COUNT/GROUP_RELATION,PERSON_COUNT,[],[],top_level_fallback:GROUP_RELATION
v_legs,34,28860,POSE_MOVEMENT/BODY_POSE,POSE_MOVEMENT,[],[],top_level_fallback:BODY_POSE
vacation,34,28866,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
vacuum_bed,34,28867,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vacuum_cleaner,34,28868,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
vacuum_tube,34,28869,OBJECT_PROP/DEVICE,OBJECT_PROP,[],[],top_level_fallback:DEVICE
vagina_dentata,34,28870,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
vaginal,34,28871,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
vaginal_object_insertion,34,28872,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vaginal_prolapse,34,28873,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
valentine,34,28876,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
valkyrie_skirt,34,28881,CLOTHING/BOTTOMS,CLOTHING/EVERYDAY,[],[],explicit_alias:BOTTOMS->EVERYDAY
valley,34,28882,PLACE_BACKGROUND/OUTDOOR,PLACE_BACKGROUND,[],[],top_level_fallback:OUTDOOR
valve,34,28883,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vambraces,34,28885,CLOTHING/ACCESSORIES,CLOTHING/ACCESSORY,[],[],explicit_alias:ACCESSORIES->ACCESSORY
vampire_bite,34,28887,ACTION_CONTACT/CONTACT,ACTION_CONTACT/INTERACTION,[],[],explicit_alias:CONTACT->INTERACTION
vampire_costume,34,28888,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vanishing_point,34,28893,COMPOSITION_CAMERA/CAMERA,COMPOSITION_CAMERA,[],[],top_level_fallback:CAMERA
vanripper_(style),34,28895,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
vaping,34,28897,ACTION_CONTACT/DAILY_ACTION,ACTION_CONTACT,[],[],top_level_fallback:DAILY_ACTION
vaporeon_(cosplay),34,28898,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vaporwave,34,28899,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
varied_reactions,34,28903,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
various_blushing_faces,34,28904,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
vase,34,28907,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vat,34,28908,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vault_suit,34,28909,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vaulted_ceiling,34,28910,PLACE_BACKGROUND/ARCHITECTURE,PLACE_BACKGROUND,[],[],top_level_fallback:ARCHITECTURE
vaulting_horse,34,28911,OBJECT_PROP/PROP,OBJECT_PROP,[],[],top_level_fallback:PROP
vdv,34,28912,STYLE_QUALITY_META/METADATA,STYLE_QUALITY_META,[],[],top_level_fallback:METADATA
vector_circles,34,28913,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
vectors,34,28914,STYLE_QUALITY_META/STYLE,STYLE_QUALITY_META,[],[],top_level_fallback:STYLE
vega_(star),34,28915,LIGHT_TIME_WEATHER/SKY,LIGHT_TIME_WEATHER,[],[],top_level_fallback:SKY
vegeta_(cosplay),34,28916,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
vehicle_focus,34,28922,COMPOSITION_CAMERA/FOCUS,COMPOSITION_CAMERA,[],[],top_level_fallback:FOCUS
vehicle_interior,34,28923,COMPOSITION_CAMERA/FRAMING,COMPOSITION_CAMERA,[],[],top_level_fallback:FRAMING
veil,34,28925,CLOTHING/DRESSES_OUTFITS,CLOTHING,[],[],top_level_fallback:DRESSES_OUTFITS
veil_lift,34,28926,CLOTHING_STATE_EXPOSURE/CLOTHING_STATE,CLOTHING_STATE_EXPOSURE,[],[],top_level_fallback:CLOTHING_STATE
veil_over_eyes,34,28927,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
veil_over_one_eye,34,28928,CLOTHING/HEADWEAR,CLOTHING/EVERYDAY,[],[],explicit_alias:HEADWEAR->EVERYDAY
veins,34,28930,BODY_PART/ANATOMY,BODY_PART,[],[],top_level_fallback:ANATOMY
veiny_arms,34,28931,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_belly,34,28932,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_breasts,34,28933,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_crotch,34,28934,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_face,34,28935,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_feet,34,28936,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_hands,34,28937,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_legs,34,28938,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_neck,34,28939,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_pectorals,34,28940,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_penis,34,28941,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_tentacles,34,28942,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
veiny_testicles,34,28943,BODY_PART/SKIN,BODY_PART,[],[],top_level_fallback:SKIN
