special_id,canonical_or_tag,issue109_previous_verdict,verified_general_overlap,general_canonical_or_equivalent,general_display_ja,general_search_ja,general_browse_path,final_production_decision,final_reason,evidence_note,confidence
2073,babydoll,GENERAL_SUFFICIENT_CANDIDATE,YES,babydoll,ベビードール,ベビードール,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,babydollは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。babydollとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=babydoll (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ベビードール and search_ja=ベビードール.",HIGH
2078,bodysuit,GENERAL_SUFFICIENT_CANDIDATE,YES,bodysuit,ボディスーツ,ボディスーツ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,bodysuitは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。bodysuitとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=bodysuit (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ボディスーツ and search_ja=ボディスーツ.",HIGH
2080,boyshort panties,GENERAL_SUFFICIENT_CANDIDATE,YES,boyshort_panties,ボーイレッグ,ボーイレッグ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,boyshort pantiesは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。boyshort_pantiesとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=boyshort_panties (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ボーイレッグ and search_ja=ボーイレッグ.",HIGH
2081,bra,GENERAL_SUFFICIENT_CANDIDATE,YES,bra,ブラ,ブラ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,braは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。braとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=bra (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ブラ and search_ja=ブラ.",HIGH
2083,bustier,GENERAL_SUFFICIENT_CANDIDATE,YES,bustier,ビスチェ,ビスチェ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,bustierは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。bustierとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=bustier (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ビスチェ and search_ja=ビスチェ.",HIGH
2084,camisole,GENERAL_SUFFICIENT_CANDIDATE,YES,camisole,キャミソール,キャミソール,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,camisoleは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。camisoleとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=camisole (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=キャミソール and search_ja=キャミソール.",HIGH
2085,chemise,GENERAL_SUFFICIENT_CANDIDATE,YES,chemise,シュミーズ,シュミーズ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,chemiseは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。chemiseとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=chemise (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=シュミーズ and search_ja=シュミーズ.",HIGH
2086,corset,GENERAL_SUFFICIENT_CANDIDATE,YES,corset,コルセット,コルセット,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,corsetは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。corsetとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=corset (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=コルセット and search_ja=コルセット.",HIGH
2098,fishnets,GENERAL_SUFFICIENT_CANDIDATE,YES,fishnets,網タイツ,網タイツ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,fishnetsは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。fishnetsとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=fishnets (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=網タイツ and search_ja=網タイツ.",HIGH
2099,g-string,GENERAL_SUFFICIENT_CANDIDATE,YES,g-string,,,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,g-stringは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。g-stringとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=g-string (status=PROPOSED, path=CLOTHING/EVERYDAY).",HIGH
2100,garter belt,GENERAL_SUFFICIENT_CANDIDATE,YES,garter_belt,ガーターベルト,ガーターベルト,CLOTHING/ACCESSORY,REMOVE_FROM_SPECIAL_CONFIRMED,garter beltは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。garter_beltとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=garter_belt (status=PROPOSED, path=CLOTHING/ACCESSORY). Current Japanese overlay has display_ja=ガーターベルト and search_ja=ガーターベルト.",HIGH
2101,garter straps,GENERAL_SUFFICIENT_CANDIDATE,YES,garter_straps,ガーターストラップ,ガーターストラップ,CLOTHING/ACCESSORY,REMOVE_FROM_SPECIAL_CONFIRMED,garter strapsは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。garter_strapsとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=garter_straps (status=PROPOSED, path=CLOTHING/ACCESSORY). Current Japanese overlay has display_ja=ガーターストラップ and search_ja=ガーターストラップ.",HIGH
2103,lace,GENERAL_SUFFICIENT_CANDIDATE,YES,lace,レース,レース,COLOR_APPEARANCE,REMOVE_FROM_SPECIAL_CONFIRMED,laceは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。laceとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=lace (status=PROPOSED, path=COLOR_APPEARANCE). Current Japanese overlay has display_ja=レース and search_ja=レース.",HIGH
2105,lingerie,GENERAL_SUFFICIENT_CANDIDATE,YES,lingerie,ランジェリー,ランジェリー,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,lingerieは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。lingerieとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=lingerie (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ランジェリー and search_ja=ランジェリー.",HIGH
2109,nightgown,GENERAL_SUFFICIENT_CANDIDATE,YES,nightgown,ねまき,ねまき,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,nightgownは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。nightgownとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=nightgown (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ねまき and search_ja=ねまき.",HIGH
2112,panties,GENERAL_SUFFICIENT_CANDIDATE,YES,panties,パンティー,パンティー,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,pantiesは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。pantiesとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=panties (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=パンティー and search_ja=パンティー.",HIGH
2119,reverse outfit,GENERAL_SUFFICIENT_CANDIDATE,YES,reverse_outfit,逆衣装,逆衣装,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,reverse outfitは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。reverse_outfitとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=reverse_outfit (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=逆衣装 and search_ja=逆衣装.",HIGH
2121,strapless bottom,GENERAL_SUFFICIENT_CANDIDATE,YES,strapless_bottom,ストラップレスボトム,ストラップレスボトム,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,strapless bottomは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。strapless_bottomとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=strapless_bottom (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ストラップレスボトム and search_ja=ストラップレスボトム.",HIGH
2122,thong,GENERAL_SUFFICIENT_CANDIDATE,YES,thong,Tバック,Tバック,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,thongは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。thongとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=thong (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=Tバック and search_ja=Tバック.",HIGH
2123,underwear only,GENERAL_SUFFICIENT_CANDIDATE,YES,underwear_only,下着姿,下着姿,CLOTHING_STATE_EXPOSURE,REMOVE_FROM_SPECIAL_CONFIRMED,underwear onlyは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。underwear_onlyとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=underwear_only (status=PROPOSED, path=CLOTHING_STATE_EXPOSURE). Current Japanese overlay has display_ja=下着姿 and search_ja=下着姿.",HIGH
2170,breasts,GENERAL_SUFFICIENT_CANDIDATE,YES,breasts,胸,胸,BODY_PART,REMOVE_FROM_SPECIAL_CONFIRMED,breastsは一般的な身体部位・身体特徴で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。breastsとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=breasts (status=PROPOSED, path=BODY_PART). Current Japanese overlay has display_ja=胸 and search_ja=胸.",HIGH
2171,cleavage,GENERAL_SUFFICIENT_CANDIDATE,YES,cleavage,胸の谷間,胸の谷間,BODY_PART,REMOVE_FROM_SPECIAL_CONFIRMED,cleavageは一般的な身体部位・身体特徴で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。cleavageとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=cleavage (status=PROPOSED, path=BODY_PART). Current Japanese overlay has display_ja=胸の谷間 and search_ja=胸の谷間.",HIGH
2197,bikini briefs,GENERAL_SUFFICIENT_CANDIDATE,YES,bikini_briefs,ビキニパンツ,ビキニパンツ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,bikini briefsは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。bikini_briefsとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=bikini_briefs (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ビキニパンツ and search_ja=ビキニパンツ.",HIGH
2198,boxer briefs,GENERAL_SUFFICIENT_CANDIDATE,YES,boxer_briefs,ボクサーパンツ,ボクサーパンツ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,boxer briefsは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。boxer_briefsとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=boxer_briefs (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ボクサーパンツ and search_ja=ボクサーパンツ.",HIGH
2199,boxers,GENERAL_SUFFICIENT_CANDIDATE,YES,boxers,トランクス,トランクス,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,boxersは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。boxersとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=boxers (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=トランクス and search_ja=トランクス.",HIGH
2200,briefs,GENERAL_SUFFICIENT_CANDIDATE,YES,briefs,ブリーフ,ブリーフ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,briefsは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。briefsとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=briefs (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ブリーフ and search_ja=ブリーフ.",HIGH
2201,jockstrap,GENERAL_SUFFICIENT_CANDIDATE,YES,jockstrap,ジョックストラップ,ジョックストラップ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,jockstrapは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。jockstrapとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=jockstrap (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=ジョックストラップ and search_ja=ジョックストラップ.",HIGH
2202,male underwear,GENERAL_SUFFICIENT_CANDIDATE,YES,male_underwear,男性の下着,男性の下着,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,male underwearは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。male_underwearとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=male_underwear (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=男性の下着 and search_ja=男性の下着.",HIGH
2358,hetero,GENERAL_SUFFICIENT_CANDIDATE,YES,hetero,ヘテロ,ヘテロ,UNRESOLVED_NO_VALIDATED_BROWSE_PATH,HUMAN_DECISION_REQUIRED,heteroは現行General側にUNRESOLVED canonicalはあるがvalidated browse pathがなく、単なる一般的なheterosexual relationかSpecialで発見すべき関係概念かを確定できない。,"Current #64 effective sidecar contains normalized exact canonical=hetero (status=UNRESOLVED, path=UNRESOLVED_NO_VALIDATED_BROWSE_PATH). Current Japanese overlay has display_ja=ヘテロ and search_ja=ヘテロ. The General identity is present but not effective/validated for removal.",LOW
2359,ass,GENERAL_SUFFICIENT_CANDIDATE,YES,ass,尻,尻,BODY_PART,REMOVE_FROM_SPECIAL_CONFIRMED,assは一般的な身体部位・身体特徴で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。assとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=ass (status=PROPOSED, path=BODY_PART). Current Japanese overlay has display_ja=尻 and search_ja=尻.",HIGH
2364,big belly,GENERAL_SUFFICIENT_CANDIDATE,YES,big_belly,大きな腹部,大きな腹部,BODY_PART,REMOVE_FROM_SPECIAL_CONFIRMED,big bellyは一般的な身体部位・身体特徴で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。big_bellyとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=big_belly (status=PROPOSED, path=BODY_PART). Current Japanese overlay has display_ja=大きな腹部 and search_ja=大きな腹部.",HIGH
2377,topless male,GENERAL_SUFFICIENT_CANDIDATE,YES,topless_male,男性の上半身裸,男性の上半身裸,CLOTHING_STATE_EXPOSURE,REMOVE_FROM_SPECIAL_CONFIRMED,topless maleはGeneralで扱う浅い実用概念で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。topless_maleとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=topless_male (status=PROPOSED, path=CLOTHING_STATE_EXPOSURE). Current Japanese overlay has display_ja=男性の上半身裸 and search_ja=男性の上半身裸.",HIGH
2381,pectoral cleavage,GENERAL_SUFFICIENT_CANDIDATE,YES,pectoral_cleavage,胸筋の谷間,胸部の切断,BODY_PART,REMOVE_FROM_SPECIAL_CONFIRMED,pectoral cleavageは一般的な身体部位・身体特徴で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。pectoral_cleavageとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=pectoral_cleavage (status=PROPOSED, path=BODY_PART). Current Japanese overlay has display_ja=胸筋の谷間 and search_ja=胸部の切断.",HIGH
2483,puffer fish vomiting water (meme),GENERAL_SUFFICIENT_CANDIDATE,YES,puffer_fish_vomiting_water_(meme),,,UNRESOLVED_NO_VALIDATED_BROWSE_PATH,HUMAN_DECISION_REQUIRED,puffer fish vomiting water (meme)は旧Product-Fitでscope外、現行General exact/equivalent routeもなく、named/meme templateの扱いを人手決定する必要がある。,"Current #64 effective sidecar contains normalized exact canonical=puffer_fish_vomiting_water_(meme) (status=UNRESOLVED, path=UNRESOLVED_NO_VALIDATED_BROWSE_PATH). The General identity is present but not effective/validated for removal.",LOW
2498,nude guy wrapped in ribbons standing (meme),GENERAL_SUFFICIENT_CANDIDATE,YES,nude_guy_wrapped_in_ribbons_standing_(meme),,,CLOTHING/EVERYDAY,KEEP_SPECIAL_CONFIRMED,nude guy wrapped in ribbons standing (meme)はnude・ribbon・standingの単純合成ではなく、名前で探すspecific sexual visual meme/template。現行Generalにexact/equivalent routeがなく、Specialでの独立発見価値をKEEP。,"Current #64 effective sidecar contains normalized exact canonical=nude_guy_wrapped_in_ribbons_standing_(meme) (status=PROPOSED, path=CLOTHING/EVERYDAY).",HIGH
2505,thong panties,GENERAL_SUFFICIENT_CANDIDATE,YES,thong_panties,Tバック・パンツ,Tバック・パンツ,CLOTHING/EVERYDAY,REMOVE_FROM_SPECIAL_CONFIRMED,thong pantiesは普通の衣服・下着・衣服素材で、特殊な行為・body-site relation・器具・consent/intensity・sexual topologyを独立指定しない。thong_pantiesとして現行Generalの日本語display/searchと#64 browse pathが利用可能で、Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しない。,"Current #64 effective sidecar contains normalized exact canonical=thong_panties (status=PROPOSED, path=CLOTHING/EVERYDAY). Current Japanese overlay has display_ja=Tバック・パンツ and search_ja=Tバック・パンツ.",HIGH
2519,sexually suggestive,GENERAL_SUFFICIENT_CANDIDATE,YES,sexually_suggestive,性的な示唆,謎のエロス,UNRESOLVED_NO_VALIDATED_BROWSE_PATH,HUMAN_DECISION_REQUIRED,sexually suggestiveは現行General canonicalとoverlayはあるがsidecar statusがUNRESOLVEDでbrowse pathがなく、広いsemantic umbrellaとしてのGeneral十分性を確定できない。,"Current #64 effective sidecar contains normalized exact canonical=sexually_suggestive (status=UNRESOLVED, path=UNRESOLVED_NO_VALIDATED_BROWSE_PATH). Current Japanese overlay has display_ja=性的な示唆 and search_ja=謎のエロス. The General identity is present but not effective/validated for removal.",LOW
2626,puffer fish vomiting water,NEEDS_REVIEW,NO,,,,NO_CURRENT_GENERAL_ROUTE,HUMAN_DECISION_REQUIRED,puffer fish vomiting waterはalias targetは解決しているが現行General exact/equivalent routeがなく、meme/named visual conceptのSpecial scopeを人手決定する必要がある。,Current #64 effective sidecar and Japanese overlay have no normalized exact canonical/equivalent entry; no current General discovery route was verified.,LOW
