special_id,tag,mechanical_triage,triage_reason,exact_general_overlap,product_fit_verdict,promotion_status,meaning_status,generation_family,generation_role,prompt_use_mode,special_flags,general_canonical,general_display_ja,general_search_ja,general_post_count,general_status,general_confidence,general_primary_path,general_secondary_paths,human_final,human_reason
460,defecation,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
461,feces,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
462,pooping,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
463,scat fetish,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
464,soiled diaper,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
465,coprophilia,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
466,fecal,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
467,feces play,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
468,scat play,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
469,peeing on penis,KEEP_SPECIAL,DEEP_FAMILY:FLUID_STATE_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,FLUID_STATE_ACTION,effect_or_action,DIRECT,,peeing_on_penis,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
470,guro,KEEP_SPECIAL,DEEP_FAMILY:DAMAGE_STATE_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,,guro,,,,PROPOSED,HIGH,STYLE_QUALITY_META,[],,
471,gore,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_IDENTITY_ONLY,ALIAS_TARGET_RESOLVED,,,ALIAS_PRESERVE,PRESERVE_PROMPT_IDENTITY,,,,,,,,,,
472,amputation,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
473,dissection,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
474,exposed organs,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
475,eye gouging,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
476,impalement,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
477,vivisection,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
478,necrophilia,KEEP_SPECIAL,DEEP_FAMILY:DAMAGE_STATE_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,,necrophilia,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,[],,
479,skull fucking,KEEP_SPECIAL,DEEP_FAMILY:DAMAGE_STATE_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,,skull_fucking,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
480,ero guro,KEEP_SPECIAL,DEEP_FAMILY:DAMAGE_STATE_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,,ero_guro,,,,PROPOSED,HIGH,STYLE_QUALITY_META,[],,
481,eroguro,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_IDENTITY_ONLY,ALIAS_TARGET_RESOLVED,,,ALIAS_PRESERVE,PRESERVE_PROMPT_IDENTITY,,,,,,,,,,
482,eye sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
483,corpse sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
484,dead body sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
485,guro sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
486,sexual gore,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
487,sexual mutilation,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
488,xray sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
489,internal penetration,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
490,bestiality,KEEP_SPECIAL,DEEP_FAMILY:NONHUMAN_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,NONHUMAN_INTERACTION,compound_concept,STRUCTURED,,bestiality,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
491,knotting,KEEP_SPECIAL,DEEP_FAMILY:NONHUMAN_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,NONHUMAN_INTERACTION,compound_concept,STRUCTURED,,knotting,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
492,animal insertion,KEEP_SPECIAL,DEEP_FAMILY:NONHUMAN_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,NONHUMAN_INTERACTION,compound_concept,STRUCTURED,,animal_insertion,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
493,mating (animal),KEEP_SPECIAL,DEEP_FAMILY:NONHUMAN_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,NONHUMAN_INTERACTION,compound_concept,STRUCTURED,,mating_(animal),,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,[],,
494,imminent bestiality,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,imminent_bestiality,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
495,implied bestiality,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,implied_bestiality,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
496,zoophilia,KEEP_SPECIAL,DEEP_FAMILY:NONHUMAN_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,NONHUMAN_INTERACTION,compound_concept,STRUCTURED,,zoophilia,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
497,animal sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
498,beast sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
499,forniphilia,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,forniphilia,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
500,glory hole,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:SCENE_CONTEXT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SCENE_CONTEXT,scene_context,SUPPORT,,glory_hole,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
501,glory wall,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:SCENE_CONTEXT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SCENE_CONTEXT,scene_context,SUPPORT,,glory_wall,,,,PROPOSED,MEDIUM,PLACE_BACKGROUND,[],,
502,human furniture,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,human_furniture,,,,PROPOSED,HIGH,OBJECT_PROP/DAILY,[],,
503,unbirthing,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,unbirthing,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTERACTION,[],,
504,vore,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,vore,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTERACTION,[],,
505,extreme fetish,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
506,hard fetish,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
507,human furniture fetish,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
508,cameltoe,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,cameltoe,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
509,pussy,GENERAL_SUFFICIENT_CANDIDATE,B1_HUMAN_SEED; plain anatomy label/slang; verify General Japanese discovery,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,pussy,,,,PROPOSED,HIGH,BODY_PART,[],,
510,pussy peek,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,pussy_peek,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
511,spread pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,spread_pussy,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
512,spreading own pussy,KEEP_SPECIAL,DEEP_FAMILY:SELF_ACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,SELF_ACTION,action,STRUCTURED,SELF_ACTOR_ROLE,spreading_own_pussy,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
513,spreading another's pussy,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,spreading_another's_pussy,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
514,presenting own pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:POSE_COMPOSITION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,POSE_COMPOSITION,pose,STRUCTURED,COMPOSITION_OWNER_CANDIDATE,presenting_own_pussy,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
515,pussy focus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:POSE_COMPOSITION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,POSE_COMPOSITION,camera,STRUCTURED,COMPOSITION_OWNER_CANDIDATE,pussy_focus,,,,PROPOSED,HIGH,COMPOSITION_CAMERA,[],,
516,pussy cutout,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,pussy_cutout,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
517,covered pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,covered_pussy,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
518,pussy piercing,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,pussy_piercing,,,,PROPOSED,HIGH,BODY_PART,[],,
519,bare pussy,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
520,labia,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
521,clitoris slip,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,clitoris_slip,,,,PROPOSED,MEDIUM,BODY_PART,[],,
522,erect clitoris,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,erect_clitoris,,,,PROPOSED,HIGH,BODY_PART,[],,
523,cooperative pussyjob,KEEP_SPECIAL,DEEP_FAMILY:MULTI_ACTOR_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,MULTI_ACTOR_INTERACTION,compound_action,STRUCTURED,ACTOR_SEPARATION_REQUIRED,cooperative_pussyjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
524,paizuri,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
525,pussyjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,pussyjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
526,titjob,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_IDENTITY_ONLY,ALIAS_TARGET_RESOLVED,,,ALIAS_PRESERVE,PRESERVE_PROMPT_IDENTITY,,,,,,,,,,
527,cooperative paizuri,KEEP_SPECIAL,DEEP_FAMILY:MULTI_ACTOR_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,MULTI_ACTOR_INTERACTION,compound_action,STRUCTURED,ACTOR_SEPARATION_REQUIRED,cooperative_paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
528,female footjob,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,female_footjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
529,handsfree paizuri,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,handsfree_paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
530,paizuri on lap,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,paizuri_on_lap,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
531,paizuri over clothes,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,paizuri_over_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
532,paizuri under clothes,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,paizuri_under_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
533,perpendicular paizuri,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,perpendicular_paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
534,sideways perpendicular paizuri,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,sideways_perpendicular_paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
535,straddling paizuri,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,straddling_paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
536,tribadism,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,tribadism,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
537,boobjob,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
538,breastjob,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
539,after vaginal,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,after_vaginal,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
540,imminent vaginal,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,,imminent_vaginal,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
541,vaginal,KEEP_SPECIAL,DEEP_FAMILY:ACTION_INTERACTION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,ACTION_INTERACTION,action,STRUCTURED,,vaginal,,,,PROPOSED,HIGH,BODY_PART,[],,
542,vaginal sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_IDENTITY_ONLY,ALIAS_TARGET_RESOLVED,,,ALIAS_PRESERVE,PRESERVE_PROMPT_IDENTITY,,,,,,,,,,
543,piv sex,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
544,vaginal intercourse,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_SEMANTIC_ROLE,SEMANTIC_SUPPORT,,semantic_support,SUPPORT,SEMANTIC_NOT_DIRECT_CANONICAL,,,,,,,,,,
545,vaginal object insertion,KEEP_SPECIAL,DEEP_FAMILY:INSERTION_STRUCTURED,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,INSERTION_STRUCTURED,bodypart_action,STRUCTURED,,vaginal_object_insertion,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTERACTION,[],,
546,vaginal penetration,KEEP_SPECIAL,NO_STRONG_GENERAL_SUFFICIENCY_SIGNAL,NO,KEEP_REFERENCE_ONLY,APPROVED_IDENTITY_ONLY,ALIAS_TARGET_RESOLVED,,,ALIAS_PRESERVE,PRESERVE_PROMPT_IDENTITY,,,,,,,,,,
547,cervical penetration,KEEP_SPECIAL,DEEP_FAMILY:INSERTION_STRUCTURED,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,INSERTION_STRUCTURED,bodypart_action,STRUCTURED,,cervical_penetration,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
548,double vaginal,KEEP_SPECIAL,DEEP_FAMILY:INSERTION_STRUCTURED,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,INSERTION_STRUCTURED,bodypart_action,STRUCTURED,,double_vaginal,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
