special_id,canonical_or_tag,general_overlap,previous_product_fit_verdict,final_reverse_audit_verdict,final_reason,general_discoverability_note,provenance_note,source_batch
2105,lingerie,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,lingerieは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2109,nightgown,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,nightgownは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2112,panties,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,pantiesは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2119,reverse outfit,YES,KEEP,GENERAL_SUFFICIENT_CANDIDATE,reverse outfitは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B3
2121,strapless bottom,YES,KEEP,GENERAL_SUFFICIENT_CANDIDATE,strapless bottomは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B3
2122,thong,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,thongは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2123,underwear only,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,underwear onlyは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2170,breasts,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,breastsは一般的な身体部位・身体特徴そのもので、Special独自の状態・関係・器具を指定しない。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2171,cleavage,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,cleavageは一般的な身体部位・身体特徴そのもので、Special独自の状態・関係・器具を指定しない。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2197,bikini briefs,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,bikini briefsは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2198,boxer briefs,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,boxer briefsは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2199,boxers,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,boxersは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2200,briefs,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,briefsは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2201,jockstrap,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,jockstrapは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2202,male underwear,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,male underwearは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2358,hetero,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,heteroは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2359,ass,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,assは一般的な身体部位・身体特徴そのもので、Special独自の状態・関係・器具を指定しない。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2364,big belly,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,big bellyは一般的な身体部位・身体特徴そのもので、Special独自の状態・関係・器具を指定しない。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2377,topless male,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,topless maleは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B3
2381,pectoral cleavage,YES,KEEP,GENERAL_SUFFICIENT_CANDIDATE,pectoral cleavageは一般的な身体部位・身体特徴そのもので、Special独自の状態・関係・器具を指定しない。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP。production Special/catalog/UserDataは変更していない。,B3
2483,puffer fish vomiting water (meme),YES,OUT_OF_SCOPE_PRODUCT,GENERAL_SUFFICIENT_CANDIDATE,puffer fish vomiting water (meme)はmeme由来の広いvisual referenceで、Specialに独立した深い探索導線を置く価値が弱い。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=OUT_OF_SCOPE_PRODUCT。production Special/catalog/UserDataは変更していない。,B4
2498,nude guy wrapped in ribbons standing (meme),YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,nude guy wrapped in ribbons standing (meme)はmeme由来の広いvisual referenceで、Specialに独立した深い探索導線を置く価値が弱い。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B4
2505,thong panties,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,thong pantiesは普通の衣服・下着・衣服素材または一般的な衣服カテゴリで、Generalの日本語検索・browseで到達できる。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B4
2519,sexually suggestive,YES,KEEP_REFERENCE_ONLY,GENERAL_SUFFICIENT_CANDIDATE,sexually suggestiveは広いcontent/meta umbrellaで、具体的な身体状態・行為・器具・topologyを指定しない。#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。 Specialから外しても日本語ユーザーの理解・発見能力は実用上ほぼ低下しないためGENERAL_SUFFICIENT_CANDIDATE。,#64 effective sidecarにexact canonical overlapなし。Generalだけでの到達性は未確認。,Issue #109 mechanical ledgerのSpecialID/Tagを維持したhuman reverse audit。既存Special 1..2788。旧Product-Fit=KEEP_REFERENCE_ONLY。production Special/catalog/UserDataは変更していない。,B4
