special_id,tag,mechanical_triage,triage_reason,exact_general_overlap,product_fit_verdict,promotion_status,meaning_status,generation_family,generation_role,prompt_use_mode,special_flags,general_canonical,general_display_ja,general_search_ja,general_post_count,general_status,general_confidence,general_primary_path,general_secondary_paths,human_final,human_reason
748,censored nipples,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,censored_nipples,,,,PROPOSED,HIGH,STYLE_QUALITY_META,[],,
749,onee-loli,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:RELATION_ROLE_CONTEXT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,RELATION_ROLE_CONTEXT,context,SUPPORT,,onee-loli,,,,PROPOSED,HIGH,PERSON_COUNT,[],,
753,bandaid on pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,bandaid_on_pussy,,,,PROPOSED,HIGH,BODY_PART,[],,
754,covering nipples,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,covering_nipples,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
755,penis size difference,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,penis_size_difference,,,,PROPOSED,HIGH,BODY_PART,[],,
757,puckered anus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,puckered_anus,,,,PROPOSED,HIGH,BODY_PART,[],,
759,imminent fellatio,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,imminent_fellatio,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
760,spread pussy under clothes,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CLOTHING_EXPOSURE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CLOTHING_EXPOSURE,visual_state,DIRECT,,spread_pussy_under_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
761,colored nipples,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,colored_nipples,,,,PROPOSED,HIGH,BODY_PART,"[""COLOR_APPEARANCE""]",,
762,nipple indents,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,nipple_indents,,,,PROPOSED,HIGH,BODY_PART,[],,
764,forced orgasm,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:REACTION_STATE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,REACTION_STATE,reaction,DIRECT,,forced_orgasm,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
768,half-spread pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,half-spread_pussy,,,,PROPOSED,HIGH,BODY_PART,[],,
771,lipstick mark on penis,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,lipstick_mark_on_penis,,,,PROPOSED,HIGH,COLOR_APPEARANCE,[],,
772,penis over eyes,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,,penis_over_eyes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
773,onii-shota,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:RELATION_ROLE_CONTEXT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,RELATION_ROLE_CONTEXT,context,SUPPORT,,onii-shota,,,,PROPOSED,HIGH,LIVING_NATURE/CREATURE,[],,
781,implied after sex,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,implied_after_sex,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
782,simulated fellatio,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,simulated_fellatio,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
783,tucked penis,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,tucked_penis,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
784,they had lots of sex afterwards (meme),NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP_REFERENCE_ONLY,APPROVED_STATIC,WEB_VERIFIED,CONTEXT_MODIFIER,temporal_implied_meme,REFERENCE_ONLY,,they_had_lots_of_sex_afterwards_(meme),,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
788,penis shadow,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,penis_shadow,,,,PROPOSED,HIGH,BODY_PART,[],,
789,penis to breast,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,penis_to_breast,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
790,handjob gesture,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,handjob_gesture,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
791,mole on pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,mole_on_pussy,,,,PROPOSED,HIGH,BODY_PART,[],,
793,piledriver (sex),NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:POSE_COMPOSITION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,POSE_COMPOSITION,pose,STRUCTURED,COMPOSITION_OWNER_CANDIDATE,piledriver_(sex),,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
797,hand on own penis,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,SELF_ACTOR_ROLE,hand_on_own_penis,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
798,penis under another's clothes,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CLOTHING_EXPOSURE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CLOTHING_EXPOSURE,visual_state,DIRECT,,penis_under_another's_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
799,tape on nipples,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,tape_on_nipples,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
800,sexual coaching,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,sexual_coaching,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
801,penis in panties,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CLOTHING_EXPOSURE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CLOTHING_EXPOSURE,visual_state,DIRECT,,penis_in_panties,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
805,paizuri invitation,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,paizuri_invitation,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
806,penis on stomach,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,,penis_on_stomach,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
809,implied incest,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,implied_incest,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
813,lipstick mark on testicles,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,lipstick_mark_on_testicles,,,,PROPOSED,HIGH,COLOR_APPEARANCE,[],,
815,penis on head,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,,penis_on_head,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
819,colored pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,colored_pussy,,,,PROPOSED,HIGH,BODY_PART,"[""COLOR_APPEARANCE""]",,
820,implied paizuri,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,implied_paizuri,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
823,penis over one eye,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,,penis_over_one_eye,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
824,onahole job,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:IMPLEMENT_OBJECT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,IMPLEMENT_OBJECT,implement,DIRECT,,onahole_job,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
825,penetration gesture,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,penetration_gesture,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
827,bouncing penis,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,bouncing_penis,,,,PROPOSED,HIGH,POSE_MOVEMENT,"[""BODY_PART""]",,
828,ofuda on pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,ofuda_on_pussy,,,,PROPOSED,HIGH,POSE_MOVEMENT,[],,
829,chocolate on nipples,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,chocolate_on_nipples,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,"[""OBJECT_PROP/FOOD""]",,
831,ofuda on nipples,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,ofuda_on_nipples,,,,PROPOSED,HIGH,POSE_MOVEMENT,[],,
833,imminent gangbang,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,imminent_gangbang,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
838,sexual harassment,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:RELATION_ROLE_CONTEXT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,RELATION_ROLE_CONTEXT,context,SUPPORT,,sexual_harassment,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
839,presenting own anus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:POSE_COMPOSITION,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,POSE_COMPOSITION,pose,STRUCTURED,SELF_ACTOR_ROLE,presenting_own_anus,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
844,panties on penis,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CLOTHING_EXPOSURE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CLOTHING_EXPOSURE,visual_state,DIRECT,,panties_on_penis,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
845,bouncing testicles,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,bouncing_testicles,,,,PROPOSED,HIGH,POSE_MOVEMENT,"[""BODY_PART""]",,
852,nipple tweak through clothes,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CLOTHING_EXPOSURE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CLOTHING_EXPOSURE,visual_state,DIRECT,,nipple_tweak_through_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
854,after cunnilingus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,after_cunnilingus,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
855,colored penis,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,colored_penis,,,,PROPOSED,HIGH,BODY_PART,"[""COLOR_APPEARANCE""]",,
857,censored anus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,censored_anus,,,,PROPOSED,HIGH,STYLE_QUALITY_META,[],,
861,implied handjob,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,implied_handjob,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
862,ageplay,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:RELATION_ROLE_CONTEXT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,RELATION_ROLE_CONTEXT,context,SUPPORT,,ageplay,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
864,imminent paizuri,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,imminent_paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
865,labia piercing,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:IMPLEMENT_OBJECT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,IMPLEMENT_OBJECT,implement,DIRECT,,labia_piercing,,,,PROPOSED,HIGH,BODY_PART,[],,
867,penis out of frame,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,penis_out_of_frame,,,,PROPOSED,HIGH,CLOTHING_STATE_EXPOSURE,[],,
868,nipple tag,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,nipple_tag,,,,PROPOSED,HIGH,CLOTHING/ACCESSORY,[],,
873,simulated paizuri,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,simulated_paizuri,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
874,single nipple piercing,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:IMPLEMENT_OBJECT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,IMPLEMENT_OBJECT,implement,DIRECT,,single_nipple_piercing,,,,PROPOSED,HIGH,BODY_PART,[],,
879,wireless sex toy controller,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:IMPLEMENT_OBJECT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,IMPLEMENT_OBJECT,implement,DIRECT,,wireless_sex_toy_controller,,,,PROPOSED,HIGH,OBJECT_PROP/DAILY,[],,
883,cunnilingus gesture,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,cunnilingus_gesture,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
884,pussy sandwich,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,pussy_sandwich,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
885,sexual exercising,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,sexual_exercising,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,[],,
886,sagging testicles,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,sagging_testicles,,,,PROPOSED,HIGH,BODY_PART,[],,
888,used onahole,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:IMPLEMENT_OBJECT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,IMPLEMENT_OBJECT,implement,DIRECT,,used_onahole,,,,PROPOSED,HIGH,OBJECT_PROP,[],,
889,chocolate on pussy,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,chocolate_on_pussy,,,,PROPOSED,HIGH,ACTION_CONTACT/INTERACTION,"[""OBJECT_PROP/FOOD""]",,
890,nipple tassels,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,nipple_tassels,,,,PROPOSED,HIGH,CLOTHING/ACCESSORY,[],,
892,imminent cunnilingus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,imminent_cunnilingus,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
899,nipples pressed together,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,,nipples_pressed_together,,,,PROPOSED,HIGH,BODY_PART,[],,
900,after handjob,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,after_handjob,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
902,slave brand,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_mark,DIRECT,,slave_brand,,,,PROPOSED,MEDIUM,BODY_PART,[],,
907,fuck-me shirt,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CLOTHING_EXPOSURE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CLOTHING_EXPOSURE,visual_state,DIRECT,,fuck-me_shirt,,,,PROPOSED,HIGH,CLOTHING/EVERYDAY,[],,
909,condom on nipples,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:IMPLEMENT_OBJECT,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,IMPLEMENT_OBJECT,implement,DIRECT,,condom_on_nipples,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
911,colored anus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,colored_anus,,,,PROPOSED,HIGH,BODY_PART,"[""COLOR_APPEARANCE""]",,
913,implied after fellatio,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CONTEXT_MODIFIER,semantic_support,SUPPORT,,implied_after_fellatio,,,,PROPOSED,MEDIUM,ACTION_CONTACT/INTIMATE,[],,
914,guy tired after sex (meme),NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CONTEXT_MODIFIER,YES,KEEP_REFERENCE_ONLY,APPROVED_STATIC,WEB_VERIFIED,CONTEXT_MODIFIER,meme_template_scene,REFERENCE_ONLY,,guy_tired_after_sex_(meme),,,,UNRESOLVED,LOW,,[],,
922,spread anus under clothes,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:CLOTHING_EXPOSURE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,CLOTHING_EXPOSURE,visual_state,DIRECT,,spread_anus_under_clothes,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
928,hands on penis,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:DIRECT_COMPOSITE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,DIRECT_COMPOSITE,compound_visual,STRUCTURED,,hands_on_penis,,,,PROPOSED,HIGH,ACTION_CONTACT/INTIMATE,[],,
935,deformed anus,NEEDS_REVIEW,EXACT_GENERAL_OVERLAP+GENERALISH_FAMILY:BODY_ATTRIBUTE,YES,KEEP,APPROVED_STATIC,SOURCE_CLEAR,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,,deformed_anus,,,,PROPOSED,HIGH,BODY_PART,[],,
