identity_key,is_general,is_special,general_canonical,general_status,general_primary_path,general_secondary_paths,general_confidence,special_id,special_tag,generation_family,generation_role,promotion_status,meaning_status,issue104_reviewed,issue104_review_source,issue104_product_fit_decision,issue104_adult_domains,issue104_post_count,sample_stratum,sample_rank,candidate_class,candidate_status,reviewed_class,review_reason,signal_conflict
chocolate_on_breasts,YES,NO,chocolate_on_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,"[""OBJECT_PROP/FOOD""]",HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,2549,ISSUE104_REVIEWED_RISK,4751d36d2294c3fd0fdb9eff819ab05297b87629dbb2f06bbc4c9f205557d19c,,,,,
iced_latte_with_breast_milk_(meme),YES,NO,iced_latte_with_breast_milk_(meme),UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,421,ISSUE104_REVIEWED_RISK,48cf493567d5869c0e0e66c53348a3cd29ad3b591e9ab430c9f2f22533b7ce7c,,,,,
good_breasts_day,YES,NO,good_breasts_day,UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,301,ISSUE104_REVIEWED_RISK,4b3f948f4696221e579681321a9a9d5915976cee1c048028a906e27e2a335052,,,,,
saliva_bubble,YES,NO,saliva_bubble,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,100,ISSUE104_REVIEWED_RISK,4bbb333f51ade833289217fcc7350e94b137596926bc84f71b63e6ee2ed4f186,,,,,
sweaty_armpits,YES,YES,sweaty_armpits,PROPOSED,BODY_PART,[],HIGH,2988,sweaty_armpits,BODY_STATE,body_state,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,4884,ISSUE104_REVIEWED_RISK,4bd4a16db9574a74b86ba0e53d5810d9466013ab38add2c9296ac7843d899e71,,,,,
breast_slider,YES,NO,breast_slider,UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA,76,ISSUE104_REVIEWED_RISK,4e61b632bb3bb1e1fafc59f593df2847b2818dcae98d00b608bad3b20351f009,,,,,
shibarikini,YES,YES,shibarikini,PROPOSED,CLOTHING/COSTUME,[],HIGH,3078,shibarikini,RESTRAINT_IMPLEMENT,restraint_implement,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,68,ISSUE104_REVIEWED_RISK,4e623267c2c9de3fefb2ffeded61834f0dd8d244c3df06cb982bdb61888a337c,,,,,
breast_milk_in_container,YES,YES,breast_milk_in_container,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,3007,breast_milk_in_container,FLUID_STATE_ACTION,effect_or_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA;FLUID_EXCRETION,1219,ISSUE104_REVIEWED_RISK,4f1977e7121c78fa712692e2b5e7608e40e807ab3f1b45023ff0e3727fd3ccdc,,,,,
tickling_breasts,YES,YES,tickling_breasts,PROPOSED,BODY_PART,[],HIGH,3045,tickling_breasts,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,212,ISSUE104_REVIEWED_RISK,52d84b34ff95faafc595e90d3b2857f540a86d6a08b718b1d219040a3b6a1170,,,,,
fan_between_breasts,YES,NO,fan_between_breasts,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,82,ISSUE104_REVIEWED_RISK,5398fe24612eb3338313525fccb2da7b7cad954a52c5d7de047a79ebe4dd81d9,,,,,
long_breast_curtain,YES,NO,long_breast_curtain,PROPOSED,CLOTHING_STATE_EXPOSURE,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,105,ISSUE104_REVIEWED_RISK,54928502b4af6634b29c714779aea7f4e6b8e3803cb365681a7d9f4eaf77c653,,,,,
pov_breasts,YES,YES,pov_breasts,PROPOSED,COMPOSITION_CAMERA,[],HIGH,3008,pov_breasts,POSE_COMPOSITION,pose_camera,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,1207,ISSUE104_REVIEWED_RISK,54fcd05d21fc516140410b5c71febce12e35413fb284a40b6f5cb29fe47bee20,,,,,
breasts_on_head,YES,YES,breasts_on_head,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,2997,breasts_on_head,DIRECT_COMPOSITE,spatial_relation,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,3000,ISSUE104_REVIEWED_RISK,550c9bf5dff14203fddb84b377decade1eebe3f20d2786efd1648ac4e8378a3d,,,,,
offering_leash,YES,YES,offering_leash,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,3056,offering_leash,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BDSM_RESTRAINT,159,ISSUE104_REVIEWED_RISK,565c0acb3adf8dc08fb13530ee8949fe8bba390389859e45780dc49323873f93,,,,,
handsfree_breast_squeeze,YES,YES,handsfree_breast_squeeze,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3005,handsfree_breast_squeeze,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,1487,ISSUE104_REVIEWED_RISK,573cc521fa93060e2ce7462545831cb36ca165aae667ae752269a19b06d880e6,,,,,
areola_measuring,YES,YES,areola_measuring,PROPOSED,ACTION_CONTACT/INTERACTION,"[""BODY_PART""]",HIGH,3062,areola_measuring,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,121,ISSUE104_REVIEWED_RISK,5ae70752d53e73996a5aa7aecc471d11268a49d15fd6910fbdf43d2413d2adbc,,,,,
yaoi,YES,NO,yaoi,PROPOSED,STYLE_QUALITY_META,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,OPAQUE_ADULT_SURFACE,115442,ISSUE104_REVIEWED_RISK,5c7504ccf6c7b3648858ece8342ea85c9105f696e9dbc8ab59d7043219c10f8f,,,,,
tit_(bird),YES,NO,tit_(bird),PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,BREAST_NIPPLE_AREOLA,1190,ISSUE104_REVIEWED_RISK,60ebf6d27c045b466b86073519937cd0b4918662d2fd1bd63b20629bd1f71ef4,,,,,
alternate_breast_size_(smaller),YES,NO,alternate_breast_size_(smaller),PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,3130,ISSUE104_REVIEWED_RISK,63bf0d63d247633c6da0d8456e03881be9b2c303c6d026efcf019db15b45d0a6,,,,,
object_on_breast,YES,NO,object_on_breast,PROPOSED,POSE_MOVEMENT,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,1190,ISSUE104_REVIEWED_RISK,64978caf85e87d261669d53695ca06493eb31e8a3d03353e81cbc00f8413c1b6,,,,,
fuzzy_handcuffs,YES,NO,fuzzy_handcuffs,PROPOSED,OBJECT_PROP,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,99,ISSUE104_REVIEWED_RISK,6b23ef94a149b0b5413de4e0822122e564dbe628f6210c31e30dcd9437539b96,,,,,
undersized_breast_cup,YES,NO,undersized_breast_cup,PROPOSED,CLOTHING_STATE_EXPOSURE,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,2026,ISSUE104_REVIEWED_RISK,6c91fe5898094cdaab56a6895484ad7b04b1811d6cfaf6d9714cea9eee93b8fc,,,,,
carried_breast_rest,YES,NO,carried_breast_rest,PROPOSED,ACTION_CONTACT/INTERACTION,"[""BODY_PART""]",HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,931,ISSUE104_REVIEWED_RISK,6cddcdb32094edf7aab3a3990e85cda1bd7303f4e8d28e1bc7a99494dc0e5019,,,,,
breast_band,YES,NO,breast_band,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,57,ISSUE104_REVIEWED_RISK,6ced6c9f4edb5c1f105c8ca5806f2b6d26ae9586f533671bb6f08779b76f4ff7,,,,,
holding_leash,YES,NO,holding_leash,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,9505,ISSUE104_REVIEWED_RISK,6da0e9b0db56cc25cde751627a08200f8ac96be4e5290e800a9e08ff6e54daa1,,,,,
single_breast,YES,YES,single_breast,PROPOSED,BODY_PART,[],HIGH,3060,single_breast,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,125,ISSUE104_REVIEWED_RISK,6dfeb239bd989e6dab0f548db3983faf843d110d06132626f7d417ffec518287,,,,,
shackle_piercing,YES,YES,shackle_piercing,PROPOSED,BODY_PART,[],HIGH,3046,shackle_piercing,RESTRAINT_IMPLEMENT,restraint_implement,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BDSM_RESTRAINT,206,ISSUE104_REVIEWED_RISK,6ffc08a579b01ba5e4ff25bc3c92404e22ef64dfebc6422fabcadc6700f94886,,,,,
covering_another's_breasts,YES,YES,covering_another's_breasts,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,3042,covering_another's_breasts,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,229,ISSUE104_REVIEWED_RISK,7099b09fb674b77838e353ac72ff8e73f766f191ed2249a15128417e3671caa3,,,,,
condom_in_ass,YES,YES,condom_in_ass,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,3080,condom_in_ass,DIRECT_COMPOSITE,spatial_relation,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,66,ISSUE104_REVIEWED_RISK,71512addd38656743d14a584a32b6da44e27a735fc39d5b44ba390b552e7bb4d,,,,,
saliva_on_hand,YES,NO,saliva_on_hand,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,128,ISSUE104_REVIEWED_RISK,7281d7823f5ed512b5e164dde105e377bf72704ed347c7f580a783a9d97aacd5,,,,,
breast_missiles,YES,NO,breast_missiles,PROPOSED,OBJECT_PROP/WEAPON,"[""BODY_PART""]",HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,86,ISSUE104_REVIEWED_RISK,72f25921b83db9d55169e92f99eb8e70516b33acc7c90d21d597e9cc96618722,,,,,
mixed-sex_combat,YES,NO,mixed-sex_combat,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,SEX_ACT_RELATION,710,ISSUE104_REVIEWED_RISK,75962d97d57fa9e9dfa497ec2efba42a32b19254456adc176cce5643919cc7c4,,,,,
person_between_breasts,YES,NO,person_between_breasts,PROPOSED,POSE_MOVEMENT,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,554,ISSUE104_REVIEWED_RISK,77d52c332a284cc005db4ad16a4292d528d83e77305aaa215c688c46aea2bf7b,,,,,
animal_holding_leash,YES,NO,animal_holding_leash,PROPOSED,ACTION_CONTACT/INTERACTION,"[""LIVING_NATURE/CREATURE""]",HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,62,ISSUE104_REVIEWED_RISK,781da3f180dba74312f52dba07167884eff2c3cf350bd03dc6f40abc107c6e01,,,,,
alternate_breast_size_(larger),YES,NO,alternate_breast_size_(larger),PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,93118,ISSUE104_REVIEWED_RISK,793e28b3dfc35ff2010ff058947bc619e8b027865c2fe38c150d66be86295ddf,,,,,
restraints,YES,NO,restraints,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,310,ISSUE104_REVIEWED_RISK,798429603d02632933bc82ea11bb365976fcee76015ffa999780d0f90678eb0e,,,,,
condom_in_mouth,YES,YES,condom_in_mouth,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,2986,condom_in_mouth,DIRECT_COMPOSITE,spatial_relation,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,7211,ISSUE104_REVIEWED_RISK,7aa6183250df0dd7601990878c7b20f2e5c7906724cfdfe4e775bad5cc07b120,,,,,
panties_on_breasts,YES,NO,panties_on_breasts,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,107,ISSUE104_REVIEWED_RISK,7adb55e780a8a2d8b210ee56e7b391dcadae36f65e4fadcff65d99f27873eca1,,,,,
floating_breasts,YES,NO,floating_breasts,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,378,ISSUE104_REVIEWED_RISK,7b738c1f643180a14958088e8a5679e6832c27ba70a296338157c642bcec7191,,,,,
cuffed,YES,NO,cuffed,PROPOSED,CLOTHING_STATE_EXPOSURE,[],HIGH,,,,,,,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,ALREADY_SUBSTANTIVELY_COVERED,,727,ISSUE104_REVIEWED_RISK,7c00e7762fc0f41fea2e95a80d6d760cff08239f7785109f6517b0bb9f67c7bc,,,,,
excessive_saliva,YES,NO,excessive_saliva,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,118,ISSUE104_REVIEWED_RISK,7c1b01b25c44b53ed328800996f71fd6636fed6f87a5a0fb850f70240287333c,,,,,
ora_ora_get_pregnant_(meme),YES,NO,ora_ora_get_pregnant_(meme),UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,REPRODUCTION_PREGNANCY,68,ISSUE104_REVIEWED_RISK,7d48e23324453911932d2c5c6b2148d3ad5d28d3991154ac37a7d77819222816,,,,,
breasts_day,YES,NO,breasts_day,UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,687,ISSUE104_REVIEWED_RISK,7f7e474142d0433907f477c4330b0f85bf3de0f88e990779ed705a81145872dd,,,,,
fertilization,YES,NO,fertilization,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,REPRODUCTION_PREGNANCY,4725,ISSUE104_REVIEWED_RISK,8014106dff16a121c92593e42879c9b5743943e73244e12d9b58c1a7d5c9698d,,,,,
plap_plap_plap_get_pregnant_(meme),YES,NO,plap_plap_plap_get_pregnant_(meme),UNRESOLVED,,[],LOW,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,REJECT_NONCONTENT_REASON,REPRODUCTION_PREGNANCY,101,ISSUE104_REVIEWED_RISK,811f5f11be0558f8fb92f33040c4f44e37c41a980ab9eb8ac8d30ccf4f31d32e,,,,,
cunt_punt,YES,YES,cunt_punt,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3063,cunt_punt,DAMAGE_STATE_ACTION,state_or_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,FEMALE_GENITAL,120,ISSUE104_REVIEWED_RISK,82038ea489ebcda656d97844845080bda3de25ad143d5c29cc4f062dd629303a,,,,,
lube_on_breasts,YES,YES,lube_on_breasts,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3069,lube_on_breasts,FLUID_STATE_ACTION,effect_or_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,97,ISSUE104_REVIEWED_RISK,848873996b3d8bad02e5673c0431328418c6286d0f16a734ebe138b4c30abef6,,,,,
viewer_on_leash,YES,YES,viewer_on_leash,PROPOSED,ACTION_CONTACT/INTERACTION,[],MEDIUM,3011,viewer_on_leash,RESTRAINT_ACTION,restraint_action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BDSM_RESTRAINT,1019,ISSUE104_REVIEWED_RISK,84994ce893ee7d2b4c040792eb491c9c26fde459b62905c7b79bac460ea8402c,,,,,
saliva_pool,YES,NO,saliva_pool,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,159,ISSUE104_REVIEWED_RISK,8566514950c0cb4cea40768e0557df0200f4befd888c3a6e839747086d0b3fb1,,,,,
breasts_on_table,YES,NO,breasts_on_table,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,2133,ISSUE104_REVIEWED_RISK,85cfec15f83e1806e77669e1c99d2ce2c5f840698cbeac0fc4b9e7320e10094f,,,,,
saliva_trail,YES,NO,saliva_trail,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,28099,ISSUE104_REVIEWED_RISK,85f3be18117fbcac59a9bb0b7e51970097ba4fb811fdfab3d363c5fb8500d58a,,,,,
sperm_circle_tattoo,YES,NO,sperm_circle_tattoo,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,FLUID_EXCRETION,139,ISSUE104_REVIEWED_RISK,86d42fa232e1289856d5269c5c9c76c324cbf6b45f880b565ef74539c94c8eb9,,,,,
condom_between_breasts,YES,NO,condom_between_breasts,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,123,ISSUE104_REVIEWED_RISK,8a0dc517078712c9bbb9dcc54639fd2bf9b11421e5cc662cd05733ba2dad0371,,,,,
condom_on_ass,YES,YES,condom_on_ass,PROPOSED,ACTION_CONTACT/INTIMATE,[],MEDIUM,3068,condom_on_ass,DIRECT_COMPOSITE,spatial_relation,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,100,ISSUE104_REVIEWED_RISK,8a7d9788d2e3ac816482b4f126450f6799a48768fbb64674235002b6f268ea0b,,,,,
groping_motion,YES,YES,groping_motion,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,3029,groping_motion,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,SEX_ACT_RELATION,336,ISSUE104_REVIEWED_RISK,8c2bba8ad5758fa2641231e852750a04dad4ee0b4638085f266b2e61a5245e99,,,,,
pointless_condom,YES,YES,pointless_condom,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,2994,pointless_condom,IMPLEMENT_OBJECT,implement,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,3231,ISSUE104_REVIEWED_RISK,8c6d80224320eb0b69c4cb7c1fc6dba292cb4f4412f478361621035ef81c024c,,,,,
breast_shake,YES,YES,breast_shake,PROPOSED,POSE_MOVEMENT,"[""BODY_PART""]",HIGH,3086,breast_shake,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,55,ISSUE104_REVIEWED_RISK,8da166778351ce2a688f7adad45767617fdf9d3dcf3a44146ab25de40d0d372f,,,,,
sabotaged_condom,YES,YES,sabotaged_condom,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3039,sabotaged_condom,IMPLEMENT_OBJECT,implement,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,266,ISSUE104_REVIEWED_RISK,8e107a0be81c5df4a4c1e066da08954250c7bbfcb1b9b8c94aac827ab9880772,,,,,
pole_between_breasts,YES,NO,pole_between_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,50,ISSUE104_REVIEWED_RISK,8ed039a8faeeac0d487ce9c13a01ef3a22293a65b4017751c97881221d659a24,,,,,
perky_breasts,YES,YES,perky_breasts,PROPOSED,BODY_PART,[],HIGH,2987,perky_breasts,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,5418,ISSUE104_REVIEWED_RISK,926cf4e767f46aa74047ad76f30541ee933589e9426f2d526aae6d863c5a08e8,,,,,
condom_wrapper_in_clothes,YES,YES,condom_wrapper_in_clothes,PROPOSED,OBJECT_PROP/DAILY,[],MEDIUM,3026,condom_wrapper_in_clothes,CLOTHING_EXPOSURE,visual_state,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,348,ISSUE104_REVIEWED_RISK,92854da5b7b5825ff5f5481e09c3866b9da42d215df962f9541c7c1f9b7f8511,,,,,
weapon_between_breasts,YES,NO,weapon_between_breasts,PROPOSED,POSE_MOVEMENT,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,601,ISSUE104_REVIEWED_RISK,93961dc447e393f2ea523b85e64defde689dcfa6677f0e3140a467420ccec9cf,,,,,
face_in_armpit,YES,YES,face_in_armpit,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,3073,face_in_armpit,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,HIGH_FREQUENCY_UNFLAGGED_RESCUE,SPECIAL_CANDIDATE,,78,ISSUE104_REVIEWED_RISK,9465c9ba800dde6f6268c5e7446b69d473f794c156835a62b1971e4f3fa62ac4,,,,,
holding_own_leash,YES,NO,holding_own_leash,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BDSM_RESTRAINT,445,ISSUE104_REVIEWED_RISK,97452a532532df4acb4fb15247b6f2bc1364429f8f79e54f4657481acbec2b04,,,,,
legless_amputee,YES,NO,legless_amputee,PROPOSED,BODY_PART,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,R18G_INJURY,298,ISSUE104_REVIEWED_RISK,9755fa07b9bb060c43ee9b3ef1c43beec175ecd591dc0a84813c5cb4606d0356,,,,,
breast_pull,YES,YES,breast_pull,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,3071,breast_pull,ACTION_INTERACTION,action,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,91,ISSUE104_REVIEWED_RISK,9a7235b08e083214dfe6b71a43e1496403d1115f8b421a574a69238259fdc409,,,,,
phone_between_breasts,YES,NO,phone_between_breasts,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,,,,,,,YES,STRICT_CANONICAL_ADULT_PRIORITY,GENERAL_ONLY_APPROPRIATE,BREAST_NIPPLE_AREOLA,114,ISSUE104_REVIEWED_RISK,9bf8d75451189498122237b952f82c209926fed453dac05e02d1629285d3c2c6,,,,,
veiny_breasts,YES,YES,veiny_breasts,PROPOSED,BODY_PART,[],HIGH,2989,veiny_breasts,BODY_ATTRIBUTE,body_target_or_attribute,APPROVED_STATIC,SOURCE_CLEAR,YES,STRICT_CANONICAL_ADULT_PRIORITY,SPECIAL_CANDIDATE,BREAST_NIPPLE_AREOLA,4797,ISSUE104_REVIEWED_RISK,9c9afd464a32c66dbc77b23438a72e90fe359d0865fd5517efa1e4caa9989b2c,,,,,
