global_row,canonical,classification_status,primary_path,secondary_paths,confidence,classification_reason,source_batch,source_global_row,correction_ids
5116,chocolate_print,PROPOSED,COLOR_APPEARANCE,"[""OBJECT_PROP/FOOD""]",HIGH,柄・色・形の特徴として探す。,6,5116,[]
5117,chocolate_river_no_sono_saki_ni,UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5117,[]
5118,chocolate_statue,PROPOSED,OBJECT_PROP/DAILY,"[""OBJECT_PROP/FOOD""]",HIGH,チョコレート製の像という物体を主に、食品素材を副経路で探す。,6,5118,[]
5119,chocolate_strawberry,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5119,[]
5120,chocolate_syrup,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5120,[]
5121,chocolate_truffle,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5121,[]
5122,chocopuni,UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5122,[]
5123,choice_scarf,PROPOSED,OBJECT_PROP,[],HIGH,ゲーム内の固有アイテムとして道具・小物直下で探す。,6,5123,[]
5124,choice_specs,PROPOSED,OBJECT_PROP,[],HIGH,ゲーム内の固有アイテムとして道具・小物直下で探す。,6,5124,[]
5125,choir,PROPOSED,PERSON_COUNT,[],HIGH,合唱団という集団として探す。,6,5125,[]
5126,choir_outfit_(utdr),PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5126,[]
5127,choke_hold,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,締め技・身体接触行為として探す。,6,5127,[]
5128,choker,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5128,[]
5129,choker_jewel,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5129,[]
5130,choker_pull,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING/ACCESSORY""]",HIGH,チョーカーを引く接触行為を主に、装飾品を副経路で探す。,6,5130,[]
5131,choking_on_object,PROPOSED,ACTION_CONTACT/INTERACTION,"[""OBJECT_PROP""]",HIGH,物体による窒息・誤嚥という状態を主に、物体を副経路で探す。,6,5131,[]
5132,choko_(cup),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5132,[]
5133,chokutou,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探す。,6,5133,[]
5134,chonmage,PROPOSED,HAIR_FACE,[],HIGH,髪型として探す。,6,5134,[]
5135,chopped_spring_onion,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5135,[]
5136,chopper_crying_(meme),PROPOSED,STYLE_QUALITY_META,[],HIGH,画風・加工・画面表現として探す。,6,5136,[]
5137,chopping,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,切る・刻む行為として探す。,6,5137,[]
5138,choppy_bangs,PROPOSED,HAIR_FACE,[],HIGH,髪型・髪・顔の見た目として探す。,6,5138,[]
5139,chopstick_rest,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5139,[]
5140,chopsticks,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5140,[]
5141,chopsticks_in_mouth,PROPOSED,ACTION_CONTACT/INTERACTION,"[""OBJECT_PROP/DAILY""]",HIGH,箸を口にくわえる接触・配置として探す。,6,5141,[]
5142,choshanland_plushy_(arknights),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,ぬいぐるみ・キャラクターグッズとして探す。,6,5142,[]
5143,choso_giving_toudou_a_haircut_(meme),PROPOSED,ACTION_CONTACT/INTERACTION,"[""STYLE_QUALITY_META""]",HIGH,散髪する行為を主に、ミーム表現を副経路で探す。,6,5143,[]
5144,chouchin-obake,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,妖怪・空想生物として探す。,6,5144,[]
5145,choujuu_gigaku,PROPOSED,PERSON_COUNT,[],HIGH,固有ユニット・グループとして人物・集団から探す。,6,5145,[]
5146,chouzetsusaikawa_tenshi-chan_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5146,[]
5147,christian_louboutin_(brand),UNRESOLVED,,[],LOW,ブランド名そのもので、商品種別を単一の浅い実用経路へ固定できないため保留。,6,5147,[]
5148,christianity,UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5148,[]
5149,christmas,PROPOSED,LIGHT_TIME_WEATHER,[],MEDIUM,特定の日・祝日・季節行事として、時間・時期の入口から探す。固有作品ontologyには広げない。,6,5149,[]
5150,christmas_cake,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5150,[]
5151,christmas_lights,PROPOSED,LIGHT_TIME_WEATHER,"[""OBJECT_PROP/DAILY""]",HIGH,クリスマス照明の光を主に、装飾物を副経路で探す。,6,5151,[]
5152,christmas_nightmare_(e.g.o),UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5152,[]
5153,christmas_ornaments,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,クリスマスという時期より、飾り・星飾り・靴下・リースという物体を主に探す。,6,5153,[]
5154,christmas_ornaments_in_hair,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,髪につけるクリスマス飾りとして装飾を主に探す。,6,5154,[]
5155,christmas_present,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5155,[]
5156,christmas_star,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,クリスマスという時期より、飾り・星飾り・靴下・リースという物体を主に探す。,6,5156,[]
5157,christmas_stocking,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,クリスマスという時期より、飾り・星飾り・靴下・リースという物体を主に探す。,6,5157,[]
5158,christmas_sweater,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・下着・靴として探す。,6,5158,[]
5159,christmas_tree,PROPOSED,LIVING_NATURE/PLANT,"[""PLACE_BACKGROUND""]",HIGH,装飾された樹木を主に植物として、季節背景を副経路で探す。,6,5159,[]
5160,christmas_tree_costume,PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5160,[]
5161,christmas_tree_hair_ornament,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5161,[]
5162,christmas_tree_print,PROPOSED,COLOR_APPEARANCE,[],HIGH,柄・色・形の特徴として探す。,6,5162,[]
5163,christmas_wreath,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,クリスマスという時期より、飾り・星飾り・靴下・リースという物体を主に探す。,6,5163,[]
5164,chromatic_aberration,PROPOSED,STYLE_QUALITY_META,[],HIGH,色収差という画像加工・光学表現として探す。,6,5164,[]
5165,chronal_accelerator_(overwatch),PROPOSED,OBJECT_PROP,[],HIGH,作品内の装置として道具・小物直下で探す。,6,5165,[]
5166,chronopattern_dress,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・下着・靴として探す。,6,5166,[]
5167,chrysanthemum,PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物として探す。,6,5167,[]
5168,chrysanthemum_print,PROPOSED,COLOR_APPEARANCE,"[""LIVING_NATURE/PLANT""]",HIGH,菊そのものではなく菊柄・プリントを主に探し、植物モチーフを副経路にする。,6,5168,[]
5169,chrysos_heirs_(honkai:_star_rail),PROPOSED,PERSON_COUNT,[],HIGH,固有の人物集団として探す。,6,5169,[]
5170,chrysos_heirs_school_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,6,5170,[]
5171,chugging,PROPOSED,ACTION_CONTACT/INTERACTION,"[""OBJECT_PROP/FOOD""]",HIGH,一気飲みという行為を主に、飲み物を副経路で探す。,6,5171,[]
5172,chui_(weapon),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探す。,6,5172,[]
5173,chullo,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,帽子として装飾・服の細部から探す。,6,5173,[]
5174,chun-li_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5174,[]
5175,chuo_academy_school_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,6,5175,[]
5176,chuo_tanegashima_high_school_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,6,5176,[]
5177,chupa_chups,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5177,[]
5178,chupacabra,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,動物・空想生物として探す。,6,5178,[]
5179,church,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景・建物・空間として探す。,6,5179,[]
5180,church_bell,PROPOSED,OBJECT_PROP/DAILY,"[""PLACE_BACKGROUND""]",HIGH,教会の鐘という物体を主に、場所を副経路で探す。,6,5180,[]
5181,churchill_(tank),PROPOSED,OBJECT_PROP/VEHICLE,[],HIGH,戦車という乗り物を主に探す。,6,5181,[]
5182,churro,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5182,[]
5183,chuunibyou,UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5183,[]
5184,ciao_churu,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,ペット用食品として食べ物・飲み物から探す。,6,5184,[]
5185,cicada,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,動物・空想生物として探す。,6,5185,[]
5186,cicada_block_(meme),PROPOSED,ACTION_CONTACT/INTERACTION,"[""STYLE_QUALITY_META""]",HIGH,壁際への接触ポーズ/行為を主に、ミーム表現を副経路で探す。,6,5186,[]
5187,cicada_hug,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,セミのように抱きつく身体接触として探す。,6,5187,[]
5188,cigar,PROPOSED,OBJECT_PROP,[],HIGH,葉巻という嗜好品の物体として道具・小物直下で探す。,6,5188,[]
5189,cigarette,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5189,[]
5190,cigarette_burn,PROPOSED,BODY_PART,"[""OBJECT_PROP""]",HIGH,煙草による火傷跡という身体状態を主に、煙草を副経路で探す。,6,5190,[]
5191,cigarette_butt,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5191,[]
5192,cigarette_holder,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5192,[]
5193,cigarette_kiss,PROPOSED,ACTION_CONTACT/INTIMATE,"[""OBJECT_PROP""]",HIGH,煙草を介した口元の接触行為として探す。,6,5193,[]
5194,cigarette_pack,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5194,[]
5195,cinder_block,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5195,[]
5196,cinderella_(fairy_tale_character)_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5196,[]
5197,cinderella_bust,PROPOSED,BODY_PART,[],HIGH,胸の形・特徴として探す。,6,5197,[]
5198,cinderella_dream_(idolmaster),PROPOSED,CLOTHING/COSTUME,[],HIGH,アイドルマスターの衣装「Cinderella Dream」として確認できるため衣装へ。,6,5198,[]
5199,cinderella_girls_card_parody,PROPOSED,STYLE_QUALITY_META,[],HIGH,シンデレラガールズのカード様式を模したパロディ表現として探す。,6,5199,[]
5200,cinemagraph,PROPOSED,STYLE_QUALITY_META,[],HIGH,シネマグラフという画像・映像表現として探す。,6,5200,[]
5201,cinnamiku_hairstyle,PROPOSED,HAIR_FACE,[],HIGH,固有の髪型として探す。,6,5201,[]
5202,cinnamon_roll,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5202,[]
5203,cinnamon_stick,PROPOSED,OBJECT_PROP/FOOD,[],HIGH,食べ物・飲み物として探す。,6,5203,[]
5204,cinnamoroll_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5204,[]
5205,cinq_association_east_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,6,5205,[]
5206,cinq_association_south_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,6,5206,[]
5207,cinq_association_west_uniform,PROPOSED,CLOTHING/UNIFORM,[],HIGH,制服・ユニフォームとして探す。,6,5207,[]
5208,circle,PROPOSED,COLOR_APPEARANCE,"[""TEXT_SYMBOL/SYMBOL""]",HIGH,円形という形を主に、図形記号を副経路で探す。,6,5208,[]
5209,circle_censor,PROPOSED,STYLE_QUALITY_META,"[""COLOR_APPEARANCE""]",HIGH,円形で隠す検閲表現を主に、形を副経路で探す。,6,5209,[]
5210,circle_cut,PROPOSED,STYLE_QUALITY_META,[],HIGH,サークルカットという媒体・告知画像形式として探す。,6,5210,[]
5211,circle_cutout,PROPOSED,STYLE_QUALITY_META,"[""COLOR_APPEARANCE""]",HIGH,円形の切り抜きという画面表現を主に、形を副経路で探す。,6,5211,[]
5212,circle_facial_mark,PROPOSED,BODY_PART,"[""COLOR_APPEARANCE""]",HIGH,顔の印・マーキングを主に、円形を副経路で探す。,6,5212,[]
5213,circle_formation,PROPOSED,POSE_MOVEMENT,"[""COMPOSITION_CAMERA""]",HIGH,複数人が円形に並ぶ配置・ポーズを主に、構図を副経路で探す。,6,5213,[]
5214,circle_hands,PROPOSED,POSE_MOVEMENT,"[""ACTION_CONTACT/INTERACTION""]",HIGH,手で輪を作るポーズを主に、しぐさを副経路で探す。,6,5214,[]
5215,circle_k_sunkus,UNRESOLVED,,[],LOW,固有ブランド/企業名で、現在の浅い実用ジャンルへ安全に固定できないため保留。,6,5215,[]
5216,circle_name,PROPOSED,TEXT_SYMBOL/TEXT,[],HIGH,文章・書き文字として探す。,6,5216,[]
5217,circle_print,PROPOSED,COLOR_APPEARANCE,[],HIGH,柄・色・形の特徴として探す。,6,5217,[]
5218,circle_skirt,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・下着・靴として探す。,6,5218,[]
5219,circled_9,PROPOSED,TEXT_SYMBOL/SYMBOL,[],HIGH,記号・図形・マークとして探す。,6,5219,[]
5220,circlet,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5220,[]
5221,circuit_board,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5221,[]
5222,circuit_board_print,PROPOSED,COLOR_APPEARANCE,[],HIGH,柄・色・形の特徴として探す。,6,5222,[]
5223,circular_saw,PROPOSED,OBJECT_PROP,[],HIGH,電動工具として道具・小物直下で探す。,6,5223,[]
5224,circumcision_scar,PROPOSED,BODY_PART,[],HIGH,身体の部位・特徴・傷や状態として探す。,6,5224,[]
5225,circus,PROPOSED,PLACE_BACKGROUND,[],MEDIUM,サーカスという場・舞台文脈を場所・背景から探す候補。,6,5225,[]
5226,circus_tent,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景・建物・空間として探す。,6,5226,[]
5227,cirno_(cosplay),PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5227,[]
5228,cirno_day,PROPOSED,LIGHT_TIME_WEATHER,[],MEDIUM,特定の日・祝日・季節行事として、時間・時期の入口から探す。固有作品ontologyには広げない。,6,5228,[]
5229,citroen,PROPOSED,OBJECT_PROP/VEHICLE,[],HIGH,乗り物として探す。,6,5229,[]
5230,city,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景・建物・空間として探す。,6,5230,[]
5231,city_lights,PROPOSED,LIGHT_TIME_WEATHER,"[""PLACE_BACKGROUND""]",HIGH,街の光・照明を主に、都市背景を副経路で探す。,6,5231,[]
5232,cityscape,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景・建物・空間として探す。,6,5232,[]
5233,civilight_eterna_(arknights),UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5233,[]
5234,clacker,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5234,[]
5235,clam,PROPOSED,LIVING_NATURE/CREATURE,[],HIGH,動物・空想生物として探す。,6,5235,[]
5236,clam_shell,PROPOSED,OBJECT_PROP/DAILY,"[""LIVING_NATURE/CREATURE""]",HIGH,貝殻という物体を主に、生物由来を副経路で探す。,6,5236,[]
5237,clam_shell_ornament,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,貝殻そのものではなく身につける装飾を主に探す。,6,5237,[]
5238,clamp_(circle)_(style),PROPOSED,STYLE_QUALITY_META,[],HIGH,画風・加工・画面表現として探す。,6,5238,[]
5239,clapperboard,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5239,[]
5240,clapping,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,拍手するしぐさとして探す。,6,5240,[]
5241,clarent_(fate),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探す。,6,5241,[]
5242,clarinet,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5242,[]
5243,clash,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,衝突・ぶつかり合う行為として探す。,6,5243,[]
5244,clasp,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5244,[]
5245,class_card_(prisma_illya),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,作品内のカード型アイテムとして探す。,6,5245,[]
5246,class_change,UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5246,[]
5247,class_number,PROPOSED,TEXT_SYMBOL/TEXT,[],HIGH,文章・書き文字として探す。,6,5247,[]
5248,classic_lolita,PROPOSED,CLOTHING/COSTUME,[],HIGH,ロリータ系の衣装スタイルとして探す。,6,5248,[]
5249,classroom,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景・建物・空間として探す。,6,5249,[]
5250,claw_(weapon),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探す。,6,5250,[]
5251,claw_bra,PROPOSED,CLOTHING/COSTUME,[],HIGH,爪を意匠にした特殊衣装・装備として探す。,6,5251,[]
5252,claw_foot_bathtub,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5252,[]
5253,claw_hair_clip,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5253,[]
5254,claw_hammer,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5254,[]
5255,claw_mark,PROPOSED,BODY_PART,"[""COLOR_APPEARANCE""]",HIGH,爪痕という身体/表面の傷・マーキングとして主に、形を副経路で探す。,6,5255,[]
5256,claw_pose,PROPOSED,POSE_MOVEMENT,[],HIGH,姿勢・体勢・動きとして探す。,6,5256,[]
5257,claw_ring,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5257,[]
5258,clawed_boots,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・下着・靴として探す。,6,5258,[]
5259,clawed_feet,PROPOSED,BODY_PART,[],HIGH,身体の部位・特徴・傷や状態として探す。,6,5259,[]
5260,clawed_gauntlets,PROPOSED,CLOTHING/COSTUME,[],HIGH,衣装・コスプレ・装備として探す。,6,5260,[]
5261,clawed_gloves,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・下着・靴として探す。,6,5261,[]
5262,clawed_hands,PROPOSED,BODY_PART,[],HIGH,身体の部位・特徴・傷や状態として探す。,6,5262,[]
5263,clawed_wings,PROPOSED,BODY_PART,[],HIGH,身体の部位・特徴・傷や状態として探す。,6,5263,[]
5264,claws,PROPOSED,BODY_PART,[],HIGH,身体の部位・特徴・傷や状態として探す。,6,5264,[]
5265,clay,PROPOSED,OBJECT_PROP,[],HIGH,粘土という材料・物体を主に探す。狭い日用品subgenreへ押し込まない。,6,5265,[]
5266,claymore_(mine),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探す。,6,5266,[]
5267,claymore_(sword),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探す。,6,5267,[]
5268,clean,UNRESOLVED,,[],LOW,固有概念・企画名・ブランド・意味境界が不明で、浅い実用ジャンルを安全に確定できないため保留。,6,5268,[]
5269,cleaning,PROPOSED,ACTION_CONTACT/OBJECT_USE,[],HIGH,掃除する行為として探す。,6,5269,[]
5270,cleaning_&_clearing_(blue_archive),UNRESOLVED,,[],LOW,固有組織/グループ名か活動名かの境界をこのバッチ情報だけでは安全に確定できないため保留。,6,5270,[]
5271,cleaning_brush,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,掃除という行為より、ブラシ・布・棒という物体identityを主に探す。,6,5271,[]
5272,cleaning_eyewear,PROPOSED,ACTION_CONTACT/OBJECT_USE,"[""CLOTHING/ACCESSORY""]",HIGH,眼鏡を掃除する行為を主に、装着品を副経路で探す。,6,5272,[]
5273,cleaning_gun,PROPOSED,ACTION_CONTACT/OBJECT_USE,"[""OBJECT_PROP/WEAPON""]",HIGH,銃を手入れする行為を主に、武器を副経路で探す。,6,5273,[]
5274,cleaning_pool,PROPOSED,ACTION_CONTACT/OBJECT_USE,"[""PLACE_BACKGROUND""]",HIGH,プールを掃除する行為を主に、場所を副経路で探す。,6,5274,[]
5275,cleaning_rag,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,掃除という行為より、ブラシ・布・棒という物体identityを主に探す。,6,5275,[]
5276,cleaning_rod,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,掃除という行為より、ブラシ・布・棒という物体identityを主に探す。,6,5276,[]
5277,cleaning_weapon,PROPOSED,ACTION_CONTACT/OBJECT_USE,"[""OBJECT_PROP/WEAPON""]",HIGH,武器を手入れする行為として探す。,6,5277,[]
5278,cleaning_windows,PROPOSED,ACTION_CONTACT/OBJECT_USE,"[""PLACE_BACKGROUND""]",HIGH,窓を掃除する行為として探す。,6,5278,[]
5279,cleanup_fellatio,PROPOSED,ACTION_CONTACT/INTIMATE,[],HIGH,性的行為・その前後として探す。,6,5279,[]
5280,clear_card,PROPOSED,OBJECT_PROP,[],HIGH,作品内のカード型アイテムとして道具・小物直下で探す。,6,5280,[]
5281,clear_file_(medium),PROPOSED,OBJECT_PROP/DAILY,[],HIGH,日用品・家具・小物として探す。,6,5281,[]
5282,clear_insertion,PROPOSED,STYLE_QUALITY_META,"[""ACTION_CONTACT/INTIMATE""]",HIGH,内部を透過して見せる画像表現を主に、行為を副経路で探す。,6,5282,[]
5283,clear_marine_calm_(idolmaster),PROPOSED,CLOTHING/COSTUME,[],HIGH,アイドルマスターの衣装セットとして確認できるため衣装・コスプレ・装備へ。,6,5283,[]
5284,clear_sky,PROPOSED,LIGHT_TIME_WEATHER,"[""PLACE_BACKGROUND""]",HIGH,晴天という天候を主に、空背景を副経路で探す。,6,5284,[]
5285,cleats,PROPOSED,CLOTHING/EVERYDAY,[],HIGH,衣服・下着・靴として探す。,6,5285,[]
5286,cleavage,PROPOSED,BODY_PART,[],HIGH,胸の谷間という身体の見え方として探す。,6,5286,[]
5287,cleavage_cutout,PROPOSED,CLOTHING_STATE_EXPOSURE,"[""CLOTHING""]",HIGH,胸元の開口・露出デザインとして探す。,6,5287,[]
5288,cleavage_cutout_tug,PROPOSED,ACTION_CONTACT/INTERACTION,"[""CLOTHING_STATE_EXPOSURE""]",HIGH,衣服の開口部を引く行為を主に、露出状態を副経路で探す。,6,5288,[]
5289,cleave_gag,PROPOSED,OBJECT_PROP,[],HIGH,特殊な拘束具・猿轡として道具・小物直下で探す。,6,5289,[]
5290,cleaver,PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探す。,6,5290,[]
5291,cleft_anus,PROPOSED,BODY_PART,[],HIGH,身体の部位・特徴・傷や状態として探す。,6,5291,[]
5292,cleft_chin,PROPOSED,HAIR_FACE,[],HIGH,あごの形という顔の特徴として探す。,6,5292,[]
5293,cleft_of_venus,PROPOSED,BODY_PART,[],HIGH,身体の部位・特徴・傷や状態として探す。,6,5293,[]
5294,clematis_(flower),PROPOSED,LIVING_NATURE/PLANT,[],HIGH,植物として探す。,6,5294,[]
5295,clenched_butt,PROPOSED,BODY_PART,"[""POSE_MOVEMENT""]",HIGH,臀部の緊張状態を主に、力を入れる体勢を副経路で探す。,6,5295,[]
5296,clenched_hand,PROPOSED,POSE_MOVEMENT,"[""BODY_PART""]",HIGH,握りこぶしという手の形・ポーズとして探す。,6,5296,[]
5297,clenched_hands,PROPOSED,POSE_MOVEMENT,"[""BODY_PART""]",HIGH,握りこぶしという手の形・ポーズとして探す。,6,5297,[]
5298,clenched_teeth,PROPOSED,EXPRESSION_EMOTION,"[""HAIR_FACE""]",HIGH,歯を食いしばる口元・表情として探す。,6,5298,[]
5299,cleric,PROPOSED,PERSON_COUNT,"[""CLOTHING/COSTUME""]",HIGH,聖職者という役柄を主に、典型衣装を副経路で探す。,6,5299,[]
5300,clerical_collar,PROPOSED,CLOTHING/ACCESSORY,[],HIGH,装飾・アクセサリとして探す。,6,5300,[]
5301,cliff,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景・空・天体として探すタグ。,7,5301,[]
5302,clima-tact,PROPOSED,OBJECT_PROP/WEAPON,[],MEDIUM,キャラクターが使う戦闘道具として探すタグ。,7,5302,[]
5303,climbing,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・物の使用を中心に探すタグ。,7,5303,[]
5304,climbing_ladder,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・物の使用を中心に探すタグ。,7,5304,[]
5305,climbing_set_(zelda),PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・物の使用を中心に探すタグ。,7,5305,[]
5306,climbing_tree,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・物の使用を中心に探すタグ。,7,5306,[]
5307,climbing_wall,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・物の使用を中心に探すタグ。,7,5307,[]
5308,clinging,PROPOSED,ACTION_CONTACT/INTERACTION,[],HIGH,行為・接触・物の使用を中心に探すタグ。,7,5308,[]
5309,clinic,PROPOSED,PLACE_BACKGROUND,[],HIGH,場所・背景・空・天体として探すタグ。,7,5309,[]
5310,clip_(weapon),PROPOSED,OBJECT_PROP/WEAPON,[],HIGH,武器・戦闘道具として探すタグ。,7,5310,[]
5311,clip_studio_paint,PROPOSED,STYLE_QUALITY_META,[],HIGH,画面表現・媒体・加工として探すタグ。,7,5311,[]
5312,clipboard,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,画面に置く・持たせる具体物として探すタグ。,7,5312,[]
5313,clippers,PROPOSED,OBJECT_PROP/DAILY,[],HIGH,画面に置く・持たせる具体物として探すタグ。,7,5313,[]
