lane,surface_or_canonical,canonical_target,category,post_count,decision,reason
ALIAS_SURFACE,stocking,thighhighs,General,1526834,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bikini_lift,bikini_top_lift,General,7366,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,holding_another's_thighs,grabbing_another's_thighs,General,7269,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,blowjob_face,:>=,General,7203,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,one-piece_swimsuit_down,one-piece_swimsuit_pull,General,7200,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,swimsuit_down,one-piece_swimsuit_pull,General,7200,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,swimsuit_pull,one-piece_swimsuit_pull,General,7200,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hands_under_clothes,hand_under_clothes,General,7084,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,sniffing,smelling,General,7020,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,choking_another,strangling,General,6402,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,strangle,strangling,General,6402,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,degradation,humiliation,General,6195,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,shame_(humiliated),humiliation,General,6195,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,paisura,strap_between_breasts,General,6008,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,suspended,suspension,General,5870,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tallies,tally,General,5770,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tally_marks,tally,General,5770,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,impregnate,impregnation,General,5502,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,blood_tears,blood_from_eyes,General,4970,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_tears,blood_from_eyes,General,4970,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,crying_blood,blood_from_eyes,General,4970,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tied,tied_up_(nonsexual),General,4786,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,otm_gag,cloth_gag,General,4746,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,peek,peeking,General,4593,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,peeping,peeking,General,4593,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,spying,peeking,General,4593,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,head_in_breasts,head_between_breasts,General,4475,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,walk_in,walk-in,General,4472,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,boxer_shorts,boxers,General,4108,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,petboy,pet_play,General,3871,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,fainted,unconscious,General,3839,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,passed_out,unconscious,General,3839,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,just_shoes,naked_shoes,General,3587,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_arm,blood_on_arm,General,3449,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,necktie_pull,necktie_grab,General,3439,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tie_grab,necktie_grab,General,3439,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,tiegrab,necktie_grab,General,3439,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,futa_on_futa,futa_with_futa,General,3329,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,stepping_on_person,stepped_on,General,3311,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,presenting_ass,presenting_own_ass,General,3204,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rolled-up_pants,pants_rolled_up,General,2837,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rolled_pants_legs,pants_rolled_up,General,2837,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,full_package_futanari,full-package_futanari,General,2805,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hand_between_breasts,arm_between_breasts,General,2580,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,presenting_breasts,presenting_own_breasts,General,2518,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,self-injury,self-harm,General,2501,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,self_harm,self-harm,General,2501,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,puddle_of_blood,pool_of_blood,General,2257,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_leg,blood_on_leg,General,2125,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,suckle,breastfeeding,General,2098,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,clothing_between_thighs,clothes_between_thighs,General,2001,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,face_in_breasts,face_between_breasts,General,1927,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,motorboating,face_between_breasts,General,1927,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,consentacles,consensual_tentacles,General,1857,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,spread_bar,spreader_bar,General,1701,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,burumapull,buruma_pull,General,1646,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,standing_doggy_style,standing_doggystyle,General,1581,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_chest,blood_on_chest,General,1546,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,octopus_girl,scylla,General,1459,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,boxers_pull,male_underwear_pull,General,1455,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,briefs_pull,male_underwear_pull,General,1455,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,clothes_sniffing,smelling_clothes,General,1444,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_breasts,blood_on_breasts,General,1400,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,futa_pov,futanari_pov,General,1389,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pubic_tattoo_through_clothing,pubic_tattoo_visible_through_clothes,General,1310,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,monoglove,armbinder,General,1221,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,collar_pull,collar_tug,General,1166,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,egglaying,egg_laying,General,1122,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,breast_lick,licking_breast,General,1093,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,breast_licking,licking_breast,General,1093,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,boxtie,box_tie,General,998,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lap_cup,wakamezake,General,966,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lapcup,wakamezake,General,966,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,liquid_between_thighs,wakamezake,General,966,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,thigh_cup,wakamezake,General,966,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,puking,vomiting,General,950,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,separated_legs,legs_bound_apart,General,874,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,mole_on_groin,mole_on_crotch,General,864,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,scar_on_breasts,scar_on_breast,General,862,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,money_hold,tucked_money,General,840,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,money_in_clothes,tucked_money,General,840,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,money_tuck,tucked_money,General,840,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,reverse_ntr,reverse_netorare,General,805,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,if_you_want_to_become_a_godly_artist_(trend),brown_egyptian_cat-eared_loli_(trend),General,740,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,clothes_on/clothes_off,clothes_on_and_off,General,725,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,dressed_and_undressed,clothes_on_and_off,General,725,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pectoral_to_pectoral,pectoral_docking,General,679,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,birth,giving_birth,General,635,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,self_breast_sucking,sucking_own_breasts,General,598,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lifting_blanket,lifting_covers,General,593,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,for_your_eyes_only,stealth_flashing,General,587,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,separated_arms,arms_bound_apart,General,504,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lactating_into_bottle,lactating_into_container,General,503,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lactating_into_bowl,lactating_into_container,General,503,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lactating_into_cup,lactating_into_container,General,503,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,groin_kick,crotch_kick,General,502,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,ponyplay,pony_play,General,502,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,ass_sniffing,smelling_ass,General,480,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,smelling_butt,smelling_ass,General,480,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,sniffing_ass,smelling_ass,General,480,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,sniffing_butt,smelling_ass,General,480,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,bloody_feet,blood_on_feet,General,449,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,female_with_newhalf,newhalf_with_female,General,447,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,infantilization,adult_baby,General,421,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,down_pants,downpants,General,418,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,head_up_skirt,head_under_skirt,General,416,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,lactation_(male),male_lactation,General,414,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,serving_food_on_female,nyotaimori,General,398,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,double_breast_sucking,cooperative_breast_sucking,General,390,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,male_with_newhalf,newhalf_with_male,General,368,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,puking_rainbows,vomiting_rainbows,General,366,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rainbow_barf,vomiting_rainbows,General,366,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,rolled_up_skirt,skirt_rolled_up,General,359,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,monsterfucking,teratophilia,General,354,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,blood_spit,spitting_blood,General,337,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,puking_blood,spitting_blood,General,337,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,scar_on_thighs,scar_on_thigh,General,324,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,sense_blocking_pit,kankaku_shadan,General,299,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,unawareacles,kankaku_shadan,General,299,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,clitoral_stimulation_through_clothing,clitoral_stimulation_through_clothes,General,292,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,monstrous_relationship,mamono_with_mamono,General,283,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,piper_perri_surrounded,piper_perri_surrounded_(meme),General,243,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,boob_chomp,biting_breast,General,231,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,breast_biting,biting_breast,General,231,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,mpreg,male_pregnancy,General,225,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pregnancy_(male),male_pregnancy,General,225,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,pregnant_man,male_pregnancy,General,225,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,fetus_halo,pregnancy_halo,General,223,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,muscular_female_child,muscular_child,General,215,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,muscular_male_child,muscular_child,General,215,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,leg_lick,licking_leg,General,214,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,leg_licking,licking_leg,General,214,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,foot_sniff,smelling_feet,General,207,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,skirt_grab,grabbing_another's_skirt,General,195,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,ligature_mark,strangulation_mark,General,187,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,finger_in_another's_navel,navel_fingering,General,175,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,aranyasana,bound_puppy_pose,General,165,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,reverse_yogic_sleep_pose,bound_puppy_pose,General,165,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,theabibyama's_yoga_pose_trend,bound_puppy_pose,General,165,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,thigh_licking,licking_thigh,General,163,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,fig_leaf_(idiom),leaf_censor,General,155,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,leaf_on_crotch,leaf_censor,General,155,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,illithid,mindflayer,General,147,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,gag_chin_strap,gag_chinstrap,General,139,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,serving_food_on_male,nantaimori,General,136,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,arms_tied_above_head,arms_bound_above_head,General,97,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,ass_bite,biting_ass,General,97,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,ass_biting,biting_ass,General,97,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,assbiting,biting_ass,General,97,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,separated_wrists,wrists_bound_apart,General,83,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,butt_chug,alcohol_enema,General,80,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,imminent_puking,imminent_vomiting,General,79,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,hanahaki_disease,coughing_flowers,General,72,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,human_briefcase,hogtie_carry,General,69,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,crapping_self,defecating_self,General,63,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
ALIAS_SURFACE,newhalf_with_futa,futa_with_newhalf,General,60,CANDIDATE_SEARCH_ALIAS,verified one-target Danbooru alias for an already accepted Special-covered canonical; keep canonical output unchanged
