identity_key,general_path,general_status,general_confidence,token_count
hair_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hair_rings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hair_rollers,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hair_scarf,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hair_scrunchie,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hair_stick,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hair_tie,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hair_tubes,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hairband,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
half_eye_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
half_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
halo_around_horn,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,3
halo_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hanafuda_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hand_jewel,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
haori_himo,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hat_with_ears,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
head_mirror,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
head_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
head_wreath,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
headband,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
headphones,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
headphones_for_animal_ears,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
headpiece,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
headset,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
headwear_with_attached_mittens,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
heart-shaped_eyewear,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heart_bracelet,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_brooch,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_choker,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_cutout,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
heart_ear_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heart_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heart_hairband,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_halo,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_hat_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heart_headband,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_o-ring,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,3
heart_pendant,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_pin,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
heart_ring_bottom,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heart_ring_choker,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heart_ring_strap,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heart_ring_top,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
heterochromatic_eyewear,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
hexagon_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,3
hexagonal_eyewear,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
hexagram_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,3
hip_strap,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
holly_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,3
holly_hat_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
honggaitou,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,1
hood,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
hoof_gloves,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hoof_shoes,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hoop_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_bow,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_cover,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_flower,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_hairband,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_piercing,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horn_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horned_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horned_headphones,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horned_headwear,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horned_helmet,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horned_hood,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horned_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horned_tiara,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horse_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horse_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horseshoe_hat_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
horseshoe_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
horseshoe_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hourglass_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hutou_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
hydrangea_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
hypnoshades_(splatoon),CLOTHING/ACCESSORY,PROPOSED,HIGH,2
ice_cream_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
ice_crown_(adventure_time),CLOTHING/ACCESSORY,PROPOSED,HIGH,4
ichimegasa,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
idol_heart_brooch_(precure),CLOTHING/ACCESSORY,PROPOSED,HIGH,4
in_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
industrial_piercing,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
insect_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
instrument_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
inverted_cross_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
inverted_cross_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
jack-o'-lantern_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
jack-o'-lantern_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,5
jack-o'-lantern_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
jack-o'-lantern_hat_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,5
jacket_bow,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jade_bracelet,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jade_pendant,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jellyfish_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jellyfish_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
jeweled_crown,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jeweled_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jewelry,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
jewelry_box,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jin_(headwear),CLOTHING/ACCESSORY,PROPOSED,HIGH,2
jingasa,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
jingle_bell_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
judgement_armband_(toaru),CLOTHING/ACCESSORY,PROPOSED,HIGH,3
kaga_cape,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
kamchatka_lily,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
kamina_shades,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
kanji_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
kanmuri_(headwear),CLOTHING/ACCESSORY,PROPOSED,HIGH,2
kanzashi,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
keaton_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
kendo_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
kepi,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
kettle_helm,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
key_choker,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
key_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
key_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
key_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
kiseru,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
kite_string,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
knee_brace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
knee_guards,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
knee_pads,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
knee_sleeve,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
knee_spikes,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
knee_strap,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
knife_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
knit_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
ko-omote_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
kokoshnik,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
koshirae,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
kris_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
kunai_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
labret_piercing,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lace-trimmed_ascot,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_bow,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_bowtie,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_choker,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_garter_belt,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
lace-trimmed_hairband,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_headwear,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_veil,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace-trimmed_wrist_cuffs,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
lace_choker,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lace_garter_belt,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace_hairband,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lace_lappet,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lace_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lace_thigh_strap,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lace_veil,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lace_wrist_cuffs,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
laces,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
ladybug_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lantern_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lanyard,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
lapel_chain,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lapel_pin,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lappet,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
large_belt,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_bow,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_buttons,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_cross,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_head_wings,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
large_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_shoes,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
large_syringe,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lariat_(necklace),CLOTHING/ACCESSORY,PROPOSED,HIGH,2
laurel_crown,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
laurels,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
layered_ascot,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leaf_bracelet,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leaf_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leaf_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
leaf_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leaf_hat_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
leaf_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leaf_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leaf_wreath,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leather_choker,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
leg_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
legband,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
lei,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
lemon_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lemon_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
letter_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lifebuoy_anklet,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lifebuoy_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lifebuoy_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lightning_bolt_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lightning_bolt_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
lightning_bolt_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lime_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
linked_piercing,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lion_head_(ornament),CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lip_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lipstick_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
liquid_halo,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
load-bearing_vest,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lock_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lock_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
logo_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
lolita_hairband,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lollipop_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
long_ribbon,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lotus_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
lotus_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
low-tied_hair_rings,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
macaron_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
magatama_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
magatama_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
magatama_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
magnum_buckle,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
manaita_obi,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
maple_leaf_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
mask_around_neck,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mask_around_one_ear,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
mask_of_truth,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mask_on_head,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mask_on_shoulder,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mask_over_one_eye,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
masquerade_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
master_crown,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
matching_accessory,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
matching_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
matching_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
meat_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
medallion,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
medical_eyepatch,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mega_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
melon_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
metal_bracelet,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
metal_eyepatch,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
metal_hairband,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
metal_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mickey_mouse_ears,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
middle_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
military_patch,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
millennium_necklace,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
millennium_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mini_bowtie,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mini_crown,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mini_tiara,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
minnie_mouse_ears,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mismatched_animal_ear_colors,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
mismatched_ear_covers,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mismatched_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mistletoe_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mole_on_ear,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
monkey_mask,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
monocle,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
monocle_chain,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
moon_(ornament),CLOTHING/ACCESSORY,PROPOSED,HIGH,2
moth_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mouse_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mouse_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mouth_guard,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mouth_veil,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_bow,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_buttons,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_gem,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_hair_bobbles,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
multicolored_halo,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_sash,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_scrunchie,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_tiara,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multicolored_wristband,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_anklets,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_arm_straps,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
multiple_armlets,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_bracelets,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_hair_bows,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
multiple_hair_ribbons,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
multiple_hairclips,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_halos,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_hat_bows,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
multiple_necklaces,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_piercings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_rings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
multiple_thigh_straps,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
multiple_wristbands,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mushroom_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
mushroom_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
mushroom_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
musical_note_brooch,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
musical_note_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
musical_note_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
musical_note_hat_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
musical_note_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
muzzle_(mask),CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nagatekkou,CLOTHING/ACCESSORY,PROPOSED,HIGH,1
nail_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
nail_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
name_tag,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
name_tag_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
narutomaki_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
navy_cross,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nazi_party_pin,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
neck_bell,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
neck_bobbles,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
neck_brace,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
neck_corset,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
neck_feathers,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
neck_flower,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
neck_fur,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
neck_garter,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
neck_pouch,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
neck_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
neck_ruff,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
neck_tassel,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nejiri_hachimaki,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
new_mask_of_hope,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
noah_hat_(ragnarok_online),CLOTHING/ACCESSORY,PROPOSED,HIGH,4
nodowa_(gorget),CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nontraditional_witch_hat,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
nose_jewel,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nose_pads,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nose_piercing,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nose_ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
nose_tape,CLOTHING/ACCESSORY,PROPOSED,MEDIUM,2
nostril_piercing,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
novelty_glasses,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
number_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
number_glasses,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
number_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
nut_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
o-ring_arm_strap,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_belly_chain,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_belt,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_bikini,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_bikini_bottom,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_bottom,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_choker,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_dress,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_garter_belt,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_garter_straps,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_harness,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_legwear,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_legwear_garter,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_leotard,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_necktie,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_one-piece_swimsuit,CLOTHING/ACCESSORY,PROPOSED,HIGH,5
o-ring_slingshot_swimsuit,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_suspenders,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
o-ring_thigh_strap,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
o-ring_top,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
octopus_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
octopus_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
offering_food,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
offering_hand,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
offering_hand_to_another,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
official_alternate_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,4
ofuda_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
onigiri_hair_ornament,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
onion_rings,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
opaque_glasses,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
opaque_monocle,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
opaque_sunglasses,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
opera_glasses,CLOTHING/ACCESSORY,PROPOSED,HIGH,2
orange-framed_eyewear,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
orange-shaped_earrings,CLOTHING/ACCESSORY,PROPOSED,HIGH,3
