cluster_key,rows,membership,general_path,general_root,generation_family,lex_flags,examples
GENERAL_ONLY|CLOTHING/EVERYDAY|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,8,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,fishnet_bra;fishnet_panties;latex_bra;latex_panties;see-through_panties;see-through_sports_bra;see-through_underwear;thong_panties
GENERAL_ONLY|OBJECT_PROP/DAILY|ADULT_ROLE_DEVICE,8,GENERAL_ONLY,OBJECT_PROP/DAILY,OBJECT_PROP,(none),ADULT_ROLE_DEVICE,condom_box;condom_packet_strip;condom_wrapper;laddered_bodystocking;multiple_condoms;okamoto_condoms;speculum;too_many_condoms
OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|NONE,8,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,MULTI_ACTOR_INTERACTION,NONE,cooperative_pussyjob;gangbang;male_spitroast;oral_sandwich;orgy;reverse_spitroast;spitroast;teamwork_(sexual)
OVERLAP|ACTION_CONTACT|RESTRAINT_ACTION|RESTRAINT_FETISH,8,OVERLAP,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,RESTRAINT_ACTION,RESTRAINT_FETISH,applying_gag;bondage;holding_gag;predicament_bondage;public_bondage;rope_walking;self_bondage;stealth_bondage
OVERLAP|ACTION_CONTACT|SCENE_CONTEXT|NONE,8,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,SCENE_CONTEXT,NONE,caught;exhibitionism;glory_hole;nantaimori;nyotaimori;public_indecency;public_use;voyeurism
SPECIAL_ONLY|(none)|(none)|SEXUALIZED_CLOTHING,8,SPECIAL_ONLY,(none),(none),(none),SEXUALIZED_CLOTHING,assless_pants;bikini_aside;bikini_pull;g_string;garter_strap;see-through;see_through;transparent_clothing
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ANATOMY,7,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),ANATOMY,convenient_breasts;covering_another's_crotch;hair_over_breasts;hair_over_crotch;hair_over_one_breast;long_breast_curtain;necktie_between_breasts
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,7,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,lowleg_panties;panties_over_bodysuit;panties_over_garter_belt;panties_under_bodysuit;panties_under_leotard;panties_under_swimsuit;see-through_bra
OVERLAP|ACTION_CONTACT|RESTRAINT_ACTION|ANATOMY,7,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RESTRAINT_ACTION,ANATOMY,biting_penis;biting_testicles;bound_breasts;bound_penis;nipple_pull;nipple_torture;squeezing_testicles
OVERLAP|BODY_PART|BODY_STATE|ANATOMY,7,OVERLAP,BODY_PART,BODY_PART,BODY_STATE,ANATOMY,anal_prolapse;bite_mark_on_breast;breast_expansion;breast_freckles;breast_tattoo;mole_on_breast;mole_on_crotch
OVERLAP|BODY_PART|CLOTHING_EXPOSURE|ANATOMY,7,OVERLAP,BODY_PART,BODY_PART,CLOTHING_EXPOSURE,ANATOMY,breasts_apart;clitoris_peek;face_between_breasts;hanging_breasts;penis_sheath;sagging_breasts;unaligned_breasts
OVERLAP|BODY_PART|CLOTHING_EXPOSURE|NONE,7,OVERLAP,BODY_PART,BODY_PART,CLOTHING_EXPOSURE,NONE,armpit_hair_peek;midriff;midriff_peek;navel_cutout;navel_peek;tanlines;thigh_cutout
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|INJURY,6,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),INJURY,bath_of_blood;blood_sucking;drinking_blood;licking_blood;spitting_blood;wiping_blood
GENERAL_ONLY|OBJECT_PROP/VEHICLE|NONE,6,GENERAL_ONLY,OBJECT_PROP/VEHICLE,OBJECT_PROP,(none),NONE,double-decker_bus;exs-slave;one-eyed_mecha;one-finger_caress;ride-on_toy_car;vanity_table
OVERLAP|ACTION_CONTACT|(none)|RESTRAINT_FETISH,6,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),RESTRAINT_FETISH,belt_bondage;hair_bondage;ribbon_bondage;tail_bondage;tape_bondage;vine_bondage
OVERLAP|ACTION_CONTACT|DIRECT_COMPOSITE|NONE,6,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,DIRECT_COMPOSITE,NONE,bulges_touching;female_on_futa;futa_on_male;male_on_futa;penises_touching;surrounded_by_penises
OVERLAP|BODY_PART|BODY_STATE|REPRO,6,OVERLAP,BODY_PART,BODY_PART,BODY_STATE,REPRO,fake_pregnancy;implied_male_pregnancy;male_pregnancy;multiple_pregnancy;pregnancy_halo;pregnancy_mark
OVERLAP|CLOTHING_STATE_EXPOSURE|(none)|NONE,6,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),NONE,convenient_tentacle;labia_slip;layered_sideboob;precum_through_clothes;revealing_chastity_cage;unworn_chastity_cage
OVERLAP|CLOTHING|(none)|EXPOSURE_INTIMATE,6,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,(none),EXPOSURE_INTIMATE,cow_print_pasties;metal_pasties;rabbit_pasties;shell_pasties;star_maebari;tape_maebari
SPECIAL_ONLY|(none)|(none)|INJURY,6,SPECIAL_ONLY,(none),(none),(none),INJURY,amputation;blood_pool;gore;sexual_gore;snuff;vomiting_blood
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|RESTRAINT_FETISH,5,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),RESTRAINT_FETISH,holding_collar;holding_jump_rope;holding_rope;holding_whip;swinging_on_rope
OVERLAP|(none)|RELATION_ROLE_CONTEXT|NONE,5,OVERLAP,(none),(none),RELATION_ROLE_CONTEXT,NONE,inseki;race_fetishism;reverse_trap;toddlercon;you_gonna_get_raped
OVERLAP|ACTION_CONTACT|RELATION_ROLE_CONTEXT|EXPLICIT_SEX,5,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RELATION_ROLE_CONTEXT,EXPLICIT_SEX,after_rape;assisted_rape;imminent_rape;implied_rape;rape
OVERLAP|ACTION_CONTACT|RELATION_ROLE_CONTEXT|RELATIONSHIP_ROLE,5,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RELATION_ROLE_CONTEXT,RELATIONSHIP_ROLE,ageplay;femdom;incest;netorare;reverse_netorare
OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|NONE,5,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RESTRAINT_IMPLEMENT,NONE,chastity_cage_emission;clitoral_circular_saw;hobble;holding_unworn_chastity_cage;torture_instruments
OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,5,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,ball_and_chain_restraint;cloth_gag;leash_in_mouth;muzzle_gag;ring_gag
OVERLAP|BODY_PART|ACTION_INTERACTION|NONE,5,OVERLAP,BODY_PART,BODY_PART,ACTION_INTERACTION,NONE,gagging;tailjob;toe_sucking;torso_grab;vaginal
OVERLAP|CLOTHING_STATE_EXPOSURE|(none)|ANATOMY,5,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),ANATOMY,covered_anus;covered_clitoris;covered_testicles;nipples_out_of_frame;pubic_cutout
OVERLAP|CLOTHING|(none)|NONE,5,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,(none),NONE,gold_chastity_cage;labia_ring;spiked_cock_ring;tenga_suit;tribadism_through_clothes
OVERLAP|COMPOSITION_CAMERA|POSE_COMPOSITION|ANATOMY,5,OVERLAP,COMPOSITION_CAMERA,COMPOSITION_CAMERA,POSE_COMPOSITION,ANATOMY,breast_focus;crotch_focus;penis_focus;pov_crotch;pussy_focus
OVERLAP|OBJECT_PROP|(none)|NONE,5,OVERLAP,OBJECT_PROP,OBJECT_PROP,(none),NONE,black_chastity_cage;chastity_cage_strap;mecha_on_girl;pee_pad;piss_bottle
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|SEXUALIZED_CLOTHING,4,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),SEXUALIZED_CLOTHING,adjusting_leotard;adjusting_swimsuit;hand_in_bikini;hand_under_swimsuit
GENERAL_ONLY|CLOTHING|SEXUALIZED_CLOTHING,4,GENERAL_ONLY,CLOTHING,CLOTHING,(none),SEXUALIZED_CLOTHING,vertical-striped_bikini;vertical-striped_bodysuit;vertical-striped_leotard;vertical-striped_one-piece_swimsuit
GENERAL_ONLY|OBJECT_PROP/WEAPON|RESTRAINT_FETISH,4,GENERAL_ONLY,OBJECT_PROP/WEAPON,OBJECT_PROP,(none),RESTRAINT_FETISH,black_whip_(boku_no_hero_academia);chain_whip;energy_whip;whip_sword
GENERAL_ONLY|PERSON_COUNT|ADULT_ROLE_DEVICE,4,GENERAL_ONLY,PERSON_COUNT,PERSON_COUNT,(none),ADULT_ROLE_DEVICE,oiran;pornstar;stripper;stripper_pole
OVERLAP|ACTION_CONTACT|BODY_ATTRIBUTE|ANATOMY,4,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,BODY_ATTRIBUTE,ANATOMY,penis_measuring;pussy_sandwich;spread_anus;spread_pussy
OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|REPRO,4,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,FLUID_STATE_ACTION,REPRO,breastfeeding;forced_lactation;lactation;lactation_through_clothes
OVERLAP|ACTION_CONTACT|SELF_ACTION|NONE,4,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,SELF_ACTION,NONE,autocunnilingus;autofellatio;masturbating_while_watching;pillow_humping
OVERLAP|BODY_PART|DIRECT_COMPOSITE|ANATOMY,4,OVERLAP,BODY_PART,BODY_PART,DIRECT_COMPOSITE,ANATOMY,bandaid_on_pussy;bandaids_on_nipples;mole_on_testicles;nipples_pressed_together
OVERLAP|BODY_PART|FLUID_STATE_ACTION|REPRO,4,OVERLAP,BODY_PART,BODY_PART,FLUID_STATE_ACTION,REPRO,excessive_lactation;implied_lactation;male_lactation;projectile_lactation
OVERLAP|BODY_PART|IMPLEMENT_OBJECT|ANATOMY,4,OVERLAP,BODY_PART,BODY_PART,IMPLEMENT_OBJECT,ANATOMY,areola_piercing;nipple_piercing;scrotum_piercing;single_nipple_piercing
OVERLAP|CLOTHING_STATE_EXPOSURE|(none)|RESTRAINT_FETISH,4,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),RESTRAINT_FETISH,blindfold_down;blindfold_slip;torn_blindfold;unworn_blindfold
OVERLAP|CLOTHING_STATE_EXPOSURE|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,4,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,crotchless_bikini;crotchless_bodysuit;crotchless_swimsuit;see-through_cleavage
OVERLAP|CLOTHING_STATE_EXPOSURE|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,4,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,cuffs-to-collar;gag_around_neck;gag_under_mask;wraparound_tape_gag
OVERLAP|CLOTHING|RESTRAINT_IMPLEMENT|NONE,4,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,RESTRAINT_IMPLEMENT,NONE,cuffs;gimp_suit;nub_chastity_cage;padlocked_chastity_cage
OVERLAP|COLOR_APPEARANCE|DIRECT_COMPOSITE|ANATOMY,4,OVERLAP,COLOR_APPEARANCE,COLOR_APPEARANCE,DIRECT_COMPOSITE,ANATOMY,lipstick_mark_on_anus;lipstick_mark_on_penis;lipstick_mark_on_pussy;lipstick_mark_on_testicles
OVERLAP|POSE_MOVEMENT|CLOTHING_EXPOSURE|ANATOMY,4,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,CLOTHING_EXPOSURE,ANATOMY,arm_between_breasts;arm_under_breasts;arms_under_breasts;bouncing_breasts
OVERLAP|STYLE_QUALITY_META|BODY_ATTRIBUTE|ANATOMY,4,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,BODY_ATTRIBUTE,ANATOMY,bad_vulva;censored_anus;censored_nipples;censored_testicles
SPECIAL_ONLY|(none)|(none)|ADULT_ROLE_DEVICE,4,SPECIAL_ONLY,(none),(none),(none),ADULT_ROLE_DEVICE,condom_filling;condoms;porn;prostitute
SPECIAL_ONLY|(none)|(none)|ANATOMY+RESTRAINT_FETISH,4,SPECIAL_ONLY,(none),(none),(none),ANATOMY+RESTRAINT_FETISH,leash_on_penis;penis_gag;pussy_clamp;pussy_clamps
GENERAL_ONLY|(none)|INJURY,3,GENERAL_ONLY,(none),(none),(none),INJURY,iron_blood_(emblem);nightmare_blood_(idolmaster);tears_of_the_tarnished_blood_(e.g.o)
GENERAL_ONLY|(none)|RELATIONSHIP_ROLE,3,GENERAL_ONLY,(none),(none),(none),RELATIONSHIP_ROLE,kono_lolicon_domome;precure_netorare_(meme);siscon
GENERAL_ONLY|(none)|RESTRAINT_FETISH,3,GENERAL_ONLY,(none),(none),(none),RESTRAINT_FETISH,rope_train;sazae-san_food_gag_(meme);whip_the_wimp_girl!!_(project_sekai)
GENERAL_ONLY|(none)|SEXUALIZED_CLOTHING,3,GENERAL_ONLY,(none),(none),(none),SEXUALIZED_CLOTHING,bikini_day;male_swimwear_challenge;playboy_pokemon
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|RESTRAINT_FETISH,3,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),RESTRAINT_FETISH,adjusting_collar;clothes_gag;vine_whip
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPOSURE_INTIMATE,3,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,cumdrip_onto_panties;licking_panties;presenting_removed_panties
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|EXPOSURE_INTIMATE,3,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,holding_bra;holding_panties;holding_underwear
GENERAL_ONLY|CLOTHING/ACCESSORY|EXPOSURE_INTIMATE,3,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),EXPOSURE_INTIMATE,contrast_trim_panties;o-ring_bra;o-ring_panties
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|RESTRAINT_FETISH,3,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),RESTRAINT_FETISH,popped_collar;sailor_collar_lift;unworn_collar
OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CONTEXT_MODIFIER,ANATOMY,after_anal;anal_invitation;imminent_anal
OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|RESTRAINT_FETISH,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CONTEXT_MODIFIER,RESTRAINT_FETISH,bdsm;imminent_spanking;implied_bondage
OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,FLUID_STATE_ACTION,ANATOMY,cumdrip_from_penis;peeing_on_penis;penis_milking
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|NONE,3,OVERLAP,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,IMPLEMENT_OBJECT,NONE,holding_butt_plug;lube;strap-on
OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,INSERTION_STRUCTURED,ANATOMY,anal_fisting;double_anal;multiple_anal
OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,MULTI_ACTOR_INTERACTION,ANATOMY,cooperative_breast_smother;cooperative_nipple_licking;cooperative_testicle_sucking
OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,POSE_COMPOSITION,ANATOMY,presenting_own_anus;presenting_own_pussy;presenting_penis
OVERLAP|ACTION_CONTACT|REACTION_STATE|NONE,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,REACTION_STATE,NONE,afterglow;fucked_silly;mind_break
OVERLAP|ACTION_CONTACT|SELF_ACTION|ANATOMY,3,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,SELF_ACTION,ANATOMY,crotch_rub;spreading_own_anus;spreading_own_pussy
OVERLAP|BODY_PART|NONHUMAN_INTERACTION|ANATOMY,3,OVERLAP,BODY_PART,BODY_PART,NONHUMAN_INTERACTION,ANATOMY,animal_penis;mechanical_penis;penis_tentacle
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|EXPOSURE_INTIMATE,3,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_ATTRIBUTE,EXPOSURE_INTIMATE,cleavage_cutout;topless_female;underboob_cutout
OVERLAP|CLOTHING|NONHUMAN_INTERACTION|NONE,3,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,NONHUMAN_INTERACTION,NONE,living_clothes;tentacle_clothes;tentacle_hair_ornament
OVERLAP|CLOTHING|RESTRAINT_ACTION|NONE,3,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,RESTRAINT_ACTION,NONE,shibari_over_clothes;shibari_under_clothes;shrimp_tie
OVERLAP|OBJECT_PROP|(none)|ANATOMY,3,OVERLAP,OBJECT_PROP,OBJECT_PROP,(none),ANATOMY,nipple_suction_cups;nipple_weights;nipple_zipper
OVERLAP|OBJECT_PROP|(none)|EXPLICIT_SEX,3,OVERLAP,OBJECT_PROP,OBJECT_PROP,(none),EXPLICIT_SEX,body_onahole;character-themed_onahole;silicone_chainsaw_(sex_tool)
OVERLAP|OBJECT_PROP|NONHUMAN_INTERACTION|NONE,3,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,NONHUMAN_INTERACTION,NONE,stinger;suction_cups;suction_tentacles
OVERLAP|POSE_MOVEMENT|RESTRAINT_ACTION|NONE,3,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,RESTRAINT_ACTION,NONE,legs_bound_apart;restrained;reverse_prayer
OVERLAP|STYLE_QUALITY_META|DAMAGE_STATE_ACTION|NONE,3,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,DAMAGE_STATE_ACTION,NONE,body_horror;ero_guro;guro
OVERLAP|STYLE_QUALITY_META|RELATION_ROLE_CONTEXT|NONE,3,OVERLAP,STYLE_QUALITY_META,STYLE_QUALITY_META,RELATION_ROLE_CONTEXT,NONE,bara;change_in_common_sense;sexualized_chibi
SPECIAL_ONLY|(none)|(none)|RELATIONSHIP_ROLE,3,SPECIAL_ONLY,(none),(none),(none),RELATIONSHIP_ROLE,implied_virgin;lolicon;ntr
GENERAL_ONLY|(none)|ANATOMY,2,GENERAL_ONLY,(none),(none),(none),ANATOMY,iced_latte_with_breast_milk_(meme);lightning_crotch_(meme)
GENERAL_ONLY|(none)|EXPOSURE_INTIMATE,2,GENERAL_ONLY,(none),(none),(none),EXPOSURE_INTIMATE,panties_day;your_bra_strap_is_showing_(meme)
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|EXPLICIT_SEX,2,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),EXPLICIT_SEX,implied_prostitution;mixed-sex_bathing
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ADULT_ROLE_DEVICE,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),ADULT_ROLE_DEVICE,condom_in_hair;condom_on_head
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|ANATOMY,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),ANATOMY,hand_on_another's_crotch;hands_on_another's_crotch
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|EXPLICIT_SEX,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),EXPLICIT_SEX,male_prostitution;same-sex_bathing
GENERAL_ONLY|ACTION_CONTACT/INTIMATE|RELATIONSHIP_ROLE,2,GENERAL_ONLY,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),RELATIONSHIP_ROLE,imminent_netorare;implied_netorare
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|ANATOMY,2,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),ANATOMY,fanning_crotch;shaving_crotch
GENERAL_ONLY|CLOTHING/ACCESSORY|ANATOMY,2,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),ANATOMY,crotch_strap;crotch_zipper
GENERAL_ONLY|CLOTHING/COSTUME|EXPOSURE_INTIMATE,2,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),EXPOSURE_INTIMATE,claw_bra;sailor_moon_narikiri_bra_set
GENERAL_ONLY|CLOTHING/EVERYDAY|RELATIONSHIP_ROLE,2,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),RELATIONSHIP_ROLE,backwards_virgin_killer_sweater;evolved_virgin_killer_sweater
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ADULT_ROLE_DEVICE,2,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),ADULT_ROLE_DEVICE,bodystocking_only;torn_bodystocking
GENERAL_ONLY|OBJECT_PROP|NONE,2,GENERAL_ONLY,OBJECT_PROP,OBJECT_PROP,(none),NONE,arm_slave_(mecha);poop_on_a_stick
GENERAL_ONLY|STYLE_QUALITY_META|INJURY,2,GENERAL_ONLY,STYLE_QUALITY_META,STYLE_QUALITY_META,(none),INJURY,blood_censor;stylized_blood
GENERAL_ONLY|STYLE_QUALITY_META|NONE,2,GENERAL_ONLY,STYLE_QUALITY_META,STYLE_QUALITY_META,(none),NONE,bad_ass;feet_burger_(meme)
OVERLAP|(none)|(none)|ANATOMY,2,OVERLAP,(none),(none),(none),ANATOMY,game_controller_nipples_(meme);nipple_guessing_game_(meme)
OVERLAP|(none)|MULTI_ACTOR_INTERACTION|NONE,2,OVERLAP,(none),(none),MULTI_ACTOR_INTERACTION,NONE,love_train;shimaidon
OVERLAP|(none)|NONHUMAN_INTERACTION|NONE,2,OVERLAP,(none),(none),NONHUMAN_INTERACTION,NONE,kankaku_shadan;mindflayer
OVERLAP|ACTION_CONTACT|(none)|EXPOSURE_INTIMATE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,cleavage_cutout_tug;spread_cleavage
OVERLAP|ACTION_CONTACT|(none)|REPRO,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),REPRO,mutual_impregnation;requesting_impregnation
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,nude_modeling;rear_naked_choke
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|RESTRAINT_FETISH,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,CLOTHING_EXPOSURE,RESTRAINT_FETISH,collar_grab;collar_tug
OVERLAP|ACTION_CONTACT|DAMAGE_STATE_ACTION|NONE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,DAMAGE_STATE_ACTION,NONE,decapitation;necrophilia
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ADULT_ROLE_DEVICE+ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,IMPLEMENT_OBJECT,ADULT_ROLE_DEVICE+ANATOMY,condom_on_nipples;condom_on_penis
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,IMPLEMENT_OBJECT,ANATOMY,anal_beads;anal_tail
OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|EXPLICIT_SEX,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,INSERTION_STRUCTURED,EXPLICIT_SEX,fingering;urethral_fingering
OVERLAP|ACTION_CONTACT|MACHINE_STRUCTURED|NONE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,MACHINE_STRUCTURED,NONE,milking_machine;riding_machine
OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|EXPLICIT_SEX,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,MULTI_ACTOR_INTERACTION,EXPLICIT_SEX,cooperative_footjob;mutual_fingering
OVERLAP|ACTION_CONTACT|NONHUMAN_INTERACTION|ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,NONHUMAN_INTERACTION,ANATOMY,pussy_tentacle;tentacle_on_penis
OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RESTRAINT_IMPLEMENT,ANATOMY+RESTRAINT_FETISH,clitoris_clamp;clitoris_leash
OVERLAP|BODY_PART|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,2,OVERLAP,BODY_PART,BODY_PART,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,full_cleavage;toe_cleavage
OVERLAP|BODY_PART|CONTEXT_MODIFIER|NONE,2,OVERLAP,BODY_PART,BODY_PART,CONTEXT_MODIFIER,NONE,implied_erection;implied_futanari
OVERLAP|BODY_PART|REPRO_BODY_STATE|NONE,2,OVERLAP,BODY_PART,BODY_PART,REPRO_BODY_STATE,NONE,cervix;uterus
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_ATTRIBUTE,NONE,cameltoe;sideboob
OVERLAP|CLOTHING_STATE_EXPOSURE|DIRECT_COMPOSITE|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,DIRECT_COMPOSITE,NONE,erection_under_blanket;erection_under_towel
OVERLAP|CLOTHING_STATE_EXPOSURE|RESTRAINT_ACTION|RESTRAINT_FETISH,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,RESTRAINT_ACTION,RESTRAINT_FETISH,gagged;leash_pull
