canonical_tag,v2_home,v2_resolution_route,authority_scope,authority_type,source_provenance,evidence_url,evidence_claim,family,base_character,pre_repair_rejection_reason,primary_migration_loss_reason,repair_status,current_v3_rejection_reason,difference_class,v3_home,evidence_path
admiral_(warship_girls_r),warship_girls_r,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.moefantasy.co.jp/,Reviewed reusable qualifier-family authority,warship_girls_r,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,warship_girls_r,"[{""home"":""warship_girls_r"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-8e4196e2d88198c724cec9f9"",""ev3-7f3acc529c933a17244898d8""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admiral_(warship_girls_r)"",""object_key"":""warship_girls_r"",""evidence_id"":""ev3-8e4196e2d88198c724cec9f9""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""warship_girls_r"",""object_key"":""warship_girls_r"",""evidence_id"":""ev3-7f3acc529c933a17244898d8""}]}]"
admiral_graf_spee_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,azur_lane,"[{""home"":""azur_lane"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-fe5a162e7ce02f0ebe4c2cd7"",""ev3-e1e539e304b89721cf84d557""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admiral_graf_spee_(azur_lane)"",""object_key"":""azur_lane"",""evidence_id"":""ev3-fe5a162e7ce02f0ebe4c2cd7""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""azur_lane"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e1e539e304b89721cf84d557""}]}]"
admiral_hipper_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,azur_lane,"[{""home"":""azur_lane"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-446ffd8763b371cc286467e2"",""ev3-e1e539e304b89721cf84d557""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admiral_hipper_(azur_lane)"",""object_key"":""azur_lane"",""evidence_id"":""ev3-446ffd8763b371cc286467e2""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""azur_lane"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e1e539e304b89721cf84d557""}]}]"
admiral_nakhimov_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,azur_lane,"[{""home"":""azur_lane"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-77ddab5dc4b2d28acc719472"",""ev3-e1e539e304b89721cf84d557""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admiral_nakhimov_(azur_lane)"",""object_key"":""azur_lane"",""evidence_id"":""ev3-77ddab5dc4b2d28acc719472""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""azur_lane"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e1e539e304b89721cf84d557""}]}]"
admiral_zenker_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,azur_lane,"[{""home"":""azur_lane"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-7fe420acc2b7647bab7a4a71"",""ev3-e1e539e304b89721cf84d557""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admiral_zenker_(azur_lane)"",""object_key"":""azur_lane"",""evidence_id"":""ev3-7fe420acc2b7647bab7a4a71""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""azur_lane"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e1e539e304b89721cf84d557""}]}]"
admire_groove_(umamusume),umamusume,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,umamusume,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,umamusume,"[{""home"":""umamusume"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-45ac4fe23e4ded2ebdb48fea"",""ev3-8b9ad4732d6543192a33f3da""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admire_groove_(umamusume)"",""object_key"":""umamusume"",""evidence_id"":""ev3-45ac4fe23e4ded2ebdb48fea""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""umamusume"",""object_key"":""umamusume"",""evidence_id"":""ev3-8b9ad4732d6543192a33f3da""}]}]"
admire_vega's_twin_sister_(umamusume),umamusume,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,umamusume,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,umamusume,"[{""home"":""umamusume"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-7660d129c8c7eda7d1b786a6"",""ev3-8b9ad4732d6543192a33f3da""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admire_vega's_twin_sister_(umamusume)"",""object_key"":""umamusume"",""evidence_id"":""ev3-7660d129c8c7eda7d1b786a6""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""umamusume"",""object_key"":""umamusume"",""evidence_id"":""ev3-8b9ad4732d6543192a33f3da""}]}]"
admire_vega_(umamusume),umamusume,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,umamusume,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,umamusume,"[{""home"":""umamusume"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-3c52e43962ab9d67638aabe8"",""ev3-8b9ad4732d6543192a33f3da""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""admire_vega_(umamusume)"",""object_key"":""umamusume"",""evidence_id"":""ev3-3c52e43962ab9d67638aabe8""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""umamusume"",""object_key"":""umamusume"",""evidence_id"":""ev3-8b9ad4732d6543192a33f3da""}]}]"
adnachiel_(arknights),arknights,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,arknights,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,arknights,"[{""home"":""arknights"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-f698e935d40c0cc4403ab238"",""ev3-2f3eba53f3683b07f640d3e4""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""adnachiel_(arknights)"",""object_key"":""arknights"",""evidence_id"":""ev3-f698e935d40c0cc4403ab238""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""arknights"",""object_key"":""arknights"",""evidence_id"":""ev3-2f3eba53f3683b07f640d3e4""}]}]"
adon_(street_fighter),street_fighter,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://www.streetfighter.com/6/ja-jp/character,Reviewed reusable qualifier-family authority,street_fighter,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,street_fighter,"[{""home"":""street_fighter"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-760f04cfb02b080ebdc3c312"",""ev3-2c90b705bd98d3b4624770c4""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""adon_(street_fighter)"",""object_key"":""street_fighter"",""evidence_id"":""ev3-760f04cfb02b080ebdc3c312""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""street_fighter"",""object_key"":""street_fighter"",""evidence_id"":""ev3-2c90b705bd98d3b4624770c4""}]}]"
aedon_(genshin_impact),genshin_impact,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv,https://genshin.hoyoverse.com/,Reviewed reusable qualifier-family authority,genshin_impact,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,genshin_impact,"[{""home"":""genshin_impact"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-9e59eb880d98f3eb12478120"",""ev3-971d86187cd168ebe78e7262""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aedon_(genshin_impact)"",""object_key"":""genshin_impact"",""evidence_id"":""ev3-9e59eb880d98f3eb12478120""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""genshin_impact"",""object_key"":""genshin_impact"",""evidence_id"":""ev3-971d86187cd168ebe78e7262""}]}]"
aegir_(azur_lane),azur_lane,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,azur_lane,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,azur_lane,"[{""home"":""azur_lane"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-e75782f66865fe52b0cfd0d5"",""ev3-e1e539e304b89721cf84d557""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aegir_(azur_lane)"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e75782f66865fe52b0cfd0d5""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""azur_lane"",""object_key"":""azur_lane"",""evidence_id"":""ev3-e1e539e304b89721cf84d557""}]}]"
aegir_(housamo),tokyo_afterschool_summoners,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://housamo.jp/,Reviewed reusable qualifier-family authority,housamo,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,tokyo_afterschool_summoners,"[{""home"":""tokyo_afterschool_summoners"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-c2ade99575fed58e41d44fed"",""ev3-90252a946903f9a66d0a4599""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aegir_(housamo)"",""object_key"":""housamo"",""evidence_id"":""ev3-c2ade99575fed58e41d44fed""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""housamo"",""object_key"":""tokyo_afterschool_summoners"",""evidence_id"":""ev3-90252a946903f9a66d0a4599""}]}]"
aek-999_(girls'_frontline),girls'_frontline,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,girls'_frontline,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,girls'_frontline,"[{""home"":""girls'_frontline"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-9eb2e5eeaaef5cf47f3cd2c5"",""ev3-2979ddebbb9bc103b48fee7a""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aek-999_(girls'_frontline)"",""object_key"":""girls'_frontline"",""evidence_id"":""ev3-9eb2e5eeaaef5cf47f3cd2c5""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""girls'_frontline"",""object_key"":""girls'_frontline"",""evidence_id"":""ev3-2979ddebbb9bc103b48fee7a""}]}]"
aemeath_(wuthering_waves),wuthering_waves,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,wuthering_waves,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,wuthering_waves,"[{""home"":""wuthering_waves"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-f31d23fecc6b367a83d31350"",""ev3-e5fa037ec9727ff18a7a00b9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aemeath_(wuthering_waves)"",""object_key"":""wuthering_waves"",""evidence_id"":""ev3-f31d23fecc6b367a83d31350""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""wuthering_waves"",""object_key"":""wuthering_waves"",""evidence_id"":""ev3-e5fa037ec9727ff18a7a00b9""}]}]"
aeon_(shining_nikki),shining_nikki,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,shining_nikki,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,shining_nikki,"[{""home"":""shining_nikki"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-b4bc0f131e57dc56074abb14"",""ev3-366d213528378a54b7f9ddc2""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aeon_(shining_nikki)"",""object_key"":""shining_nikki"",""evidence_id"":""ev3-b4bc0f131e57dc56074abb14""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""shining_nikki"",""object_key"":""shining_nikki"",""evidence_id"":""ev3-366d213528378a54b7f9ddc2""}]}]"
aeri_(closers),closers,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,closers,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,closers,"[{""home"":""closers"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-51353f7078a4d4a3658b0f54"",""ev3-447096cb6b6ed4de1191808e""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aeri_(closers)"",""object_key"":""closers"",""evidence_id"":""ev3-51353f7078a4d4a3658b0f54""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""closers"",""object_key"":""closers"",""evidence_id"":""ev3-447096cb6b6ed4de1191808e""}]}]"
aeru_(simoun),simoun,FAMILY_QUALIFIER,FAMILY_QUALIFIER,EXACT_COPYRIGHT_REVIEWED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv,,Reviewed reusable qualifier-family authority,simoun,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=EXACT_COPYRIGHT_REVIEWED; v2_provenance=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,simoun,"[{""home"":""simoun"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-aa25e5145d203320c6cd6e12"",""ev3-31945357b455efbc69844a1a""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aeru_(simoun)"",""object_key"":""simoun"",""evidence_id"":""ev3-aa25e5145d203320c6cd6e12""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""simoun"",""object_key"":""simoun"",""evidence_id"":""ev3-31945357b455efbc69844a1a""}]}]"
aether_(genshin_impact),genshin_impact,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv,https://genshin.hoyoverse.com/,Reviewed reusable qualifier-family authority,genshin_impact,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,genshin_impact,"[{""home"":""genshin_impact"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-9638d52ef263eaf75902a4d8"",""ev3-971d86187cd168ebe78e7262""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aether_(genshin_impact)"",""object_key"":""genshin_impact"",""evidence_id"":""ev3-9638d52ef263eaf75902a4d8""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""genshin_impact"",""object_key"":""genshin_impact"",""evidence_id"":""ev3-971d86187cd168ebe78e7262""}]}]"
aether_sage_(elsword),elsword,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv,https://elsword.koggames.com/characters/,Reviewed reusable qualifier-family authority,elsword,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,elsword,"[{""home"":""elsword"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-5d72296fc3226ff0a3f9af25"",""ev3-86fbf1ea8384cbbc59601195""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aether_sage_(elsword)"",""object_key"":""elsword"",""evidence_id"":""ev3-5d72296fc3226ff0a3f9af25""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""elsword"",""object_key"":""elsword"",""evidence_id"":""ev3-86fbf1ea8384cbbc59601195""}]}]"
aeval_(genshin_impact),genshin_impact,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv,https://genshin.hoyoverse.com/,Reviewed reusable qualifier-family authority,genshin_impact,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,genshin_impact,"[{""home"":""genshin_impact"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-f1a7982f9f3422f968d8dfda"",""ev3-971d86187cd168ebe78e7262""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""aeval_(genshin_impact)"",""object_key"":""genshin_impact"",""evidence_id"":""ev3-f1a7982f9f3422f968d8dfda""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""genshin_impact"",""object_key"":""genshin_impact"",""evidence_id"":""ev3-971d86187cd168ebe78e7262""}]}]"
african_bush_elephant_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,kemono_friends,"[{""home"":""kemono_friends"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-5cf6364d9e600173b176c759"",""ev3-4911768f434027147c9ca2a9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""african_bush_elephant_(kemono_friends)"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-5cf6364d9e600173b176c759""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kemono_friends"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-4911768f434027147c9ca2a9""}]}]"
african_penguin_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,kemono_friends,"[{""home"":""kemono_friends"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-3d830a433bb497653110fc95"",""ev3-4911768f434027147c9ca2a9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""african_penguin_(kemono_friends)"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-3d830a433bb497653110fc95""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kemono_friends"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-4911768f434027147c9ca2a9""}]}]"
african_rock_python_(kemono_friends),kemono_friends,FAMILY_QUALIFIER,FAMILY_QUALIFIER,FIRST_PARTY_REVIEWED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv,https://kemono-friends.jp/,Reviewed reusable qualifier-family authority,kemono_friends,,FAMILY_HOME_MISSING; v2_scope=FAMILY_QUALIFIER; v2_authority=FIRST_PARTY_REVIEWED; v2_provenance=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; no validated v3 path to old HOME.,FAMILY_FASTPATH_NOT_MIGRATED,RECOVERED_SAME_HOME,,,kemono_friends,"[{""home"":""kemono_friends"",""kind"":""FAMILY_HOME"",""evidence_ids"":[""ev3-346dc7c8cab687f4ce86651f"",""ev3-4911768f434027147c9ca2a9""],""path_edges"":[{""relation_type"":""MEMBER_OF"",""subject_key"":""african_rock_python_(kemono_friends)"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-346dc7c8cab687f4ce86651f""},{""relation_type"":""FAMILY_HOME"",""subject_key"":""kemono_friends"",""object_key"":""kemono_friends"",""evidence_id"":""ev3-4911768f434027147c9ca2a9""}]}]"
