unit_id,member_ids_sha256,classification,examined_paths,candidate_roots,rejection_reason,terminal_reason
ru3-e539e604461f14bffd06,044258c34f9d164ee9cb028e64b69a64af76d4b44c0fb0be7ab7625681c79eca,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ano_natsu_de_matteru""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-8df183c63a32762e51b7,a5071fc28cf47693ff7e9ebf7c396e4ab215973391913fb15b97f6557d3828b6,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""another""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-6cbd3b0af3c8aeb7a4e3,4d80c71504531cc4c27acb36b5e89afa1ad315d129f2a54e9199e76f233b36cb,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""another_code""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-2e43bbc5dd6d0a715910,3e8e0896fcb867f7889e4f30641736735946386ad2a39626de80c0f7a9bd0ccc,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ansatsu_kyoushitsu""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-9c2fc01d36dfda655bf9,33b47691b6a9ebdb8d2e4286de5034e8c0495a83db8fdc8536f1b4fede000120,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""anyamal_tantei_kirumin_zoo""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-f407bf699344cd8cab28,cb9800410e9be2846b703f56cba923b946c9c03aa695027ab2502fca314431f8,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ao_no_exorcist""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-b04eb9e6677543d7eef5,80fda93a3a6679f4899c0727167f6a71351a3bd6add50aea3d46b3edb6284822,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ao_no_hako""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-cfbbba6be6eeb61aa89d,a111aca35d96540d9b7e609502f18deea94156651fc5b1d0f73c6be3305e5279,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ao_no_kanata_no_four_rhythm""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-19ddfe4b35ae2a539c12,d4fa4941d43ad50bc85555cdcd12e37801407967c82268198e37ec3f7889a030,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ao_no_roku-gou""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-40a9dd89286cbb396eec,1b7d8ed298e04dd89e3b34c69ddd26f5695ebe8e0322d705bffd946cf1cd93b3,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aogiri_koukou""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-78d7189e60f6e6a74a0d,51d52c89e1d073d3d9464bc47a19f07a8dd54f7a21aeceb8cd00f7ac76943171,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aoi_ch.""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-713ee3ef2194236c63fa,2eb7c81a669faec091fce5ead065f2d01d7e9a4cd0ba96c65a4c77c79c10470a,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aoi_hana""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-48956fb46f5fc56ed60f,2c4523187816952a64586f534ab75f559b2d4129f3513d7a69d3532b1c3a2965,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aoi_shiro""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-0fa7d6e8f60ef542a247,8302180dd1dc921f44c4088926d7698cfaef85ada9713ac2c20a5991a42d141a,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aoi_umi_no_tristia""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-6acfbd716964cfac7a97,31b42cb8a3f43ec0742ddae6c3bf9b6f5a6ea4bbbc555199e7854171481b03f2,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aoki_hagane_no_arpeggio""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-fc4bdc1e12c39ed20d88,5522a73f0edb9d9b296049cdb8aa909e0773b7af9925f8f0151ddf2fe8b77518,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aoki_ryuusei_spt_layzner""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-c52ba90dbf48697d9ae8,e11f900622303842e83aca6c0457a024ee44bc7c5e95a735780af5f4498ecca7,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aotu_world""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-e8039e8b5f86a4dfa003,2c6832af8e21f3dbc20bb89dda0032faaa61c9ab06770f2e7957f6d165be5518,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""apex_legends""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-a8aafd745bd9fb5653b3,a82c221e907c351d49e0950ebf1f5beb13e47a93efdbbb429f6aa6a80b09a544,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""appleseed""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-26a370b408c67ba0afe7,45bdd423de8f95aef283f867fd096ef131b8c5062c949daa6195a4a13a493d9e,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""apt._(rose_&_bruno_mars)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-ec6e59fd972c97e66642,fc027c0724b40aa77400693dc1ed57e328a412fd4861d577ad0728ac5a6c7ff1,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aquarion_(series)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-253aba405e12db9bb25a,ec967f0c1f9dd268248a5c58d4683710b2f633183ccfc4d28a5d4f627967fe0d,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ar_tonelico""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-07a37163933072f178f7,ceff47fbca3950c1aa266b0f1f7ae11176d1f13f6dcc6ddc9eec3c45196f25c6,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""arcana_heart""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-7b1b724bd58bf6df5e0e,aff493d80bde9d1218ef271d00d61528db927b775e93d0b8549adaa0c33737ba,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""arcturus""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-265f88ea233ba08516cf,7e296207b7f550fac3de3e5ead15ce5adc01a52a9e3ed2ea3e137d537b0c3424,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""aria_(manga)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-7d2a104be9e4f453fc34,08a5d6847cb7e80ae0704c9476c6c93d024a43171ad720a359e274d4baa83c3e,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""arifureta_shokugyou_de_sekai_saikyou""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-53968c5e82718a0e95ca,3a32e71ca0eee130c952f3735067cf69f2aad071d0a16b570062cb50275f2e23,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""arika""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-db32a030f17c6a74a268,dd2fb906e6f91795543742bc187e4e074927e2c790b96a07f1bf54ca89b4735a,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""armored_core""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-dcf3da97ad364a825a7b,0be7018dbc14560c39dff0e1a4b74eb095403cdbde11d4206c0952da51792f64,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""arslan_senki""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-e44ca2979f020e6e882d,9f358e809f50838e98bcf34dff53dc1fb8ca5d014ba10e98f1b3f4ab008666fa,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""asagao_to_kase-san""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-372916ccec10a0a29ead,55383fbd0934f405e1c42e5ede824c71c1ab9bfc90b6f6cc0dff615adaff7be0,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""asdfmovie""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-b9c448ea9ba81ee48534,c30cb4f5d35a217996d980848857824d398b21dc01adc67bdd9d7c9472e69764,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ashita_no_nadja""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-c0277eaefe629ad02ea4,9cdfd0065b121d3b247caca37ac53f3c4e447f8461d57b4b3582a0ca963054ce,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""assassin's_creed_(series)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-4ef74b372cdc873b1e52,ea845dea3f517cc8517294f13d469f878d456ba23aeb90b7cb77a71e31e24fe1,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""assassins_pride""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-a62c62b4f0b60ec1e63d,1207a113df64e87975c08a4fbea24f6d34495ab02eaf81af81ff0b2df7c30aa0,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""astrae_oratio""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-8f6544916df2cd1a3b6e,d0f3b62f88aa808602f6ab78dc52f016c147d1ad24e0fc0f4b6ccc185ee5a9b2,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""astral_chain""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-d09749077a56536475fb,6efb1887d38ed79d9def934432e3847513231e04066ab781f6a57df6ad13f74c,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""astraline""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-329a3aaf1fcf67ed721e,5b2b397e2bc83ed6af014f9bca5c0185fa8ae1b84bcaa37b40cf6232db2a890d,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""asumi-chan_wa_rezu_fuuzoku_ni_kyoumi_ga_arimasu!""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-c2de8bffccbca6cb4045,03d3154e1ed41411242c88c76a0273b058a24dbd902f648cfc4ea0c93819ce9c,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""atelier_(series)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-d5d7ad3151b424043bee,80386693afa03f583fa310349af33448502e1e62cc9ba6827440a0b45c6ca6a8,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""atelier_live""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-8e03b271c348f436e47a,82b0bcd2cfc96ab2f68a527a16ba4f3d543ba8bc3132925a64644858fd8b67d3,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""athena_(series)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-12f626a90cfde961f767,69378438fa5edf2cee053f0891e8109b9e017e6bdd459ec1d7e6be0bb7a2b6fb,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""atlach-nacha""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-25e87ad1c5c2babdcfd1,26def41fcd9cee09e687666c28cb4db9e857896752f054270a80ae4d92a35180,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""atlantis:_the_lost_empire""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-52008586d7c93d13527a,240423acad3436d7feb9555b08c44075cb3c170263fc653242a1b9b7ca51d974,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""atom:_the_beginning""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-ba5583624b8d830f1069,73737fb6641dcfff9151323ab4629dda4370c9e99ade1d5e5bb78f9b20121cdb,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""atri-my_dear_moments-""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-716fcb53a5f235209532,49da5e5a7413a44d2a3b2757ded7330552b2a06e293ccf913f2936e3e2c948fb,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""atsumare!_fushigi_kenkyuubu""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-a0d20ff44324ba007463,376ba1989350b33009d5d7642300b3718eaef39d12788b7c0e330fc55de730cf,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""attouteki_yuugi_mugen_souls""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-eed38b1b37dc64076f2d,7e9355a0276b11227097b30c04d8fdf8eef13b2089d43e8a582f6ecc05e80096,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""avatar_2.0_project""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-9a04cf86cd28e45bf0c1,ef59d1569e8d8e4f925a048054cd7d477592456fde61073fcbf136ff4e93a006,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""avatar_legends""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-0e257054c8dfa8df1915,0c18dfdba7647fe18de5104f57940c9ac0961ddce6583f16b50614240d10cdec,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""axis_powers_hetalia""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-666adc013de7443606dd,f4a088e96bb7ba02a0f3aa4de13e4fd3480df1499d91108114bcbb89b7c0e83d,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""ayakashi_triangle""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-d1fd101a9536e22d9b1e,a4494b4d94cc03dca71658050f14288c3588093a7beb833a5a7ee2f92fe42601,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""azumanga_daioh""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-9795bf3101e72593fcf4,e39573cb359d0af68de6af3263b7ff0624267ded8aa0217847cdebe8a3a35068,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""azur_lane""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-c44a6dfbdb49ad59ec08,2e887700b40d12899f960563d773a931058be06811958079f4963a8410089eb9,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""azure_striker_gunvolt""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-5216eddb32f1703d2077,05dd89996f984abe624e4e8df8149fb9f73461962f8ecc366932652713559a36,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""baby_princess""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-1e5ec665cca0939c17d2,6f8f0ad038034379b045bf6fa69df7ca987ed57d22f8a128718682e174ab1daf,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""baby_walkure""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-d4f7da95c16f80b9c311,294992c7a1ef0e4c8dbf9da62f294eeb97db08a6e84a4fcfab2548df5d1230f1,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""baccano!""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-3d47674bfc5c07e50052,456c66473b784feffb908a4891f908498693b093e37e33964e5008a3c37a1ba2,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""bacchikoi!""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-25930207858202aef43c,a169cfc91b559781fe2e849262bf580fcaad33a71c5f3f8a92b722442dec1a42,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""back_to_the_future""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
ru3-ce1e942aa66b14bcd8cd,1453dc7901710909da4f97b0f45d2adf5a9c50a1b525f5898f5584618db0184c,BATCH_AUTHORITY_RESEARCH,validated DIRECT_HOME; validated FAMILY_HOME+MEMBER_OF; validated VARIANT_OF+confirmed base HOME; approved evidence ledger; candidate MEMBER_OF/DISCOVERY_HINT/VARIANT_OF; exact #179 origin rows,"[""bad_girl_(manga)""]",candidate family/base/discovery structure exists but is candidate-only or lacks validated authority,
