proposed_special_id,canonical_tag,post_count,proposed_layer,canonical_aliases,concept_area,nearest_existing_special,issue94_reason,kind_id,body_site_ids,theme_ids,display_ja,search_ja,browse_status,duplicate_guard,validation_status,source_issue94_commit,source_candidate_blob,notes
2855,blood_on_leg,2125,Core,bloody_leg,SPECIAL_R18G_BODY_STATE,blood (SpecialID 2164; score=0.681),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2856,clothes_between_thighs,2001,Core,clothing_between_thighs,SPECIAL_EXPOSURE_CLOTHING_STATE,clothes down (SpecialID 2047; score=0.490),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2857,face_between_breasts,1927,Core,face_in_breasts|motorboating,SPECIAL_EXPOSURE_CLOTHING_STATE,cum between breasts (SpecialID 1290; score=0.726),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2858,holding_own_legs_back,1710,Core,,SPECIAL_BODY_RELATION_STATE,holding tentacle (SpecialID 1868; score=0.483),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2859,shorts_around_one_leg,1688,Core,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.778),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2860,standing_doggystyle,1581,Core,standing_doggy_style,SPECIAL_NAMED_POSE,doggystyle (SpecialID 120; score=0.760),specific real canonical sex-position subtype beyond generic doggystyle,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2861,blood_on_chest,1546,Core,bloody_chest,SPECIAL_R18G_BODY_STATE,blood (SpecialID 2164; score=0.654),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2862,hand_on_own_crotch,1483,Core,,SPECIAL_BODY_RELATION_STATE,hand on own penis (SpecialID 797; score=0.691),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2863,sports_bra_lift,1433,Core,,SPECIAL_EXPOSURE_CLOTHING_STATE,bra lift (SpecialID 2045; score=0.796),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2864,blood_on_breasts,1400,Core,bloody_breasts,SPECIAL_R18G_BODY_STATE,breasts (SpecialID 2170; score=0.691),specific localized blood/body-site state for deep R18G discovery,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2865,blood_on_neck,1399,Core,,SPECIAL_R18G_BODY_STATE,blood (SpecialID 2164; score=0.667),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2866,ass_tattoo,1370,Core,,SPECIAL_INTIMATE_ADORNMENT_STATE,ass (SpecialID 2359; score=0.658),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2867,bite_mark_on_breast,1317,Core,,SPECIAL_BODY_RELATION_STATE,breast (SpecialID 2632; score=0.616),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2868,pubic_tattoo_visible_through_clothes,1310,Core,pubic_tattoo_through_clothing,SPECIAL_EXPOSURE_CLOTHING_STATE,pubic tattoo (SpecialID 2766; score=0.655),specific body-site tattoo visibility-through-clothing relation; pubic tattoo alone does not cover it,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2869,micro_bra,1257,Core,,SPECIAL_EXPOSURE_CLOTHING_STATE,bra (SpecialID 2081; score=0.675),specific micro-garment subtype; Special has micro pasties but no micro bra identity,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2870,armpit_hair_peek,1220,Core,,SPECIAL_EXPOSURE_CLOTHING_STATE,pubic hair peek (SpecialID 2388; score=0.682),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2871,head_between_thighs,1134,Core,,SPECIAL_EXPOSURE_CLOTHING_STATE,between testicles (SpecialID 1108; score=0.500),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2872,ass_press,1123,Core,,SPECIAL_BODY_RELATION_STATE,ass (SpecialID 2359; score=0.675),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2873,implied_pregnancy,1109,Core,,SPECIAL_REPRODUCTION_FLUID,implied orgasm (SpecialID 1068; score=0.561),specific implied-state reproductive concept beyond generic pregnant,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2874,licking_breast,1093,Core,breast_licking|breast_lick,SPECIAL_BODY_RELATION_STATE,breast (SpecialID 2632; score=0.720),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2875,blood_in_mouth,963,Extended,,SPECIAL_R18G_BODY_STATE,blood (SpecialID 2164; score=0.654),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2876,skirt_peek,932,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt up (SpecialID 2774; score=0.592),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2877,holding_pregnancy_test,902,Extended,,BOUNDARY_CONCEPT,holding tentacle (SpecialID 1868; score=0.486),specific reproduction-scene object/action identity beyond generic pregnancy,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2878,pants_around_one_leg,897,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.743),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2879,mole_on_crotch,864,Extended,mole_on_groin,SPECIAL_INTIMATE_ADORNMENT_STATE,cum on crotch (SpecialID 997; score=0.700),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2880,scar_on_breast,862,Extended,scar_on_breasts,SPECIAL_INTIMATE_ADORNMENT_STATE,breast (SpecialID 2632; score=0.687),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2881,ass_freckles,857,Extended,,SPECIAL_INTIMATE_ADORNMENT_STATE,ass (SpecialID 2359; score=0.630),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2882,blood_on_mouth,850,Extended,,SPECIAL_R18G_BODY_STATE,blood (SpecialID 2164; score=0.654),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2883,spreading_own_ass,824,Extended,,SPECIAL_BODY_RELATION_STATE,spreading own anus (SpecialID 778; score=0.745),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2884,bikini_around_one_leg,770,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.756),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2885,breast_freckles,764,Extended,,SPECIAL_INTIMATE_ADORNMENT_STATE,breast (SpecialID 2632; score=0.707),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2886,panties_visible_through_clothes,736,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,fellatio through clothes (SpecialID 1105; score=0.624),specific visibility-through-clothing relation; complex concept useful for deep discovery,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2887,view_between_legs,735,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,between testicles (SpecialID 1108; score=0.516),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2888,panties_around_thighs,701,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,panties (SpecialID 2112; score=0.642),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2889,navel_peek,650,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,navel sex (SpecialID 73; score=0.573),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2890,clothes_between_exposed_breasts,607,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,exposed breasts (SpecialID 674; score=0.743),specific clothing/body geometry and exposure relation,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2891,sucking_own_breasts,598,Extended,self_breast_sucking,SPECIAL_BODY_RELATION_STATE,sucking breasts (SpecialID 2673; score=0.880),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2892,bursting_ass,581,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,ass (SpecialID 2359; score=0.630),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2893,lactating_into_container,503,Extended,lactating_into_bowl|lactating_into_bottle|lactating_into_cup,SPECIAL_REPRODUCTION_FLUID,cum in container (SpecialID 380; score=0.472),"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2894,piercing_through_clothes,494,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,fingering through clothes (SpecialID 175; score=0.737),specific visibility/material relation for body adornment through clothing,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2895,tail_around_another's_leg,487,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.532),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2896,swimsuit_lift,480,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,swimsuit aside (SpecialID 2056; score=0.575),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2897,bikini_visible_through_clothes,479,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,cunnilingus through clothes (SpecialID 843; score=0.629),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2898,ass_lift,471,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,ass (SpecialID 2359; score=0.695),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2899,gag_around_neck,467,Extended,,SPECIAL_BDSM_RESTRAINT,tentacle around neck (SpecialID 1879; score=0.668),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2900,forced_lactation,464,Extended,,SPECIAL_REPRODUCTION_FLUID,lactation (SpecialID 2194; score=0.774),specific coercion + lactation compound identity; distinct from broad lactation,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2901,blood_on_feet,449,Extended,bloody_feet,SPECIAL_R18G_BODY_STATE,blood (SpecialID 2164; score=0.667),concrete blood/body-site state fits the content-neutral R18G body-state discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2902,stuffed_gag,433,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.643),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2903,grabbing_multiple_others'_breasts,419,Extended,,SPECIAL_BODY_RELATION_STATE,grabbing breasts (SpecialID 2649; score=0.744),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2904,head_under_skirt,416,Extended,head_up_skirt,SPECIAL_CLOTHING_BODY_RELATION,open skirt (SpecialID 2235; score=0.502),body-part-under-clothing relation is a hidden visual/contact concept that General search may not expose well,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2905,bra_slip,415,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,bra (SpecialID 2081; score=0.695),specific garment displacement/exposure state not equivalent to generic nip slip or bra peek,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2906,male_lactation,414,Extended,lactation_(male),SPECIAL_REPRODUCTION_FLUID,lactation (SpecialID 2194; score=0.802),specific reproduction/lactation subtype with sex attribute,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2907,pantyhose_around_one_leg,410,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.710),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2908,cooperative_breast_sucking,390,Extended,double_breast_sucking,SPECIAL_BODY_RELATION_STATE,breast sucking (SpecialID 2026; score=0.798),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2909,buruma_around_one_leg,381,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,skirt around one leg (SpecialID 2249; score=0.734),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2910,breast_curtain_lift,374,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,breast (SpecialID 2632; score=0.633),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2911,grabbed_breast_over_shoulder,333,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,breast (SpecialID 2632; score=0.559),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2912,scar_on_thigh,324,Extended,scar_on_thighs,SPECIAL_INTIMATE_ADORNMENT_STATE,cum on thigh (SpecialID 1275; score=0.693),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2913,clitoral_stimulation_through_clothes,292,Extended,clitoral_stimulation_through_clothing,SPECIAL_EXPOSURE_CLOTHING_STATE,clitoral stimulation (SpecialID 1241; score=0.771),specific body-site stimulation + clothing-barrier relation matching Special deep action patterns,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2914,head_under_another's_clothes,288,Extended,,SPECIAL_CLOTHING_BODY_RELATION,penis under another's clothes (SpecialID 798; score=0.808),body-part-under-clothing relation is a hidden visual/contact concept that General search may not expose well,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2915,toe_sucking,285,Extended,,SPECIAL_SEXUAL_RELATION,testicle sucking (SpecialID 698; score=0.575),specific sucking/body-part relation may be difficult to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2916,explosion_gag,284,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.619),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2917,thigh_freckles,280,Extended,,SPECIAL_INTIMATE_ADORNMENT_STATE,thigh sex (SpecialID 60; score=0.516),site-specific intimate mark/adornment is more specialized than ordinary General appearance,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2918,bikini_bottom_around_leg,279,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,bikini bottom aside (SpecialID 2044; score=0.669),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2919,bikini_bottom_lift,261,Extended,,SPECIAL_EXPOSURE_CLOTHING_STATE,bikini bottom aside (SpecialID 2044; score=0.698),"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2920,bite_mark_on_ass,257,Extended,,SPECIAL_BODY_RELATION_STATE,slap mark on ass (SpecialID 2690; score=0.720),body-site relation/state is structurally specific and may be hard to discover from General,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
2921,applying_gag,256,Extended,,SPECIAL_BDSM_RESTRAINT,gag (SpecialID 1825; score=0.630),BDSM/restraint/device relation is a deep Special discovery family,,,,,,PENDING_CLASSIFICATION,PENDING_CURRENT_SPECIAL_CHECK,IDENTITY_LAYER_READY,b505f34956dc60e189e8c749fbe0cb187ad5154e,eb9d627e9b774194ec1ff6319374c983f18fb40f,
