special_id,special_term_snapshot,review_decision,review_reason_ja,evidence_ref,review_batch_id,note
318,machine penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
319,mechanical sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
320,automatic dildo,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
321,fucking machine,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
322,fuckmachine,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
323,robotic sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
324,sex robot,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
325,tentacle sex,SUPPORT_DEFINED,Stage 8B Pilotのenabled profileを現resolverで確認済み。,STAGE8B_PILOT,STAGE8C_PHASE0_SEED,
326,tentacle masturbation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
327,imminent tentacle sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
328,sex tentacles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
329,tentacle fuck,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
330,tentacle fucking,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
331,consensual tentacles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
332,tentacle penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
333,tentacle dildo,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
334,internal cumshot,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
335,autofacial,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
336,bukkake,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
337,cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
338,cum bath,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
339,cum in ass,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
340,cum in clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
341,cum in cup,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
342,cum in mouth,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
343,cum in navel,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
344,cum in throat,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
345,cum inflation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
346,cum on armpits,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
347,cum on ass,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
348,cum on back,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
349,cum on body,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
350,cum on chest,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
351,cum on clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
352,cum on eyewear,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
353,cum on feet,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
354,cum on fingers,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
355,cum on food,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
356,cum on hair,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
357,cum on pectorals,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
358,cum on stomach,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
359,cum on tongue,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
360,cum pool,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
361,cum string,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
362,cum swap,SUPPORT_DEFINED,Exit PilotでSpecial固有relationを定義。Family共通化はせず、元Special identityと複合意味を保持する。,STAGE8C_EXIT_PILOT_SPECIAL_362,STAGE8C_EXIT_PILOT_001,relation count is not a success metric; Special identity remains authoritative
363,cumdrip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
364,cumdump,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
365,ejaculating while penetrated,SUPPORT_DEFINED,Exit PilotでSpecial固有relationを定義。Family共通化はせず、元Special identityと複合意味を保持する。,STAGE8C_EXIT_PILOT_SPECIAL_365,STAGE8C_EXIT_PILOT_001,relation count is not a success metric; Special identity remains authoritative
366,ejaculation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
367,facial,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
368,felching,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
369,gokkun,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
370,pull out,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
371,cum overflow,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
372,precum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
373,projectile cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
374,excessive cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
375,cum on legs,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
376,cum on male,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
377,cum on hands,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
378,cum on legwear,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
379,cum on self,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
380,cum in container,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
381,cum in nose,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
382,cum through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
383,cum on tail,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
384,cum on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
385,cumdrip from penis,SUPPORT_DEFINED,Stage 8B Pilotのenabled profileを現resolverで確認済み。,STAGE8B_PILOT,STAGE8C_PHASE0_SEED,
386,precum drip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
387,audible internal cumshot,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
388,ejaculation under clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
389,after ejaculation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
390,handsfree ejaculation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
391,implied ejaculation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
392,premature ejaculation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
393,vomiting cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
394,licking cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
395,cum on floor,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
396,cum on bed,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
397,cum on sheets,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
398,cum on lips,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
399,cum in eye,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
400,holding cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
401,cum drip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
402,cum on face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
403,cumshot,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
404,semen,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
405,cum everywhere,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
406,cum inside,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
407,creampie,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
408,multiple cumshots,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
409,covered in cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
410,cream pie,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
411,cum shot,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
412,cum shots,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
413,facial cum,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
414,internal ejaculation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
415,jizz,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
416,bdsm,SUPPORT_DEFINED,Stage 8B Pilotのenabled profileを現resolverで確認済み。,STAGE8B_PILOT,STAGE8C_PHASE0_SEED,
417,sex slave,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
418,sexual bondage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
419,sexual torture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
420,nipple torture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
421,torture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
422,torture instruments,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
423,autoerotic asphyxiation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
424,erotic asphyxiation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
425,genital torture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
426,assisted rape,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
427,chikan,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
428,compensated molestation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
429,imminent rape,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
430,molestation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
431,rape,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
432,sleep molestation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
433,after rape,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
434,change in common sense,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
435,implied rape,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
436,rape face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
437,you gonna get raped,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
438,attempted rape,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
439,forced feminization,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
440,forced sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
441,non-consensual,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
442,sexual assault,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
443,tentacle rape,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
444,dubcon,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
445,dubious consent,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
446,forced intercourse,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
447,non con,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
448,non consensual,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
449,noncon,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
450,nonconsensual,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
451,rape play,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
452,defecating,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
453,enema,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
454,human toilet,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
455,pseudo scat,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
456,scat,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
457,personality excrement,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
458,poop,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
459,coprophagia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
460,defecation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
461,feces,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
462,pooping,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
463,scat fetish,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
464,soiled diaper,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
465,coprophilia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
466,fecal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
467,feces play,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
468,scat play,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
469,peeing on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
470,guro,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
471,gore,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
472,amputation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
473,dissection,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
474,exposed organs,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
475,eye gouging,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
476,impalement,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
477,vivisection,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
478,necrophilia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
479,skull fucking,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
480,ero guro,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
481,eroguro,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
482,eye sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
483,corpse sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
484,dead body sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
485,guro sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
486,sexual gore,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
487,sexual mutilation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
488,xray sex,SUPPORT_DEFINED,Stage 8B Pilotのenabled profileを現resolverで確認済み。,STAGE8B_PILOT,STAGE8C_PHASE0_SEED,
489,internal penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
490,bestiality,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
491,knotting,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
492,animal insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
493,mating (animal),UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
494,imminent bestiality,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
495,implied bestiality,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
496,zoophilia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
497,animal sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
498,beast sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
499,forniphilia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
500,glory hole,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
501,glory wall,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
502,human furniture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
503,unbirthing,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
504,vore,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
505,extreme fetish,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
506,hard fetish,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
507,human furniture fetish,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
508,cameltoe,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
509,pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
510,pussy peek,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
511,spread pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
512,spreading own pussy,SUPPORT_DEFINED,Stage8C Phase1 Pilot001の限定scopeでsupport relationを定義済み。,STAGE8C_PILOT001_SPECIAL_512,STAGE8C_PHASE1_PILOT001,
513,spreading another's pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
514,presenting own pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
515,pussy focus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
516,pussy cutout,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
517,covered pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
518,pussy piercing,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
519,bare pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
520,labia,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
521,clitoris slip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
522,erect clitoris,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
523,cooperative pussyjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
524,paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
525,pussyjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
526,titjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
527,cooperative paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
528,female footjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
529,handsfree paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
530,paizuri on lap,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
531,paizuri over clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
532,paizuri under clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
533,perpendicular paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
534,sideways perpendicular paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
535,straddling paizuri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
536,tribadism,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
537,boobjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
538,breastjob,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
539,after vaginal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
540,imminent vaginal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
541,vaginal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
542,vaginal sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
543,piv sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
544,vaginal intercourse,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
545,vaginal object insertion,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
546,vaginal penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
547,cervical penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
548,double vaginal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
549,triple vaginal,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
550,uterine prolapse,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
551,cervix penetration,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
552,pussy tentacle,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
553,cum in pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
554,cum on breasts,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
555,cum on pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
556,female ejaculation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
557,pussy juice,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
558,pussy juice trail,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
559,pussy juice stain,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
560,pussy juice puddle,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
561,pussy juice drip through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
562,pussy juice on fingers,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
563,excessive pussy juice,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
564,female ejaculation through clothes,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
565,pussy juice on face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
566,pussy juice in mouth,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
567,pussy juice drip,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
568,clitoral circular saw,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
569,clitoris torture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
570,cunt busting,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
571,cervix punching,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
572,clitoral suction vibrator,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
573,vibrator on clitoris,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
574,vibrator cord,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
575,breast enlargement pump,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
576,clitoris pump,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
577,invisible penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
578,penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
579,penis peek,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
580,large penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
581,huge penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
582,gigantic penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
583,veiny penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
584,girthy penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
585,small penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
586,disembodied penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
587,penis out,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
588,penis focus,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
589,extra penises,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
590,twitching penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
591,knotted penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
592,penis piercing,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
593,penis measuring,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
594,penis awe,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
595,invisicock,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
596,bare penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
597,testicle peek,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
598,saggy balls,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
599,big saggy balls,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
600,sounding,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
601,aneros,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
602,cock ring,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
603,prostate massager,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
604,vibrator on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
605,onahole,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
606,tenga,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
607,artificial vagina,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
608,fleshlight,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
609,pocket pussy,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
610,penis pump,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
611,ass onahole,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
612,electric onahole,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
613,penis tentacle,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
614,tentacle on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
615,mechanical penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
616,ball busting,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
617,cbt,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
618,denki anma,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
619,squeezing testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
620,biting penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
621,biting testicles,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
622,cbt press,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
623,ballbusting,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
624,tamakeri,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
625,ball busting machine,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
626,testicle crusher,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
627,dildo ball busting,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
628,self ball busting,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
629,testicle weights,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
630,cock and ball torture,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
631,reverse ryona,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
632,bound penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
633,chastity cage,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
634,leash on penis,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
635,bottomless,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
636,nude,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
637,naked,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
638,completely nude,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
639,completely naked,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
640,bare naked,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
641,full nudity,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
642,fully naked,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
643,fully nude,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
644,anus cutout,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
645,pantyshot,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
646,afterglow,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
647,ahegao,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
648,fucked silly,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
649,naughty face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
650,torogao,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
651,climaxing,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
652,cumming,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
653,orgasm face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
654,orgasmic,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
655,orgasmic expression,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
656,pleasure face,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
657,exhibitionism,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
658,public nudity,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
659,stealth sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
660,public masturbation,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
661,hidden sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
662,public sex,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
663,prostitution,UNREVIEWED,,,STAGE8C_PHASE0_INITIAL,
