identity_key,redteam_flags,candidate_state
bucket_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
budget_sarashi,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
buruma,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
business_casual,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
business_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
buster_shirt_(fate),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
butterfly_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
butterfly_mask,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
butterfly_print_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
butterfly_print_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
butterfly_print_sash,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
button_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
button_up_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
bycocket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
c-string,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cake-shaped_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
camouflage_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
campaign_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
capri_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cardigan_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cargo_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cargo_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cargo_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
casual,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cat_ear_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cat_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cat_slippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
catsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chanchanko_(clothes),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
changpao,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chaps,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_haori,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_sweater_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
checkered_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chest_binder,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chest_sarashi,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chima_(clothes),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
china_tracksuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chinese_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chiton,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
christmas_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
chronopattern_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
circle_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
clawed_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
clawed_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cleats,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
clogs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
closed_lab_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
coat_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
coat_stash,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
coattails,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cocktail_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
codpiece,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_halterneck,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_tunic,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
collared_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
colored_petticoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
colored_shoe_interior,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
colored_shoe_soles,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
combat_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
combat_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
compression_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
compression_sleeve,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
conical_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
contemporary_traditional_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
converse,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
corinthian_helmet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cow_print_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cow_print_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cowboy_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
crop_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cropped_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cropped_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cropped_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cropped_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cropped_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cropped_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cropped_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross-laced_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cross_bracelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
crown_braid,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
culottes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
cummerbund,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
d'orsay_heels,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
deel,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_overalls,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
denim_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
destiny's_embrace_(kingdom_hearts),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
detached_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
diagonal-striped_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
diagonal-striped_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
diagonal-striped_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
diagonal-striped_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dirndl,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
diving_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dobok,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dolman_(jacket),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dolphin_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dongtan_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dopo,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dotera_(clothes),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dougi,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
down_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
down_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dress_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dress_shoes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dress_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dry_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dudou,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
duffel_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
duffel_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
duijin_ruqun,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
duster_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
dutch_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
e-kid_fashion,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
edie_crop_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
elmo_dormitory_outfit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
elmo_training_outfit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
embroidered_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
embroidered_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
empire_waist,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
epaulettes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
exposed_brain,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fanny_pack,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fashion,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fatui_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
faulds,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather-trimmed_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather-trimmed_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather-trimmed_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather-trimmed_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather-trimmed_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
feather_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fedora,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
festival_jinbei,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fiery_clothing,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fingerless_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fingernail_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fish_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flak_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flamenco_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flannel,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flapper_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flat_cap,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flat_top_chef_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flats,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flight_attendant_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flight_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flip-flops,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flippers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floating_armor,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floating_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floating_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floating_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floating_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floating_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floppy_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_bow,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_bow,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_sash,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
floral_print_veil,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flotation_belt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower-trimmed_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower-trimmed_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower-trimmed_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower_as_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower_choker,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
flower_underskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fluffy_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fluffy_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fold-over_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fold-over_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
folded_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
folding_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
food-themed_bag,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
food-themed_choker,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
food-themed_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
food-themed_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
food_as_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
foot_wraps,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
forbidden_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
formal_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fortified_suit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fortified_suit_(imperial_royal_guard),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fortified_suit_(kagami_sumika),,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fox_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fox_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
french_clothes,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_apron,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_armband,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_armlet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_ascot,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_bag,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_bloomers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_bonnet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_bow,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_bowtie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_bracelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_bridal_gauntlets,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_camisole,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_chemise,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_choker,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_cuffs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_footwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_hairband,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_headwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_hiphighs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_neckerchief,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_necktie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_ribbon,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_sarong,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_sash,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_shawl,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_shirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_shrug,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_skirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_sleeves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_socks,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_straps,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_suspenders,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_sweater,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_tank_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_tankini,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_veil,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_vest,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_wrist_cuffs,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frilled_wristband,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fringe-trimmed_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fringe-trimmed_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frog_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frog_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
frog_raincoat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
front-seamed_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
front-tie_shorts,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
front-tie_top,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
front_bow,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fruit_hat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
full_armor,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
funeral_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
funeral_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
funeral_veil,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-lined_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_arm_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_armor,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_boots,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_bow,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_cape,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_capelet,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_cardigan,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_choker,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_cloak,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_coat,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_dress,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_gloves,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_hairband,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_headwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_hood,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_hoodie,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_jacket,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_jumpsuit,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_kimono,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_leg_warmers,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_legwear,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_mittens,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_overskirt,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_pajamas,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_pants,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_poncho,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_robe,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
fur-trimmed_scarf,,CLEAN_FOR_FRESH_HOLDOUT_V12_2
