proposed_special_id,canonical_tag,canonical_aliases,frozen_post_count_2026_09_02,proposed_layer,adult_domains,review_source,source_issue104_merge,metadata_status,display_ja,search_ja,kind_id,body_site_ids,theme_ids,generation_family,generation_role,prompt_use_mode,family_rule_id
3054,standing_restraints,,166,Extended,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,立ち姿で拘束,立ち姿で拘束,POSE_SCENE,,BDSM_RESTRAINT,RESTRAINT_ACTION,restraint_action,STRUCTURED,GFR_RESTRAINT_ACTION
3055,slapping_breasts,,161,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸を叩く,胸を叩く,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3056,offering_leash,,159,Extended,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,リードを差し出す,リードを差し出す|リードを渡す,ACTION_CONTACT,,BDSM_RESTRAINT,RESTRAINT_ACTION,restraint_action,STRUCTURED,GFR_RESTRAINT_ACTION
3057,drinking_from_condom,,149,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,コンドームから飲む,コンドームから飲む,ACTION_CONTACT,MOUTH_ORAL,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3058,kissing_breast,breast_kiss,142,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸にキス,胸にキス,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3059,uterus_pose,,140,Extended,REPRODUCTION_PREGNANCY,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,子宮ポーズ,子宮ポーズ|子宮ポーズ構図,POSE_SCENE,,REPRO_PREGNANCY_LACTATION,POSE_COMPOSITION,pose_camera,STRUCTURED,GFR_POSE_COMPOSITION
3060,single_breast,missing_breast,125,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,片方だけの胸,片方だけの胸,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3061,cospussy,,123,Extended,FEMALE_GENITAL;OPAQUE_ADULT_SURFACE,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,コスプッシー,コスプッシー|コスプレ女性器,BODY_STATE,FEMALE_GENITAL,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3062,areola_measuring,,121,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,乳輪を測る,乳輪を測る,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3063,cunt_punt,,120,Extended,FEMALE_GENITAL,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,女性器を蹴る,女性器を蹴る|股間を蹴る|女性器キック,ACTION_CONTACT,FEMALE_GENITAL,INJURY_R18G,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,GFR_DAMAGE_STATE_ACTION
3064,breast_reduction,shrinking_breasts,117,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,乳房縮小,乳房縮小|胸が縮む|乳房を小さくする,BODY_STATE,BREAST_NIPPLE,,BODY_STATE,body_state,DIRECT,GFR_BODY_STATE
3065,female_fertilization,,109,Extended,REPRODUCTION_PREGNANCY,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,女性の受精,女性の受精|女性受精,ACTION_CONTACT,FEMALE_GENITAL,REPRO_PREGNANCY_LACTATION,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3066,open-chest_straitjacket,,104,Extended,BDSM_RESTRAINT,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸が開いた拘束衣,胸が開いた拘束衣|胸開き拘束衣,TOOL_OBJECT,,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
3067,foot_on_another's_breast,"foot_on_breast,stepping_on_breasts",101,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,他人の胸に足を乗せる,他人の胸に足を乗せる,ACTION_CONTACT,BREAST_NIPPLE,,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,GFR_DIRECT_COMPOSITE
3068,condom_on_ass,,100,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,尻の上にコンドーム,尻の上にコンドーム|お尻にコンドーム,TOOL_OBJECT,BUTTOCK_ANAL,,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,GFR_DIRECT_COMPOSITE
3069,lube_on_breasts,,97,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸に潤滑剤,胸に潤滑剤,FLUID_EXCRETION,BREAST_NIPPLE,,FLUID_STATE_ACTION,effect_or_action,DIRECT,GFR_FLUID_STATE_ACTION
3070,breast_size_switch,,96,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸サイズ入れ替え,胸サイズ入れ替え|胸サイズ交換,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3071,breast_pull,,91,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸を引っ張る,胸を引っ張る,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3072,putting_on_condom,condom_application,90,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,コンドームを装着する,コンドームを装着する|コンドーム装着,ACTION_CONTACT,MALE_GENITAL,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3073,face_in_armpit,,78,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,顔を腋にうずめる,顔を腋にうずめる|顔を脇にうずめる,ACTION_CONTACT,,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3074,slapping_with_breasts,,78,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸で叩く,胸で叩く,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3075,weighing_breasts,,72,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸の重さを量る,胸の重さを量る,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3076,artificial_insemination,insemination,71,Extended,REPRODUCTION_PREGNANCY,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,人工授精,人工授精|人工受精,ACTION_CONTACT,,REPRO_PREGNANCY_LACTATION,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3077,compressed_breasts,,69,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,圧迫された胸,圧迫された胸,BODY_STATE,BREAST_NIPPLE,,BODY_STATE,body_state,DIRECT,GFR_BODY_STATE
3078,shibarikini,,68,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,縛りビキニ,縛りビキニ|縄ビキニ|緊縛ビキニ,TOOL_OBJECT,,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
3079,breasts_on_thighs,,66,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,太ももの上に胸,太ももの上に胸,ACTION_CONTACT,BREAST_NIPPLE,,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,GFR_DIRECT_COMPOSITE
3080,condom_in_ass,,66,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,尻にコンドーム,尻にコンドーム|お尻にコンドーム|尻の間のコンドーム,TOOL_OBJECT,BUTTOCK_ANAL,,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,GFR_DIRECT_COMPOSITE
3081,condom_on_tongue,,65,Extended,,HIGH_FREQUENCY_UNFLAGGED_RESCUE,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,舌の上にコンドーム,舌の上にコンドーム,TOOL_OBJECT,MOUTH_ORAL,,DIRECT_COMPOSITE,spatial_relation,STRUCTURED,GFR_DIRECT_COMPOSITE
3082,breast_punch,,64,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸を殴る,胸を殴る,ACTION_CONTACT,BREAST_NIPPLE,INJURY_R18G,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,GFR_DAMAGE_STATE_ACTION
3083,fluid_on_breasts,,63,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸に液体,胸に液体,FLUID_EXCRETION,BREAST_NIPPLE,,FLUID_STATE_ACTION,effect_or_action,DIRECT,GFR_FLUID_STATE_ACTION
3084,breast_implants,,62,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,豊胸インプラント,豊胸インプラント,BODY_STATE,BREAST_NIPPLE,,BODY_ATTRIBUTE,body_target_or_attribute,DIRECT,GFR_BODY_ATTRIBUTE
3085,breast_crush,,58,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸を押し潰す,胸を押し潰す,ACTION_CONTACT,BREAST_NIPPLE,INJURY_R18G,DAMAGE_STATE_ACTION,state_or_action,STRUCTURED,GFR_DAMAGE_STATE_ACTION
3086,breast_shake,,55,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,胸を揺らす,胸を揺らす,ACTION_CONTACT,BREAST_NIPPLE,,ACTION_INTERACTION,action,STRUCTURED,GFR_ACTION_INTERACTION
3087,implied_egg_laying,,50,Extended,NONHUMAN_TENTACLE,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,産卵を示唆,産卵を示唆|産卵示唆|産卵を暗示,NONHUMAN_TRANSFORMATION,,REPRO_PREGNANCY_LACTATION,CONTEXT_MODIFIER,temporal_or_implied_context,SUPPORT,GFR_CONTEXT_MODIFIER
3088,tied_breast,,50,Extended,BREAST_NIPPLE_AREOLA,STRICT_CANONICAL_ADULT_PRIORITY,0e165d02c4715fedbd28b49525276294d0cd8ee3,HUMAN_BOUNDED_RESOLVED,乳房縛り,乳房縛り|胸縛り|乳房拘束,ACTION_CONTACT,BREAST_NIPPLE,BDSM_RESTRAINT,RESTRAINT_IMPLEMENT,restraint_implement,DIRECT,GFR_RESTRAINT_IMPLEMENT
