row_id,canonical_tag,category,display_ja,search_ja,translation_status,translation_note
I70-047501,sin_mal0909,1,sin mal0909,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047725,toho10min,1,toho10min,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047726,yaruku,1,ヤルク,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047727,yasojima_nejiro,1,Yasojima Nejiro,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047728,d-m_(dii_emu),1,D-M（dii emu）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047729,haruyuki_(yukichasoba),1,春野（Yukichasoba）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047730,inudori,1,inudori,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047731,km_yama,1,km yama,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047732,kobayashi_yuuji,1,小林ユウジ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047733,lemontyoisy_r18,1,lemontyoisy R18,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047734,nagabe,1,nagabe,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047735,nekofish666,1,nekofish666,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047736,nian_(zhanian),1,ニアン（Zhanian）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047737,satomura_kyou,1,サトムーラ・キョウ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047738,takahashi_tetsuya,1,高橋tetsuya,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047739,tirasi_(so),1,tirasi (so),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047740,tunamayo_(dsasd751),1,Tunamayo（DSASD751）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047741,yana_mori,1,ヤナ・モリ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047742,aoi_aruma,1,aoi aruma,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047743,aposine,1,アポシン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047744,giorgio_(yo_sumire_sola1),1,giorgio (yo sumire sola1),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047745,hominamia,1,人類,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047746,liduke,1,リドケ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047747,mimofu_(fullhighkick),1,ミモフ（フルハイキック）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047748,mizunashi_(second_run),1,水田（2回目）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047749,mosako,1,モサコ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047750,soresaki,1,ソレサキ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047751,suou-sensei,1,suou-sensei,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047752,tidsean,1,Tidsean,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047753,automatic_giraffe,1,自動キリン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047754,doushi_tatsu_to_dekkai_no,1,doushi tatsu to dekkai no,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047755,fujikawa_daichi,1,藤川daichi,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047756,hana_mori,1,ハナ・モリ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047757,hijikawa_arashi,1,ヒジカワ矢沢,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047758,kumiyabe,1,kumiyabe,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047759,kusano_(torisukerabasu),1,クサノ（トリスケラバス）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047760,kuurunaitsu,1,クルナイツ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047761,mayogii,1,マヨギリ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047762,mizutama,1,ミズタマ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047763,painterliuhao,1,painterliuhao,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047764,robinson_(day_l_full),1,robinson (day l full),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047765,sekihan,1,セキハン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047766,shiming_liangjing,1,shiming liangjing,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047767,st.germain-sal,1,St.Germain-Sal,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047768,tekehiro,1,テケヒロ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047769,tokoroten_(hmmuk),1,トコロテン（うーん）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047770,yagi2013,1,Yagi2013,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047771,13_(spice!!),1,13（スパイス!!）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047772,dyun,1,ダウン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047773,hirowa_nagi,1,ヒロワ・ナギ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047774,isuka,1,イスカ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047775,jinkei,1,コシカ・リナ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047776,jouhou,1,jouhou,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047777,keita_naruzawa,1,keita naruzawa,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047778,nanaken_nana,1,ナナケン・ナナ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047779,nnyara,1,nnyara,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047780,onegingek,1,onegingek,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047781,paddy_field,1,水田,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047782,shiba_itsuki,1,シバ・イシュキ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047783,suterii,1,suterii,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047784,tnr_(horiko1525),1,TNR（Horiko1525）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047785,urode,1,ウロード,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047786,yokoshima_(euphoria),1,横島（陶酔）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047787,zellam,1,ゼラム,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047788,zenrakishi,1,Zenrakishi,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047789,kamata_yuuya,1,カマタ・ユウヤ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047790,monchan_rev3,1,Monchan Rev3,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047791,nagayama_yuunon,1,ナガヤマユノン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047792,natuna_natu,1,ナツナ・ナツ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047793,olchas,1,オルチャス,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047794,orihi_chihiro,1,オリヒチヒロ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047795,ryou-san,1,リュウさん,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047796,sekiya_asami,1,Sekiya asami,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047797,shinmon_akika,1,シンモン・アキカ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047798,soramuko,1,ソラムコ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047799,yoko_juusuke,1,ヨーコヨークケ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047800,az79709363,1,az79709363,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047801,chucky_(chucky1000sun),1,chucky (chucky1000sun),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047802,denhijou_niki,1,デニジョー・ニキ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047803,dismassd,1,smosassd,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047804,enami_katsumi,1,katsumi enami,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047805,fujieda_uzuki,1,藤田うずキキ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047806,kaptivate,1,Kaptivate,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047807,kshimu,1,Kshimu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047808,kurono_yuzuko,1,Yuzuko Kurono,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047809,lilish,1,リリッシュ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047810,loodncrood,1,loodncrood,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047811,muoto,1,ムオト,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047812,takara_akihito,1,タカラ・アキヒト,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047813,tama_(hiroshige_36),1,タマ（ヒロシゲ36）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047814,uzuki_mei,1,ウズキ・メイ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047815,watsuki_ayamo,1,ワツキアヤモ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047816,yaman,1,ヤマン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047817,akaneko_(redakanekocat),1,アカネコ（redakanekocat）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047818,goldowl,1,ゴルダウル,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047819,honi_(honi1010),1,honi (honi1010),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047820,ireading,1,イレディング,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047821,kanekiyo_miwa,1,Kanekiyo Miwa,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047822,kazetto,1,カゼット,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047823,knifedragon,1,ナイフェドラゴン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047824,muroku_(aimichiyo0526),1,ムロク（aimichiyo0526）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047825,neruzou,1,neruzou,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047826,shuuko_(s_h_uuko),1,shuuko（s huuko）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047827,signalviolet,1,SignalViolet,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047828,tsukinami_kousuke,1,kousuke島,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047829,asterisk_kome,1,アスタリスクkome,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047830,dakemakura-koubou,1,Dakemakura-koubou,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047831,ddangbi,1,ddangbi,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047832,endou_hiroto,1,endou hiroto,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047833,fud,1,fud,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047834,kazu_(muchuukai),1,カズ（Muchuukai）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047835,kokka_han,1,コッカ・ハン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047836,toriniku_senshi_chikinman,1,トリニクセンシチキンマン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047837,ydpfa,1,ydpfa,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047838,akaoni_(zumt3548),1,アカオニ（zumt3548）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047839,ayanakitori,1,アヤナキトリ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047840,everyntrge,1,Everyntrge,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047841,frfr,1,FRFR,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047842,fuumi_(radial_engine),1,フーミ（放射状エンジン）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047843,gintarou_(kurousagi108),1,Gintarou（Kurousagi108）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047844,gurimjang,1,グリムジャン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047845,jiroo,1,ジルー,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047846,kataokasan,1,カタオカサン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047847,kawaruhi,1,カワルヒ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047848,kon-kit,1,kon-kit,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047849,maullarmaullar,1,Maullarmaullar,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047850,nanashii_(soregasisan),1,nanashii（soregasisan）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047851,nico-neko,1,nico-neko,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047852,rei_kun,1,レイ・クン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047853,saeki_hokuto,1,Saeki Hokuto,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047854,thanabis,1,タナビス,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047855,vitaminechan,1,Vitaminechan,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047856,wewe,1,wewe,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047857,akane_souichi,1,アカネ・ソイチ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047858,fuwa_daisuke,1,フワ・ダイズケ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047859,gojarun,1,ゴジャルン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047860,gurami_(zangizarang),1,gurami (zangizarang),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047861,hamushima,1,月島,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047862,ikeshita_moyuko,1,イケシタモユーコ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047863,kakiko210,1,kakiko210,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047864,kippuru,1,キプル,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047865,reinama,1,ラインマ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047866,sakura_no_tomoru_hi_e,1,さくらnoトモールこんにちはe,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047867,shiki_(shikki46),1,シキ（shikki46）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047868,suiso_(owp),1,スイソ（OWP）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047869,take_shinobu,1,忍を取ります,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047870,watarase_piro,1,ワタラーゼピロ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047871,ddal,1,ddal,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047872,deel_(rkeg),1,ディール（rkeg）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047873,fuooooo,1,fuooooo,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047874,inokeiwd,1,inokeiwd,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047875,katagiri_hinata,1,カタギリ・ヒナタ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047876,maou_alba,1,Maou Alba,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047877,matsuba_mattsu,1,matsuba mattsu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047878,mochitose_aguri,1,ソクラ（モキチトース）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047879,obui,1,obui,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047880,om_(nk2007),1,OM（NK2007）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047881,sasairebun,1,Sasairebun,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047882,shipii_(jigglypuff),1,shipii（jigglypuff）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047883,syatey,1,Syatey,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047884,akira_(coffee_curry),1,アキラ（コーヒーカレー）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047885,another_eden_art_team,1,another eden art team,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047886,aoto_mei,1,aoto mei,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047887,chicke_iii,1,Chicke III,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047888,daisi_gi,1,daisi gi,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047889,inutose,1,イントス,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047890,nodoameyatou,1,nodoameyatou,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047891,rikuguma,1,rikuguma,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047892,robaco,1,ロバコ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047893,shaggy_susu,1,シャギーソス,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047894,tamu_(mad_works),1,タム（マッドワークス）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047895,tem10,1,TEM10,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047896,umakuchi_shouyu,1,umakuchi shouyu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047897,vivo_(vivo_sun_0222),1,vivo（vivo Sun 0222）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047898,yamano_rokamizu,1,ヤマノ・ロカミズ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047899,yasuda_suzuhito,1,Yasuda Suzuhito,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047900,yongsadragon,1,yongsadragon,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047901,zepher_(makegumi_club),1,Zepher（Makegumi Club）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047902,asuzemu,1,Asuzemu,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047903,bbc-chan,1,BBC-chan,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047904,chikubi_(artist),1,chikubi (artist),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047905,chronozbergh,1,chronozbergh,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047906,cowfee,1,カウィー,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047907,cryne,1,cryne,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047908,himegi,1,ヒメギ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047909,kuhotaka,1,kuhotaka,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047910,lix_(iroiro3843),1,lix (iroiro3843),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047911,meion,1,メオン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047912,nana_g,1,ナナg,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047913,nonoyama,1,ノーヤマ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047914,porqueloin,1,ポルケロイン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047915,potg_(piotegu),1,potg（piotegu）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047916,recklessdraw,1,recklessdraw,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047917,ushiki_yoshitaka,1,ユシキヨシタカ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047918,wajuniorbox,1,wajuniorbox,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047919,fizintine,1,フィジンティン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047920,greenmarine,1,グリーンマリン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047921,huangdanlan,1,Huangdanlan,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047922,kazepana,1,カゼパナ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047923,kazuharu_kina,1,カズハルキナ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047924,koikawa_minoru,1,小川minoru,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047925,manjo_(warito),1,manjo (warito),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047926,maru_ccy,1,マルCCY,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047927,matsushita_yuu,1,松田ゆう,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047928,meng_ziya,1,Meng Ziya,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047929,moriforest1040,1,moriforest1040,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047930,nekono_rin,1,ネコノリン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047931,picter,1,ピッター,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047932,sawaya_(mizukazu),1,サワヤ（ミズカズ）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047933,sollyz,1,Sollyz,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047934,unsfrau,1,unsfrau,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047935,yotsumi_shiro,1,ヨッツミシロ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047936,akino_komichi,1,komichi,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047937,ao_oni_(onioni-aoi),1,ao oni（onioni-aoi）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047938,aoki_ume,1,青木うー,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047939,dangomushi,1,dangomushi,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047940,gomipomi,1,ゴミポミ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047941,kugelschreiber,1,Kugelschreiber,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047942,kurenaiz_(kuayrenaiz),1,kurenaiz (kuayrenaiz),,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047943,kuro_yuzu,1,クロユズ,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047944,kusarou,1,kusarou,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047945,sakura_chiyo_(konachi000),1,さくらchiyo（konachi000）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047946,sanpachishiki_(gyokusai-jima),1,Sanpachishiki（Gyokusai-Jima）,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047947,tyrone,1,タイロン,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
I70-047948,w3n6e,1,w3n6e,,REVIEW_REQUIRED,candidate-only or insufficient Japanese evidence; manual verification required
