row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_bucket,impact_tier,source_aliases,verified_aliases,existing_display_ja,existing_search_ja,existing_candidate_ja,existing_rejected_ja,related_copyright_top1,related_copyright_top1_coverage,family_base_canonical,family_base_display_ja
I70-004315,akai_haato_(1st_costume),764,赤井はあと（通常衣装）,赤井はあと（通常衣装） | 赤井はあと,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,赤井はあと(通常),,hololive,1.0,akai_haato,赤井はあと
I70-004342,gotoh_hitori_(tsuchinoko),759,下北沢のツチノコ,下北沢のツチノコ | 後藤ひとり,,DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,gotou_hitori_(tsuchinoko),gotou hitori (tsuchinoko),,下北沢のツチノコ,,,bocchi_the_rock!,0.998645,gotoh_hitori,後藤ひとり
I70-004350,himemori_luna_(1st_costume),758,姫森ルーナ（通常衣装）,姫森ルーナ（通常衣装） | 姫森ルーナ,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,姫森ルーナ(通常),,,hololive,1.0,himemori_luna,姫森ルーナ
I70-004379,oda_nobunaga_(maou_avenger)_(fate),752,魔王信長,魔王信長 | 魔王信長（Fate）,,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,,,,,魔王信長(Fate),,fate_(series),1.0,oda_nobunaga_(fate),織田信長（Fate）
I70-004486,ringo-chan_(otokuyou),730,りんごちゃん,りんごちゃん | 白瀬いちる,,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,,,,りんごちゃん | 白瀬いちる,,shirase_ichiru,original,1.0,,
I70-004493,tokino_sora_(1st_costume),729,ときのそら（通常衣装）,ときのそら（通常衣装） | ときのそら,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ときのそら(通常),,hololive,1.0,tokino_sora,ときのそら
I70-004501,jade_(honkai:_star_rail),727,ジェイド,ジェイド,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ジェイド(スターレイル),,,honkai:_star_rail,1.0,,
I70-004521,gareth_(fate),723,ガレス,ガレス,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,gareth_(fate/grand_order),gareth (fate/grand order),,ガレス(Fate),,,fate_(series),1.0,,
I70-004529,tristan_(fate),723,トリスタン,トリスタン,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,tristan_(fate/grand_order),tristan (fate/grand order),,トリスタン(Fate),,,fate_(series),1.0,,
I70-004577,marche_lorraine_(umamusume),712,マルシュロレーヌ,マルシュロレーヌ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,マルシュロレーヌ(ウマ娘),,umamusume,1.0,,
I70-004584,ines_(arknights),710,イネス,イネス,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,イネス(アークナイツ),伊内丝,,arknights,1.0,,
I70-004596,pipkin_pippa,709,ピップキン・ピッパ,ピップキン・ピッパ,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ピップキンピッパ,,Capippalist | MMOARTPG | PippAI | Pipporno,phase_connect,1.0,,
I70-004603,miyamoto_musashi_(third_ascension)_(fate),707,宮本武蔵（第三再臨）,宮本武蔵（第三再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,宮本蘇省（第三の昇天）（運命）,,fate/grand_order,1.0,,
I70-004604,saber_alter_(fate/stay_night),707,セイバーオルタ,セイバーオルタ,,DISAMBIGUATOR_NOT_VISIBLE | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,"saber_alter_(second_ascension),saber_alter_(first_ascension)",saber alter (first ascension) | saber alter (second ascension),,,,,fate_(series),1.0,saber_alter,アルトリア・オルタ
I70-004614,abigail_williams_(second_ascension)_(fate),704,アビゲイル・ウィリアムズ（第二再臨）,アビゲイル・ウィリアムズ（第二再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,アビゲイル・ウィリアムズ（第二の昇天）（運命）,,fate/grand_order,1.0,,
I70-004617,belno_light_(umamusume),704,ベルノライト,ベルノライト,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,berno_light_(umamusume),berno light (umamusume),,,ベルノライト(ウマ娘),,umamusume,1.0,,
I70-004623,chii,703,ちぃ,ちぃ,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,ちぃ,,,chobits,0.990446,,
I70-004626,hugh_(pokemon),703,ヒュウ,ヒュウ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,"hue_(pokemon),rival_(pokemon_bw2),rival_(pokemon_bw2)",hue (pokemon) | rival (pokemon bw2),,ヒュウ(トレーナー),,,pokemon,0.998516,,
I70-004633,amakusa_shirou_(fate),701,天草四郎,天草四郎,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,シロウ・コトミネ | 天草四郎(Fate),,fate_(series),1.0,,
I70-004645,female_morgan_(fire_emblem),699,マーク（女）,マーク（女）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,"morgan_(female)_(fire_emblem),morgan_(fire_emblem)_(female)",morgan (female) (fire emblem) | morgan (fire emblem) (female),,,マーク♀,,fire_emblem,1.0,,
I70-004647,mousse_(ranma_1/2),699,ムース,ムース,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,,,,ムース(らんま1/2),沐絲,,ranma_1/2,1.0,,
I70-004652,arsene_lupin_iii,698,ルパン三世,ルパン三世,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ルパン三世(キャラクター) | ルパン三世(架空のキャラクター),,,lupin_iii,1.0,,
I70-004679,fluorite_(arknights),694,フローライト,フローライト,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,フローライト(エンドフィールド),,arknights,1.0,,
I70-004686,gold_ship_(run!_ruin!_launcher!)_(umamusume),693,RUN!乱!ランチャー!!,RUN!乱!ランチャー!!,,DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,gold_ship_(run_revolt_launcher)_(umamusume),gold ship (run revolt launcher) (umamusume),,,RUN!乱!ランチャー!!,,umamusume,1.0,gold_ship_(umamusume),ゴールドシップ（ウマ娘）
I70-004700,ade_(nikke),691,エード,エード,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,エード(勝利の女神:NIKKE),,goddess_of_victory:_nikke,1.0,,
I70-004704,totooria_helmold,691,トトゥーリア・ヘルモルト,トトゥーリア・ヘルモルト,,,ACCEPTED_CLEAN_SAMPLE,REST,totori_(atelier),totori (atelier),,トトゥーリア・ヘルモルト | トトリ,,,atelier_(series),1.0,,
I70-004717,wizard_(ragnarok_online),687,ウィザード,ウィザード,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,魔法使い,,ragnarok_online,1.0,,
I70-004748,cait_sith_(ff7),682,ケット・シー,ケット・シー,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ケット・シー(FF7),,final_fantasy,0.998445,,
I70-004754,artoria_caster_(swimsuit_berserker)_(first_ascension)_(fate),681,アルトリア・キャスター（水着・第一再臨）,アルトリア・キャスター（水着・第一再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,artoria_caster_(swimsuit)_(first_ascension)_(fate),artoria caster (swimsuit) (first ascension) (fate),,,アルトリア・キャスター(水着),,fate/grand_order,0.998452,artoria_caster_(first_ascension)_(fate),アルトリア・キャスター（第一再臨）
I70-004757,jeanne_d'arc_(granblue_fantasy),681,ジャンヌダルク,ジャンヌダルク,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ジャンヌダルク(グラブル) | ジャンヌダルク(神撃のバハムート),,,granblue_fantasy,0.975867,,
I70-004762,robin_hood_(fate),681,ロビンフッド,ロビンフッド,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,アーチャー(Fate/EXTRA),ロビンフッド(Fate),,fate_(series),1.0,,
I70-004763,spot_(arknights),681,スポット,スポット,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,スポット(アークナイツ),斑点,,arknights,0.998483,,
I70-004770,layla_(idolmaster),680,ライラ,ライラ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ライラ(アイドルマスター) | ライラ(シンデレラガールズ) | ライラさん,,,idolmaster,1.0,,
I70-004779,loves_only_you_(umamusume),679,ラヴズオンリーユー,ラヴズオンリーユー,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ラヴズオンリーユー(ウマ娘),,umamusume,1.0,,
I70-004785,mordred_(swimsuit_rider)_(first_ascension)_(fate),678,モードレッド（水着・第一再臨）,モードレッド（水着・第一再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,mordred（水着ライダー）（最初の昇天）（運命）,,fate_(series),1.0,mordred_(fate),モードレッド（Fate）
I70-004789,saber_(swimsuit_archer)_(first_ascension)_(fate),678,アルトリア・ペンドラゴン（水着・第一再臨）,アルトリア・ペンドラゴン（水着・第一再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,artoria_pendragon_(swimsuit_archer)_(first_ascension)_(fate),artoria pendragon (swimsuit archer) (first ascension) (fate),,,アルトリア・ペンドラゴン(水着),,fate_(series),1.0,saber_(fate),アルトリア・ペンドラゴン
I70-004791,taiki_shuttle_(wild_frontier)_(umamusume),678,タイキシャトル（ワイルド・フロンティア）,タイキシャトル（ワイルド・フロンティア）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ワイルド・フロンティア,,umamusume,1.0,taiki_shuttle_(umamusume),タイキシャトル
I70-004795,dooby,677,Dooby,Dooby,,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | DUPLICATE_DISPLAY_WITHIN_CATEGORY,ACCEPTED_RISK,REST,dooby_(vtuber),dooby (vtuber),,,,,indie_virtual_youtuber,0.998418,,
I70-004799,atago_(summer_march)_(azur_lane),676,愛宕（真夏の行進曲）,愛宕（真夏の行進曲）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,atago_(midsummer_march)_(azur_lane),atago (midsummer march) (azur lane),,真夏の行進曲,盛夏进行曲,,azur_lane,1.0,atago_(azur_lane),愛宕（アズールレーン）
I70-004802,tamamo_no_mae_(swimsuit_lancer)_(second_ascension)_(fate),676,玉藻の前（水着・第二再臨）,玉藻の前（水着・第二再臨）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ビーチフラワー,,fate_(series),1.0,tamamo_no_mae_(fate),玉藻の前（Fate）
I70-004806,ecclesia_(yu-gi-oh!),675,エクレシア,エクレシア,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ごはんはたくさんたべるタイプ | エクレシア(遊戯王),,,yu-gi-oh!,1.0,,
I70-004817,mast_(nikke),674,マスト,マスト,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,マスト(勝利の女神:NIKKE),,,goddess_of_victory:_nikke,0.998408,,
I70-004824,elira_pendora_(1st_costume),672,エリーラ・ペンドラ（通常衣装）,エリーラ・ペンドラ（通常衣装）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,エリーラ・ペンドラ(通常),,,nijisanji,1.0,elira_pendora,エリーラ・ペンドラ
I70-004825,habetrot_(fate),672,ハベトロット,ハベトロット,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ハベトロット(Fate),,,fate/grand_order,0.998395,,
I70-004851,orfevre_(control)_(umamusume),668,オルフェーヴル（総攬）,オルフェーヴル（総攬）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,総攬(ウマ娘),,umamusume,1.0,orfevre_(umamusume),オルフェーヴル
I70-004860,baobhan_sith_(swimsuit_pretender)_(first_ascension)_(fate),666,ケット・クー・ミコケル,ケット・クー・ミコケル,,DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,,,,ケット・クー・ミコケル,,,fate/grand_order,1.0,baobhan_sith_(fate),バーヴァン・シー（Fate）
I70-004864,daitaku_helios_(fun_fun_party_night)_(umamusume),665,ダイタクヘリオス（Fun☆Fun☆ぱりない）,ダイタクヘリオス（Fun☆Fun☆ぱりない）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,Fun☆Fun☆ぱりない,,umamusume,1.0,daitaku_helios_(umamusume),ダイタクヘリオス
I70-004865,debitto_(makaino_ririmu),665,デビット,デビット,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,デビット(魔界ノりりむ),,nijisanji,1.0,,
I70-004890,usami_(danganronpa),662,ウサミ,ウサミ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ウサミ（danganronpa）,,danganronpa_(series),0.998445,,
I70-004923,illyasviel_von_einzbern_(beast_style),656,イリヤスフィール・フォン・アインツベルン（ビーストスタイル）,イリヤスフィール・フォン・アインツベルン（ビーストスタイル）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ビーストイリヤ,,fate_(series),0.998382,illyasviel_von_einzbern,イリヤスフィール・フォン・アインツベルン
I70-004926,common_dolphin_(kemono_friends),655,マイルカ,マイルカ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,マイルカ(けものフレンズ),,,kemono_friends,1.0,,
I70-004938,sakura_bakushin_o_(blossom_in_learning)_(umamusume),654,サクラバクシンオー（サクラ、すすめ!）,サクラバクシンオー（サクラ、すすめ!）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,サクラ、すすめ!,,umamusume,1.0,sakura_bakushin_o_(umamusume),サクラバクシンオー
I70-004953,spike_spiegel,652,スパイク・スピーゲル,スパイク・スピーゲル,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,スパイクスピーゲル,,,cowboy_bebop,1.0,,
I70-004955,yan_qing_(fate),652,燕青,燕青,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,"yan_qing_(fate/grand_order),assassin_of_shinjuku",assassin of shinjuku | yan qing (fate/grand order),,新宿のアサシン,燕青(Fate),,fate/grand_order,0.99845,,
I70-004982,juufuutei_raden_(1st_costume),647,儒烏風亭らでん（通常衣装）,儒烏風亭らでん（通常衣装）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,儒烏風亭らでん(通常),,,hololive,1.0,juufuutei_raden,儒烏風亭らでん
I70-005003,yae_sakura_(goushinnso_memento),645,御神装・勿忘,御神装・勿忘,,DISAMBIGUATOR_NOT_VISIBLE | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,ACCEPTED_RISK,REST,sakura_(honkai_impact),sakura (honkai impact),,御神装・勿忘,御神装·勿忘,,honkai_(series),1.0,yae_sakura,八重桜
I70-005006,mlynar_(arknights),644,ムリナール,ムリナール,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ムリナール(アークナイツ),玛恩纳,,arknights,1.0,,
I70-005012,fate_testarossa_(lightning_form),643,フェイト・テスタロッサ（ライトニングフォーム）,フェイト・テスタロッサ（ライトニングフォーム）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ライトニングフォーム,,,lyrical_nanoha,1.0,fate_testarossa,フェイト・テスタロッサ
I70-005019,sasaki_chiho,643,佐々木千穂,佐々木千穂,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,,佐々木千穂,,hataraku_maou-sama!,1.0,,
I70-005021,hubert_von_vestra,642,ヒューベルト＝フォン＝ベストラ,ヒューベルト＝フォン＝ベストラ,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,ヒューベルトフォンべストラ,,,fire_emblem,1.0,,
I70-005035,orfevre_(old_design)_(umamusume),640,オルフェーヴル（旧デザイン）,オルフェーヴル（旧デザイン）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,orfevre_(umamusume)_(old_design),orfevre (umamusume) (old design),,オルフェーヴル(ウマ娘) | マスクド三冠バ,,,umamusume,1.0,orfevre_(umamusume),オルフェーヴル
I70-005037,sasori_(naruto),640,サソリ,サソリ,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,サソリ(NARUTO),,naruto_(series),1.0,,
I70-005067,lexington_(warship_girls_r),635,レキシントン（戦艦少女R）,レキシントン（戦艦少女R）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,インドミタブル(戦艦少女) | レキシントン | レキシントン(戦艦少女),列克星敦 | 太太,Lexington,warship_girls_r,1.0,,
I70-005075,ishtar_(fire_emblem),634,イシュタル,イシュタル,,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,イシュタル(FE聖戦),,,fire_emblem,1.0,,
I70-005078,barbara_(summertime_sparkle)_(genshin_impact),633,バーバラ（サマータイムスパークル）,バーバラ（サマータイムスパークル）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,サマータイムスパークル,,,genshin_impact,0.998397,barbara_(genshin_impact),バーバラ（原神）
I70-005079,dream_journey_(reminder_of_dreamland)_(umamusume),633,ドリームジャーニー（夢路のよすが）,ドリームジャーニー（夢路のよすが）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,夢路のよすが,,umamusume,1.0,dream_journey_(umamusume),ドリームジャーニー
I70-005080,female_robin_(grima)_(fire_emblem),633,ルフレ（女・ギムレー）,ルフレ（女・ギムレー）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,ギムレー,,fire_emblem,1.0,female_robin_(fire_emblem),ルフレ（女性）
I70-005082,natsuki_rin,633,夏木りん,夏木りん,,,ACCEPTED_CLEAN_SAMPLE,REST,,,,夏木りん,,,precure,1.0,,
I70-005092,nero_claudius_(olympian_bloomers)_(fate),632,ネロ・クラウディウス（オリンピアの体操服）,ネロ・クラウディウス（オリンピアの体操服）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,olympian_bloomers,olympian bloomers,,オリンピアの体操服 | ネロブルマ,,,fate_(series),1.0,nero_claudius_(fate),ネロ・クラウディウス
I70-005106,super_creek_(murmuring_stream)_(umamusume),631,スーパークリーク（マーマリングストリーム）,スーパークリーク（マーマリングストリーム）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,マーマリングストリーム,,umamusume,1.0,super_creek_(umamusume),スーパークリーク（ウマ娘）
I70-005117,giratina_(origin),629,ギラティナ（オリジンフォルム）,ギラティナ（オリジンフォルム）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,オリジンギラティナ,,pokemon,1.0,giratina,ギラティナ
I70-005122,todoroki_hajime_(1st_costume),629,轟はじめ（通常衣装）,轟はじめ（通常衣装）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,轟はじめ(通常),,,hololive,1.0,todoroki_hajime,轟はじめ
I70-005138,smart_falcon_(love_4ever)_(umamusume),627,スマートファルコン（あぶそりゅーと☆LOVE）,スマートファルコン（あぶそりゅーと☆LOVE）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,,あぶそりゅーと☆LOVE,,umamusume,1.0,smart_falcon_(umamusume),スマートファルコン
I70-005145,evil_twin_lil-la,625,Evil★Twin リィラ,Evil★Twin リィラ,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,,,,Evil★Twinsキスキル・リィラ | Evil★Twinリィラ | イビルツイン | リィラ | リィラ(遊戯王),,,yu-gi-oh!,0.998302,,
I70-005151,xavier_(love_and_deepspace),625,セイヤ,セイヤ,,DISAMBIGUATOR_NOT_VISIBLE,ACCEPTED_CLEAN_SAMPLE,REST,,,,,セイヤ,,love_and_deepspace,1.0,,
I70-005152,caro_ru_lushe,624,キャロ・ル・ルシエ,キャロ・ル・ルシエ,,,ACCEPTED_CLEAN_SAMPLE,REST,kyaro_lo_loussier,kyaro lo loussier,,キャロ・ル・ルシエ,,,lyrical_nanoha,1.0,,
I70-005178,tenryuu_(swimsuit)_(kancolle),621,天龍（水着）,天龍（水着）,,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,ACCEPTED_RISK,REST,tenryuu_(swimsuit_mode)_(kancolle),tenryuu (swimsuit mode) (kancolle),,,天龍型の白が眩しい方,,kantai_collection,1.0,tenryuu_(kancolle),天龍（艦これ）
