row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-000117,mori_calliope,12577,森カリオペ,森カリオペ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000118,yae_miko,12441,八重神子,八重神子,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000120,kagiyama_hina,12213,鍵山雛,鍵山雛,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000123,toki_(blue_archive),12063,飛鳥馬トキ,飛鳥馬トキ | トキ | トキ(ブルアカ),AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000125,usada_pekora,11930,兎田ぺこら,兎田ぺこら,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000126,aerith_gainsborough,11782,エアリス・ゲインズブール,エアリス・ゲインズブール | エアリス,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000128,nekomata_okayu,11661,猫又おかゆ,猫又おかゆ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000131,shiroko_(blue_archive),11488,砂狼シロコ,砂狼シロコ | シロコ | シロコ(ブルアカ) | シロコ(ブルーアーカイブ),AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000132,toyosatomimi_no_miko,11446,豊聡耳神子,豊聡耳神子,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000135,yor_briar,11386,ヨル・フォージャー,ヨル・フォージャー,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000137,daiyousei,11310,大妖精,大妖精,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000138,togawa_sakiko,11290,豊川祥子,豊川祥子,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000141,kazusa_(blue_archive),11104,杏山カズサ,杏山カズサ | カズサ | カズサ(ブルーアーカイブ),AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000142,illyasviel_von_einzbern,11094,イリヤスフィール・フォン・アインツベルン,イリヤスフィール・フォン・アインツベルン | イリヤ | イリヤスフィール | イリヤスフィール(プリズマ☆イリヤ),AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000143,suzumiya_haruhi,11067,涼宮ハルヒ,涼宮ハルヒ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000145,makima_(chainsaw_man),10969,マキマ,マキマ | マキマ(チェンソーマン) | マキマさん,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000146,kirby,10901,カービィ,カービィ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000149,misaka_mikoto,10820,御坂美琴,御坂美琴,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000150,megumin,10813,めぐみん,めぐみん | めぐみん(このすば),AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000153,nishizumi_miho,10680,西住みほ,西住みほ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000154,hoshiguma_yuugi,10633,星熊勇儀,星熊勇儀,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000157,akiyama_mio,10564,秋山澪,秋山澪,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000158,mononobe_no_futo,10554,物部布都,物部布都,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000159,shiki_eiki,10512,四季映姫・ヤマザナドゥ,四季映姫・ヤマザナドゥ | ヤマザナドゥ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000160,chihaya_anon,10489,千早愛音,千早愛音,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000161,takanashi_kiara,10476,小鳥遊キアラ,小鳥遊キアラ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000163,ayanami_rei,10436,綾波レイ,綾波レイ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000164,wriggle_nightbug,10356,リグル・ナイトバグ,リグル・ナイトバグ | リグル,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000165,shanghai_doll,10317,上海人形,上海人形,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000166,onozuka_komachi,10311,小野塚小町,小野塚小町,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000171,zhongli_(genshin_impact),10163,鍾離（原神）,鍾離（原神） | 鍾離,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000172,imaizumi_kagerou,10104,今泉影狼,今泉影狼,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000174,morichika_rinnosuke,10047,森近霖之助,森近霖之助,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000175,fate_testarossa,10015,フェイト・テスタロッサ,フェイト・テスタロッサ | フェイト・テスタロッサ・ハラオウン,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000179,tokoyami_towa,9907,常闇トワ,常闇トワ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000183,yuzuki_yukari,9778,結月ゆかり,結月ゆかり,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000184,oma_kokichi,9727,王馬小吉,王馬小吉,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000186,nanashi_mumei,9650,七詩ムメイ,七詩ムメイ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000189,minato_aqua,9595,湊あくあ,湊あくあ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000194,ellen_joe,9441,エレン・ジョー,エレン・ジョー | エレン・ジョー(ゼンゼロ),AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000196,kyubey,9374,キュゥべえ,キュゥべえ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000197,kita_ikuyo,9342,喜多郁代,喜多郁代,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000200,nakano_azusa,9279,中野梓,中野梓,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000202,nagasaki_soyo,9261,長崎そよ,長崎そよ | そよ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000203,nagato_yuki,9260,長門有希,長門有希,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000207,chun-li,9127,チュン・リー,チュン・リー,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000208,hinoshita_kaho,9041,日野下花帆,日野下花帆,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000209,kinomoto_sakura,9005,木之本さくら,木之本さくら,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000212,hirasawa_yui,8933,平沢唯,平沢唯,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000214,toramaru_shou,8925,寅丸星,寅丸星,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000215,himekaidou_hatate,8840,姫海棠はたて,姫海棠はたて,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000220,matoi_ryuuko,8772,纏流子,纏流子,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000223,murasa_minamitsu,8627,村紗水蜜,村紗水蜜,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000225,princess_peach,8581,ピーチ姫,ピーチ姫 | ピーチ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000228,karin_(blue_archive),8494,角楯カリン,角楯カリン | カリン(ブルーアーカイブ),AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000230,nishikigi_chisato,8436,錦木千束,錦木千束,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000233,kaku_seiga,8415,霍青娥,霍青娥,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000234,keqing_(genshin_impact),8413,刻晴（原神）,刻晴（原神） | 刻晴,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000235,nishikino_maki,8389,西木野真姫,西木野真姫,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000236,midoriya_izuku,8385,緑谷出久,緑谷出久,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000237,plana_(blue_archive),8378,プラナ,プラナ | プラナ(ブルーアーカイブ),AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000238,serval_(kemono_friends),8373,サーバル,サーバル | サーバル(けものフレンズ) | サーバルちゃん | 魅惑のサーバル姉さん,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000239,ookami_mio,8361,大神ミオ,大神ミオ,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000242,takamachi_nanoha,8316,高町なのは,高町なのは,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000245,joseph_joestar,8242,ジョセフ・ジョースター,ジョセフ・ジョースター,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000246,kafuu_chino,8213,香風智乃,香風智乃,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000247,monkey_d._luffy,8206,モンキー・D・ルフィ,モンキー・D・ルフィ | ルフィ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000250,hata_no_kokoro,8054,秦こころ,秦こころ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000251,suletta_mercury,8036,スレッタ・マーキュリー,スレッタ・マーキュリー,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000254,saihara_shuichi,7994,最原終一,最原終一,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000256,oozora_subaru,7944,大空スバル,大空スバル,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000258,samus_aran,7900,サムス・アラン,サムス・アラン | サムス,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000259,oyama_mahiro,7891,緒山まひろ,緒山まひろ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000260,hoshimi_miyabi,7872,星見雅,星見雅,AI監修：既存候補・Alias・作品関係を確認し表示名を確定,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000262,yazawa_nico,7817,矢澤にこ,矢澤にこ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000263,tojo_nozomi,7801,東條希,東條希,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000264,emiya_shirou,7798,衛宮士郎,衛宮士郎,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000265,adachi_rei,7792,足立レイ,足立レイ,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
I70-000266,iseri_nina,7784,井芹仁菜,井芹仁菜,AI監修：既存日本語候補・作品関係を確認して採用,KEEP,,,CURATED_CHARACTER_NAME_NO_SEMANTIC_RISK,HIGH,prior curation note + frozen source/context,既存監修済み日本語名を再確認。search_jaがdisplayを重複しないこと自体はruntime仕様上問題なし。,PROPOSED
