row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-039490,hito_mania_(utau),211,人マニア,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039499,tate_no_yuusha_no_nariagari_rerise,211,盾の勇者の成り上がり RERISE,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039758,zeta_gundam_define,189,機動戦士Ζガンダム,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039761,beast_wars:_transformers,188,ビーストウォーズ,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039837,lovely_x_cation_2,183,ラブリケーション,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039866,surge_concerto,181,シェルノサージュ,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039928,beelzebub_(manga),176,べるぜバブ,,established/common Japanese title or official rendering,DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-039949,agarest_senki,175,アガレスト戦記,,established/common Japanese title or official rendering,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040016,duel_masters_(classic),171,デュエル・マスターズ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040045,getter_robo_(classic),169,ゲッターロボ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040083,makai_tenshi_djibril_1,167,魔界天使ジブリール,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040133,senjuushi:_the_thousand_noble_musketeers,164,千銃士,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040181,obey_me!_(series),161,Obey Me!,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040224,muv-luv_alternative_(anime),158,マブラヴ オルタネイティヴ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040268,mana_khemia_(series),155,マナケミア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040281,five_nights_at_freddy's_1,154,Five Nights at Freddy's,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,ASCII_ONLY_DISPLAY_NON_ARTIST | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040285,obey_me!:_one_master_to_rule_them_all!,154,Obey Me!,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040310,castlevania_(netflix),152,悪魔城ドラキュラ -キャッスルヴァニア-,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040379,demons_roots_(series),148,Demons Roots,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040412,sonic_the_hedgehog_3_(movie),146,ソニック × シャドウ TOKYO MISSION,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040418,dancouga_(series),145,超獣機神ダンクーガ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040419,deepness_(love_live!),145,DEEPNESS,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | DISAMBIGUATOR_NOT_VISIBLE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040430,mario_&_luigi:_superstar_saga,145,マリオ&ルイージRPG,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040521,the_batman_(2022),141,THE BATMAN－ザ・バットマン－,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040525,devil_may_cry_1,140,デビルメイクライ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040529,james_bond_(series),140,ジェームズ・ボンド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040548,kengan_(series),139,ケンガン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040574,morinaga_(brand),138,森永,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040617,kirby:_right_back_at_ya!,135,星のカービィ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040640,detective_pikachu_(movie),134,名探偵ピカチュウ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040722,saw_(movie),131,ソウ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040775,demons_roots,128,Demons Roots,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040787,pixiv_fantasia_1,128,pixivファンタジア,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040829,musekinin_shuugoutai_(synthesizer_v),126,無責任集合体,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040847,gwent_(game),125,グウェント ウィッチャーカードゲーム,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040852,kirby's_dream_land,125,星のカービィ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040857,orguss,125,超時空世紀オーガス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040861,robin_hood_(disney_movie),125,ロビン・フッド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040870,ghost_in_the_shell:_sac_2045,124,攻殻機動隊 SAC_2045,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,RAW_TAG_SYNTAX_IN_DISPLAY | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040888,300_(movie),123,300〈スリーハンドレッド〉,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040903,serial_experiments_lain_(ps1_game),123,serial experiments lain,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | DISAMBIGUATOR_NOT_VISIBLE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040949,metroid_(classic),121,メトロイド,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040976,silent_hill_1,120,サイレントヒル,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-040999,magna_carta,119,マグナカルタ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-041043,mega_man_battle_network_(anime),117,ロックマンエグゼ,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE | DUPLICATE_DISPLAY_WITHIN_CATEGORY,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-041074,pocahontas_(movie),116,ポカホンタス,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
I70-041093,dune_(series),115,デューン,,semantic re-curation: title/name judged usable; official/common rendering preferred over literal candidate,DISAMBIGUATOR_NOT_VISIBLE | NO_SOURCE_JA_EVIDENCE_OVERLAP | JA_DISPLAY_NOT_EXACT_SOURCE_EVIDENCE,NEEDS_EXTERNAL_CHECK,,,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,MEDIUM,remaining Accepted Copyright has collision/disambiguation or insufficient exact preserved Japanese evidence,内部証拠だけでは作品系列・媒体・版・同名作品の区別を安全に確定できないため、推測修正せず外部確認へ送る。,PROPOSED
