row_id,canonical_tag,post_count,display_ja,related_copyright_top1,copyright_display_context,translation_note,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-001825,medea_(fate),1841,メディア,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,メディア（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001829,tashkent_(kancolle),1837,タシュケント,kantai_collection,艦隊これくしょん,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,タシュケント（艦隊これくしょん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001847,luka_(alien_stage),1821,ルカ,alien_stage,异形舞台,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ルカ（异形舞台）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001848,theresa_(arknights),1820,テレジア,arknights,アークナイツ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,テレジア（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001852,katsuragi_marina,1815,葛城真理奈,kouyoku_senki_exs-tia,光翼戦姫エクスティア,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,葛城真理奈（光翼戦姫エクスティア）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001861,yuri_(doki_doki_literature_club),1807,ユリ,doki_doki_literature_club,ドキドキ文芸部！,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ユリ（ドキドキ文芸部！）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001863,mew_(pokemon),1804,ミュウ,pokemon,ポケットモンスター,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ミュウ（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001864,purple_heart_(neptunia),1804,パープルハート,neptune_(series),ネプテューヌ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,パープルハート（ネプテューヌ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001869,vulpisfoglia_(arknights),1801,ウルピスフォリア,arknights,アークナイツ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ウルピスフォリア（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001872,angel_(kof),1797,アンヘル,the_king_of_fighters,キングオブファイターズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,アンヘル（キングオブファイターズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001875,sakura_bakushin_o_(umamusume),1796,サクラバクシンオー,umamusume,ウマ娘 プリティーダービー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,サクラバクシンオー（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001890,libeccio_(kancolle),1781,リベッチオ,kantai_collection,艦隊これくしょん,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,リベッチオ（艦隊これくしょん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001891,latias,1780,ラティアス,pokemon,ポケットモンスター,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ラティアス（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001906,isuzu_(kancolle),1765,五十鈴,kantai_collection,艦隊これくしょん,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,五十鈴（艦隊これくしょん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001909,mualani_(genshin_impact),1764,ムアラニ,genshin_impact,原神,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ムアラニ（原神）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001919,merlin_(fate),1752,マーリン,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,マーリン（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001926,caesar_king_(zenless_zone_zero),1748,シーザー・キング,zenless_zone_zero,ゼンレスゾーンゼロ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,シーザー・キング（ゼンレスゾーンゼロ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001932,noire_(neptunia),1744,ノワール,neptune_(series),ネプテューヌ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ノワール（ネプテューヌ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001936,azura_(fire_emblem),1741,アクア,fire_emblem,ファイアーエムブレム,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,アクア（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001938,zhao_(zenless_zone_zero),1741,照,zenless_zone_zero,ゼンレスゾーンゼロ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,照（ゼンレスゾーンゼロ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001945,hiro_(darling_in_the_franxx),1736,ヒロ,darling_in_the_franxx,ダーリン・イン・ザ・フランキス,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ヒロ（ダーリン・イン・ザ・フランキス）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001950,grusha_(pokemon),1731,グルーシャ,pokemon,ポケットモンスター,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,グルーシャ（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001954,sonya_(kill_me_baby),1728,ソーニャ,kill_me_baby,キルミーベイベー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ソーニャ（キルミーベイベー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001955,red_hood_(nikke),1726,レッドフード,goddess_of_victory:_nikke,勝利の女神：NIKKE,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,レッドフード（勝利の女神：NIKKE）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001996,karna_(fate),1697,カルナ,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,カルナ（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-001997,priestess_(arknights),1696,プリースティス,arknights,アークナイツ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,プリースティス（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002005,pod_(nier:automata),1689,ポッド,nier_(series),ニーア,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ポッド（ニーア）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002006,winning_ticket_(umamusume),1689,ウイニングチケット,umamusume,ウマ娘 プリティーダービー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ウイニングチケット（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002019,hyuna_(alien_stage),1680,ヒョナ,alien_stage,异形舞台,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ヒョナ（异形舞台）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002038,oda_nobunaga_(koha-ace),1662,織田信長,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,織田信長（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002064,eunie_(xenoblade),1646,ユーニ,xenoblade_chronicles_(series),ゼノブレイド,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ユーニ（ゼノブレイド）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002068,kinich_(genshin_impact),1645,キィニチ,genshin_impact,原神,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,キィニチ（原神）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002075,daring_tact_(umamusume),1638,デアリングタクト,umamusume,ウマ娘 プリティーダービー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,デアリングタクト（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002077,sendai_hakurei_no_miko,1637,先代博麗の巫女,touhou,東方Project,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,先代博麗の巫女（東方Project）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002078,chen_qianyu_(arknights),1635,陳千語,arknights,アークナイツ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,陳千語（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002079,boo_(mario),1629,テレサ,mario_(series),スーパーマリオ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,テレサ（スーパーマリオ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002090,fenomeno_(umamusume),1619,フェノーメノ,umamusume,ウマ娘 プリティーダービー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,フェノーメノ（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002092,hatsune_miku_(append),1618,初音ミク Append,vocaloid,ボーカロイド,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,初音ミク Append（ボーカロイド）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002099,akali_(league),1613,アカリ,league_of_legends,リーグ・オブ・レジェンド,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,アカリ（リーグ・オブ・レジェンド）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002103,medusa_(fate/stay_night),1612,メドゥーサ,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,メドゥーサ（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002104,lighter_(zenless_zone_zero),1608,ライト,zenless_zone_zero,ゼンレスゾーンゼロ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ライト（ゼンレスゾーンゼロ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002109,may_(guilty_gear),1604,メイ,guilty_gear,GUILTY GEAR,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,メイ（GUILTY GEAR）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002119,shouhou_(kancolle),1595,祥鳳,kantai_collection,艦隊これくしょん,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,祥鳳（艦隊これくしょん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002121,zero(z)_(mega_man),1594,ゼロ,mega_man_(series),ロックマン,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ゼロ（ロックマン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002123,female_trainer_(umamusume),1593,女性トレーナー,umamusume,ウマ娘 プリティーダービー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,女性トレーナー（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002125,victor_(pokemon),1593,マサル,pokemon,ポケットモンスター,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,マサル（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002148,marie_(girls_und_panzer),1579,マリー,girls_und_panzer,ガールズ＆パンツァー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,マリー（ガールズ＆パンツァー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002152,murasaki_shikibu_(fate),1572,紫式部,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,紫式部（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002153,albedo_(overlord),1569,アルベド,overlord_(maruyama),オーバーロード,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,アルベド（オーバーロード）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002166,captain_(kemono_friends),1558,隊長,kemono_friends,けものフレンズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,隊長（けものフレンズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002172,zeta_(granblue_fantasy),1553,ゼタ,granblue_fantasy,グランブルーファンタジー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ゼタ（グランブルーファンタジー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002182,mejiro_ramonu_(umamusume),1546,メジロラモーヌ,umamusume,ウマ娘 プリティーダービー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,メジロラモーヌ（ウマ娘 プリティーダービー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002187,yuuri_(shoujo_shuumatsu_ryokou),1543,ユーリ,shoujo_shuumatsu_ryokou,少女終末旅行,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ユーリ（少女終末旅行）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002194,kiran_(fire_emblem),1539,エクラ,fire_emblem,ファイアーエムブレム,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,エクラ（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002203,kamoi_(kancolle),1533,神威,kantai_collection,艦隊これくしょん,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,神威（艦隊これくしょん）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002206,micaiah_(fire_emblem),1533,ミカヤ,fire_emblem,ファイアーエムブレム,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ミカヤ（ファイアーエムブレム）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002214,white_mage_(final_fantasy),1530,白魔道士,final_fantasy,ファイナルファンタジー,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,白魔道士（ファイナルファンタジー）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002229,beatrice_(re:zero),1518,ベアトリス,re:zero_kara_hajimeru_isekai_seikatsu,Re:ゼロから始める異世界生活,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ベアトリス（Re:ゼロから始める異世界生活）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002234,bede_(pokemon),1516,ビート,pokemon,ポケットモンスター,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ビート（ポケットモンスター）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002243,crewmate_(among_us),1508,クルーメイト,among_us,Among Us,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,クルーメイト（Among Us）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002246,fiammetta_(arknights),1506,フィアメッタ,arknights,アークナイツ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,フィアメッタ（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002247,riesz,1505,リース,seiken_densetsu,聖剣伝説,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,リース（聖剣伝説）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002290,gilles_de_rais_(fate),1475,ジル・ド・レェ,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ジル・ド・レェ（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002310,okita_souji_alter_(fate),1460,沖田総司〔オルタ〕,fate_(series),Fateシリーズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,沖田総司〔オルタ〕（Fateシリーズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002318,dhole_(kemono_friends),1455,ドール,kemono_friends,けものフレンズ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ドール（けものフレンズ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002323,aegir_(azur_lane),1453,エーギル,azur_lane,アズールレーン,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,エーギル（アズールレーン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002324,blanc_(neptunia),1453,ブラン,neptune_(series),ネプテューヌ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ブラン（ネプテューヌ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002327,mizuki_(arknights),1452,ミヅキ,arknights,アークナイツ,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ミヅキ（アークナイツ）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002334,yuuki_(sao),1451,ユウキ,sword_art_online,ソードアートオンライン,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,ユウキ（ソードアートオンライン）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
I70-002343,captain_(honkai_impact),1444,艦長,honkai_(series),崩壊,既存日本語候補・Alias・作品文脈を確認して採用,FIX_DISPLAY,艦長（崩壊）,,CURATED_NAME_ADD_COPYRIGHT_DISAMBIGUATION,HIGH,prior curation + related Copyright context,監修済みのキャラ名自体は維持し、同名衝突/不可視disambiguatorのみ作品名で解消。,PROPOSED
