row_id,canonical_tag,category_name,post_count,display_ja,search_ja,existing_search_ja,audit_verdict,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-037569,bamboo_blade,Copyright,631,BAMBOO BLADE,,バンブーブレード,FIX_SEARCH,バンブーブレード,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037579,windows_xp,Copyright,627,Windows XP,,ウィンドウズXP,FIX_SEARCH,ウィンドウズXP,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037587,blame!,Copyright,624,BLAME!,,ブラム | ブラム!,FIX_SEARCH,ブラム | ブラム!,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037611,another,Copyright,612,Another,,アナザー,FIX_SEARCH,アナザー,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037660,beastars,Copyright,591,BEASTARS,,ビースターズ,FIX_SEARCH,ビースターズ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037691,f-zero,Copyright,574,F-ZERO,,エフゼロ,FIX_SEARCH,エフゼロ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037711,liver_city,Copyright,567,Liver City,,絵守未來プロジェクト,FIX_SEARCH,絵守未來プロジェクト,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037929,production_kawaii,Copyright,483,Production kawaii,,プロダクションkawaii,FIX_SEARCH,プロダクションkawaii,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036653,dr._stone,Copyright,1906,Dr.STONE,,dcst腐向け | ドクターストーン,FIX_SEARCH,dcst腐向け | ドクターストーン,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036782,to_heart,Copyright,1605,ToHeart,,トゥハート,FIX_SEARCH,トゥハート,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036938,one_piece_film:_red,Copyright,1281,ONE PIECE FILM RED,,RED(ONEPIECEの映画),FIX_SEARCH,RED(ONEPIECEの映画),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037171,voms,Copyright,951,VOMS Project,,VOMS新メンバー2023 | VOMS新メンバー発表会,FIX_SEARCH,VOMS新メンバー2023 | VOMS新メンバー発表会,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037378,metal_gear_rising:_revengeance,Copyright,756,METAL GEAR RISING REVENGEANCE,,メタルギアライジング,FIX_SEARCH,メタルギアライジング,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037389,master_of_eternity,Copyright,746,StraStella,,ストラステラ,FIX_SEARCH,ストラステラ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037444,god_eater_2:_rage_burst,Copyright,709,GOD EATER 2 RAGE BURST,,ゴッドイーター2,FIX_SEARCH,ゴッドイーター2,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037580,ender_lilies_quietus_of_the_knights,Copyright,626,ENDER LILIES,,エンダーリリーズ,FIX_SEARCH,エンダーリリーズ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037630,atri-my_dear_moments-,Copyright,604,ATRI -My Dear Moments-,,アトリ,FIX_SEARCH,アトリ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037762,read_or_die,Copyright,546,R.O.D -READ OR DIE-,,リード・オア・ダイ,FIX_SEARCH,リード・オア・ダイ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037910,nier_reincarnation,Copyright,488,NieR Re[in]carnation,,ニーアリィンカネーション | リィンカネイラコン,FIX_SEARCH,ニーアリィンカネーション | リィンカネイラコン,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036666,pokemon_go,Copyright,1865,Pokémon GO,,ポケモンGO,FIX_SEARCH,ポケモンGO,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-035923,bang_dream!,Copyright,55952,BanG Dream!,,ガルパ | バンドリ | バンドリーム,FIX_SEARCH,ガルパ | バンドリ | バンドリーム,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-035930,project_moon,Copyright,48044,Project Moon,,プロジェクトムーン | プロムン,FIX_SEARCH,プロジェクトムーン | プロムン,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-035939,bang_dream!_it's_mygo!!!!!,Copyright,39601,BanG Dream! It's MyGO!!!!!,,バンドリアニメMyGO | バンドリアニメMyGO_FA,FIX_SEARCH,バンドリアニメMyGO | バンドリアニメMyGO_FA,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-035944,limbus_company,Copyright,35646,Limbus Company,,リンバス | リンバスカンパニー | リ夢バス,FIX_SEARCH,リンバス | リンバスカンパニー | リ夢バス,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-035974,voiceroid,Copyright,24707,VOICEROID,,VOICEROIDドット絵部 | コッショリ | ボイスロイド,FIX_SEARCH,VOICEROIDドット絵部 | コッショリ | ボイスロイド,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036561,slam_dunk_(series),Copyright,2228,SLAM DUNK,,スラムダンク,FIX_SEARCH,スラムダンク,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-035982,guilty_gear,Copyright,22830,GUILTY GEAR,,ギルティギア,FIX_SEARCH,ギルティギア,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036312,summer_pockets,Copyright,4134,Summer Pockets,,サマポケ,FIX_SEARCH,サマポケ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036363,project_voltage,Copyright,3457,Project VOLTAGE,,ポケミク,FIX_SEARCH,ポケミク,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036422,fate/samurai_remnant,Copyright,2966,Fate/Samurai Remnant,,サムレム,FIX_SEARCH,サムレム,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036471,new_game!,Copyright,2611,NEW GAME!,,ニューゲーム,FIX_SEARCH,ニューゲーム,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036500,under_night_in-birth,Copyright,2455,UNDER NIGHT IN-BIRTH,,アンダーナイトインヴァース,FIX_SEARCH,アンダーナイトインヴァース,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-041055,valkyrie_drive_-siren-,Copyright,117,VALKYRIE DRIVE -SIREN-,,ヴァルキリードライヴセイレーン,FIX_SEARCH,ヴァルキリードライヴセイレーン,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-036258,warhammer_40k,Copyright,4993,"Warhammer 40,000",,ウォーハンマー40,FIX_SEARCH,ウォーハンマー40,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-037003,pokemon_unite,Copyright,1164,Pokémon UNITE,,ポケモンunite | ポケモンユナイト,FIX_SEARCH,ポケモンunite | ポケモンユナイト,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-014194,houshou_marine_(new_year),Character,179,houshou marine (new year),,宝鐘マリン(正月衣装),FIX_SEARCH,宝鐘マリン(正月衣装),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002873,flower_(vocaloid),Character,1167,v flower,v flower | flower | v_flower,ふらわ〜と,FIX_SEARCH,v flower | flower | ふらわ〜と,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001698,neuro-sama,Character,1942,Neuro-sama,Neuro-sama,ネウローサマ | ネウロ様,FIX_SEARCH,Neuro-sama | ネウローサマ | ネウロ様,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-013555,mutsu_(snail),Character,190,mutsu (snail),,り陸奥たか,FIX_SEARCH,り陸奥たか,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-013800,prefect_team_member_(blue_archive),Character,186,prefect team member (blue archive),,風紀委員会のモブ,FIX_SEARCH,風紀委員会のモブ,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-014937,kokubunji_koyori,Character,167,kokubunji koyori,,国分寺こより,FIX_SEARCH,国分寺こより,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-014969,aida_taketo,Character,166,aida taketo,,会田タケト,FIX_SEARCH,会田タケト,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-016483,wa2000_(ballroom_interlude)_(girls'_frontline),Character,147,wa2000 (ballroom interlude) (girls' frontline),,舞踏会の休止符,FIX_SEARCH,舞踏会の休止符,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-017507,misaka_imouto_10032's_cat,Character,135,misaka imouto 10032's cat,,ミサカ10032号の猫,FIX_SEARCH,ミサカ10032号の猫,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-003737,neko_(minato_aqua),Character,891,neko（minato aqua）,neko（minato aqua）,にゃくあーと,FIX_SEARCH,neko（minato aqua） | にゃくあーと,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-000210,kaito_(vocaloid),Character,8971,KAITO,KAITO,かいと | カイト,FIX_SEARCH,KAITO | かいと | カイト,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001156,ia_(vocaloid),Character,2701,IA,IA | IA -ARIA ON THE PLANETES-,イア,FIX_SEARCH,IA | IA -ARIA ON THE PLANETES- | イア,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001636,m200_(girls'_frontline),Character,2013,M200,M200,M200(ドールズフロントライン),FIX_SEARCH,M200 | M200(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001672,z23_(azur_lane),Character,1967,Z23,Z23,Z23(アズールレーン) | ニーミ | ニーミ先生,FIX_SEARCH,Z23 | Z23(アズールレーン) | ニーミ | ニーミ先生,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001749,m4a1_(girls'_frontline),Character,1891,M4A1,M4A1,M4A1(ドールズフロントライン),FIX_SEARCH,M4A1 | M4A1(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001765,m16a1_(girls'_frontline),Character,1878,M16A1,M16A1,M16A1(ドールズフロントライン),FIX_SEARCH,M16A1 | M16A1(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001802,m4_sopmod_ii_(girls'_frontline),Character,1856,M4 SOPMOD II,M4 SOPMOD II,M4SOPMODII(ドールズフロントライン),FIX_SEARCH,M4 SOPMOD II | M4SOPMODII(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-001969,st_ar-15_(girls'_frontline),Character,1713,ST AR-15,ST AR-15,AR-15(ドールズフロントライン) | STAR-15(ドールズフロントライン),FIX_SEARCH,ST AR-15 | AR-15(ドールズフロントライン) | STAR-15(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002037,a2_(nier:automata),Character,1662,A2,A2,ヨルハA型二号,FIX_SEARCH,A2 | ヨルハA型二号,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002095,colorado_(kancolle),Character,1615,Colorado,Colorado,Colorado(艦これ) | Colorado(艦隊これくしょん) | コロラド | コロラド(艦これ) | コロラド(艦隊これくしょん),FIX_SEARCH,Colorado | Colorado(艦これ) | Colorado(艦隊これくしょん) | コロラド | コロラド(艦これ) | コロラド(艦隊これくしょん),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002127,johnston_(kancolle),Character,1592,Johnston,Johnston,ジョンストン | ジョンストン(艦これ) | ジョンストン(艦隊これくしょん),FIX_SEARCH,Johnston | ジョンストン | ジョンストン(艦これ) | ジョンストン(艦隊これくしょん),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002210,richelieu_(kancolle),Character,1531,Richelieu,Richelieu,Richelieu(艦これ) | Richelieu(艦隊これくしょん) | リシュリュー | リシュリュー(艦これ) | リシュリュー(艦隊これくしょん),FIX_SEARCH,Richelieu | Richelieu(艦これ) | Richelieu(艦隊これくしょん) | リシュリュー | リシュリュー(艦これ) | リシュリュー(艦隊これくしょん),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002239,ark_royal_(kancolle),Character,1511,Ark Royal,Ark Royal,アークロイヤル | アークロイヤル(艦これ) | アークロイヤル(艦隊これくしょん) | アーク・ロイヤル | アーク・ロイヤル(艦これ) | アーク・ロイヤル(艦隊これくしょん),FIX_SEARCH,Ark Royal | アークロイヤル | アークロイヤル(艦これ) | アークロイヤル(艦隊これくしょん) | アーク・ロイヤル | アーク・ロイヤル(艦これ) | アーク・ロイヤル(艦隊これくしょん),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002249,ro635_(girls'_frontline),Character,1503,RO635,RO635,RO635(ドールズフロントライン),FIX_SEARCH,RO635 | RO635(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002298,rpk-16_(girls'_frontline),Character,1467,RPK-16,RPK-16,RPK-16(ドールズフロントライン) | RPK16(ドールズフロントライン),FIX_SEARCH,RPK-16 | RPK-16(ドールズフロントライン) | RPK16(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002453,hornet_(kancolle),Character,1381,Hornet,Hornet,Hornet(艦これ) | Hornet(艦隊これくしょん) | ホーネット | ホーネット(艦これ) | ホーネット(艦隊これくしょん),FIX_SEARCH,Hornet | Hornet(艦これ) | Hornet(艦隊これくしょん) | ホーネット | ホーネット(艦これ) | ホーネット(艦隊これくしょん),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002456,zara_(kancolle),Character,1381,Zara,Zara,ザラ | ザラ(艦これ) | ザラ(艦隊これくしょん),FIX_SEARCH,Zara | ザラ | ザラ(艦これ) | ザラ(艦隊これくしょん),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-004551,vector_(girls'_frontline),Character,718,Vector,Vector,Vector(ドールズフロントライン),FIX_SEARCH,Vector | Vector(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-004587,kar98k_(girls'_frontline),Character,710,Kar98K,Kar98K,Kar98K(ドールズフロントライン),FIX_SEARCH,Kar98K | Kar98K(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-004927,mp7_(girls'_frontline),Character,655,MP7,MP7,MP7(ドールズフロントライン),FIX_SEARCH,MP7 | MP7(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-005029,z46_(azur_lane),Character,641,Z46,Z46,Z46(アズールレーン),FIX_SEARCH,Z46 | Z46(アズールレーン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-006446,iws_2000_(girls'_frontline),Character,481,IWS 2000,IWS 2000 | IWS-2000 | IWS2000,IWS2000(ドールズフロントライン),FIX_SEARCH,IWS 2000 | IWS-2000 | IWS2000 | IWS2000(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-006867,m14_(girls'_frontline),Character,447,M14,M14,M14(ドールズフロントライン),FIX_SEARCH,M14 | M14(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-008161,fal_(girls'_frontline),Character,360,FAL,FAL,FAL(ドールズフロントライン),FIX_SEARCH,FAL | FAL(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-008251,tar-21_(girls'_frontline),Character,356,TAR-21,TAR-21,TAR-21(ドールズフロントライン) | TAR21(ドールズフロントライン),FIX_SEARCH,TAR-21 | TAR-21(ドールズフロントライン) | TAR21(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-008340,tmp_(girls'_frontline),Character,351,TMP,TMP,TMP(ドールズフロントライン),FIX_SEARCH,TMP | TMP(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-008478,sv-98_(girls'_frontline),Character,344,SV-98,SV-98,SV-98(ドールズフロントライン),FIX_SEARCH,SV-98 | SV-98(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-002219,37_(reverse:1999),Character,1527,37,37,37(リバース:1999),FIX_SEARCH,37 | 37(リバース:1999),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-004797,nagant_revolver_(girls'_frontline),Character,677,M1895,M1895,M1895(ドールズフロントライン) | ナガンM1895,FIX_SEARCH,M1895 | M1895(ドールズフロントライン) | ナガンM1895,RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
I70-006651,m4a1_(mod3)_(girls'_frontline),Character,465,M4A1 MOD3,M4A1 MOD3,M4A1_MOD3(ドールズフロントライン),FIX_SEARCH,M4A1 MOD3 | M4A1_MOD3(ドールズフロントライン),RESTORE_TRUSTED_JA_SEARCH,HIGH,existing_search_ja + RuntimeCatalogIndex search contract,表示名は変更せず、保存済みexisting_search_jaの日本語検索語のみ復元。英字公式名は保持。,PROPOSED
