row_id,canonical_tag,post_count,display_ja,search_ja,related_copyright_top1,related_copyright_top1_coverage,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-031094,princess_wriggle,61,姫リグル,,touhou,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-031599,yoroi_mikoto,60,鎧衣美琴,,muv-luv,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-031685,dodome_ichika,59,土留一夏,,original,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-031772,kawamura_kumi,59,川村くみ,,alien_nine,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-031821,mega_houndoom,59,メガヘルガー,,pokemon,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-032293,ritual_beast_tamer_lara,58,霊獣使いレラ,,yu-gi-oh!,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-032511,ging_freecss,57,ジン=フリークス,,hunter_x_hunter,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-033002,lenja,56,レイニャ,,atelier_(series),1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-033033,michiko_malandro,56,ミチコ・マランドロ,,michiko_to_hacchin,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-033519,nakamachi_kana,55,中町かな,,kanamemo,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-033768,figaro_garcia,54,フィガロ・ガルシア,,mahoutsukai_no_yakusoku,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-033955,princess_ripple,54,プリンセス・リップル,,princession_orchestra,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-034599,dark_elementalist_lux,52,ダークエレメリストルクス,,league_of_legends,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-034791,narrative_gundam,52,ナラティブガンダム,,gundam,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-035050,deathwing,51,デスウィング,,warcraft,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-035073,el_fuerte,51,エル・フォルテ,,street_fighter,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-035129,hoshikawa_koharu,51,星川こはる,,amakano,0.960784,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-035306,saigou_r_irori,51,西郷・R・いろり,,sana_channel,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-035530,fudou_devi,50,歩堂デヴィ,,kiratto_pri_chan,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-035702,nakamura_ayamo,50,中村彩雲,,stratos_4,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
I70-035796,shiroi_shizuku,50,白井下月,,kamikakushi_no_eden,1.0,KEEP,,,SINGLE_JA_CANDIDATE_STRONG_CONTEXT_NO_CONFLICT,HIGH,exact preserved Japanese candidate/display/search evidence + strong related Copyright coverage,単一日本語候補・source完全一致・強い作品関係を満たし、衝突/variant欠落/構造異常がないため現表示を維持。,PROPOSED
