row_id,canonical_tag,post_count,display_ja,family_base_canonical,family_base_display_ja,translation_note,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-019497,megurine_luka_(chiffon_dress),117,シフォンワンピース,megurine_luka,巡音ルカ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,巡音ルカ（シフォンワンピース）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019543,st._louis_(an_afternoon_on_the_lido_deck)_(azur_lane),117,プールデッキ・アフタヌーン,st._louis_(azur_lane),セントルイス,variant/form rendering plausible but not independently verified,FIX_DISPLAY,セントルイス（プールデッキ・アフタヌーン）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019555,aerith_gainsborough_(floral_delight),116,フローラルソレイユ,aerith_gainsborough,エアリス・ゲインズブール,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エアリス・ゲインズブール（フローラルソレイユ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019565,bardiche_(riot_zanber_stinger)_(nanoha),116,ライオットザンバー・スティンガー,bardiche_(nanoha),バルディッシュ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,バルディッシュ（ライオットザンバー・スティンガー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019572,clarence_clayden_(godheim),116,司岚冕下,clarence_clayden,シーラン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,シーラン（司岚冕下）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019599,kamen_rider_kuuga_(ultimate_form),116,アルティメットフォーム,kamen_rider_kuuga,仮面ライダークウガ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,仮面ライダークウガ（アルティメットフォーム）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019602,kiana_kaslana_(time_runner),116,時の追光者,kiana_kaslana,キアナ・カスラナ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,キアナ・カスラナ（時の追光者）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019627,minior_(indigo_core),116,あおいろのコア,minior,メテノ,Japanese Pokemon form/name candidate consistent with franchise context,FIX_DISPLAY,メテノ（あおいろのコア）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019629,miyako_yoshika_(living),116,都良香,miyako_yoshika,宮古芳香,variant/form rendering plausible but not independently verified,FIX_DISPLAY,宮古芳香（都良香）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019714,guam_(stage-setting_charmer)_(azur_lane),115,チャーミング・ステージング,guam_(azur_lane),グアム,variant/form rendering plausible but not independently verified,FIX_DISPLAY,グアム（チャーミング・ステージング）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019800,ulrich_von_hutten_(mayhem_maid)_(azur_lane),115,メドヘン・トリュンマー,ulrich_von_hutten_(azur_lane),ウルリッヒ・フォン・フッテン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ウルリッヒ・フォン・フッテン（メドヘン・トリュンマー）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019924,sovetskaya_rossiya_(the_lackadaisical_lookout)_(azur_lane),114,怠けぬ監視者,sovetskaya_rossiya_(azur_lane),ソビエツカヤ・ロシア,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ソビエツカヤ・ロシア（怠けぬ監視者）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019943,aegir_(one-on-one_leisure_time)_(azur_lane),113,閑暇の魔に憩いの時間を,aegir_(azur_lane),エーギル,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エーギル（閑暇の魔に憩いの時間を）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-019982,hoshii_miki_(beyond_the_wishes),113,ビヨンドザウィッシュズ,hoshii_miki,星井美希,variant/form rendering plausible but not independently verified,FIX_DISPLAY,星井美希（ビヨンドザウィッシュズ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020064,yuni_(real)_(princess_connect!),113,真行寺由仁,yuni_(princess_connect!),ユニ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ユニ（真行寺由仁）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020070,aerith_gainsborough_(fairy_of_snowfall),112,雪の精のドレス,aerith_gainsborough,エアリス・ゲインズブール,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エアリス・ゲインズブール（雪の精のドレス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020223,china_(female)_(hetalia),111,王春燕,china_(hetalia),中国（ヘタリア）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,中国（ヘタリア）（王春燕）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020268,kearsarge_(springtime_monitoring)_(azur_lane),111,スプリング・モニタリング,kearsarge_(azur_lane),キアサージ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,キアサージ（スプリング・モニタリング）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020310,prince_of_wales_(sun_shining_upon_windsor)_(azur_lane),111,ウィンザー・サン,prince_of_wales_(azur_lane),プリンス・オブ・ウェールズ（アズールレーン）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,プリンス・オブ・ウェールズ（アズールレーン）（ウィンザー・サン）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020345,utsumi_erice_(mission_start),111,ミッション・スタート,utsumi_erice,宇津見エリセ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,宇津見エリセ（ミッション・スタート）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020528,fate_testarossa_(lightning_form)_(2nd),109,ライトニングフォーム,fate_testarossa,フェイト・テスタロッサ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,フェイト・テスタロッサ（ライトニングフォーム）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020533,franklin_(heart-throbbing_records)_(azur_lane),109,看護師のトキメキカルテ,franklin_(azur_lane),フランクリン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,フランクリン（看護師のトキメキカルテ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020561,kashino_(maid_for_mayhem)_(azur_lane),109,つまずきトラブルメイド,kashino_(azur_lane),樫野,variant/form rendering plausible but not independently verified,FIX_DISPLAY,樫野（つまずきトラブルメイド）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020724,kamen_rider_den-o_(sword_form),108,ソードフォーム,kamen_rider_den-o,仮面ライダー電王,variant/form rendering plausible but not independently verified,FIX_DISPLAY,仮面ライダー電王（ソードフォーム）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020778,regensburg_(dark_dragon_brilliant_beach)_(azur_lane),108,闇龍と光の海岸,regensburg_(azur_lane),レーゲンスブルク,variant/form rendering plausible but not independently verified,FIX_DISPLAY,レーゲンスブルク（闇龍と光の海岸）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020780,remilia_scarlet_(tiny_devil_mistress),108,小さな悪魔令嬢,remilia_scarlet,レミリア・スカーレット,variant/form rendering plausible but not independently verified,FIX_DISPLAY,レミリア・スカーレット（小さな悪魔令嬢）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020813,wanderer_(fairy_tale_cat)_(genshin_impact),108,童話猫,wanderer_(genshin_impact),放浪者（原神）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,放浪者（原神）（童話猫）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020851,flandre_scarlet_(vampire_pursuing_the_hunter),107,ハンター狩りの吸血鬼,flandre_scarlet,フランドール・スカーレット,variant/form rendering plausible but not independently verified,FIX_DISPLAY,フランドール・スカーレット（ハンター狩りの吸血鬼）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020884,lucky_lilac_(racing)_(umamusume),107,万折不撓の纏,lucky_lilac_(umamusume),ラッキーライラック,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ラッキーライラック（万折不撓の纏）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020914,raising_heart_(buster_mode),107,バスターモード,raising_heart,レイジングハート,variant/form rendering plausible but not independently verified,FIX_DISPLAY,レイジングハート（バスターモード）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020940,yuffie_kisaragi_(moogle_hat_&_cape),107,モーグリマント,yuffie_kisaragi,ユフィ・キサラギ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ユフィ・キサラギ（モーグリマント）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020969,cure_miracle_(ruby_style),106,ルビースタイルミラクル,cure_miracle,キュアミラクル,variant/form rendering plausible but not independently verified,FIX_DISPLAY,キュアミラクル（ルビースタイルミラクル）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-020998,illyasviel_von_einzbern_(dress_of_heaven),106,天の衣,illyasviel_von_einzbern,イリヤスフィール・フォン・アインツベルン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,イリヤスフィール・フォン・アインツベルン（天の衣）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021050,schwertkreuz_(standby_form),106,待機形態,schwertkreuz,シュベルトクロイツ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,シュベルトクロイツ（待機形態）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021061,st._louis_(blue_and_white_pottery)_(azur_lane),106,春の華,st._louis_(azur_lane),セントルイス,variant/form rendering plausible but not independently verified,FIX_DISPLAY,セントルイス（春の華）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021102,archer_(cool_and_wild)_(fate),105,クール&ワイルド,archer_(fate),アーチャー（Fate）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,アーチャー（Fate）（クール&ワイルド）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021227,tifa_lockhart_(majestic_glamour),105,グラマラスホエール,tifa_lockhart,ティファ・ロックハート,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ティファ・ロックハート（グラマラスホエール）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021327,laios_touden_(chimera),104,ライオスキメラ,laios_touden,ライオス・トーデン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ライオス・トーデン（ライオスキメラ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021368,roon_(dark_red_grin)_(azur_lane),104,灰と紅の微笑み,roon_(azur_lane),ローン,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ローン（灰と紅の微笑み）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021402,atago_(full_moon's_feral_wolf)_(azur_lane),103,月夜のお姉さん狼,atago_(azur_lane),愛宕（アズールレーン）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,愛宕（アズールレーン）（月夜のお姉さん狼）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021408,barghest_(like_a_lady)_(fate),103,ライク・ア・レディ,barghest_(fate),バーゲスト,variant/form rendering plausible but not independently verified,FIX_DISPLAY,バーゲスト（ライク・ア・レディ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021430,fate_testarossa_(sonic_form),103,ソニックフォーム,fate_testarossa,フェイト・テスタロッサ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,フェイト・テスタロッサ（ソニックフォーム）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021468,kurosawa_dia_(dengeki_g's_poster_swimsuit),103,G'sポスター水着ダイヤ,kurosawa_dia,黒澤ダイヤ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,黒澤ダイヤ（G'sポスター水着ダイヤ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021499,owari_(my_wish_is_for_love)_(azur_lane),103,我が願いは愛情なり,owari_(azur_lane),尾張,variant/form rendering plausible but not independently verified,FIX_DISPLAY,尾張（我が願いは愛情なり）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021523,seele_vollerei_(eternal_night's_embrace),103,ナイトエンブレイス,seele_vollerei,ゼーレ・フェレライ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ゼーレ・フェレライ（ナイトエンブレイス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021559,akagi_(ruby-laced_beauty)_(azur_lane),102,朱絹の余醺,akagi_(azur_lane),赤城,variant/form rendering plausible but not independently verified,FIX_DISPLAY,赤城（朱絹の余醺）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021574,bamboo_memory_(iron_ambition)_(umamusume),102,黒鉄の大志,bamboo_memory_(umamusume),バンブーメモリー（ウマ娘）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,バンブーメモリー（ウマ娘）（黒鉄の大志）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021593,enterprise_(reindeer_master)_(azur_lane),102,トナカイ・マスター,enterprise_(azur_lane),エンタープライズ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エンタープライズ（トナカイ・マスター）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021621,jean_bart_(uninhibited_bloodstone)_(azur_lane),102,不羈なブラッドストーン,jean_bart_(azur_lane),ジャン・バール,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ジャン・バール（不羈なブラッドストーン）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021710,vodka_(nonfreezing_aqua_vitae)_(umamusume),102,不凍のアクア・ウィタエ,vodka_(umamusume),ウオッカ（ウマ娘）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ウオッカ（ウマ娘）（不凍のアクア・ウィタエ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021740,belfast_(piping-hot_perfection)_(azur_lane),101,完璧すぎる代理店長,belfast_(azur_lane),ベルファスト（アズールレーン）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ベルファスト（アズールレーン）（完璧すぎる代理店長）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021837,pecorine_(real)_(princess_connect!),101,ユースティアナ・フォン・アストライア,pecorine_(princess_connect!),ペコリーヌ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ペコリーヌ（ユースティアナ・フォン・アストライア）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021872,t.m._opera_o_(new_year_same_radiance!)_(umamusume),101,初晴・青き絢爛,t.m._opera_o_(umamusume),テイエムオペラオー（ウマ娘）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,テイエムオペラオー（ウマ娘）（初晴・青き絢爛）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021874,tifa_lockhart_(exotic_dress),101,ティファロックハートのエキゾチックなドレス,tifa_lockhart,ティファ・ロックハート,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ティファ・ロックハート（ティファロックハートのエキゾチックなドレス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021921,dottore_(heretic_of_the_false_moon)_(genshin_impact),100,赝月的异端者,dottore_(genshin_impact),ドットーレ,variant/form rendering plausible but not independently verified,FIX_DISPLAY,ドットーレ（赝月的异端者）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021927,eiscue_(noice),100,ナイスフェイス,eiscue,コオリッポ,Japanese Pokemon form/name candidate consistent with franchise context,FIX_DISPLAY,コオリッポ（ナイスフェイス）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021928,eishin_flash_(precise_chocolatier)_(umamusume),100,コレクト・ショコラティエ,eishin_flash_(umamusume),エイシンフラッシュ（ウマ娘）,variant/form rendering plausible but not independently verified,FIX_DISPLAY,エイシンフラッシュ（ウマ娘）（コレクト・ショコラティエ）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
I70-021962,keldeo_(resolute),100,かくごのすがた,keldeo,ケルディオ,Japanese Pokemon form/name candidate consistent with franchise context,FIX_DISPLAY,ケルディオ（かくごのすがた）,,RESTORE_BASE_IDENTITY_KEEP_EVIDENCED_VARIANT_LABEL,HIGH,family base + current positively evidenced variant/form label,既存の衣装/フォーム名は変更せず、欠落していたキャラ本人名だけをfamily baseから復元。機械訳・identity mismatch laneは除外。,PROPOSED
