row_id,canonical_tag,post_count,display_ja,search_ja,translation_note,reason_code,source_file
I70-038164,sinsekai_record,413,深脊界計画,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038167,gwechul,411,怪談出勤,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038180,me!me!me!,407,私！私！私！,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038182,clair_obscur:_expedition_33,406,光與影:33號遠征隊,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038192,ga-rei_zero,403,喰霊-零-,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038197,sengoku_otome,401,戦国乙女,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038200,code:_kite,400,代号鸢,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038226,double_dealing_character,395,東方輝針城,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038229,magician's_aerial_dream,395,東方架空園,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038240,houchi_shoujo,392,放置少女2周年記念イラコン,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038246,phantasmagoria_of_dim.dream,391,夢時空,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038276,antinomy_of_common_flowers,381,憑依華,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038278,predator_(series),381,プレデター,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038279,qinshi_mingyue,381,天行九歌,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038288,rain_world,379,雨世界,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038291,wangzhe_rongyao,379,王者荣耀,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038298,natsume_yuujinchou,377,夏目友人帳,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038313,muse_dash,374,喵斯快跑,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038314,pixiv_fate/grand_order_contest_2,374,FGOイラコン2,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038316,ace_attorney_investigations_2:_prosecutor's_gambit,373,逆転検事2,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038317,blade_runner_(series),373,ブレードランナー,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038329,kaibutsu_oujo,370,怪物王女,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038330,matai_toshi,370,魔胎都市,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038345,agarest_senki_(series),365,アガレスト戦記,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038353,ooe_(adelta),364,大穢,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038354,valkyrie_profile_1,364,ヴァルキリープロファイル,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038359,osu!,363,OSU！,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038364,kamihime_project,362,神姫PROJECT,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038395,rilakkuma_(series),357,リラックマ,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038403,mahou_shoujo_ikusei_keikaku_restart,355,魔法少女育成計画restart,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038404,plants_vs._zombies_2,355,植物大战僵尸2,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038421,mystic_square,351,東方怪綺談,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038423,roco_kingdom:_world,351,洛克王国,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038449,twin_angel,345,ツインエンジェル,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038457,lotus_land_story,343,東方幻想郷,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038460,seihou,343,西方,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038470,how_to_train_your_dragon_(series),340,ヒックとドラゴン,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038475,inabakumori,339,稲葉曇,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038485,shigoto_neko,338,仕事猫,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038488,all_saints_street,337,1031万圣街,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038491,hello_charlotte,337,你好夏洛特,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038497,kagetsu_tooya,336,歌月十夜,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038502,choujin_x,334,超人X,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038504,ginga_tetsudou_999,334,銀河鉄道999,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038517,no.6,333,未来都市no.6,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038534,beast_wars,330,ビーストウォーズ,,established/common Japanese title or official rendering,FINAL_COPYRIGHT_REQUIRES_EXTERNAL_SEMANTIC_CHECK,copyright_final_internal_external_split_batch064.csv
I70-038538,hua_yi_shanxin_zhiyue,330,花亦山心之月,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038543,saint_seiya_omega,330,聖闘士星矢Ω,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038544,battle_angel_alita,329,銃夢,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
I70-038555,seitokai_yakuindomo,328,生徒会役員共,,Japanese rendering requires manual verification or source evidence is insufficient,COPYRIGHT_REVIEW_REQUIRES_EXTERNAL_TITLE_VERIFICATION,copyright_review_external_batch062.csv
