row_id,canonical_tag,category_name,post_count,display_ja,search_ja,translation_note,risk_flags,audit_verdict,proposed_display_ja,proposed_search_ja,reason_code,confidence,evidence_refs,audit_note,approval_status
I70-012488,protagonist_(love_and_producer),Character,211,protagonist (love and producer),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012490,roadhog_(overwatch),Character,211,roadhog (overwatch),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012591,ciel_(elsword),Character,208,ciel (elsword),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012606,jeanne_d'arc_(summer)_(granblue_fantasy),Character,208,jeanne d'arc (summer) (granblue fantasy),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012623,penguin_1-gou,Character,208,penguin 1-gou,,candidate contains non-Japanese/simplified-Chinese evidence requiring review,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012674,nitocris_(third_ascension)_(fate),Character,207,nitocris (third ascension) (fate),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012697,ashiya_douman_(second_ascension)_(fate),Character,206,ashiya douman (second ascension) (fate),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012731,sakura_(usashiro_mani),Character,206,sakura (usashiro mani),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012773,saitou_hajime_(third_ascension)_(fate),Character,205,saitou hajime (third ascension) (fate),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012782,usaslug_(tsukumo_sana),Character,205,usaslug (tsukumo sana),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012792,damian_doyle_(cyphers),Character,204,damian doyle (cyphers),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012796,dusty_(gravity_daze),Character,204,dusty (gravity daze),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012823,saya_(twrlare),Character,204,saya (twrlare),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012848,grimm_(rwby),Character,203,grimm (rwby),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012854,kizuna_akari_(a.i._voice),Character,203,kizuna akari (a.i. voice),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012887,akagi_kai_ni_(kancolle),Character,202,akagi kai ni (kancolle),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012926,ophelia_(merryweather),Character,202,ophelia (merryweather),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012934,ryu_(breath_of_fire_v),Character,202,ryu (breath of fire v),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012984,succubus_(ragnarok_online),Character,201,succubus (ragnarok online),,candidate contains machine-translated or identity-mismatched wording,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-012997,bunny_girl_(yuuhagi_(amaretto-no-natsu)),Character,200,bunny girl (yuuhagi (amaretto-no-natsu)),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013043,ump45_(agent_lop_rabbit)_(girls'_frontline),Character,200,ump45 (agent lop rabbit) (girls' frontline),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013045,vanilmirth_(ragnarok_online),Character,200,vanilmirth (ragnarok online),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013046,yuzuki_yukari_(vocaloid4),Character,200,yuzuki yukari (vocaloid4),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013062,jellicent_(male),Character,199,jellicent (male),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013075,marie_antoinette_(third_ascension)_(fate),Character,199,marie antoinette (third ascension) (fate),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013101,baphomet_(grizz),Character,198,baphomet (grizz),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013132,puni_(atelier),Character,198,puni (atelier),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013148,beanstalk_(gift_uncompleted)_(arknights),Character,197,beanstalk (gift uncompleted) (arknights),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013207,cu_chulainn_(second_ascension)_(fate),Character,196,cu chulainn (second ascension) (fate),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013209,dsr-50_(highest_bid)_(girls'_frontline),Character,196,dsr-50 (highest bid) (girls' frontline),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013304,the_lamb_(cult_of_the_lamb),Character,195,the lamb (cult of the lamb),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013347,princess_(7th_dragon),Character,194,princess (7th dragon),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013380,going_merry,Character,193,going merry,,candidate contains non-Japanese/simplified-Chinese evidence requiring review,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013434,harpy_(closers),Character,192,harpy (closers),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013445,mizuki_(vtuber),Character,192,mizuki (vtuber),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013462,stheno_(third_ascension)_(fate),Character,192,stheno (third ascension) (fate),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013495,keqing_(lantern_rite)_(genshin_impact),Character,191,keqing (lantern rite) (genshin impact),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-013497,kiryu_coco_(dragon),Character,191,kiryu coco (dragon),,full-width parenthetical candidate looks machine-generated or unverified,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP | VARIANT_DISPLAY_MISSING_BASE_IDENTITY,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-015422,jet_link,Character,160,jet link,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-017657,albert_heinrich,Character,133,albert heinrich,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-017982,sunny_emmerich,Character,131,sunny emmerich,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-020354,yuni_(yuni_channel),Character,111,yuni (yuni channel),,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-025500,kano_(hanayori_jyoshiryou),Character,81,kano (hanayori jyoshiryou),,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-026464,lisanna_strauss,Character,77,lisanna strauss,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-026674,ivan_whisky,Character,76,ivan whisky,,non-Japanese punctuation/orthography,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
I70-026821,zaion_lanza,Character,76,zaion lanza,,malformed or low-confidence Japanese evidence requires manual verification,STATUS_REVIEW_REQUIRED | DISPLAY_CANONICAL_LIKE | ASCII_ONLY_DISPLAY_NON_ARTIST | NO_SOURCE_JA_EVIDENCE_OVERLAP,KEEP,,,IDENTITY_SAFE_CANONICAL_FALLBACK_ALREADY_APPLIED,HIGH,display equals readable canonical Danbooru tag exactly,日本語表記を推測せず、canonical tag由来のidentity-safe fallbackが既に適用済み。未検証の日本語名/作品名を再採用するより正確性を優先して現表示を維持。,PROPOSED
