row_id,canonical_tag,category,post_count,media_scope,confidence,decision_source,scope_reason,primary_copyright,primary_copyright_coverage,evidence_refs
I70-013377,elizabeth_thompson,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,soul_eater,1.000000,
I70-013378,eternity_(reverse:1999),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,reverse:1999,1.000000,
I70-013379,floatzel,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013380,going_merry,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,one_piece,1.000000,
I70-013381,ichihara_yuuko,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.986667,xxxholic,0.986667,
I70-013382,iron_fist_(marvel),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,marvel,1.000000,
I70-013383,itakano_shigure,Character,193,UNCERTAIN,,UNRESOLVED,Character scope not safely derivable from current Copyright decisions,kouyoku_senki_exs-tia_concert,1.000000,
I70-013384,jellymon,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,digimon,1.000000,
I70-013385,joe_(sk8),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,sk8_the_infinity,1.000000,
I70-013386,kamala_khan,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,marvel,1.000000,
I70-013387,kasuga_(sengoku_basara),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.988701,sengoku_basara,0.988701,
I70-013388,kawakita_tomoe,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,cinderella_series,1.000000,
I70-013389,kihel_heim,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gundam,1.000000,
I70-013390,la_pucelle_(mahoiku),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mahou_shoujo_ikusei_keikaku,1.000000,
I70-013391,lowell_(project_moon),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,library_of_ruina,1.000000,
I70-013392,mae_(fire_emblem),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-013393,magia_sulfur,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mahou_shoujo_ni_akogarete,1.000000,
I70-013394,mari_(birthday)_(omori),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,omori,1.000000,
I70-013395,marina_(dj_hyperfresh)_(splatoon),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,splatoon_(series),1.000000,
I70-013396,medama_oyaji_(human),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gegege_no_kitarou,1.000000,
I70-013397,midori_(fire_emblem),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-013398,minato_aqua_(aqua_iro_super_dream),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,hololive,1.000000,
I70-013399,minette_(skullgirls),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,skullgirls,1.000000,
I70-013400,mori_(nikke),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,goddess_of_victory:_nikke,1.000000,
I70-013401,nari_(cougar1404),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-013402,near_(death_note),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,death_note,1.000000,
I70-013403,needle_knight_leda,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,elden_ring,1.000000,
I70-013404,pan-chan_(blue_archive),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,blue_archive,1.000000,
I70-013405,peashooter_(plants_vs._zombies),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.994012,plants_vs._zombies,0.994012,
I70-013406,ranboo,Character,193,UNCERTAIN,,UNRESOLVED,Character scope not safely derivable from current Copyright decisions,minecraft_youtube,0.731183,
I70-013407,sarutobi_sasuke_(sengoku_basara),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,sengoku_basara,1.000000,
I70-013408,sasaki_shion,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,ikizulive!_love_live!_bluebird,1.000000,
I70-013409,snover,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013410,sylphy_(amaburi),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,amagi_brilliant_park,1.000000,
I70-013411,taguchi_ryuuya,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,futsuu_no_keion-bu,1.000000,
I70-013412,tendou_satori,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,haikyuu!!,1.000000,
I70-013413,tosa_(hometown_zest)_(azur_lane),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-013414,tsukiyono_ruli,Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,digimon,1.000000,
I70-013415,xiao_dianshi,Character,193,REAL_3D,HIGH,DOMINANT_COPYRIGHT_REAL3D,almost-exclusive confirmed REAL_3D Copyright at coverage 0.994737,bilibili,0.994737,
I70-013416,xuhuai_(the_legend_of_luo_xiaohei),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,the_legend_of_luo_xiaohei,1.000000,
I70-013417,yuki_miku_(2020),Character,193,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,vocaloid,1.000000,
I70-013418,adagaki_aki,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,masamune-kun_no_revenge,1.000000,
I70-013419,anmicius,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,aotu_world,1.000000,
I70-013420,black_sister,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,neptune_(series),1.000000,
I70-013421,bunnelby,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013422,charon_(reverse:1999),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,reverse:1999,1.000000,
I70-013423,chef_kawasaki,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kirby_(series),1.000000,
I70-013424,clara_dolls_(madoka_magica),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mahou_shoujo_madoka_magica,1.000000,
I70-013425,click_(arknights),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,arknights,1.000000,
I70-013426,cure_felice,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,precure,1.000000,
I70-013427,dojima_daigo,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,ryuu_ga_gotoku_(series),1.000000,
I70-013428,dragon_slayer_ornstein,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dark_souls_(series),1.000000,
I70-013429,dream_tiger_(govy9807),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.963351,original,0.963351,
I70-013430,evil_twin_ki-sikil_(alternate_art),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,yu-gi-oh!,1.000000,
I70-013431,fraux,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,granblue_fantasy,1.000000,
I70-013432,gummigoo,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,the_amazing_digital_circus,1.000000,
I70-013433,hamburger-chan_(hundredburger),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.983957,original,0.983957,
I70-013434,harpy_(closers),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,closers,1.000000,
I70-013435,insane_black_rock_shooter,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,black_rock_shooter,1.000000,
I70-013436,iwaizumi_hajime,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,haikyuu!!,1.000000,
I70-013437,kara_(go!_go!_gris!),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,go!_go!_gris!,1.000000,
I70-013438,karenina:_scire_(pgr),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,punishing:_gray_raven,1.000000,
I70-013439,kou_(granblue_fantasy),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,granblue_fantasy,1.000000,
I70-013440,kronshtadt_(azur_lane),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-013441,larva_tiamat_(first_ascension)_(fate),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-013442,lillia_(league),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,league_of_legends,1.000000,
I70-013443,male_builder_(dqb2),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dragon_quest,1.000000,
I70-013444,miyamoto_musashi_(woman_of_niten_ichiryuu)_(fate),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate_(series),1.000000,
I70-013445,mizuki_(vtuber),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,meridian_project,1.000000,
I70-013446,nadeko_(cookie),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,cookie_(touhou),1.000000,
I70-013447,nadja_applefield,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.983051,ashita_no_nadja,0.983051,
I70-013448,namae_(magia_exedra),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mahou_shoujo_madoka_magica,1.000000,
I70-013449,nero_claudius_(modern_costume_of_crimson)_(fate),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate_(series),1.000000,
I70-013450,numako_(pizza_kanon),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.864865,phantasy_star,0.864865,
I70-013451,orihara_kururi,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,durarara!!,1.000000,
I70-013452,osakabehime_(third_ascension)_(fate),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.994565,fate/grand_order,0.994565,
I70-013453,paul_(pokemon),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013454,pawniard,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013455,professor_ivy,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013456,professor_nemo_(fate),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-013457,roark_(pokemon),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013458,sakuya_(p&d),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,puzzle_&_dragons,1.000000,
I70-013459,shikimiya_mana,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,re:stage!,1.000000,
I70-013460,shiver_(splatoon_raiders),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,splatoon_(series),1.000000,
I70-013461,skull_kid,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.994382,the_legend_of_zelda,0.994382,
I70-013462,stheno_(third_ascension)_(fate),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate_(series),1.000000,
I70-013463,suguri_(orange_juice),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.982558,suguri,0.982558,
I70-013464,suminoe_shion,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dolphin_wave,1.000000,
I70-013465,suzuran_(lostlands_flowering)_(arknights),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,arknights,1.000000,
I70-013466,takao_(school_romanza)_(azur_lane),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-013467,ushiromiya_rudolf,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,umineko_no_naku_koro_ni,1.000000,
I70-013468,ute_(yu-gi-oh!),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,yu-gi-oh!,1.000000,
I70-013469,wa-class_transport_ship,Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kantai_collection,1.000000,
I70-013470,will_(pokemon),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013471,yakumo_(blue_archive),Character,192,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,blue_archive,1.000000,
I70-013472,aciddrop_(arknights),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,arknights,1.000000,
I70-013473,akabane_karma,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,ansatsu_kyoushitsu,1.000000,
I70-013474,aloupeep_(enna_alouette),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,nijisanji,1.000000,
I70-013475,amane_(dream_c_club),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dream_c_club_(series),1.000000,
I70-013476,anna_(sennen_sensou_aigis),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,sennen_sensou_aigis,1.000000,
I70-013477,arancia,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-013478,axl_low,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,guilty_gear,1.000000,
I70-013479,ayesha_altugle,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,atelier_(series),1.000000,
I70-013480,bianca_(black_survival),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,black_survival,1.000000,
I70-013481,bright_noa,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gundam,1.000000,
I70-013482,camilla_(tropical_beauty)_(fire_emblem),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fire_emblem,1.000000,
I70-013483,ch'en_the_holungday_(elite_ii)_(arknights),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,arknights,1.000000,
I70-013484,classic_amy,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,sonic_(series),1.000000,
I70-013485,cure_sparkle,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,healin'_good_precure,1.000000,
I70-013486,elemental_master_(elsword),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,elsword,1.000000,
I70-013487,fallen_of_albaz,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,yu-gi-oh!,1.000000,
I70-013488,family_computer_robot,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.814607,super_smash_bros.,0.814607,
I70-013489,fujimi_nemu,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,onii-chan_wa_oshimai!,1.000000,
I70-013490,hollow_ichigo,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,bleach,1.000000,
I70-013491,hood_(warship_girls_r),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,warship_girls_r,1.000000,
I70-013492,itomi_sayaka,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,toji_no_miko,1.000000,
I70-013493,izumi_tol_amulius,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,final_fantasy,1.000000,
I70-013494,kadaj,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,final_fantasy,1.000000,
I70-013495,keqing_(lantern_rite)_(genshin_impact),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.994681,genshin_impact,0.994681,
I70-013496,kingler,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013497,kiryu_coco_(dragon),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,hololive,1.000000,
I70-013498,kokuriko_(blue_archive),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,blue_archive,1.000000,
I70-013499,kuroe_mayu,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,hibike!_euphonium,1.000000,
I70-013500,lisa_silverman,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,persona,1.000000,
I70-013501,liz_(kmnz),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kmnz,1.000000,
I70-013502,mamiya_inori,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,mahou_shoujo_inori,1.000000,
I70-013503,marche_lorraine_(racing)_(umamusume),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,umamusume,1.000000,
I70-013504,maya_(azur_lane),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-013505,metalgreymon,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,digimon,1.000000,
I70-013506,midoriya_inko,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,boku_no_hero_academia,1.000000,
I70-013507,miya_utsutsu,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,gatchaman_crowds,1.000000,
I70-013508,momoi_azuki,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,idolmaster,1.000000,
I70-013509,nao_(dream_c_club),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,dream_c_club_(series),1.000000,
I70-013510,natsuiro_matsuri_(hololive_summer_2019),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,hololive,1.000000,
I70-013511,nidorino,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013512,odysseus_(fate),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,fate/grand_order,1.000000,
I70-013513,reindeer_(kemono_friends),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kemono_friends,1.000000,
I70-013514,rin_(kemurikusa),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,kemurikusa,1.000000,
I70-013515,ringorou_(idolmaster),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,idolmaster,1.000000,
I70-013516,shiromanta_(character),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 0.882979,senpai_ga_uzai_kouhai_no_hanashi,0.882979,
I70-013517,sonshoukou_(koihime_musou),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,koihime_musou,1.000000,
I70-013518,stitch_(lilo_&_stitch),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,lilo_&_stitch,1.000000,
I70-013519,suzuki_sonoko,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,meitantei_conan,1.000000,
I70-013520,tayo,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,honey_come_chatka!!,1.000000,
I70-013521,tooyama_rin,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,new_game!,1.000000,
I70-013522,type_95_(narcissus)_(girls'_frontline),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,girls'_frontline,1.000000,
I70-013523,ujikintoki_tamaryu,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-013524,unown_n,Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,pokemon,1.000000,
I70-013525,walter_white,Character,191,REAL_3D,HIGH,DOMINANT_COPYRIGHT_REAL3D,almost-exclusive confirmed REAL_3D Copyright at coverage 0.993827,breaking_bad,0.993827,
I70-013526,z11_(azur_lane),Character,191,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,azur_lane,1.000000,
I70-013527,abyss_mage_(genshin_impact),Character,190,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,genshin_impact,1.000000,
I70-013528,akatsuki_miho,Character,190,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,akemiho_tabi_nikki,1.000000,
I70-013529,aoi_yusuke,Character,190,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,idolmaster,1.000000,
I70-013530,arima_senka,Character,190,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,original,1.000000,
I70-013531,banpen_(todoroki_hajime),Character,190,IN_2D,HIGH,DOMINANT_COPYRIGHT_2D,dominant related Copyright is IN_2D at coverage 1.000000,hololive,1.000000,
