canonical_tag,post_count,aliases,prescreen_status,nearest_special_identity,reason,confidence,review_priority,concept_area,heuristic_score,heuristic_signals,calibration_anchor,content_filter_used
controller,25927,,LIKELY_GENERAL_ONLY,wireless sex toy controller (SpecialID 879; score=0.643),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
heart_censor,25854,censor_heart,LIKELY_GENERAL_ONLY,tentacle censor (SpecialID 2628; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
disposable_cup,25768,plastic_cup|soda_cup|paper_cup,LIKELY_GENERAL_ONLY,open cup (SpecialID 2132; score=0.487),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
fairy_wings,25722,,LIKELY_GENERAL_ONLY,bound wings (SpecialID 2456; score=0.487),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
petticoat,25704,,LIKELY_GENERAL_ONLY,deepthroat (SpecialID 103; score=0.237),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
glass,25622,,LIKELY_GENERAL_ONLY,cum in glass (SpecialID 1446; score=0.681),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
looking_afar,25560,,LIKELY_GENERAL_ONLY,looking at penis (SpecialID 735; score=0.514),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
fishnet_thighhighs,25502,,LIKELY_GENERAL_ONLY,nude thighhighs (SpecialID 2529; score=0.596),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
eyeball,25480,eyeballs,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
arrow_(projectile),25442,arrows,LIKELY_GENERAL_ONLY,projectile cum (SpecialID 373; score=0.523),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,niche-modifier,NO,NO
nervous_sweating,25299,cold_sweat|sweating_profusely,LIKELY_GENERAL_ONLY,after fellatio (SpecialID 100; score=0.210),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
harness,25237,,LIKELY_GENERAL_ONLY,gag harness (SpecialID 1826; score=0.800),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
cow_horns,25232,ox_horns,LIKELY_GENERAL_ONLY,cum on horns (SpecialID 1154; score=0.568),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
torn_thighhighs,25226,,LIKELY_GENERAL_ONLY,nude thighhighs (SpecialID 2529; score=0.602),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
tiger_ears,25216,,LIKELY_GENERAL_ONLY,after sex (SpecialID 10; score=0.237),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
aircraft,25175,,LIKELY_GENERAL_ONLY,cooperative footjob (SpecialID 16; score=0.167),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
school_desk,25164,,LIKELY_GENERAL_ONLY,naked school attendance (SpecialID 2413; score=0.463),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
tabi,25112,,LIKELY_GENERAL_ONLY,crotch grab (SpecialID 18; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
invisible_chair,25043,sitting_in_midair,LIKELY_GENERAL_ONLY,invisible penis (SpecialID 577; score=0.572),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
arm_strap,25029,,LIKELY_GENERAL_ONLY,garter strap (SpecialID 2645; score=0.585),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
fur-trimmed_coat,25017,,LIKELY_GENERAL_ONLY,naked fur coat (SpecialID 2573; score=0.573),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
armored_boots,24948,metal_boots,LIKELY_GENERAL_ONLY,naked boots (SpecialID 2420; score=0.579),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
parallel_hairclips,24910,=_hair_ornament,LIKELY_GENERAL_ONLY,cooperative handjob (SpecialID 17; score=0.170),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
leg_warmers,24878,legwarmers,LIKELY_GENERAL_ONLY,vibrator in leg garter (SpecialID 1423; score=0.433),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
partially_unbuttoned,24842,,LIKELY_GENERAL_ONLY,unbuttoned (SpecialID 2058; score=0.750),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
ankle_boots,24824,,LIKELY_GENERAL_ONLY,naked boots (SpecialID 2420; score=0.610),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
onsen,24780,hot_springs|hot_spring|hotspring,LIKELY_GENERAL_ONLY,anus (SpecialID 1; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
arched_back,24762,,LIKELY_GENERAL_ONLY,bare back (SpecialID 2208; score=0.602),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
cheerleader,24760,cheergirl,LIKELY_GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.193),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
mechanical_arms,24730,,LIKELY_GENERAL_ONLY,mechanical sex (SpecialID 319; score=0.614),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
halloween_costume,24725,,LIKELY_GENERAL_ONLY,naked costume (SpecialID 2434; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
pom_pom_(cheerleading),24689,pom_poms|pom-pons|pom-pon|pompons|pompon|pom-poms|pom-pom|pompom|pompoms,LIKELY_GENERAL_ONLY,amazon position (SpecialID 118; score=0.146),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
striped_necktie,24668,striped_tie,LIKELY_GENERAL_ONLY,naked necktie (SpecialID 2411; score=0.563),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
witch,24665,sorceress|witch_costume,LIKELY_GENERAL_ONLY,crotch rub (SpecialID 85; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bow_hairband,24622,hairband_bow,LIKELY_GENERAL_ONLY,penis bow (SpecialID 1149; score=0.370),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
squiggle,24583,,LIKELY_GENERAL_ONLY,doggystyle (SpecialID 120; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
retro_artstyle,24543,oldschool,LIKELY_GENERAL_ONLY,deepthroat (SpecialID 103; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
animal_nose,24528,mouse_nose|rabbit_nose|raccoon_nose|cat_nose|dog_nose|bunny_nose,LIKELY_GENERAL_ONLY,animal sex (SpecialID 497; score=0.627),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,NONHUMAN_TRANSFORM,1,deep-area,NO,NO
hanfu,24455,,LIKELY_GENERAL_ONLY,anus (SpecialID 1; score=0.300),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
light_frown,24434,,LIKELY_GENERAL_ONLY,light nipples (SpecialID 933; score=0.504),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
asymmetrical_gloves,24350,,LIKELY_GENERAL_ONLY,asymmetrical docking (SpecialID 2382; score=0.565),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
collared_jacket,24346,,LIKELY_GENERAL_ONLY,naked jacket (SpecialID 2287; score=0.575),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
space,24344,outer_space,LIKELY_GENERAL_ONLY,negative space oral (meme) (SpecialID 2442; score=0.545),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bun_cover,24322,bun_covers,LIKELY_GENERAL_ONLY,nude cover (SpecialID 2310; score=0.573),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
headpat,24310,patting_head|head_pat,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.180),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
multicolored_skin,24236,,LIKELY_GENERAL_ONLY,clothed sex (SpecialID 15; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
leggings,24203,,LIKELY_GENERAL_ONLY,cum on leggings (SpecialID 1410; score=0.730),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
low_twin_braids,24160,,LIKELY_GENERAL_ONLY,low-cut armhole (SpecialID 2227; score=0.307),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
road,24045,,LIKELY_GENERAL_ONLY,after oral (SpecialID 112; score=0.193),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
cityscape,23977,,LIKELY_GENERAL_ONLY,coitus (SpecialID 76; score=0.240),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
assault_rifle,23889,,LIKELY_GENERAL_ONLY,sexual assault (SpecialID 442; score=0.475),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
shared_bathing,23867,shared_bathtub|2girls1tub,LIKELY_GENERAL_ONLY,shared onahole (SpecialID 1196; score=0.531),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
tile_floor,23827,floor_tiles,LIKELY_GENERAL_ONLY,cum on floor (SpecialID 395; score=0.470),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
vambraces,23820,vambrace,LIKELY_GENERAL_ONLY,automatic sex (SpecialID 70; score=0.205),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
polka_dot_background,23779,polka-dot_background|/pdbg|/polkadotbg,LIKELY_GENERAL_ONLY,backjob (SpecialID 71; score=0.167),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,PLACE_BACKGROUND,1,compound,NO,NO
wide_shot,23720,,LIKELY_GENERAL_ONLY,cum shot (SpecialID 411; score=0.506),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
frilled_hairband,23681,,LIKELY_GENERAL_ONLY,after masturbation (SpecialID 84; score=0.212),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
inkling,23678,,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.281),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
reading,23674,,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
stretching,23550,stretch,LIKELY_GENERAL_ONLY,anal stretching (SpecialID 160; score=0.810),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
gothic_lolita,23386,gosurori|gothloli,LIKELY_GENERAL_ONLY,cloth glansjob (SpecialID 13; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bald,23360,,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.169),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
belly,23359,,LIKELY_GENERAL_ONLY,big belly (SpecialID 2364; score=0.771),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
riding,23357,,LIKELY_GENERAL_ONLY,riding crop (SpecialID 1836; score=0.768),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
magic,23348,,LIKELY_GENERAL_ONLY,magic penis (SpecialID 1347; score=0.731),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
geta,23323,,LIKELY_GENERAL_ONLY,deepthroat (SpecialID 103; score=0.193),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
interspecies,23291,,LIKELY_GENERAL_ONLY,after sex (SpecialID 10; score=0.214),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
under_covers,23272,under_blanket|in_bed,LIKELY_GENERAL_ONLY,cum under clothes (SpecialID 1338; score=0.535),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,ACTION_CONTACT,1,relation/body-site,NO,NO
french_kiss,23231,tongue_kiss,LIKELY_GENERAL_ONLY,penis kiss (SpecialID 1412; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
fairy,23184,faerie|pixie|fairies,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.208),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
slippers,23148,slipper,LIKELY_GENERAL_ONLY,after sex (SpecialID 10; score=0.159),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
headdress,23097,,LIKELY_GENERAL_ONLY,ear sex (SpecialID 22; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
lamp,23090,lamps,LIKELY_GENERAL_ONLY,armpit sex (SpecialID 11; score=0.193),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
dancing,23035,dance,LIKELY_GENERAL_ONLY,anilingus (SpecialID 101; score=0.281),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
sleeveless_turtleneck,22998,,LIKELY_GENERAL_ONLY,deep throat (SpecialID 113; score=0.169),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
rolling_eyes,22948,rolled_eyes|rolleyes|eye_roll,LIKELY_GENERAL_ONLY,rape eyes (SpecialID 1379; score=0.499),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
miko,22938,shrine_maiden,LIKELY_GENERAL_ONLY,backjob (SpecialID 71; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
notched_lapels,22935,,LIKELY_GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.261),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
hair_slicked_back,22930,slicked_back_hair,LIKELY_GENERAL_ONLY,bare back (SpecialID 2208; score=0.502),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,1,compound,NO,NO
shade,22881,in_shadow,LIKELY_GENERAL_ONLY,ear sex (SpecialID 22; score=0.150),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
silhouette,22874,,LIKELY_GENERAL_ONLY,clothed after sex (SpecialID 14; score=0.167),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
ear_bow,22861,,LIKELY_GENERAL_ONLY,penis bow (SpecialID 1149; score=0.523),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
laughing,22812,laugh,LIKELY_GENERAL_ONLY,facefucking (SpecialID 114; score=0.237),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
military_vehicle,22810,,LIKELY_GENERAL_ONLY,armpit sex (SpecialID 11; score=0.173),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
disembodied_hand,22801,disembodied_limb|disembodied_hands|detached_hand|floating_hand,LIKELY_GENERAL_ONLY,disembodied penis (SpecialID 586; score=0.596),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
mismatched_legwear,22795,,LIKELY_GENERAL_ONLY,mismatched pasties (SpecialID 2461; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
back-to-back,22771,back_to_back,LIKELY_GENERAL_ONLY,back boob (SpecialID 2685; score=0.499),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
evil_smile,22723,,LIKELY_GENERAL_ONLY,naughty smile (SpecialID 1608; score=0.476),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
flag,22706,flags,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.225),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
emblem,22702,,LIKELY_GENERAL_ONLY,footjob under table (SpecialID 26; score=0.144),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
bird_wings,22685,,LIKELY_GENERAL_ONLY,bound wings (SpecialID 2456; score=0.585),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
paw_gloves,22658,fake_paws,LIKELY_GENERAL_ONLY,naked gloves (SpecialID 2430; score=0.569),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
undercut,22640,,LIKELY_GENERAL_ONLY,deepthroat (SpecialID 103; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
no_pupils,22626,,LIKELY_GENERAL_ONLY,no nipples (SpecialID 739; score=0.573),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
star_print,22596,,LIKELY_GENERAL_ONLY,star maebari (SpecialID 2478; score=0.528),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
office_lady,22593,secretary|ol|officelady,LIKELY_GENERAL_ONLY,fellatio (SpecialID 104; score=0.189),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
mechanical_halo,22565,,LIKELY_GENERAL_ONLY,mechanical tentacle (SpecialID 1855; score=0.586),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
sailor_hat,22554,sailor_cap,LIKELY_GENERAL_ONLY,cum on hat (SpecialID 1330; score=0.450),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
triangle_mouth,22553,,LIKELY_GENERAL_ONLY,tentacle in mouth (SpecialID 1862; score=0.515),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
bangle,22547,bangles,LIKELY_GENERAL_ONLY,building sex (SpecialID 72; score=0.200),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
nurse,22543,nurse_uniform|nurse_outfit,LIKELY_GENERAL_ONLY,anus (SpecialID 1; score=0.300),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
eye_mask,22514,eyemask,LIKELY_GENERAL_ONLY,eye sex (SpecialID 482; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
frilled_hair_tubes,22505,,LIKELY_GENERAL_ONLY,nipple hair (SpecialID 1000; score=0.473),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
frog_hair_ornament,22502,,LIKELY_GENERAL_ONLY,tentacle hair ornament (SpecialID 1882; score=0.648),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
hand_to_own_mouth,22457,hand_on_lips|hand_to_lip|hand_to_mouth|hands_to_own_mouth|hands_to_mouth,LIKELY_GENERAL_ONLY,hand on own penis (SpecialID 797; score=0.533),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,1,compound,NO,NO
thighlet,22445,thigh_ring|upper_leg_bracelet,LIKELY_GENERAL_ONLY,cloth glansjob (SpecialID 13; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
animal_costume,22399,,LIKELY_GENERAL_ONLY,animal sex (SpecialID 497; score=0.579),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,NONHUMAN_TRANSFORM,1,deep-area,NO,NO
reference_sheet,22387,settei|design_sheet|character_sheet,LIKELY_GENERAL_ONLY,nude sheet (SpecialID 2576; score=0.530),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
own_hands_clasped,22373,hands_clasped|locked_fingers|clasped_hands,LIKELY_GENERAL_ONLY,hands tied (SpecialID 1951; score=0.492),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
bridal_veil,22273,wedding_veil,LIKELY_GENERAL_ONLY,pussy veil (SpecialID 1285; score=0.456),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
partially_colored,22176,partially_monochrome,LIKELY_GENERAL_ONLY,partially naked (SpecialID 2066; score=0.579),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
mother_and_daughter,22062,,LIKELY_GENERAL_ONLY,mother and son threesome (SpecialID 1072; score=0.585),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
bandaged_leg,22014,,LIKELY_GENERAL_ONLY,bound leg (SpecialID 2441; score=0.542),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,BODY_MORPHOLOGY,0,,NO,NO
jack-o'-lantern,21930,jack_o'_lantern|jack-o-lantern|jack_o_lantern,LIKELY_GENERAL_ONLY,backjob (SpecialID 71; score=0.164),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,1,compound,NO,NO
wine_glass,21917,wineglass,LIKELY_GENERAL_ONLY,cum in glass (SpecialID 1446; score=0.552),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
multiple_rings,21848,,LIKELY_GENERAL_ONLY,nipple rings (SpecialID 744; score=0.588),no strong structural or niche signal for deep Special discovery; General search is likely sufficient,MEDIUM,P3,GENERAL_APPEARANCE_OBJECT,0,,NO,NO
