canonical_tag,post_count,aliases,v2_status,v2_priority,concept_area,human_review_status,human_review_reason,v2_reason,nearest_special_identity,queue_reason
arms_under_breasts,14767,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific multi-arm/breast spatial relation useful for pose discovery,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",penis under breasts (SpecialID 1180; score=0.698),V2_CANDIDATE
ascot_between_breasts,903,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",alcohol between breasts (SpecialID 2710; score=0.722),V2_CANDIDATE
ass_lift,471,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",ass (SpecialID 2359; score=0.695),V2_CANDIDATE
ass_visible_through_thighs,117628,gluteal_fold|butt_fangs|ass_fangs,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,distinct visual relation useful for niche discovery,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",ass (SpecialID 2359; score=0.493),V2_CANDIDATE
between_breasts,64738,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,generic between-breasts spatial relation; Special contains several object-specific variants but not the reusable relation identity,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum between breasts (SpecialID 1290; score=0.880),V2_CANDIDATE
between_legs,50107,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.583),V2_CANDIDATE
between_thighs,3286,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.561),V2_CANDIDATE
bikini_around_one_leg,770,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.756),V2_CANDIDATE
bikini_bottom_around_leg,279,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bikini bottom aside (SpecialID 2044; score=0.669),V2_CANDIDATE
bikini_bottom_lift,261,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bikini bottom aside (SpecialID 2044; score=0.698),V2_CANDIDATE
bikini_bottom_only,11780,bikini_bottom,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific partial-garment/exposure state rather than ordinary bikini identity,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bikini bottom aside (SpecialID 2044; score=0.674),V2_CANDIDATE
bikini_over_clothes,383,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",paizuri over clothes (SpecialID 531; score=0.679),V2_CANDIDATE
bikini_top_lift,7366,bikini_lift,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific garment displacement/exposure action beyond ordinary bikini identity,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",untied bikini top (SpecialID 2061; score=0.615),V2_CANDIDATE
bikini_top_only,43620,bikini_top,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific partial-garment/exposure state rather than ordinary bikini identity,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",untied bikini top (SpecialID 2061; score=0.615),V2_CANDIDATE
bikini_top_peek,96,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",untied bikini top (SpecialID 2061; score=0.615),V2_CANDIDATE
bikini_visible_through_clothes,479,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cunnilingus through clothes (SpecialID 843; score=0.629),V2_CANDIDATE
bloomers_around_one_leg,211,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.717),V2_CANDIDATE
blush_visible_through_clothes,85,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum through clothes (SpecialID 382; score=0.632),V2_CANDIDATE
bouncing_ass,2995,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",ass (SpecialID 2359; score=0.630),V2_CANDIDATE
bouncing_breasts,38896,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast-motion state; Special has analogous bouncing penis/testicles but not breasts,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.724),V2_CANDIDATE
bra_over_clothes,429,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",vibrator over clothes (SpecialID 985; score=0.723),V2_CANDIDATE
bra_slip,415,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific garment displacement/exposure state not equivalent to generic nip slip or bra peek,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bra (SpecialID 2081; score=0.695),V2_CANDIDATE
bra_visible_through_clothes,11756,bra_through_clothes,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific visibility-through-clothing relation distinct from generic see-through clothes,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",tribadism through clothes (SpecialID 937; score=0.659),V2_CANDIDATE
breast_curtain_lift,374,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast (SpecialID 2632; score=0.633),V2_CANDIDATE
breast_lift,9093,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast manipulation/position state beyond generic breast identity,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast (SpecialID 2632; score=0.768),V2_CANDIDATE
breast_sucking_through_clothes,196,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific sexual action + clothing barrier relation; breast sucking alone does not cover it,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast sucking (SpecialID 2026; score=0.736),V2_CANDIDATE
breast_suppress,8344,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast compression/concealment state useful for deep body/clothing discovery,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast (SpecialID 2632; score=0.707),V2_CANDIDATE
breasts_apart,61893,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast-position/body-state identity not represented by generic breasts,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.765),V2_CANDIDATE
bursting_ass,581,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",ass (SpecialID 2359; score=0.630),V2_CANDIDATE
bursting_breasts,8434,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific extreme breast-state/action concept rather than baseline morphology,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.724),V2_CANDIDATE
buruma_around_one_leg,381,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.734),V2_CANDIDATE
clitoral_stimulation_through_clothes,292,clitoral_stimulation_through_clothing,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific body-site stimulation + clothing-barrier relation matching Special deep action patterns,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",clitoral stimulation (SpecialID 1241; score=0.771),V2_CANDIDATE
clothes_between_breasts,18555,clothing_between_breasts,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific clothing/body spatial relation distinct from generic clothes or breasts,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum between breasts (SpecialID 1290; score=0.698),V2_CANDIDATE
clothes_between_exposed_breasts,607,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific clothing/body geometry and exposure relation,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",exposed breasts (SpecialID 674; score=0.743),V2_CANDIDATE
clothes_between_thighs,2001,clothing_between_thighs,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",clothes down (SpecialID 2047; score=0.490),V2_CANDIDATE
covered_armpit,270,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",covered penis (SpecialID 683; score=0.575),V2_CANDIDATE
covered_eyes,27323,obscured_eyes|eyes_covered,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",covered penis (SpecialID 683; score=0.602),V2_CANDIDATE
covered_navel,196931,clothed_navel,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific covered body-site state; complements existing navel and covering/exposure families,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",covered anus (SpecialID 795; score=0.566),V2_CANDIDATE
crotch_seam,29610,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific garment/body-site structural feature useful in clothing/exposure discovery,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",crotch (SpecialID 2361; score=0.768),V2_CANDIDATE
cumdrip_through_clothes,114,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum through clothes (SpecialID 382; score=0.740),V2_CANDIDATE
cumdrip_through_panties,128,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",fingering through panties (SpecialID 176; score=0.671),V2_CANDIDATE
eye_over_eye,81,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",tentacle over eye (SpecialID 1894; score=0.825),V2_CANDIDATE
eyes_over_blush,54,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",penis over eyes (SpecialID 772; score=0.603),V2_CANDIDATE
eyes_visible_through_hair,104042,eye_through_hair,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific visibility-through-material/body relation; fits deep relation/visibility discovery rather than ordinary appearance,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see through (SpecialID 2134; score=0.465),V2_CANDIDATE
eyes_visible_through_headwear,98,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see through (SpecialID 2134; score=0.440),V2_CANDIDATE
face_between_breasts,1927,face_in_breasts|motorboating,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum between breasts (SpecialID 1290; score=0.726),V2_CANDIDATE
framed_breasts,7268,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific composition/exposure framing state involving breasts,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.750),V2_CANDIDATE
framed_crotch,64,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",crotch (SpecialID 2361; score=0.734),V2_CANDIDATE
grabbed_breast_over_shoulder,333,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast (SpecialID 2632; score=0.559),V2_CANDIDATE
hair_between_breasts,1068,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum between breasts (SpecialID 1290; score=0.703),V2_CANDIDATE
hair_over_ass,56,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",ass (SpecialID 2359; score=0.585),V2_CANDIDATE
hair_over_breasts,11472,hair_on_breasts,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific hair/body covering relation rather than ordinary hair or breast identity,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.679),V2_CANDIDATE
hair_over_crotch,294,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",crotch (SpecialID 2361; score=0.662),V2_CANDIDATE
hair_over_eyes,31434,hair_covering_eyes,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",penis over eyes (SpecialID 772; score=0.675),V2_CANDIDATE
hair_over_one_breast,1027,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast (SpecialID 2632; score=0.608),V2_CANDIDATE
hair_over_one_eye,368681,eye_covering_bang|hair_over_eye|/hooe,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",penis over one eye (SpecialID 823; score=0.743),V2_CANDIDATE
hand_between_own_legs,36500,hand_between_own_thighs|hand_between_thighs|arm_between_own_legs|hand_between_legs,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific self body-part spatial pose relation beyond generic hand/leg pose tags,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",hand on own penis (SpecialID 797; score=0.550),V2_CANDIDATE
hands_under_legs,225,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",hands bound (SpecialID 1944; score=0.525),V2_CANDIDATE
hanging_breasts,27904,hanging_boob|hangingboob,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast shape/state identity beyond generic breasts,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.736),V2_CANDIDATE
hanging_legs,865,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bare legs (SpecialID 2209; score=0.499),V2_CANDIDATE
head_between_breasts,4475,head_in_breasts,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cum between breasts (SpecialID 1290; score=0.703),V2_CANDIDATE
head_between_legs,89,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.516),V2_CANDIDATE
head_between_thighs,1134,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.500),V2_CANDIDATE
highleg_bikini,23531,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific revealing garment subtype rather than a color/style-only variant,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",crotchless bikini (SpecialID 2089; score=0.532),V2_CANDIDATE
highleg_one-piece_swimsuit,26852,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",one-piece swimsuit pull (SpecialID 2231; score=0.713),V2_CANDIDATE
highleg_panties,28671,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific revealing garment structure rather than color/style-only underwear variant,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",panties (SpecialID 2112; score=0.736),V2_CANDIDATE
implied_breast_milk,116,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast (SpecialID 2632; score=0.633),V2_CANDIDATE
jacket_over_swimsuit,2330,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",assless swimsuit (SpecialID 2072; score=0.500),V2_CANDIDATE
leg_between_thighs,2413,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",between testicles (SpecialID 1108; score=0.508),V2_CANDIDATE
leg_lift,21408,leg_raised|leg_raise|raised_leg,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cape lift (SpecialID 2212; score=0.559),V2_CANDIDATE
legs_apart,46758,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",legs bound apart (SpecialID 1919; score=0.829),V2_CANDIDATE
leotard_peek,2186,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",leotard pull (SpecialID 2225; score=0.579),V2_CANDIDATE
looking_through_own_legs,1957,looking_through_legs,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",cunnilingus through clothes (SpecialID 843; score=0.432),V2_CANDIDATE
micro_bikini,59624,microbikini,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific clothing/exposure subtype,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",crotchless bikini (SpecialID 2089; score=0.552),V2_CANDIDATE
micro_bra,1257,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific micro-garment subtype; Special has micro pasties but no micro bra identity,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bra (SpecialID 2081; score=0.675),V2_CANDIDATE
micro_panties,3160,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific micro-garment subtype; distinct canonical discovery term,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",panties (SpecialID 2112; score=0.765),V2_CANDIDATE
midriff_peek,31330,stomach_peek|belly_peek,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific partial-exposure state; distinct from generic midriff,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",midriff (SpecialID 2228; score=0.782),V2_CANDIDATE
mole_under_breast,220,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breast (SpecialID 2632; score=0.651),V2_CANDIDATE
navel_peek,650,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",navel sex (SpecialID 73; score=0.573),V2_CANDIDATE
ok_sign_over_eye,761,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",tentacle over eye (SpecialID 1894; score=0.586),V2_CANDIDATE
one_eye_covered,72764,covered_eye,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",penis over one eye (SpecialID 823; score=0.504),V2_CANDIDATE
panties_around_one_leg,27261,panties_around_leg|/paol,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific displaced-garment/body relation; Special already supports analogous around-one-leg clothing states,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.725),V2_CANDIDATE
panties_around_thighs,701,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",panties (SpecialID 2112; score=0.642),V2_CANDIDATE
panties_over_bodysuit,88,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bodysuit (SpecialID 2078; score=0.665),V2_CANDIDATE
panties_over_clothes,100,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",paizuri over clothes (SpecialID 531; score=0.693),V2_CANDIDATE
panties_over_garter_belt,818,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",garter belt (SpecialID 2100; score=0.733),V2_CANDIDATE
panties_over_leggings,121,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",panties (SpecialID 2112; score=0.642),V2_CANDIDATE
panties_over_pantyhose,933,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",panties (SpecialID 2112; score=0.634),V2_CANDIDATE
panties_visible_through_clothes,736,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific visibility-through-clothing relation; complex concept useful for deep discovery,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",fellatio through clothes (SpecialID 1105; score=0.624),V2_CANDIDATE
pants_around_one_leg,897,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.743),V2_CANDIDATE
pants_around_thighs,106,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bound thighs (SpecialID 1907; score=0.544),V2_CANDIDATE
pantyhose_around_legs,54,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",pantyhose down (SpecialID 2677; score=0.534),V2_CANDIDATE
pantyhose_around_one_leg,410,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",skirt around one leg (SpecialID 2249; score=0.710),V2_CANDIDATE
piercing_through_clothes,494,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific visibility/material relation for body adornment through clothing,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",fingering through clothes (SpecialID 175; score=0.737),V2_CANDIDATE
pubic_tattoo_visible_through_clothes,1310,pubic_tattoo_through_clothing,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific body-site tattoo visibility-through-clothing relation; pubic tattoo alone does not cover it,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",pubic tattoo (SpecialID 2766; score=0.655),V2_CANDIDATE
removing_bra_under_shirt,256,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",bra (SpecialID 2081; score=0.500),V2_CANDIDATE
sagging_breasts,10045,,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific breast shape/state identity beyond baseline size vocabulary,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",breasts (SpecialID 2170; score=0.736),V2_CANDIDATE
see-through_bikini,1101,transparent_bikini,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.825),V2_CANDIDATE
see-through_bodysuit,859,transparent_bodysuit|sheer_bodysuit,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.803),V2_CANDIDATE
see-through_bra,828,transparent_bra|sheer_bra,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.864),V2_CANDIDATE
see-through_breast_curtains,60,transparent_breast_curtains,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.711),V2_CANDIDATE
see-through_dress,9382,transparent_dress,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
see-through_dress_layer,805,transparent_dress_layer,LIKELY_CANDIDATE,P1,SPECIAL_EXPOSURE_CLOTHING_STATE,,,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",see-through (SpecialID 2135; score=0.741),V2_CANDIDATE
