canonical_tag,post_count,post_count_bucket,aliases,concept_area,final_status,final_reason,v2_status,v2_priority,human_review_status,nearest_special_identity,queue_reason
clothes_between_exposed_breasts,607,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific clothing/body geometry and exposure relation,LIKELY_CANDIDATE,P1,CANDIDATE,exposed breasts (SpecialID 674; score=0.743),V2_CANDIDATE
sucking_own_breasts,598,100-999,self_breast_sucking,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,sucking breasts (SpecialID 2673; score=0.880),V2_CANDIDATE
bursting_ass,581,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.630),V2_CANDIDATE
lactating_into_container,503,100-999,lactating_into_bowl|lactating_into_bottle|lactating_into_cup,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,cum in container (SpecialID 380; score=0.472),V2_CANDIDATE
piercing_through_clothes,494,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific visibility/material relation for body adornment through clothing,LIKELY_CANDIDATE,P1,CANDIDATE,fingering through clothes (SpecialID 175; score=0.737),V2_CANDIDATE
tail_around_another's_leg,487,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.532),V2_CANDIDATE
swimsuit_lift,480,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,swimsuit aside (SpecialID 2056; score=0.575),V2_CANDIDATE
bikini_visible_through_clothes,479,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,cunnilingus through clothes (SpecialID 843; score=0.629),V2_CANDIDATE
ass_lift,471,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.695),V2_CANDIDATE
gag_around_neck,467,100-999,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,tentacle around neck (SpecialID 1879; score=0.668),V2_CANDIDATE
forced_lactation,464,100-999,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific coercion + lactation compound identity; distinct from broad lactation,LIKELY_CANDIDATE,P0,CANDIDATE,lactation (SpecialID 2194; score=0.774),V2_CANDIDATE
blood_on_feet,449,100-999,bloody_feet,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.667),V2_CANDIDATE
stuffed_gag,433,100-999,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,gag (SpecialID 1825; score=0.643),V2_CANDIDATE
grabbing_multiple_others'_breasts,419,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,grabbing breasts (SpecialID 2649; score=0.744),V2_CANDIDATE
head_under_skirt,416,100-999,head_up_skirt,SPECIAL_CLOTHING_BODY_RELATION,CANDIDATE,body-part-under-clothing relation is a hidden visual/contact concept that General search may not expose well,LIKELY_CANDIDATE,P1,,open skirt (SpecialID 2235; score=0.502),V2_CANDIDATE
bra_slip,415,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific garment displacement/exposure state not equivalent to generic nip slip or bra peek,LIKELY_CANDIDATE,P1,CANDIDATE,bra (SpecialID 2081; score=0.695),V2_CANDIDATE
male_lactation,414,100-999,lactation_(male),SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific reproduction/lactation subtype with sex attribute,LIKELY_CANDIDATE,P0,CANDIDATE,lactation (SpecialID 2194; score=0.802),V2_CANDIDATE
pantyhose_around_one_leg,410,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.710),V2_CANDIDATE
cooperative_breast_sucking,390,100-999,double_breast_sucking,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,breast sucking (SpecialID 2026; score=0.798),V2_CANDIDATE
buruma_around_one_leg,381,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.734),V2_CANDIDATE
breast_curtain_lift,374,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.633),V2_CANDIDATE
grabbed_breast_over_shoulder,333,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.559),V2_CANDIDATE
scar_on_thigh,324,100-999,scar_on_thighs,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,cum on thigh (SpecialID 1275; score=0.693),V2_CANDIDATE
clitoral_stimulation_through_clothes,292,100-999,clitoral_stimulation_through_clothing,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific body-site stimulation + clothing-barrier relation matching Special deep action patterns,LIKELY_CANDIDATE,P1,CANDIDATE,clitoral stimulation (SpecialID 1241; score=0.771),V2_CANDIDATE
head_under_another's_clothes,288,100-999,,SPECIAL_CLOTHING_BODY_RELATION,CANDIDATE,body-part-under-clothing relation is a hidden visual/contact concept that General search may not expose well,LIKELY_CANDIDATE,P1,,penis under another's clothes (SpecialID 798; score=0.808),V2_CANDIDATE
toe_sucking,285,100-999,,SPECIAL_SEXUAL_RELATION,CANDIDATE,specific sucking/body-part relation may be difficult to discover from General,LIKELY_CANDIDATE,P1,,testicle sucking (SpecialID 698; score=0.575),V2_CANDIDATE
explosion_gag,284,100-999,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,gag (SpecialID 1825; score=0.619),V2_CANDIDATE
thigh_freckles,280,100-999,,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,thigh sex (SpecialID 60; score=0.516),V2_CANDIDATE
bikini_bottom_around_leg,279,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,bikini bottom aside (SpecialID 2044; score=0.669),V2_CANDIDATE
bikini_bottom_lift,261,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,bikini bottom aside (SpecialID 2044; score=0.698),V2_CANDIDATE
bite_mark_on_ass,257,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,slap mark on ass (SpecialID 2690; score=0.720),V2_CANDIDATE
applying_gag,256,100-999,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,gag (SpecialID 1825; score=0.630),V2_CANDIDATE
removing_bra_under_shirt,256,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,bra (SpecialID 2081; score=0.500),V2_CANDIDATE
blood_on_shoulder,249,100-999,,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,penis on shoulder (SpecialID 1011; score=0.651),V2_CANDIDATE
public_urination,244,100-999,,GENERAL_OTHER,CANDIDATE,specific excretion + public-scene relation distinct from generic urination,LIKELY_GENERAL_ONLY,P3,CANDIDATE,urination (SpecialID 1993; score=0.774),HUMAN_OVERRIDE_PROTECTED
spread_eagle_position,236,100-999,,SPECIAL_NAMED_POSE,CANDIDATE,specific pose identity useful for deep pose/BDSM discovery,LIKELY_CANDIDATE,P0,CANDIDATE,spread vagina (SpecialID 1301; score=0.516),V2_CANDIDATE
hands_on_own_crotch,232,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,crotch (SpecialID 2361; score=0.616),V2_CANDIDATE
biting_breast,231,100-999,breast_biting|boob_chomp,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.734),V2_CANDIDATE
male_pregnancy,225,100-999,pregnant_man|mpreg|pregnancy_(male),SPECIAL_REPRODUCTION_FLUID,CANDIDATE,specific reproductive identity distinct from generic pregnant; strongly niche/discovery-oriented,LIKELY_CANDIDATE,P0,CANDIDATE,male ryona (SpecialID 1445; score=0.542),V2_CANDIDATE
unworn_butt_plug,224,100-999,,SPECIAL_SEX_DEVICE,CANDIDATE,specific device-state variant in an already deep Special butt-plug family,LIKELY_CANDIDATE,P0,CANDIDATE,butt plug (SpecialID 268; score=0.807),V2_CANDIDATE
pregnancy_halo,223,100-999,fetus_halo,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,cooperative handjob (SpecialID 17; score=0.191),V2_CANDIDATE
imminent_breast_grab,222,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,breast grab (SpecialID 2647; score=0.803),V2_CANDIDATE
mole_under_breast,220,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.651),V2_CANDIDATE
licking_leg,214,100-999,leg_licking|leg_lick,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,licking nipple (SpecialID 751; score=0.602),V2_CANDIDATE
blood_on_stomach,211,100-999,,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,vibrator on stomach (SpecialID 1500; score=0.668),V2_CANDIDATE
bloomers_around_one_leg,211,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.717),V2_CANDIDATE
holding_gag,209,100-999,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,gag (SpecialID 1825; score=0.643),V2_CANDIDATE
underwear_around_one_leg,199,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.710),V2_CANDIDATE
breast_sucking_through_clothes,196,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,specific sexual action + clothing barrier relation; breast sucking alone does not cover it,LIKELY_CANDIDATE,P1,CANDIDATE,breast sucking (SpecialID 2026; score=0.736),V2_CANDIDATE
leash_in_mouth,189,100-999,,GENERAL_OTHER,CANDIDATE,specific BDSM device/body-site relation distinct from generic leash,LIKELY_GENERAL_ONLY,P3,CANDIDATE,cumshot in mouth (SpecialID 1606; score=0.663),HUMAN_OVERRIDE_PROTECTED
thigh_peek,182,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,thigh sex (SpecialID 60; score=0.573),V2_CANDIDATE
wraparound_tape_gag,179,100-999,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,tape gag (SpecialID 1841; score=0.750),V2_CANDIDATE
pregnancy_mark,172,100-999,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,strangle mark (SpecialID 2778; score=0.508),V2_CANDIDATE
poking_own_breast,171,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,grabbing own breast (SpecialID 2030; score=0.683),V2_CANDIDATE
blood_on_back,169,100-999,,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood (SpecialID 2164; score=0.667),V2_CANDIDATE
sports_bra_peek,167,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,bra peek (SpecialID 2522; score=0.796),V2_CANDIDATE
licking_thigh,163,100-999,thigh_licking,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,licking foot (SpecialID 46; score=0.566),V2_CANDIDATE
scar_on_ass,155,100-999,,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,cum on ass (SpecialID 347; score=0.676),V2_CANDIDATE
licking_ass,151,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.643),V2_CANDIDATE
blood_from_neck,144,100-999,,SPECIAL_R18G_BODY_STATE,CANDIDATE,concrete blood/body-site state fits the content-neutral R18G body-state discovery family,LIKELY_CANDIDATE,P0,,blood from vagina (SpecialID 1174; score=0.671),V2_CANDIDATE
wings_through_clothes,141,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,cunnilingus through clothes (SpecialID 843; score=0.708),V2_CANDIDATE
gag_chinstrap,139,100-999,gag_chin_strap,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,gag (SpecialID 1825; score=0.619),V2_CANDIDATE
after_birth,130,100-999,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,after urethral (SpecialID 216; score=0.566),V2_CANDIDATE
cumdrip_through_panties,128,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,fingering through panties (SpecialID 176; score=0.671),V2_CANDIDATE
sucking_on_multiple_breasts,126,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,sucking breasts (SpecialID 2673; score=0.771),V2_CANDIDATE
implied_breast_milk,116,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,breast (SpecialID 2632; score=0.633),V2_CANDIDATE
cumdrip_through_clothes,114,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,cum through clothes (SpecialID 382; score=0.740),V2_CANDIDATE
bruise_on_ass,107,100-999,,SPECIAL_INTIMATE_ADORNMENT_STATE,CANDIDATE,site-specific intimate mark/adornment is more specialized than ordinary General appearance,LIKELY_CANDIDATE,P1,,penis on ass (SpecialID 692; score=0.657),V2_CANDIDATE
pants_around_thighs,106,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,bound thighs (SpecialID 1907; score=0.544),V2_CANDIDATE
mutual_breast_sucking,103,100-999,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,breast sucking (SpecialID 2026; score=0.843),V2_CANDIDATE
heart_butt_plug,102,100-999,,SPECIAL_SEX_DEVICE,CANDIDATE,specific device subtype in an already deep Special butt-plug family,LIKELY_CANDIDATE,P0,CANDIDATE,butt plug (SpecialID 268; score=0.821),V2_CANDIDATE
ovulation,102,100-999,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,fellatio (SpecialID 104; score=0.265),V2_CANDIDATE
excessive_lactation,101,100-999,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,lactation (SpecialID 2194; score=0.739),V2_CANDIDATE
leash_between_breasts,98,<100,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,alcohol between breasts (SpecialID 2710; score=0.702),V2_CANDIDATE
biting_ass,97,<100,ass_biting|ass_bite|assbiting,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.658),V2_CANDIDATE
bikini_top_peek,96,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,untied bikini top (SpecialID 2061; score=0.615),V2_CANDIDATE
fake_pregnancy,96,<100,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,fake penis shadow (SpecialID 1117; score=0.486),V2_CANDIDATE
multiple_pregnancy,92,<100,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,multiple tentacles (SpecialID 1856; score=0.567),V2_CANDIDATE
tattoo_between_breasts,92,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,alcohol between breasts (SpecialID 2710; score=0.713),V2_CANDIDATE
implied_lactation,91,<100,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,lactation (SpecialID 2194; score=0.762),V2_CANDIDATE
head_between_legs,89,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,between testicles (SpecialID 1108; score=0.516),V2_CANDIDATE
holding_own_leg_back,80,<100,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,holding tentacle (SpecialID 1868; score=0.490),V2_CANDIDATE
holding_another's_legs_back,69,<100,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,grabbing another's penis (SpecialID 687; score=0.514),V2_CANDIDATE
v_over_crotch,69,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,crotch (SpecialID 2361; score=0.701),V2_CANDIDATE
touching_another's_crotch,68,<100,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,touching another's chastity cage (SpecialID 1194; score=0.710),V2_CANDIDATE
implied_male_pregnancy,65,<100,,SPECIAL_REPRODUCTION_FLUID,CANDIDATE,"specific fluid, lactation, pregnancy, or reproduction concept fits a deep Special family",LIKELY_CANDIDATE,P0,,implied erection (SpecialID 2751; score=0.509),V2_CANDIDATE
framed_crotch,64,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,crotch (SpecialID 2361; score=0.734),V2_CANDIDATE
tail_between_breasts,63,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,tentacle between breasts (SpecialID 2459; score=0.722),V2_CANDIDATE
holding_butt_plug,62,<100,,SPECIAL_SEX_DEVICE,CANDIDATE,specific device interaction distinct from butt plug identity alone,LIKELY_CANDIDATE,P0,CANDIDATE,butt plug (SpecialID 268; score=0.795),V2_CANDIDATE
swimsuit_around_one_leg,60,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,skirt around one leg (SpecialID 2249; score=0.759),V2_CANDIDATE
pantyhose_around_legs,54,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,CANDIDATE,"specific exposure, clothing-barrier, or garment-state concept improves deep Special discovery",LIKELY_CANDIDATE,P1,,pantyhose down (SpecialID 2677; score=0.534),V2_CANDIDATE
highleg_shorts,52,<100,,SPECIAL_GARMENT_SUBTYPE,CANDIDATE,named garment subtype/state is harder to discover than an ordinary base garment,LIKELY_CANDIDATE,P1,,crotchless shorts (SpecialID 2463; score=0.532),V2_CANDIDATE
hand_grabbing_both_breasts,50,<100,,SPECIAL_BODY_RELATION_STATE,CANDIDATE,body-site relation/state is structurally specific and may be hard to discover from General,LIKELY_CANDIDATE,P1,,grabbing breasts (SpecialID 2649; score=0.793),V2_CANDIDATE
muzzle_gag,50,<100,,SPECIAL_BDSM_RESTRAINT,CANDIDATE,BDSM/restraint/device relation is a deep Special discovery family,LIKELY_CANDIDATE,P0,,gag (SpecialID 1825; score=0.658),V2_CANDIDATE
