canonical_tag,post_count,post_count_bucket,aliases,concept_area,final_status,final_reason,v2_status,v2_priority,human_review_status,nearest_special_identity,queue_reason
covered_armpit,270,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,covered penis (SpecialID 683; score=0.575),V2_CANDIDATE
wet_bikini,260,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cupless bikini (SpecialID 2096; score=0.542),V2_CANDIDATE
see-through_shorts,252,100-999,transparent_shorts,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.825),V2_CANDIDATE
see-through_sports_bra,228,100-999,transparent_sports_bra,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.750),V2_CANDIDATE
hands_under_legs,225,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,hands bound (SpecialID 1944; score=0.525),V2_CANDIDATE
bite_mark_on_leg,211,100-999,,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum on leg (SpecialID 1273; score=0.590),V2_CANDIDATE
pantyhose_under_pants,200,100-999,pantyhose_under_trousers,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,vibrator under pantyhose (SpecialID 293; score=0.633),V2_CANDIDATE
unworn_male_underwear,192,100-999,male_underwear_removed,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,male underwear (SpecialID 2202; score=0.843),V2_CANDIDATE
see-through_socks,190,100-999,transparent_socks,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.837),V2_CANDIDATE
see-through_kimono,167,100-999,transparent_kimono,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.825),V2_CANDIDATE
pantyhose_under_buruma,166,100-999,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,vibrator under pantyhose (SpecialID 293; score=0.509),V2_CANDIDATE
swimsuit_over_clothes,162,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,paizuri over clothes (SpecialID 531; score=0.685),V2_CANDIDATE
wet_bra,146,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,bra (SpecialID 2081; score=0.720),V2_CANDIDATE
panties_under_leotard,136,100-999,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.642),V2_CANDIDATE
panties_under_swimsuit,135,100-999,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,vibrator under swimsuit (SpecialID 1065; score=0.673),V2_CANDIDATE
panties_over_leggings,121,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.642),V2_CANDIDATE
pantyhose_under_leotard,109,100-999,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,pantyhose pull (SpecialID 2239; score=0.517),V2_CANDIDATE
wings_over_eyes,106,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,penis over eyes (SpecialID 772; score=0.693),V2_CANDIDATE
panties_over_clothes,100,100-999,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,paizuri over clothes (SpecialID 531; score=0.693),V2_CANDIDATE
eyes_visible_through_headwear,98,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see through (SpecialID 2134; score=0.440),V2_CANDIDATE
panties_over_bodysuit,88,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,bodysuit (SpecialID 2078; score=0.665),V2_CANDIDATE
blush_visible_through_clothes,85,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,cum through clothes (SpecialID 382; score=0.632),V2_CANDIDATE
eye_over_eye,81,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,tentacle over eye (SpecialID 1894; score=0.825),V2_CANDIDATE
swimsuit_under_swimsuit,81,<100,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,vibrator under swimsuit (SpecialID 1065; score=0.816),V2_CANDIDATE
arm_between_another's_legs,76,<100,thighs_around_another's_arm,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,grabbing another's penis (SpecialID 687; score=0.520),V2_CANDIDATE
hands_on_own_thigh,62,<100,,SPECIAL_BODY_RELATION_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,hands on penis (SpecialID 928; score=0.623),V2_CANDIDATE
panties_under_bloomers,62,<100,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,panties (SpecialID 2112; score=0.634),V2_CANDIDATE
panties_under_bodysuit,61,<100,,SPECIAL_CLOTHING_BODY_RELATION,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,bodysuit (SpecialID 2078; score=0.657),V2_CANDIDATE
see-through_breast_curtains,60,<100,transparent_breast_curtains,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.711),V2_CANDIDATE
hair_over_ass,56,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,ass (SpecialID 2359; score=0.585),V2_CANDIDATE
eyes_over_blush,54,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,penis over eyes (SpecialID 772; score=0.603),V2_CANDIDATE
see-through_underwear,53,<100,,SPECIAL_EXPOSURE_CLOTHING_STATE,GENERAL_ONLY,final human review: ordinary/general expansion; Special would become overly Cartesian or redundant,LIKELY_CANDIDATE,P1,,see-through (SpecialID 2135; score=0.793),V2_CANDIDATE
