row_number,canonical,display_ja,checks,already_overridden
20273,mygo!!!!!_(bang_dream!),MyGO!!!!!（BanG Dream!）,ASCII_WORD,true
20297,n_corp._e.g.o_(identity)_(project_moon),n corp. e.g.o (identity) (project moon),ASCII_WORD,false
20298,n_corp._fanatic_(identity)_(project_moon),n corp. fanatic (identity) (project moon),ASCII_WORD,false
20367,nameless_axe-sword_(fate),nameless axe-sword (fate),ASCII_WORD,false
20383,nangong_yu_(cosplay),nangong yu (cosplay),ASCII_WORD,false
20406,nasa,NASA,ASCII_WORD,true
20505,nekoken_technique,nekoken technique,ASCII_WORD,true
20513,neo_akasha_terminal,Neo Akasha Terminal,ASCII_WORD,true
20548,nethermare,nethermare,ASCII_WORD,false
20551,neumann_ku_100,Neumann KU 100,ASCII_WORD,true
20593,night_awls_(identity)_(project_moon),night awls (identity) (project moon),ASCII_WORD,false
20621,nijihub_(meme),nijihub (meme),ASCII_WORD,false
20627,nike_air_force_1,Nike Air Force 1,ASCII_WORD,true
20628,nike_dunk,Nike Dunk,ASCII_WORD,true
20629,nikke's_shooting_pose_(meme),nikke's shooting pose (meme),ASCII_WORD,false
20655,nintendo_switch_lite,Nintendo Switch Lite,ASCII_WORD,true
20778,noctyx,Noctyx,ASCII_WORD,true
20847,nowhere_(signalis),NOWHERE（SIGNALIS）,ASCII_WORD,true
20848,nozomi_(blue_archive)_(cosplay),nozomi (blue archive) (cosplay),ASCII_WORD,false
20853,ntw-20,NTW-20,ASCII_WORD,true
21001,odst,ODST,ASCII_WORD,true
21151,onahole_job_invitation,onahole job invitation,ASCII_WORD,true
21179,only_my_railgun,only my railgun,ASCII_WORD,true
21258,ora_ora_get_pregnant_(meme),ora ora get pregnant (meme),ASCII_WORD,false
21390,order_dualies_(splatoon),Order Dualies（Splatoon）,ASCII_WORD,true
21454,ots-12_tiss,OTs-12 Tiss,ASCII_WORD,true
21472,outer_ring_excavations_(eve_online),outer ring excavations (eve online),ASCII_WORD,false
21531,oversplit,oversplit,ASCII_WORD,true
21743,papillon_mark_(idolmaster_million_live!),papillon mark (idolmaster million live!),ASCII_WORD,false
21857,paypal_me_x_(meme),paypal me x (meme),ASCII_WORD,false
21893,pec_pov_(meme),pec pov (meme),ASCII_WORD,false
21988,penis_rest,penis rest,ASCII_WORD,true
21989,penis_slip,penis slip,ASCII_WORD,true
21996,penitence_(e.g.o),penitence (e.g.o),ASCII_WORD,false
21999,pennywise_in_the_sewer_(meme),pennywise in the sewer (meme),ASCII_WORD,false
22016,pepe_punch_(meme),pepe punch (meme),ASCII_WORD,false
22026,pequod_(identity)_(project_moon),pequod (identity) (project moon),ASCII_WORD,false
22033,perlica's_peeled_apple_(meme),perlica's peeled apple (meme),ASCII_WORD,false
22070,petronas,PETRONAS,ASCII_WORD,true
22160,pikapikapop_(idolmaster),pikapikapop (idolmaster),ASCII_WORD,false
22321,pinky_(identity)_(project_moon),pinky (identity) (project moon),ASCII_WORD,false
22359,pipis_(deltarune),Pipis（DELTARUNE）,ASCII_WORD,true
22363,pirelli,Pirelli,ASCII_WORD,true
22384,pixiv_bottle_(meme),pixiv bottle (meme),ASCII_WORD,false
22385,pixiv_id,pixiv ID,ASCII_WORD,true
22397,pkm,PKM,ASCII_WORD,true
22460,plain_doll_(cosplay),plain doll (cosplay),ASCII_WORD,false
22498,plap_plap_plap_get_pregnant_(meme),plap plap plap get pregnant (meme),ASCII_WORD,false
22519,playable_command_(touhou),playable command (touhou),ASCII_WORD,false
22522,playboy_pokemon,playboy pokemon,ASCII_WORD,true
22523,player_palico_(cosplay),player palico (cosplay),ASCII_WORD,false
22555,playstation_vr,PlayStation VR,ASCII_WORD,true
22765,pomf,pomf,ASCII_WORD,true
22791,pop_cat_(meme),pop cat (meme),ASCII_WORD,false
22860,pov_cheek_grabbing_(meme),pov cheek grabbing (meme),ASCII_WORD,false
22879,power_crashes_kobeni's_car_(meme),power crashes kobeni's car (meme),ASCII_WORD,false
22893,powerful_ass,powerful ass,ASCII_WORD,true
22895,powerful_penis,powerful penis,ASCII_WORD,true
22898,pp-19-01_vityaz,PP-19-01 Vityaz,ASCII_WORD,true
22900,pp-2000,pp-2000,ASCII_WORD,false
22948,pride_flag_question_mark_(meme),pride flag question mark (meme),ASCII_WORD,false
22954,prime_(warframe),Prime（Warframe）,ASCII_WORD,true
22957,primrose_field_illusion,Primrose Field Illusion,ASCII_WORD,true
22967,princess_toadstool_redraw_(meme),princess toadstool redraw (meme),ASCII_WORD,false
23057,procuration_(e.g.o),procuration (e.g.o),ASCII_WORD,false
23075,promotions_(meme),promotions (meme),ASCII_WORD,false
23112,ptsd,PTSD,ASCII_WORD,true
23297,pursuance_(e.g.o),pursuance (e.g.o),ASCII_WORD,false
23315,pussy_press,pussy press,ASCII_WORD,true
23341,qbu-88,qbu-88,ASCII_WORD,false
23342,qbz-03,qbz-03,ASCII_WORD,false
23343,qbz-191,qbz-191,ASCII_WORD,false
23344,qbz-95,qbz-95,ASCII_WORD,false
23345,qbz-97,qbz-97,ASCII_WORD,false
23403,qute_x_qualm_(idolmaster),qute x qualm (idolmaster),ASCII_WORD,false
23405,r-99_smg,R-99 SMG,ASCII_WORD,true
23406,r.b._(identity)_(project_moon),r.b. (identity) (project moon),ASCII_WORD,false
23408,r_corp._(identity)_(project_moon),r corp. (identity) (project moon),ASCII_WORD,false
23462,racer's_high_(stellar_blade),Racer's High（Stellar Blade）,ASCII_WORD,true
23489,rafiki_holding_simba_(meme),rafiki holding simba (meme),ASCII_WORD,false
23543,raise_a_suilen,RAISE A SUILEN,ASCII_WORD,true
23564,random_servant_cosplay_(fate/grand_order),random servant cosplay (fate/grand order),ASCII_WORD,false
23620,realdoll,RealDoll,ASCII_WORD,true
23670,red_arrow_and_circle_(meme),red arrow and circle (meme),ASCII_WORD,false
23705,red_eyes_(e.g.o),red eyes (e.g.o),ASCII_WORD,false
23772,red_sheet_(e.g.o),red sheet (e.g.o),ASCII_WORD,false
23833,regret_(e.g.o),regret (e.g.o),ASCII_WORD,false
23895,rengoku_(sword)_(fate),rengoku (sword) (fate),ASCII_WORD,false
23896,renketsuen_(e.g.o),renketsuen (e.g.o),ASCII_WORD,false
23953,rewind_(nikke),REWIND（NIKKE）,ASCII_WORD,true
23955,rex_genome,Rex Genome,ASCII_WORD,true
24076,rigby_the_cat_(meme),rigby the cat (meme),ASCII_WORD,false
24084,ring_(identity)_(project_moon),ring (identity) (project moon),ASCII_WORD,false
24164,roden_shipyards_(eve_online),roden shipyards (eve online),ASCII_WORD,false
24167,rof-mao,ROF-MAO,ASCII_WORD,true
24226,rosespanner_workshop_(identity)_(project_moon),rosespanner workshop (identity) (project moon),ASCII_WORD,false
24258,royal_ease,royal ease,ASCII_WORD,true
24272,rpg-7,rpg-7,ASCII_WORD,false
24274,rpk,RPK,ASCII_WORD,true
24275,rpk-16,rpk-16,ASCII_WORD,false
24276,rpk-74,rpk-74,ASCII_WORD,false
24277,rsh-12,rsh-12,ASCII_WORD,false
24300,ruined_(league),Ruined（League of Legends）,ASCII_WORD,true
24305,rukkhadevata_(genshin_impact)_(cosplay),rukkhadevata (genshin impact) (cosplay),ASCII_WORD,false
24350,s.w.a.t.,SWAT,ASCII_WORD,true
24368,sad_banana_cat_(meme),sad banana cat (meme),ASCII_WORD,false
24483,samurai_condenser,samurai condenser,ASCII_WORD,true
24509,sanguine_desire_(e.g.o),sanguine desire (e.g.o),ASCII_WORD,false
24536,sarkany_csont_landzsa,sarkany csont landzsa,ASCII_WORD,true
24539,sartorial_line,sartorial line,ASCII_WORD,true
24864,self-borrowed_hairstyle,self-borrowed hairstyle,ASCII_WORD,true
24868,self-pornography,self-pornography,ASCII_WORD,true
25154,shimizu_hinako_(cosplay),shimizu hinako (cosplay),ASCII_WORD,false
25270,shocked_black_guy_(meme),shocked black guy (meme),ASCII_WORD,false
25370,showing_baby_to_a_supermarket_camera_(meme),showing baby to a supermarket camera (meme),ASCII_WORD,false
25393,shure_55sh,Shure 55SH,ASCII_WORD,true
25394,shure_sm58,Shure SM58,ASCII_WORD,true
25458,siegrunen,Siegrunen,ASCII_WORD,true
25461,sig_556,SIG 556,ASCII_WORD,true
25462,sig_mcx,SIG MCX,ASCII_WORD,true
25463,sig_mpx,SIG MPX,ASCII_WORD,true
25464,sig_p220/p226,SIG P220/P226,ASCII_WORD,true
25465,sig_p228/p229,SIG P228/P229,ASCII_WORD,true
25466,sig_san_511,SIG SAN 511,ASCII_WORD,true
25467,sig_sauer,SIG Sauer,ASCII_WORD,true
25468,sig_sauer_p320,SIG Sauer P320,ASCII_WORD,true
25469,sig_sg550,SIG SG550,ASCII_WORD,true
25470,sig_sg552,SIG SG552,ASCII_WORD,true
25720,skorpion_vz._61,Škorpion vz. 61,ASCII_WORD,true
25766,slasher_route_(hundred_line),Slasher Route（HUNDRED LINE）,ASCII_WORD,true
25822,slides,slides,ASCII_WORD,true
25847,sloppy_blowjob_devil_(meme),sloppy blowjob devil (meme),ASCII_WORD,false
25849,sloshing_(e.g.o),sloshing (e.g.o),ASCII_WORD,false
25898,smile_(e.g.o),smile (e.g.o),ASCII_WORD,false
25906,smith_&_wesson_360,Smith & Wesson 360,ASCII_WORD,true
25907,smith_&_wesson_m&p,Smith & Wesson M&P,ASCII_WORD,true
25928,snagharpoon_(e.g.o),snagharpoon (e.g.o),ASCII_WORD,false
25956,snapchat,Snapchat,ASCII_WORD,true
26049,soda_(e.g.o),soda (e.g.o),ASCII_WORD,false
26074,solemn_lament_(e.g.o),solemn lament (e.g.o),ASCII_WORD,false
26084,somehow_has_time-traveled_(meme),somehow has time-traveled (meme),ASCII_WORD,false
26086,sometimes_like_this/also_like_that_(meme),sometimes like this/also like that (meme),ASCII_WORD,false
26096,sonic_surrounded_by_amy_plush_dolls_(meme),sonic surrounded by amy plush dolls (meme),ASCII_WORD,false
26111,sos,SOS,ASCII_WORD,true
26125,sound_of_a_star_(e.g.o),sound of a star (e.g.o),ASCII_WORD,false
26188,sparkling_daydream,Sparkling Daydream,ASCII_WORD,true
26228,spicebush_(e.g.o),spicebush (e.g.o),ASCII_WORD,false
26246,spiegel_replica,Spiegel Replica,ASCII_WORD,true
26451,sputnik_and_pogrom,Sputnik and Pogrom,ASCII_WORD,true
26482,sr-25,SR-25,ASCII_WORD,true
26483,sr-3mp,SR-3MP,ASCII_WORD,true
26542,standard_manufacturing_dp-12,Standard Manufacturing DP-12,ASCII_WORD,true
26663,statue_of_her_excellency_(genshin_impact),statue of her excellency (genshin impact),ASCII_WORD,false
26678,steam_deck,Steam Deck,ASCII_WORD,true
26723,steyr_iws_2000,Steyr IWS 2000,ASCII_WORD,true
26724,stg44,StG 44,ASCII_WORD,true
26860,strawpage,Straw.Page,ASCII_WORD,true
26866,street_fighter_6_new_challenger_art_contest,Street Fighter 6 New Challenger Art Contest,ASCII_WORD,true
26893,stringer,stringer,ASCII_WORD,true
27047,stug_iii,StuG III,ASCII_WORD,true
27055,su-37,Su-37,ASCII_WORD,true
27057,su-57,Su-57,ASCII_WORD,true
27113,sumimi_(bang_dream!),sumimi（BanG Dream!）,ASCII_WORD,true
27170,super_nintendo,Super Nintendo,ASCII_WORD,true
27252,sv-98,SV-98,ASCII_WORD,true
27389,t.t._star_(nikke),T.T. Star（NIKKE）,ASCII_WORD,true
27619,taurus_curve,taurus curve,ASCII_WORD,true
27682,tears_of_the_tarnished_blood_(e.g.o),tears of the tarnished blood (e.g.o),ASCII_WORD,false
27823,the_fun_gang,The Fun Gang,ASCII_WORD,true
27824,the_game_awards,The Game Awards,ASCII_WORD,true
27910,thorn_(elizabeth_rose_bloodflame),Thorn（Elizabeth Rose Bloodflame）,ASCII_WORD,true
27992,tidal_elegy_(e.g.o),tidal elegy (e.g.o),ASCII_WORD,false
28469,tre_kronor,Tre Kronor,ASCII_WORD,true
28574,true_velocity_rm338,True Velocity RM338,ASCII_WORD,true
29181,uu~,uu~,ASCII_WORD,false
29187,uwu,uwu,ASCII_WORD,true
29196,v.w.p_(kamitsubaki_studio),V.W.P（KAMITSUBAKI STUDIO）,ASCII_WORD,true
29208,vaio,VAIO,ASCII_WORD,true
29216,valz,VALZ,ASCII_WORD,true
29219,vanan'ice,VANAN'ICE,ASCII_WORD,true
29280,vepr-12,VEPR-12,ASCII_WORD,true
29348,vhs-d2,VHS-D2,ASCII_WORD,true
29427,viziam_(eve_online),Viziam（EVE Online）,ASCII_WORD,true
29437,voices_&_letters_collection!,VOICES & LETTERS COLLECTION!,ASCII_WORD,true
29450,voltaction,VOLTACTION,ASCII_WORD,true
29466,vs,VS,ASCII_WORD,true
29468,vsk-94,VSK-94,ASCII_WORD,true
29469,vspo!_showdown,VSPO! SHOWDOWN,ASCII_WORD,true
29470,vss_vintorez,VSS Vintorez,ASCII_WORD,true
29494,wah,wah,ASCII_WORD,true
29526,walkman_nw-s203f,WALKMAN NW-S203F,ASCII_WORD,true
29660,wd-40,WD-40,ASCII_WORD,true
29661,we_can_do_it!,We Can Do It!,ASCII_WORD,true
29797,whisp,Whisp,ASCII_WORD,true
29926,whoop_catsuit,whoop catsuit,ASCII_WORD,true
29946,wii,Wii,ASCII_WORD,true
29948,wii_u,Wii U,ASCII_WORD,true
29949,wii_u_gamepad,Wii U GamePad,ASCII_WORD,true
29999,wingbeat_(e.g.o),Wingbeat（E.G.O）,ASCII_WORD,true
30000,wingdings,Wingdings,ASCII_WORD,true
30061,wish_(ado),Wish（Ado）,ASCII_WORD,true
30063,wishing_cairn_(e.g.o),Wishing Cairn（E.G.O）,ASCII_WORD,true
30136,woren,Woren,ASCII_WORD,true
30198,wryyyyyyyyyyyyyyyyyyyy,WRYYYYYYYYYYYYYYYYYYY,ASCII_WORD,true
30224,xbox_360,Xbox 360,ASCII_WORD,true
30227,xd,XD,ASCII_WORD,true
30262,yamaha_pacifica,YAMAHA PACIFICA,ASCII_WORD,true
30263,yamaha_trb,YAMAHA TRB,ASCII_WORD,true
30275,yaoi_(object),yaoi (object),ASCII_WORD,true
30295,yearning-mircalla_(e.g.o),Yearning-Mircalla（E.G.O）,ASCII_WORD,true
30471,youtube_shorts,YouTube Shorts,ASCII_WORD,true
30508,yurodiviye_(identity)_(project_moon),yurodiviye (identity) (project moon),ASCII_WORD,false
30628,zzz,zzz,ASCII_WORD,true
