cluster_id,cluster_position,semantic_bucket,generation_family,generation_role,general_root,identity_key,priority_band,is_general,is_special,general_primary_path,special_id,issue104_risk
C003,68,GENITAL,,(none),(none),unworn_sock_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1532,NO
C003,69,GENITAL,,(none),(none),unworn_thighhigh_on_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1533,NO
C003,70,GENITAL,,(none),(none),vaginal_juices,P1_SPECIAL_OR_OVERLAP,NO,YES,,1258,NO
C003,71,GENITAL,,(none),(none),vaginal_nakadashi,P1_SPECIAL_OR_OVERLAP,NO,YES,,1263,NO
C003,72,GENITAL,,(none),(none),vulva,P1_SPECIAL_OR_OVERLAP,NO,YES,,1249,NO
C004,1,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,arm_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2203,NO
C004,2,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,armpit_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2204,NO
C004,3,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bikini_bottom_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2044,NO
C004,4,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bikini_top_only,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2801,NO
C004,5,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bikini_top_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2965,NO
C004,6,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bikini_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2897,NO
C004,7,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bra_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2045,NO
C004,8,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bra_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2522,NO
C004,9,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bra_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2824,NO
C004,10,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,clothed_female_nude_female,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2389,NO
C004,11,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,clothed_male_nude_female,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2386,NO
C004,12,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,crotch_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2087,NO
C004,13,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,cupless_bra,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2097,NO
C004,14,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,dress_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2214,NO
C004,15,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,leg_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2223,NO
C004,16,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,leotard_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2224,NO
C004,17,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,male_underwear_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2376,NO
C004,18,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_apron,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2107,NO
C004,19,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_capelet,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2282,NO
C004,20,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_chocolate,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2283,NO
C004,21,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_hoodie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2286,NO
C004,22,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_jacket,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2287,NO
C004,23,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_lab_coat,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2418,NO
C004,24,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_necktie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2411,NO
C004,25,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_overalls,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2288,NO
C004,26,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_paint,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2409,NO
C004,27,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_ribbon,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2289,NO
C004,28,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_shirt,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2293,NO
C004,29,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_suspenders,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2294,NO
C004,30,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,naked_towel,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2108,NO
C004,31,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,nude,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,636,NO
C004,32,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,open_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2049,NO
C004,33,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,panties_around_one_leg,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2813,NO
C004,34,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,panties_around_thighs,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2888,NO
C004,35,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,panties_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2886,NO
C004,36,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,shoulder_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2244,NO
C004,37,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,stomach_cutout,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2254,NO
C004,38,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,swimsuit_aside,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2056,NO
C004,39,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,untied_bikini_bottom,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2060,NO
C004,40,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,untied_bikini_top,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2061,NO
C004,41,EXPOSURE_CLOTHING,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,unzipped,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2062,NO
C005,1,SEX_ACT,,(none),(none),about_to_be_raped,P1_SPECIAL_OR_OVERLAP,NO,YES,,1351,NO
C005,2,SEX_ACT,,(none),(none),anal_insertion,P1_SPECIAL_OR_OVERLAP,NO,YES,,158,NO
C005,3,SEX_ACT,,(none),(none),blow_job,P1_SPECIAL_OR_OVERLAP,NO,YES,,1592,NO
C005,4,SEX_ACT,,(none),(none),bootjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,1679,NO
C005,5,SEX_ACT,,(none),(none),breast_suck,P1_SPECIAL_OR_OVERLAP,NO,YES,,2672,NO
C005,6,SEX_ACT,,(none),(none),coaching_(sexual),P1_SPECIAL_OR_OVERLAP,NO,YES,,1440,NO
C005,7,SEX_ACT,,(none),(none),cumpool,P1_SPECIAL_OR_OVERLAP,NO,YES,,1638,NO
C005,8,SEX_ACT,,(none),(none),fondling_testicles,P1_SPECIAL_OR_OVERLAP,NO,YES,,1404,NO
C005,9,SEX_ACT,,(none),(none),foot_licking,P1_SPECIAL_OR_OVERLAP,NO,YES,,1662,NO
C005,10,SEX_ACT,,(none),(none),frotting,P1_SPECIAL_OR_OVERLAP,NO,YES,,1657,NO
C005,11,SEX_ACT,,(none),(none),fuck,P1_SPECIAL_OR_OVERLAP,NO,YES,,66,NO
C005,12,SEX_ACT,,(none),(none),fucking,P1_SPECIAL_OR_OVERLAP,NO,YES,,67,NO
C005,13,SEX_ACT,,(none),(none),gangsex,P1_SPECIAL_OR_OVERLAP,NO,YES,,1617,NO
C005,14,SEX_ACT,,(none),(none),grinding_(sexual),P1_SPECIAL_OR_OVERLAP,NO,YES,,1377,NO
C005,15,SEX_ACT,,(none),(none),groupsex,P1_SPECIAL_OR_OVERLAP,NO,YES,,245,NO
C005,16,SEX_ACT,,(none),(none),imminent_insertion,P1_SPECIAL_OR_OVERLAP,NO,YES,,1314,NO
C005,17,SEX_ACT,,(none),(none),licking_nipples,P1_SPECIAL_OR_OVERLAP,NO,YES,,1384,NO
C005,18,SEX_ACT,,(none),(none),licking_own_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1494,NO
C005,19,SEX_ACT,,(none),(none),licking_testicles,P1_SPECIAL_OR_OVERLAP,NO,YES,,1436,NO
C005,20,SEX_ACT,,(none),(none),mutual_rape,P1_SPECIAL_OR_OVERLAP,NO,YES,,1505,NO
C005,21,SEX_ACT,,(none),(none),nipple_fuck,P1_SPECIAL_OR_OVERLAP,NO,YES,,1456,NO
C005,22,SEX_ACT,,(none),(none),nipple_licking,P1_SPECIAL_OR_OVERLAP,NO,YES,,1386,NO
C005,23,SEX_ACT,,(none),(none),nipple_suck,P1_SPECIAL_OR_OVERLAP,NO,YES,,2548,NO
C005,24,SEX_ACT,,(none),(none),pantyjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,1672,NO
C005,25,SEX_ACT,,(none),(none),pec_fuck,P1_SPECIAL_OR_OVERLAP,NO,YES,,1498,NO
C005,26,SEX_ACT,,(none),(none),pecfuck,P1_SPECIAL_OR_OVERLAP,NO,YES,,1680,NO
C005,27,SEX_ACT,,(none),(none),prostitute,P1_SPECIAL_OR_OVERLAP,NO,YES,,1733,NO
C005,28,SEX_ACT,,(none),(none),rape_eyes,P1_SPECIAL_OR_OVERLAP,NO,YES,,1379,NO
C005,29,SEX_ACT,,(none),(none),rapeface,P1_SPECIAL_OR_OVERLAP,NO,YES,,1670,NO
C005,30,SEX_ACT,,(none),(none),shimaidon_(sex),P1_SPECIAL_OR_OVERLAP,NO,YES,,244,NO
C005,31,SEX_ACT,,(none),(none),sucking_cock,P1_SPECIAL_OR_OVERLAP,NO,YES,,1282,NO
C005,32,SEX_ACT,,(none),(none),sucking_penis,P1_SPECIAL_OR_OVERLAP,NO,YES,,1284,NO
C005,33,SEX_ACT,,(none),(none),tablesex,P1_SPECIAL_OR_OVERLAP,NO,YES,,1666,NO
C005,34,SEX_ACT,,(none),(none),testicle_licking,P1_SPECIAL_OR_OVERLAP,NO,YES,,1437,NO
C005,35,SEX_ACT,,(none),(none),titjob,P1_SPECIAL_OR_OVERLAP,NO,YES,,526,NO
C005,36,SEX_ACT,,(none),(none),toddlersex,P1_SPECIAL_OR_OVERLAP,NO,YES,,1664,NO
C005,37,SEX_ACT,,(none),(none),trap_penetrating,P1_SPECIAL_OR_OVERLAP,NO,YES,,1728,NO
C006,1,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,backless_outfit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2206,NO
C006,2,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,backless_pants,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2075,NO
C006,3,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bare_back,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2208,NO
C006,4,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,bloomers_around_one_leg,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2935,NO
C006,5,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,center_opening,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2213,NO
C006,6,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,clothes_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2789,NO
C006,7,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,clothes_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2793,NO
C006,8,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,covering_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2305,NO
C006,9,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,covering_privates,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2306,NO
C006,10,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,crossdressing_(ftm),P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2366,NO
C006,11,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,crossdressing_(mtf),P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2367,NO
C006,12,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,crotchless,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2088,NO
C006,13,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,dress_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2215,NO
C006,14,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,dress_tug,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2307,NO
C006,15,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,hakama_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2218,NO
C006,16,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,kimono_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2221,NO
C006,17,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,kimono_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2222,NO
C006,18,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,low-cut_armhole,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2227,NO
C006,19,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,pajamas_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2237,NO
C006,20,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,pants_around_one_leg,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2878,NO
C006,21,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,pantyhose_around_legs,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2980,NO
C006,22,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,pantyhose_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2239,NO
C006,23,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,piercing_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2894,NO
C006,24,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,pubic_tattoo_visible_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2868,NO
C006,25,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,revealing_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2116,NO
C006,26,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,see-through_cleavage,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2384,NO
C006,27,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,shirt_lift,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2052,NO
C006,28,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,shirt_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2242,NO
C006,29,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,skirt_tug,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2315,NO
C006,30,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,strap_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2257,NO
C006,31,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,top_pull,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2260,NO
C006,32,OTHER,CLOTHING_EXPOSURE,visual_state,CLOTHING_STATE_EXPOSURE,wings_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2950,NO
C007,1,GENITAL,,(none),BODY_PART,beaded_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1022,NO
C007,2,GENITAL,,(none),BODY_PART,blood_from_vagina,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1174,NO
C007,3,GENITAL,,(none),BODY_PART,blue_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,962,NO
C007,4,GENITAL,,(none),BODY_PART,blue_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,802,NO
C007,5,GENITAL,,(none),BODY_PART,blue_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,896,NO
C007,6,GENITAL,,(none),BODY_PART,cat_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1079,NO
C007,7,GENITAL,,(none),BODY_PART,cat_testicles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1165,NO
C007,8,GENITAL,,(none),BODY_PART,clitoris_bar,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1039,NO
C007,9,GENITAL,,(none),BODY_PART,clitoris_ring,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,837,NO
C007,10,GENITAL,,(none),BODY_PART,curved_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1070,NO
C007,11,GENITAL,,(none),BODY_PART,dark_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,766,NO
C007,12,GENITAL,,(none),BODY_PART,green_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1216,NO
C007,13,GENITAL,,(none),BODY_PART,green_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1047,NO
C007,14,GENITAL,,(none),BODY_PART,horse_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1101,NO
C007,15,GENITAL,,(none),BODY_PART,long_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,859,NO
C007,16,GENITAL,,(none),BODY_PART,purple_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1030,NO
C007,17,GENITAL,,(none),BODY_PART,purple_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,987,NO
C007,18,GENITAL,,(none),BODY_PART,pussy_juice_in_container,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1177,NO
C007,19,GENITAL,,(none),BODY_PART,red_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1127,NO
C007,20,GENITAL,,(none),BODY_PART,red_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1086,NO
C007,21,GENITAL,,(none),BODY_PART,small_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,821,NO
C007,22,GENITAL,,(none),BODY_PART,small_testicles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,870,NO
C007,23,GENITAL,,(none),BODY_PART,smelly_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1121,NO
C007,24,GENITAL,,(none),BODY_PART,smelly_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1109,NO
C007,25,GENITAL,,(none),BODY_PART,stethoscope_on_nipple,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1178,NO
C007,26,GENITAL,,(none),BODY_PART,tail_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1053,NO
C007,27,GENITAL,,(none),BODY_PART,testicles_cross-section,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1141,NO
C007,28,GENITAL,,(none),BODY_PART,triangular_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1035,NO
C007,29,GENITAL,,(none),BODY_PART,vagina_dentata,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1210,NO
C007,30,GENITAL,,(none),BODY_PART,yellow_nipples,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1104,NO
C008,1,EXPOSURE_CLOTHING,,(none),(none),above_cleavage_cutout,P1_SPECIAL_OR_OVERLAP,NO,YES,,2587,NO
C008,2,EXPOSURE_CLOTHING,,(none),(none),beaded_panties,P1_SPECIAL_OR_OVERLAP,NO,YES,,2709,NO
C008,3,EXPOSURE_CLOTHING,,(none),(none),bra_down,P1_SPECIAL_OR_OVERLAP,NO,YES,,2687,NO
C008,4,EXPOSURE_CLOTHING,,(none),(none),clothed_female_naked_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,2567,NO
C008,5,EXPOSURE_CLOTHING,,(none),(none),clothed_male_naked_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,2556,NO
C008,6,EXPOSURE_CLOTHING,,(none),(none),clothed_male_naked_male,P1_SPECIAL_OR_OVERLAP,NO,YES,,2588,NO
C008,7,EXPOSURE_CLOTHING,,(none),(none),completely_naked,P1_SPECIAL_OR_OVERLAP,NO,YES,,639,NO
C008,8,EXPOSURE_CLOTHING,,(none),(none),naked_gakuran,P1_SPECIAL_OR_OVERLAP,NO,YES,,2563,NO
C008,9,EXPOSURE_CLOTHING,,(none),(none),naked_randoseru,P1_SPECIAL_OR_OVERLAP,NO,YES,,2546,NO
C008,10,EXPOSURE_CLOTHING,,(none),(none),naked_sleeves,P1_SPECIAL_OR_OVERLAP,NO,YES,,2530,NO
C008,11,EXPOSURE_CLOTHING,,(none),(none),naked_track_jacket,P1_SPECIAL_OR_OVERLAP,NO,YES,,2564,NO
C008,12,EXPOSURE_CLOTHING,,(none),(none),nakedapron,P1_SPECIAL_OR_OVERLAP,NO,YES,,2683,NO
C008,13,EXPOSURE_CLOTHING,,(none),(none),no_underwear_(male),P1_SPECIAL_OR_OVERLAP,NO,YES,,2731,NO
C008,14,EXPOSURE_CLOTHING,,(none),(none),nude_hoodie,P1_SPECIAL_OR_OVERLAP,NO,YES,,2582,NO
C008,15,EXPOSURE_CLOTHING,,(none),(none),nude_male_clothed_female,P1_SPECIAL_OR_OVERLAP,NO,YES,,2536,NO
C008,16,EXPOSURE_CLOTHING,,(none),(none),nude_male_clothed_male,P1_SPECIAL_OR_OVERLAP,NO,YES,,2589,NO
