cluster_id,cluster_rows,semantic_bucket,generation_family,general_root,identity_key,priority_band,is_general,is_special,general_primary_path,special_id,issue104_risk,reviewed_class,review_status,review_note
C058,3,OTHER,MULTI_ACTOR_INTERACTION,ACTION_CONTACT,oral_sandwich,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,107,NO,,,
C059,3,OTHER,NONHUMAN_INTERACTION,BODY_PART,eyed_tentacle,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1865,NO,,,
C059,3,OTHER,NONHUMAN_INTERACTION,BODY_PART,mechanical_tentacles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1847,NO,,,
C060,3,OTHER,RELATION_ROLE_CONTEXT,PERSON_COUNT,human_dog,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,1916,NO,,,
C060,3,OTHER,RELATION_ROLE_CONTEXT,PERSON_COUNT,josou_seme,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,2371,NO,,,
C061,3,OTHER,RESTRAINT_IMPLEMENT,OBJECT_PROP,chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,633,NO,,,
C061,3,OTHER,RESTRAINT_IMPLEMENT,OBJECT_PROP,stocks,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,1840,NO,,,
C062,3,RELATION_ROLE,RELATION_ROLE_CONTEXT,ACTION_CONTACT,futa_with_futa,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2342,NO,,,
C062,3,RELATION_ROLE,RELATION_ROLE_CONTEXT,ACTION_CONTACT,implied_yuri,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2370,NO,,,
C063,3,REPRO,BODY_STATE,BODY_PART,male_pregnancy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2928,NO,,,
C063,3,REPRO,BODY_STATE,BODY_PART,multiple_pregnancy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2967,NO,,,
C064,3,REPRO,FLUID_STATE_ACTION,BODY_PART,excessive_lactation,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2962,NO,,,
C064,3,REPRO,FLUID_STATE_ACTION,BODY_PART,implied_lactation,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2969,NO,,,
C065,3,RESTRAINT_BDSM,RESTRAINT_IMPLEMENT,ACTION_CONTACT,ball_and_chain_restraint,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2401,NO,,,
C065,3,RESTRAINT_BDSM,RESTRAINT_IMPLEMENT,ACTION_CONTACT,cloth_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2841,NO,,,
C066,3,SEX_DEVICE,IMPLEMENT_OBJECT,OBJECT_PROP,heart_butt_plug,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,2960,NO,,,
C066,3,SEX_DEVICE,IMPLEMENT_OBJECT,OBJECT_PROP,onahole,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,605,NO,,,
C067,3,INJURY_GORE,,(none),amputation,P1_SPECIAL_OR_OVERLAP,NO,YES,,472,NO,,,
C067,3,INJURY_GORE,,(none),crotch_stomp,P1_SPECIAL_OR_OVERLAP,NO,YES,,2718,NO,,,
C068,3,SEX_DEVICE,,(none),anal_plug,P1_SPECIAL_OR_OVERLAP,NO,YES,,1357,NO,,,
C068,3,SEX_DEVICE,,(none),butt_plug_tail,P1_SPECIAL_OR_OVERLAP,NO,YES,,1632,NO,,,
C069,2,GENITAL,,CLOTHING_STATE_EXPOSURE,convenient_breasts,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,CLOTHING_STATE_EXPOSURE,,YES,,,
C069,2,GENITAL,,CLOTHING_STATE_EXPOSURE,long_breast_curtain,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,CLOTHING_STATE_EXPOSURE,,YES,,,
C070,2,OTHER,,ACTION_CONTACT,oppai_mochi,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,ACTION_CONTACT/INTIMATE,,YES,,,
C070,2,OTHER,,ACTION_CONTACT,oppai_oppai,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,ACTION_CONTACT/INTIMATE,,YES,,,
C071,2,BODY_APPEARANCE,BODY_ATTRIBUTE,BODY_PART,colored_pubic_hair,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2740,NO,,,
C071,2,BODY_APPEARANCE,BODY_ATTRIBUTE,BODY_PART,sparse_pubic_hair,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2777,NO,,,
C072,2,FLUID_EXCRETION,CLOTHING_EXPOSURE,CLOTHING,virgin_destroyer_sweater,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2527,NO,,,
C072,2,FLUID_EXCRETION,CLOTHING_EXPOSURE,CLOTHING,virgin_killer_sweater,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2526,NO,,,
C073,2,FLUID_EXCRETION,FLUID_STATE_ACTION,EXPRESSION_EMOTION,drooling,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,2158,NO,,,
C073,2,FLUID_EXCRETION,FLUID_STATE_ACTION,EXPRESSION_EMOTION,have_to_pee,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,1979,NO,,,
C074,2,GENITAL,,OBJECT_PROP,nipple_weights,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,1077,NO,,,
C074,2,GENITAL,,OBJECT_PROP,nipple_zipper,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,1133,NO,,,
C075,2,GENITAL,ACTION_INTERACTION,GAZE_ORIENTATION,looking_at_penis,P1_SPECIAL_OR_OVERLAP,YES,YES,GAZE_ORIENTATION,735,NO,,,
C075,2,GENITAL,ACTION_INTERACTION,GAZE_ORIENTATION,looking_at_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,GAZE_ORIENTATION,961,NO,,,
C076,2,GENITAL,BODY_ATTRIBUTE,STYLE_QUALITY_META,bad_vulva,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,939,NO,,,
C076,2,GENITAL,BODY_ATTRIBUTE,STYLE_QUALITY_META,censored_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,857,NO,,,
C077,2,GENITAL,CONTEXT_MODIFIER,ACTION_CONTACT,imminent_vaginal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,540,NO,,,
C077,2,GENITAL,CONTEXT_MODIFIER,ACTION_CONTACT,implied_vaginal,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1048,NO,,,
C078,2,GENITAL,DIRECT_COMPOSITE,BODY_PART,bandaid_on_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,753,NO,,,
C078,2,GENITAL,DIRECT_COMPOSITE,BODY_PART,nipples_pressed_together,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,899,NO,,,
C079,2,OTHER,FLUID_STATE_ACTION,BODY_PART,fart,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1762,NO,,,
C079,2,OTHER,FLUID_STATE_ACTION,BODY_PART,poop,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,458,NO,,,
C080,2,OTHER,NONHUMAN_INTERACTION,(none),kankaku_shadan,P1_SPECIAL_OR_OVERLAP,YES,YES,,1852,NO,,,
C080,2,OTHER,NONHUMAN_INTERACTION,(none),mindflayer,P1_SPECIAL_OR_OVERLAP,YES,YES,,1871,NO,,,
C081,2,OTHER,NONHUMAN_INTERACTION,LIVING_NATURE,octopus_boy,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,1873,NO,,,
C081,2,OTHER,NONHUMAN_INTERACTION,LIVING_NATURE,scylla,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,1874,NO,,,
C082,2,OTHER,POSE_COMPOSITION,CLOTHING,downpants,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,2138,NO,,,
C082,2,OTHER,POSE_COMPOSITION,CLOTHING,top-down_bottom-up,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,134,NO,,,
C083,2,OTHER,POSE_COMPOSITION,CLOTHING_STATE_EXPOSURE,pantyshot,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,645,NO,,,
C083,2,OTHER,POSE_COMPOSITION,CLOTHING_STATE_EXPOSURE,upskirt,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2139,NO,,,
C084,2,OTHER,REACTION_STATE,EXPRESSION_EMOTION,naughty_face,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,649,NO,,,
C084,2,OTHER,REACTION_STATE,EXPRESSION_EMOTION,torogao,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,650,NO,,,
C085,2,OTHER,RELATION_ROLE_CONTEXT,(none),inseki,P1_SPECIAL_OR_OVERLAP,YES,YES,,2321,NO,,,
C085,2,OTHER,RELATION_ROLE_CONTEXT,(none),race_fetishism,P1_SPECIAL_OR_OVERLAP,YES,YES,,1243,NO,,,
C086,2,OTHER,RESTRAINT_ACTION,CLOTHING,shibari_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,1931,NO,,,
C086,2,OTHER,RESTRAINT_ACTION,CLOTHING,shrimp_tie,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,1932,NO,,,
C087,2,OTHER,RESTRAINT_IMPLEMENT,CLOTHING,gimp_suit,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/COSTUME,1827,NO,,,
C087,2,OTHER,RESTRAINT_IMPLEMENT,CLOTHING,padlocked_chastity_cage,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/EVERYDAY,921,NO,,,
C088,2,OTHER,SCENE_CONTEXT,PLACE_BACKGROUND,glory_wall,P1_SPECIAL_OR_OVERLAP,YES,YES,PLACE_BACKGROUND,501,NO,,,
C088,2,OTHER,SCENE_CONTEXT,PLACE_BACKGROUND,walk-in,P1_SPECIAL_OR_OVERLAP,YES,YES,PLACE_BACKGROUND,2154,NO,,,
C089,2,OTHER,SELF_ACTION,ACTION_CONTACT,autocunnilingus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,680,NO,,,
C089,2,OTHER,SELF_ACTION,ACTION_CONTACT,crotch_rub,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,85,NO,,,
C090,2,RESTRAINT_BDSM,,CLOTHING_STATE_EXPOSURE,blindfold_slip,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2450,NO,,,
C090,2,RESTRAINT_BDSM,,CLOTHING_STATE_EXPOSURE,torn_blindfold,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2477,NO,,,
C091,2,RESTRAINT_BDSM,RESTRAINT_ACTION,ACTION_CONTACT,bondage,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1897,NO,,,
C091,2,RESTRAINT_BDSM,RESTRAINT_ACTION,ACTION_CONTACT,self_bondage,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1928,NO,,,
C092,2,RESTRAINT_BDSM,RESTRAINT_IMPLEMENT,LIVING_NATURE,improvised_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,2511,NO,,,
C092,2,RESTRAINT_BDSM,RESTRAINT_IMPLEMENT,LIVING_NATURE,spider_gag,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,2510,NO,,,
C093,2,SEX_ACT,CLOTHING_EXPOSURE,ACTION_CONTACT,breast_sucking_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2938,NO,,,
C093,2,SEX_ACT,CLOTHING_EXPOSURE,ACTION_CONTACT,cumdrip_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2956,NO,,,
C094,2,SEX_ACT,FLUID_STATE_ACTION,ACTION_CONTACT,cumdrip,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,363,NO,,,
C094,2,SEX_ACT,FLUID_STATE_ACTION,ACTION_CONTACT,ejaculating_while_penetrated,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,365,NO,,,
C095,2,SEX_ACT,NONHUMAN_INTERACTION,ACTION_CONTACT,animal_insertion,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,492,NO,,,
C095,2,SEX_ACT,NONHUMAN_INTERACTION,ACTION_CONTACT,animal_sexualization,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,1242,NO,,,
C096,2,SEX_ACT,SELF_ACTION,ACTION_CONTACT,autofellatio,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,704,NO,,,
C096,2,SEX_ACT,SELF_ACTION,ACTION_CONTACT,masturbating_while_watching,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,938,NO,,,
C097,2,BODY_APPEARANCE,,(none),fleshlight,P1_SPECIAL_OR_OVERLAP,NO,YES,,608,NO,,,
C097,2,BODY_APPEARANCE,,(none),molester,P1_SPECIAL_OR_OVERLAP,NO,YES,,1397,NO,,,
C098,2,RELATION_ROLE,,(none),futa,P1_SPECIAL_OR_OVERLAP,NO,YES,,1602,NO,,,
C098,2,RELATION_ROLE,,(none),lolicon,P1_SPECIAL_OR_OVERLAP,NO,YES,,1575,NO,,,
C099,2,REPRO,,(none),impregnation_request,P1_SPECIAL_OR_OVERLAP,NO,YES,,2614,NO,,,
C099,2,REPRO,,(none),uterus_view,P1_SPECIAL_OR_OVERLAP,NO,YES,,2189,NO,,,
C100,1,GENITAL,,(none),iced_latte_with_breast_milk_(meme),P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,,,YES,,,
C101,1,GENITAL,,BODY_PART,knee_boobs,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,BODY_PART,,YES,,,
C102,1,OTHER,,CLOTHING_STATE_EXPOSURE,undone_duijin,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,CLOTHING_STATE_EXPOSURE,,NO,,,
C103,1,RELATION_ROLE,,(none),japan-korea_yuri_(meme),P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,NO,,,YES,,,
C104,1,GENITAL,,ACTION_CONTACT,penis_rest,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,YES,ACTION_CONTACT/INTIMATE,966,NO,,,
C105,1,GENITAL,CLOTHING_EXPOSURE,CLOTHING_STATE_EXPOSURE,breast_drop,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,YES,CLOTHING_STATE_EXPOSURE,3027,YES,,,
C106,1,OTHER,MACHINE_STRUCTURED,ACTION_CONTACT,riding_machine,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,YES,ACTION_CONTACT/INTERACTION,311,NO,,,
C107,1,REPRO,POSE_COMPOSITION,POSE_MOVEMENT,uterus_pose,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,YES,YES,POSE_MOVEMENT,3059,YES,,,
C108,1,GENITAL,BODY_ATTRIBUTE,(none),cospussy,P0_PREVIOUSLY_REVIEWED_UNRESOLVED,NO,YES,,3061,YES,,,
C109,1,BODY_APPEARANCE,,BODY_PART,dark_labia,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,785,NO,,,
C110,1,BODY_APPEARANCE,NONHUMAN_INTERACTION,BODY_PART,veiny_tentacles,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1890,NO,,,
C111,1,BODY_APPEARANCE,NONHUMAN_INTERACTION,CLOTHING,tentacle_hair_ornament,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1882,NO,,,
C112,1,BODY_APPEARANCE,RELATION_ROLE_CONTEXT,ACTION_CONTACT,sleep_molestation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,432,NO,,,
C113,1,EXPOSURE_CLOTHING,,ACTION_CONTACT,cleavage_cutout_tug,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2494,NO,,,
C114,1,EXPOSURE_CLOTHING,ACTION_INTERACTION,ACTION_CONTACT,smelling_underwear,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2336,NO,,,
C115,1,EXPOSURE_CLOTHING,INSERTION_STRUCTURED,CLOTHING_STATE_EXPOSURE,fingering_through_panties,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,176,NO,,,
C116,1,FLUID_EXCRETION,,OBJECT_PROP,piss_bottle,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,2487,NO,,,
C117,1,FLUID_EXCRETION,CLOTHING_EXPOSURE,BODY_PART,midriff_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2808,NO,,,
C118,1,FLUID_EXCRETION,CLOTHING_EXPOSURE,CLOTHING_STATE_EXPOSURE,skirt_peek,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2876,NO,,,
C119,1,FLUID_EXCRETION,CONTEXT_MODIFIER,ACTION_CONTACT,implied_peeing,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2475,NO,,,
C120,1,GENITAL,,CLOTHING_STATE_EXPOSURE,covered_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,795,NO,,,
C121,1,GENITAL,,STYLE_QUALITY_META,fake_penis_shadow,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,1117,NO,,,
C122,1,GENITAL,BODY_ATTRIBUTE,ACTION_CONTACT,spread_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2,NO,,,
C123,1,GENITAL,BODY_ATTRIBUTE,CLOTHING,nipple_tassels,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,890,NO,,,
C124,1,GENITAL,BODY_ATTRIBUTE,EXPRESSION_EMOTION,penis_awe,P1_SPECIAL_OR_OVERLAP,YES,YES,EXPRESSION_EMOTION,594,NO,,,
C125,1,GENITAL,BODY_ATTRIBUTE,TEXT_SYMBOL,penis_chart,P1_SPECIAL_OR_OVERLAP,YES,YES,TEXT_SYMBOL/SYMBOL,1021,NO,,,
C126,1,GENITAL,BODY_STATE,ACTION_CONTACT,breasts_squeezed_together,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,2803,NO,,,
C127,1,GENITAL,BODY_STATE,BODY_PART,anal_prolapse,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,145,NO,,,
C128,1,GENITAL,DIRECT_COMPOSITE,OBJECT_PROP,dick_in_a_box,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP/DAILY,1116,NO,,,
C129,1,GENITAL,DIRECT_COMPOSITE,POSE_MOVEMENT,ofuda_on_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,828,NO,,,
C130,1,GENITAL,FLUID_STATE_ACTION,OBJECT_PROP,breast_pump,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,2191,NO,,,
C131,1,GENITAL,IMPLEMENT_OBJECT,ACTION_CONTACT,anal_beads,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,266,NO,,,
C132,1,GENITAL,IMPLEMENT_OBJECT,COLOR_APPEARANCE,mismatched_nipple_piercing,P1_SPECIAL_OR_OVERLAP,YES,YES,COLOR_APPEARANCE,1147,NO,,,
C133,1,GENITAL,MULTI_ACTOR_INTERACTION,ACTION_CONTACT,cooperative_breast_smother,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,2028,NO,,,
C134,1,GENITAL,POSE_COMPOSITION,ACTION_CONTACT,presenting_own_anus,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,839,NO,,,
C135,1,GENITAL,POSE_COMPOSITION,COMPOSITION_CAMERA,pussy_focus,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,515,NO,,,
C136,1,GENITAL,RESTRAINT_IMPLEMENT,CLOTHING,nipple_chain,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,1722,NO,,,
C137,1,GENITAL,SELF_ACTION,ACTION_CONTACT,spreading_own_pussy,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,512,NO,,,
C138,1,INJURY_GORE,DAMAGE_STATE_ACTION,BODY_PART,triple_amputee,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1769,NO,,,
C139,1,INJURY_GORE,RESTRAINT_ACTION,ACTION_CONTACT,torture,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,421,NO,,,
C140,1,INJURY_GORE,RESTRAINT_IMPLEMENT,ACTION_CONTACT,torture_instruments,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,422,NO,,,
C141,1,OTHER,,(none),jinki-style_restrained,P1_SPECIAL_OR_OVERLAP,YES,YES,,2753,NO,,,
C142,1,OTHER,ACTION_INTERACTION,BODY_PART,torso_grab,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,61,NO,,,
C143,1,OTHER,BODY_STATE,ACTION_CONTACT,gaping,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1758,NO,,,
C144,1,OTHER,BODY_STATE,CLOTHING_STATE_EXPOSURE,erection_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2195,NO,,,
C145,1,OTHER,CLOTHING_EXPOSURE,BODY_PART,toe_cleavage,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2403,NO,,,
C146,1,OTHER,CLOTHING_EXPOSURE,POSE_MOVEMENT,bouncing_ass,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,2850,NO,,,
C147,1,OTHER,CLOTHING_EXPOSURE,TEXT_SYMBOL,v_over_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,TEXT_SYMBOL/SYMBOL,2973,NO,,,
C148,1,OTHER,CONTEXT_MODIFIER,BODY_PART,implied_erection,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,2751,NO,,,
C149,1,OTHER,DAMAGE_STATE_ACTION,ACTION_CONTACT,decapitation,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTERACTION,1766,NO,,,
C150,1,OTHER,DAMAGE_STATE_ACTION,LIVING_NATURE,skeleton,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,2167,NO,,,
C151,1,OTHER,DAMAGE_STATE_ACTION,STYLE_QUALITY_META,guro,P1_SPECIAL_OR_OVERLAP,YES,YES,STYLE_QUALITY_META,470,NO,,,
C152,1,OTHER,DIRECT_COMPOSITE,CLOTHING_STATE_EXPOSURE,erection_under_blanket,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,2742,NO,,,
C153,1,OTHER,FLUID_STATE_ACTION,(none),personality_excrement,P1_SPECIAL_OR_OVERLAP,YES,YES,,457,NO,,,
C154,1,OTHER,IMPLEMENT_OBJECT,ACTION_CONTACT,strap-on,P1_SPECIAL_OR_OVERLAP,YES,YES,ACTION_CONTACT/INTIMATE,287,NO,,,
C155,1,OTHER,IMPLEMENT_OBJECT,BODY_PART,labia_piercing,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,865,NO,,,
C156,1,OTHER,IMPLEMENT_OBJECT,OBJECT_PROP,prostate_massager,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,603,NO,,,
C157,1,OTHER,INSERTION_STRUCTURED,CLOTHING_STATE_EXPOSURE,fingering_through_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,175,NO,,,
C158,1,OTHER,INSERTION_STRUCTURED,LIVING_NATURE,impaled,P1_SPECIAL_OR_OVERLAP,YES,YES,LIVING_NATURE/CREATURE,758,NO,,,
C159,1,OTHER,INSERTION_STRUCTURED,OBJECT_PROP,urethral_beads,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,209,NO,,,
C160,1,OTHER,MULTI_ACTOR_INTERACTION,(none),shimaidon,P1_SPECIAL_OR_OVERLAP,YES,YES,,241,NO,,,
C161,1,OTHER,NONHUMAN_INTERACTION,CLOTHING_STATE_EXPOSURE,tentacles_under_clothes,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,1851,NO,,,
C162,1,OTHER,NONHUMAN_INTERACTION,OBJECT_PROP,suction_tentacles,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,1878,NO,,,
C163,1,OTHER,NONHUMAN_INTERACTION,PERSON_COUNT,tentacle_girl,P1_SPECIAL_OR_OVERLAP,YES,YES,PERSON_COUNT,1880,NO,,,
C164,1,OTHER,NONHUMAN_INTERACTION,PLACE_BACKGROUND,tentacle_pit,P1_SPECIAL_OR_OVERLAP,YES,YES,PLACE_BACKGROUND,1848,NO,,,
C165,1,OTHER,POSE_COMPOSITION,BODY_PART,knees_to_chest,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1750,NO,,,
C166,1,OTHER,POSE_COMPOSITION,COLOR_APPEARANCE,folded,P1_SPECIAL_OR_OVERLAP,YES,YES,COLOR_APPEARANCE,1747,NO,,,
C167,1,OTHER,POSE_COMPOSITION,COMPOSITION_CAMERA,pov_crotch,P1_SPECIAL_OR_OVERLAP,YES,YES,COMPOSITION_CAMERA,2809,NO,,,
C168,1,OTHER,RELATION_ROLE_CONTEXT,OBJECT_PROP,trap,P1_SPECIAL_OR_OVERLAP,YES,YES,OBJECT_PROP,2374,NO,,,
C169,1,OTHER,RESTRAINT_ACTION,POSE_MOVEMENT,legs_bound_apart,P1_SPECIAL_OR_OVERLAP,YES,YES,POSE_MOVEMENT,1919,NO,,,
C170,1,OTHER,RESTRAINT_IMPLEMENT,BODY_PART,tongue_clamp,P1_SPECIAL_OR_OVERLAP,YES,YES,BODY_PART,1842,NO,,,
C171,1,OTHER,SCENE_CONTEXT,CLOTHING_STATE_EXPOSURE,zenra,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING_STATE_EXPOSURE,664,NO,,,
C172,1,OTHER,SELF_ACTION,CLOTHING,table_humping,P1_SPECIAL_OR_OVERLAP,YES,YES,CLOTHING/ACCESSORY,94,NO,,,
