subject_type,subject_key,relation_type,object_key,authority_type,evidence_basis,source_url,source_claim,review_state,source_provenance,migration_class
Family,funamusea,FAMILY_HOME,funamusea,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'funamusea' equals the unique in-catalog Copyright root 'funamusea'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=funamusea; candidate_root_hint=funamusea; state=PASS,SAFE_TO_MIGRATE
Family,fushigi_mahou_fun_fun_pharmacy,FAMILY_HOME,fushigi_mahou_fun_fun_pharmacy,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'fushigi_mahou_fun_fun_pharmacy' equals the unique in-catalog Copyright root 'fushigi_mahou_fun_fun_pharmacy'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=fushigi_mahou_fun_fun_pharmacy; candidate_root_hint=fushigi_mahou_fun_fun_pharmacy; state=PASS,SAFE_TO_MIGRATE
Family,fushigi_na_neko_no_machi_meltier,FAMILY_HOME,fushigi_na_neko_no_machi_meltier,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'fushigi_na_neko_no_machi_meltier' equals the unique in-catalog Copyright root 'fushigi_na_neko_no_machi_meltier'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=fushigi_na_neko_no_machi_meltier; candidate_root_hint=fushigi_na_neko_no_machi_meltier; state=PASS,SAFE_TO_MIGRATE
Family,fuurai_no_shiren,FAMILY_HOME,fuurai_no_shiren,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'fuurai_no_shiren' equals the unique in-catalog Copyright root 'fuurai_no_shiren'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=fuurai_no_shiren; candidate_root_hint=fuurai_no_shiren; state=PASS,SAFE_TO_MIGRATE
Family,fuuto_tantei,FAMILY_HOME,fuuto_tantei,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'fuuto_tantei' equals the unique in-catalog Copyright root 'fuuto_tantei'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=fuuto_tantei; candidate_root_hint=fuuto_tantei; state=PASS,SAFE_TO_MIGRATE
Family,gachiakuta,FAMILY_HOME,gachiakuta,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gachiakuta' equals the unique in-catalog Copyright root 'gachiakuta'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gachiakuta; candidate_root_hint=gachiakuta; state=PASS,SAFE_TO_MIGRATE
Family,gakkou_gurashi,FAMILY_HOME,gakkou_gurashi!,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gakkou_gurashi' equals the unique in-catalog Copyright root 'gakkou_gurashi!'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gakkou_gurashi; candidate_root_hint=gakkou_gurashi!; state=PASS,SAFE_TO_MIGRATE
Family,gameoverse,FAMILY_HOME,gameoverse,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gameoverse' equals the unique in-catalog Copyright root 'gameoverse'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gameoverse; candidate_root_hint=gameoverse; state=PASS,SAFE_TO_MIGRATE
Family,ganbare_goemon,FAMILY_HOME,ganbare_goemon,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ganbare_goemon' equals the unique in-catalog Copyright root 'ganbare_goemon'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ganbare_goemon; candidate_root_hint=ganbare_goemon; state=PASS,SAFE_TO_MIGRATE
Family,gankutsuou,FAMILY_HOME,gankutsuou,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gankutsuou' equals the unique in-catalog Copyright root 'gankutsuou'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gankutsuou; candidate_root_hint=gankutsuou; state=PASS,SAFE_TO_MIGRATE
Family,gegege_no_kitarou,FAMILY_HOME,gegege_no_kitarou,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gegege_no_kitarou' equals the unique in-catalog Copyright root 'gegege_no_kitarou'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gegege_no_kitarou; candidate_root_hint=gegege_no_kitarou; state=PASS,SAFE_TO_MIGRATE
Family,gekijouban_mononoke,FAMILY_HOME,gekijouban_mononoke,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gekijouban_mononoke' equals the unique in-catalog Copyright root 'gekijouban_mononoke'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gekijouban_mononoke; candidate_root_hint=gekijouban_mononoke; state=PASS,SAFE_TO_MIGRATE
Family,gekkou_no_carnevale,FAMILY_HOME,gekkou_no_carnevale,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gekkou_no_carnevale' equals the unique in-catalog Copyright root 'gekkou_no_carnevale'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gekkou_no_carnevale; candidate_root_hint=gekkou_no_carnevale; state=PASS,SAFE_TO_MIGRATE
Family,genjitsu_no_yohane,FAMILY_HOME,genjitsu_no_yohane,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'genjitsu_no_yohane' equals the unique in-catalog Copyright root 'genjitsu_no_yohane'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=genjitsu_no_yohane; candidate_root_hint=genjitsu_no_yohane; state=PASS,SAFE_TO_MIGRATE
Family,genshin_impact,FAMILY_HOME,genshin_impact,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://genshin.hoyoverse.com/,HoYoverse official Genshin Impact site.,VALIDATED,BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; second-review=BATCH_A_REMAINING_7_SECOND_REVIEW_V2.csv; key=genshin_impact; candidate_root=genshin_impact; state=PASS,SAFE_TO_MIGRATE
Family,gfriend,FAMILY_HOME,gfriend,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gfriend' equals the unique in-catalog Copyright root 'gfriend'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gfriend; candidate_root_hint=gfriend; state=PASS,SAFE_TO_MIGRATE
Family,ghost_trick,FAMILY_HOME,ghost_trick,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'ghost_trick' equals the unique in-catalog Copyright root 'ghost_trick'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=ghost_trick; candidate_root_hint=ghost_trick; state=PASS,SAFE_TO_MIGRATE
Family,giant_robo,FAMILY_HOME,giant_robo,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'giant_robo' equals the unique in-catalog Copyright root 'giant_robo'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=giant_robo; candidate_root_hint=giant_robo; state=PASS,SAFE_TO_MIGRATE
Family,gintama,FAMILY_HOME,gintama,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gintama' equals the unique in-catalog Copyright root 'gintama'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gintama; candidate_root_hint=gintama; state=PASS,SAFE_TO_MIGRATE
Family,girl_cafe_gun,FAMILY_HOME,girl_cafe_gun,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'girl_cafe_gun' equals the unique in-catalog Copyright root 'girl_cafe_gun'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=girl_cafe_gun; candidate_root_hint=girl_cafe_gun; state=PASS,SAFE_TO_MIGRATE
Family,girlish_number,FAMILY_HOME,girlish_number,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'girlish_number' equals the unique in-catalog Copyright root 'girlish_number'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=girlish_number; candidate_root_hint=girlish_number; state=PASS,SAFE_TO_MIGRATE
Family,girls'_frontline,FAMILY_HOME,girls'_frontline,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,"Second-reviewed Issue #180 exact qualifier review: family key ""girls'_frontline"" equals the unique in-catalog Copyright root ""girls'_frontline""; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.",VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=girls'_frontline; candidate_root_hint=girls'_frontline; state=PASS,SAFE_TO_MIGRATE
Family,girls'_frontline_2,FAMILY_HOME,girls'_frontline_2:_exilium,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://gf2.haoplay.com/,Official Girls' Frontline 2: Exilium site supports normalized root.,VALIDATED,P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; second-review=P1_P3_AUTHORITY_SECOND_REVIEW_V1.csv; key=girls'_frontline_2; candidate_root=girls'_frontline_2:_exilium; state=PASS,SAFE_TO_MIGRATE
Family,girls_band_cry,FAMILY_HOME,girls_band_cry,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'girls_band_cry' equals the unique in-catalog Copyright root 'girls_band_cry'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=girls_band_cry; candidate_root_hint=girls_band_cry; state=PASS,SAFE_TO_MIGRATE
Family,girls_und_panzer,FAMILY_HOME,girls_und_panzer,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'girls_und_panzer' equals the unique in-catalog Copyright root 'girls_und_panzer'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=girls_und_panzer; candidate_root_hint=girls_und_panzer; state=PASS,SAFE_TO_MIGRATE
Family,given,FAMILY_HOME,given,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'given' equals the unique in-catalog Copyright root 'given'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=given; candidate_root_hint=given; state=PASS,SAFE_TO_MIGRATE
Family,gj-bu,FAMILY_HOME,gj-bu,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gj-bu' equals the unique in-catalog Copyright root 'gj-bu'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gj-bu; candidate_root_hint=gj-bu; state=PASS,SAFE_TO_MIGRATE
Family,gnosia,FAMILY_HOME,gnosia,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gnosia' equals the unique in-catalog Copyright root 'gnosia'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gnosia; candidate_root_hint=gnosia; state=PASS,SAFE_TO_MIGRATE
Family,go!_go!_gris!,FAMILY_HOME,go!_go!_gris!,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'go!_go!_gris!' equals the unique in-catalog Copyright root 'go!_go!_gris!'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=go!_go!_gris!; candidate_root_hint=go!_go!_gris!; state=PASS,SAFE_TO_MIGRATE
Family,goblin_slayer!,FAMILY_HOME,goblin_slayer!,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'goblin_slayer!' equals the unique in-catalog Copyright root 'goblin_slayer!'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=goblin_slayer!; candidate_root_hint=goblin_slayer!; state=PASS,SAFE_TO_MIGRATE
Family,god_eater,FAMILY_HOME,god_eater,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'god_eater' equals the unique in-catalog Copyright root 'god_eater'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=god_eater; candidate_root_hint=god_eater; state=PASS,SAFE_TO_MIGRATE
Family,god_eater_burst,FAMILY_HOME,god_eater_burst,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'god_eater_burst' equals the unique in-catalog Copyright root 'god_eater_burst'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=god_eater_burst; candidate_root_hint=god_eater_burst; state=PASS,SAFE_TO_MIGRATE
Family,gokurakugai,FAMILY_HOME,gokurakugai,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gokurakugai' equals the unique in-catalog Copyright root 'gokurakugai'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gokurakugai; candidate_root_hint=gokurakugai; state=PASS,SAFE_TO_MIGRATE
Family,gokushufudou,FAMILY_HOME,gokushufudou,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gokushufudou' equals the unique in-catalog Copyright root 'gokushufudou'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gokushufudou; candidate_root_hint=gokushufudou; state=PASS,SAFE_TO_MIGRATE
Family,golden_kamuy,FAMILY_HOME,golden_kamuy,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'golden_kamuy' equals the unique in-catalog Copyright root 'golden_kamuy'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=golden_kamuy; candidate_root_hint=golden_kamuy; state=PASS,SAFE_TO_MIGRATE
Family,golden_sun,FAMILY_HOME,golden_sun,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'golden_sun' equals the unique in-catalog Copyright root 'golden_sun'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=golden_sun; candidate_root_hint=golden_sun; state=PASS,SAFE_TO_MIGRATE
Family,good_omens,FAMILY_HOME,good_omens,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'good_omens' equals the unique in-catalog Copyright root 'good_omens'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=good_omens; candidate_root_hint=good_omens; state=PASS,SAFE_TO_MIGRATE
Family,gorillaz,FAMILY_HOME,gorillaz,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gorillaz' equals the unique in-catalog Copyright root 'gorillaz'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gorillaz; candidate_root_hint=gorillaz; state=PASS,SAFE_TO_MIGRATE
Family,gouma_reifuden_izuna,FAMILY_HOME,gouma_reifuden_izuna,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gouma_reifuden_izuna' equals the unique in-catalog Copyright root 'gouma_reifuden_izuna'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gouma_reifuden_izuna; candidate_root_hint=gouma_reifuden_izuna; state=PASS,SAFE_TO_MIGRATE
Family,granblue_fantasy,FAMILY_HOME,granblue_fantasy,FIRST_PARTY_REVIEWED,EXTERNAL_AUTHORITY,https://anime.granbluefantasy.jp/1st/character/,Official Granblue anime character page lists Gran and other Granblue characters.,VALIDATED,ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; second-review=ROOT_REVIEW_BATCH_A_SECOND_REVIEW_V1.csv; key=granblue_fantasy; candidate_root=granblue_fantasy; state=PASS,SAFE_TO_MIGRATE
Family,grandia,FAMILY_HOME,grandia,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'grandia' equals the unique in-catalog Copyright root 'grandia'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=grandia; candidate_root_hint=grandia; state=PASS,SAFE_TO_MIGRATE
Family,grappler_baki,FAMILY_HOME,grappler_baki,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'grappler_baki' equals the unique in-catalog Copyright root 'grappler_baki'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=grappler_baki; candidate_root_hint=grappler_baki; state=PASS,SAFE_TO_MIGRATE
Family,gravity_daze,FAMILY_HOME,gravity_daze,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'gravity_daze' equals the unique in-catalog Copyright root 'gravity_daze'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=gravity_daze; candidate_root_hint=gravity_daze; state=PASS,SAFE_TO_MIGRATE
Family,grimlight,FAMILY_HOME,grimlight,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'grimlight' equals the unique in-catalog Copyright root 'grimlight'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=grimlight; candidate_root_hint=grimlight; state=PASS,SAFE_TO_MIGRATE
Family,grimms_notes,FAMILY_HOME,grimms_notes,EXACT_COPYRIGHT_REVIEWED,REVIEWED_QUALIFIER_COPYRIGHT,,Second-reviewed Issue #180 exact qualifier review: family key 'grimms_notes' equals the unique in-catalog Copyright root 'grimms_notes'; candidate_authority=EXACT_QUALIFIER_EQUALS_COPYRIGHT_TAG.,VALIDATED,GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; second-review=GLOBAL_EXACT_COPYRIGHT_SECOND_REVIEW_V1.csv; key=grimms_notes; candidate_root_hint=grimms_notes; state=PASS,SAFE_TO_MIGRATE
