identity_key,primary_path,general_status,general_confidence
crowded,PERSON_COUNT,PROPOSED,HIGH
cruise_ship,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
cruiser,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
cruiser_(eve_online),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
cupid,PERSON_COUNT,PROPOSED,HIGH
cyborg,PERSON_COUNT,PROPOSED,HIGH
cycling_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
cyclops,PERSON_COUNT,PROPOSED,HIGH
d-wheel,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dahlia_academy_boarding_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
daito_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
dancer,PERSON_COUNT,PROPOSED,HIGH
dancer_(fire_emblem:_three_houses),PERSON_COUNT,PROPOSED,HIGH
dark-skinned_female,PERSON_COUNT,PROPOSED,HIGH
dark-skinned_male,PERSON_COUNT,PROPOSED,HIGH
dark_cure_(precure),PERSON_COUNT,PROPOSED,HIGH
dark_elf,PERSON_COUNT,PROPOSED,HIGH
dark_mage_(fire_emblem_awakening),PERSON_COUNT,PROPOSED,HIGH
dark_mage_(fire_emblem_fates),PERSON_COUNT,PROPOSED,HIGH
dark_persona,PERSON_COUNT,PROPOSED,HIGH
dark_signer_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
dassault_rafale,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
datsun,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
datsun_240z,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dealer_(gambling),PERSON_COUNT,PROPOSED,HIGH
death_guard,PERSON_COUNT,PROPOSED,HIGH
death_korps_of_krieg,PERSON_COUNT,PROPOSED,HIGH
deer_boy,PERSON_COUNT,PROPOSED,HIGH
deer_girl,PERSON_COUNT,PROPOSED,HIGH
delinquent,PERSON_COUNT,PROPOSED,HIGH
delmogeny_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
delorean,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
demon_boy,PERSON_COUNT,PROPOSED,HIGH
demon_girl,PERSON_COUNT,PROPOSED,HIGH
demon_king_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
demon_slayer_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
dentist,PERSON_COUNT,PROPOSED,HIGH
desi,PERSON_COUNT,PROPOSED,HIGH
destroid,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
destroyer,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
destroyer_(eve_online),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
detective,PERSON_COUNT,PROPOSED,HIGH
deuman,PERSON_COUNT,PROPOSED,HIGH
devyat'_association_north_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
diasomnia_dorm_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
dieci_association_south_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
diesel_locomotive,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dinosaur_boy,PERSON_COUNT,PROPOSED,HIGH
dinosaur_girl,PERSON_COUNT,PROPOSED,HIGH
director,PERSON_COUNT,PROPOSED,HIGH
dirigible,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dirtbike,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dive_bomber,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
diverdiva,PERSON_COUNT,PROPOSED,HIGH
divine_being,PERSON_COUNT,PROPOSED,HIGH
divine_entity,PERSON_COUNT,PROPOSED,HIGH
dj,PERSON_COUNT,PROPOSED,HIGH
doctor,PERSON_COUNT,PROPOSED,HIGH
dodge_challenger,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dodge_charger,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dodge_viper,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dog_boy,PERSON_COUNT,PROPOSED,HIGH
dog_girl,PERSON_COUNT,PROPOSED,HIGH
doki_doki_literature_club_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
dolphin_girl,PERSON_COUNT,PROPOSED,HIGH
domino_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
donkey_girl,PERSON_COUNT,PROPOSED,HIGH
doppelganger,PERSON_COUNT,PROPOSED,HIGH
doting_parent,PERSON_COUNT,PROPOSED,HIGH
double-decker_bus,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
doukyuusei_2_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
drag_queen,PERSON_COUNT,PROPOSED,HIGH
dragon_boy,PERSON_COUNT,PROPOSED,HIGH
dragon_girl,PERSON_COUNT,PROPOSED,HIGH
dragonborn_(d&d),PERSON_COUNT,PROPOSED,MEDIUM
dragoon,PERSON_COUNT,PROPOSED,HIGH
dragoon_(kirby),OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
draph,PERSON_COUNT,PROPOSED,HIGH
dream_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
dream_c_club_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
droid,PERSON_COUNT,PROPOSED,HIGH
dropship,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
druid,PERSON_COUNT,PROPOSED,HIGH
ducati,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
duck_boy,PERSON_COUNT,PROPOSED,HIGH
duck_girl,PERSON_COUNT,PROPOSED,HIGH
duel_academy_uniform_(yu-gi-oh!_5d's),CLOTHING/UNIFORM,PROPOSED,MEDIUM
duel_academy_uniform_(yu-gi-oh!_gx),CLOTHING/UNIFORM,PROPOSED,MEDIUM
dump_truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
dunmer,PERSON_COUNT,PROPOSED,HIGH
dwarf,PERSON_COUNT,PROPOSED,HIGH
e16a_zuiun,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
earth_federation,PERSON_COUNT,PROPOSED,HIGH
earth_federation_space_forces,PERSON_COUNT,PROPOSED,HIGH
east_asian,PERSON_COUNT,PROPOSED,HIGH
eden_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
eel_boy,PERSON_COUNT,PROPOSED,HIGH
eel_girl,PERSON_COUNT,PROPOSED,HIGH
eldar,PERSON_COUNT,PROPOSED,HIGH
electric_locomotive,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
electronic_warfare_ship_(eve_online),OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
elementary_schoolmate_(idolmaster),PERSON_COUNT,PROPOSED,MEDIUM
elephant_boy,PERSON_COUNT,PROPOSED,HIGH
elephant_girl,PERSON_COUNT,PROPOSED,HIGH
elevator_operator,PERSON_COUNT,PROPOSED,HIGH
elezen,PERSON_COUNT,PROPOSED,HIGH
elf,PERSON_COUNT,PROPOSED,HIGH
elvaan,PERSON_COUNT,PROPOSED,MEDIUM
emperor's_children,PERSON_COUNT,PROPOSED,MEDIUM
employee_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
enoshima_electric_railway,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
eremite_(faction),PERSON_COUNT,PROPOSED,MEDIUM
evangelion_(mecha),OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
everyone,PERSON_COUNT,PROPOSED,MEDIUM
excalibur_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
excavator,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
exiting_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
expedition_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
exploration_ship_(eve_online),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
exs-slave,OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
externally_piloted_mecha,OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
f-14_tomcat,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f-15_eagle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f-18_hornet,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f-22_raptor,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f-4_phantom_ii,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f/a-18e_super_hornet,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f4f_wildcat,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f4u_corsair,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
f6f_hellcat,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
fallen_angel,PERSON_COUNT,PROPOSED,MEDIUM
familia_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
family,PERSON_COUNT,PROPOSED,MEDIUM
family_tree,PERSON_COUNT,PROPOSED,MEDIUM
fast_food_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
father_and_child,PERSON_COUNT,PROPOSED,HIGH
father_and_daughter,PERSON_COUNT,PROPOSED,HIGH
father_and_son,PERSON_COUNT,PROPOSED,HIGH
fatherly,PERSON_COUNT,PROPOSED,MEDIUM
fbi,PERSON_COUNT,PROPOSED,MEDIUM
federation_navy_(eve_online),PERSON_COUNT,PROPOSED,MEDIUM
female_butler,PERSON_COUNT,PROPOSED,MEDIUM
female_goblin,PERSON_COUNT,PROPOSED,MEDIUM
female_orc,PERSON_COUNT,PROPOSED,MEDIUM
female_pervert,PERSON_COUNT,PROPOSED,MEDIUM
feminization,PERSON_COUNT,PROPOSED,MEDIUM
fen_cichlid_girls_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fenix_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fenrir_(ff7),OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
fenrir_(vehicle),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ferrari,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
fiat,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
fiat_500,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
fictional_aircraft,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
fighter_jet,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
finnish_army,PERSON_COUNT,PROPOSED,MEDIUM
fire_truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
firefighter,PERSON_COUNT,PROPOSED,HIGH
firefighter_jacket,CLOTHING/UNIFORM,PROPOSED,HIGH
first_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fish_boy,PERSON_COUNT,PROPOSED,HIGH
fish_girl,PERSON_COUNT,PROPOSED,HIGH
fisherman,PERSON_COUNT,PROPOSED,HIGH
flapper_girl,PERSON_COUNT,PROPOSED,HIGH
fleet,OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
fleur_de_lapin_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
flight_attendant,PERSON_COUNT,PROPOSED,HIGH
floatplane,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
flock,PERSON_COUNT,PROPOSED,MEDIUM
florist,PERSON_COUNT,PROPOSED,HIGH
flying_boat,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
flying_car,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
flying_saucer,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
flying_train,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
folding_bicycle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
food_truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ford,OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
ford_crown_victoria,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ford_crown_victoria_(2nd_generation),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ford_mustang,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
ford_mustang_(1st_generation),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
forklift,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
formula_racer,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
fortune_teller,PERSON_COUNT,PROPOSED,HIGH
fourth_east_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fox_boy,PERSON_COUNT,PROPOSED,HIGH
fox_girl,PERSON_COUNT,PROPOSED,HIGH
freight_train,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
french_army,PERSON_COUNT,PROPOSED,MEDIUM
french_national_soccer_team_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
frog_boy,PERSON_COUNT,PROPOSED,HIGH
frog_girl,PERSON_COUNT,PROPOSED,HIGH
frogman,PERSON_COUNT,PROPOSED,HIGH
fudanshi,PERSON_COUNT,PROPOSED,HIGH
fujimi_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fujiwara_takumi's_toyota_trueno_ae86,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
fujoshi,PERSON_COUNT,PROPOSED,HIGH
fukurodani_volleyball_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fully_genderswapped_group,PERSON_COUNT,PROPOSED,HIGH
fumizuki_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fuuka_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fuuka_school_uniform_(hara_hara!!),CLOTHING/UNIFORM,PROPOSED,HIGH
fuurinkan_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
fw_190,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
galaxy_rangers_(honkai:_star_rail),PERSON_COUNT,PROPOSED,MEDIUM
galaxy_team_survey_corps_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
galka,PERSON_COUNT,PROPOSED,HIGH
gangster,PERSON_COUNT,PROPOSED,HIGH
garderobe_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
garlean,PERSON_COUNT,PROPOSED,HIGH
garreg_mach_monastery_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
geisha,PERSON_COUNT,PROPOSED,HIGH
gekkoukan_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gem_uniform_(houseki_no_kuni),CLOTHING/UNIFORM,PROPOSED,HIGH
genie,PERSON_COUNT,PROPOSED,HIGH
german_national_soccer_team_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gerudo,PERSON_COUNT,PROPOSED,HIGH
gerwalk,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
gessen_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ghost_girl,PERSON_COUNT,PROPOSED,HIGH
ghostbusters_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
giant,PERSON_COUNT,PROPOSED,MEDIUM
giant_male,PERSON_COUNT,PROPOSED,HIGH
giantess,PERSON_COUNT,PROPOSED,MEDIUM
ginkgo_guild_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
giraffe_boy,PERSON_COUNT,PROPOSED,MEDIUM
giraffe_girl,PERSON_COUNT,PROPOSED,MEDIUM
girl_scout,PERSON_COUNT,PROPOSED,HIGH
girly_boy,PERSON_COUNT,PROPOSED,HIGH
gith_(d&d),PERSON_COUNT,PROPOSED,HIGH
gladiator,PERSON_COUNT,PROPOSED,HIGH
glider,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
gloria_the_scot,PERSON_COUNT,PROPOSED,HIGH
glutton,PERSON_COUNT,PROPOSED,HIGH
gnome,PERSON_COUNT,PROPOSED,HIGH
go-kart,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
goalkeeper,PERSON_COUNT,PROPOSED,HIGH
goat_boy,PERSON_COUNT,PROPOSED,MEDIUM
goat_girl,PERSON_COUNT,PROPOSED,MEDIUM
gokugetsu_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gold_crown_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gold_saint,PERSON_COUNT,PROPOSED,MEDIUM
golden_deer_(fire_emblem),PERSON_COUNT,PROPOSED,MEDIUM
golden_generation_(umamusume),PERSON_COUNT,PROPOSED,MEDIUM
gondola,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
gondola_lift,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
gopnik,PERSON_COUNT,PROPOSED,HIGH
gordius_wheel_(fate),OBJECT_PROP/VEHICLE,PROPOSED,MEDIUM
goryoukan_academy_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gourmet_guild_(princess_connect!),PERSON_COUNT,PROPOSED,MEDIUM
gourmet_research_society_(blue_archive),PERSON_COUNT,PROPOSED,MEDIUM
grandfather_and_granddaughter,PERSON_COUNT,PROPOSED,HIGH
grandfather_and_grandson,PERSON_COUNT,PROPOSED,HIGH
grandma,PERSON_COUNT,PROPOSED,HIGH
grandmother_and_granddaughter,PERSON_COUNT,PROPOSED,HIGH
grandmother_and_grandson,PERSON_COUNT,PROPOSED,HIGH
graphia_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
green_car,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
green_gakuran,CLOTHING/UNIFORM,PROPOSED,HIGH
green_lantern_corps,PERSON_COUNT,PROPOSED,MEDIUM
green_serafuku,CLOTHING/UNIFORM,PROPOSED,HIGH
grey_car,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
grey_serafuku,CLOTHING/UNIFORM,PROPOSED,HIGH
griffin_&_kryuger_military_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
groom,PERSON_COUNT,PROPOSED,HIGH
guard,PERSON_COUNT,PROPOSED,MEDIUM
guide,PERSON_COUNT,PROPOSED,HIGH
gull-wing_doors,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
gunjou_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gunship,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
gyaru,PERSON_COUNT,PROPOSED,MEDIUM
gyaruo,PERSON_COUNT,PROPOSED,MEDIUM
gym_challenge_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gym_teacher,PERSON_COUNT,PROPOSED,MEDIUM
gym_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
gyokuto_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
h8k,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
habataki_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hachimitsu_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hagun_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hakuho_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hakuo_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hakuryou_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
half-siblings,PERSON_COUNT,PROPOSED,MEDIUM
half-track,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hanasakigawa_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hanegasaki_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
haneoka_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hanzou_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
harem,PERSON_COUNT,PROPOSED,MEDIUM
harlequin,PERSON_COUNT,PROPOSED,MEDIUM
harley_davidson,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hasu_no_sora_gym_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hasu_no_sora_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hatsuboshi_gakuen_gym_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hatsuboshi_gakuen_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hauling_ship_(eve_online),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hawker_harrier,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hayabusa_(spacecraft),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
heartslabyul_dorm_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hebijo_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hedgehog_boy,PERSON_COUNT,PROPOSED,MEDIUM
hedgehog_girl,PERSON_COUNT,PROPOSED,MEDIUM
height,PERSON_COUNT,PROPOSED,MEDIUM
height_conscious,PERSON_COUNT,PROPOSED,MEDIUM
height_difference,PERSON_COUNT,PROPOSED,MEDIUM
height_envy,PERSON_COUNT,PROPOSED,MEDIUM
hekiho_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
helicopter,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
herensuge_girls_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hibikino_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
high-speed_train,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
high-visibility_clothing,CLOTHING/UNIFORM,PROPOSED,MEDIUM
high-visibility_vest,CLOTHING/UNIFORM,PROPOSED,MEDIUM
hikarizaka_private_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
himematsu_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
himeya_company_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hino_minami_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hirasawa_yui's_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hogwarts_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hokage,PERSON_COUNT,PROPOSED,MEDIUM
holohoneygaoka_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hololive_dance_practice_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hololive_idol_uniform_(bright),CLOTHING/UNIFORM,PROPOSED,HIGH
hololive_idol_uniform_(color_rise),CLOTHING/UNIFORM,PROPOSED,HIGH
hololive_idol_uniform_(origin),CLOTHING/UNIFORM,PROPOSED,HIGH
holostars_idol_uniform_(1st_act),CLOTHING/UNIFORM,PROPOSED,HIGH
holostars_idol_uniform_(2nd_act),CLOTHING/UNIFORM,PROPOSED,HIGH
homeless,PERSON_COUNT,PROPOSED,HIGH
homeworld_gem_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
homurabara_academy_elementary_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
homurabara_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
honda_civic,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
honda_civic_type_r,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
honda_integra,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
honda_motocompo,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
honda_nsx,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
honda_s2000,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
honda_super_cub,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
honnoji_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hope's_peak_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hoplite,PERSON_COUNT,PROPOSED,HIGH
horse_boy,PERSON_COUNT,PROPOSED,HIGH
horse_girl,PERSON_COUNT,PROPOSED,HIGH
hoshinomiya_girls'_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hoshinoumi_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
host,PERSON_COUNT,PROPOSED,HIGH
hostage,PERSON_COUNT,PROPOSED,HIGH
hostess,PERSON_COUNT,PROPOSED,HIGH
hot_air_balloon,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
houjou_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
housewife,PERSON_COUNT,PROPOSED,HIGH
hover_bike,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hover_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hoverboard,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hrothgar,PERSON_COUNT,PROPOSED,HIGH
human-drawn_vehicle,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
human_(warcraft),PERSON_COUNT,PROPOSED,MEDIUM
humanization,PERSON_COUNT,PROPOSED,MEDIUM
humanoid_and_humanization,PERSON_COUNT,PROPOSED,MEDIUM
humanoid_robot,PERSON_COUNT,PROPOSED,MEDIUM
hummer,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
humvee,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
husband_and_husband,PERSON_COUNT,PROPOSED,MEDIUM
husband_and_wife,PERSON_COUNT,PROPOSED,MEDIUM
husband_and_wives,PERSON_COUNT,PROPOSED,MEDIUM
hussar,PERSON_COUNT,PROPOSED,MEDIUM
hyakkaou_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
hyena_boy,PERSON_COUNT,PROPOSED,MEDIUM
hyena_girl,PERSON_COUNT,PROPOSED,MEDIUM
hylian_(ocarina_of_time),PERSON_COUNT,PROPOSED,MEDIUM
hyundai,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
hyur,PERSON_COUNT,PROPOSED,MEDIUM
ichigo_junior_high_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ichigozaka_middle_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
icho_private_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
idol,PERSON_COUNT,PROPOSED,MEDIUM
ignihyde_dorm_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
ikoma_squad's_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
individuals_(idolmaster),PERSON_COUNT,PROPOSED,MEDIUM
indonesian_elementary_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
indonesian_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
infinite_stratos_academy_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
interracial,PERSON_COUNT,PROPOSED,MEDIUM
interspecies,PERSON_COUNT,PROPOSED,MEDIUM
invisible_man,PERSON_COUNT,PROPOSED,MEDIUM
is-2,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
isekai_truck,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
isuzu_motors,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
itan_private_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
itasha,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
iwatobi_high_school_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
j7w_shinden,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jackal_boy,PERSON_COUNT,PROPOSED,MEDIUM
jackal_girl,PERSON_COUNT,PROPOSED,MEDIUM
jackalope_girl,PERSON_COUNT,PROPOSED,MEDIUM
jagdpanzer_38(t),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jaguar_(car),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jaguar_boy,PERSON_COUNT,PROPOSED,MEDIUM
jaguar_girl,PERSON_COUNT,PROPOSED,MEDIUM
janitor,PERSON_COUNT,PROPOSED,MEDIUM
japanese_national_soccer_team_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
japanese_tankery_league_judge_uniform,CLOTHING/UNIFORM,PROPOSED,HIGH
japari_bus,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jeep_(company),OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jeep_wrangler,OBJECT_PROP/VEHICLE,PROPOSED,HIGH
jellyfish_girl,PERSON_COUNT,PROPOSED,MEDIUM
jester,PERSON_COUNT,PROPOSED,MEDIUM
