cluster_key,rows,membership,general_path,general_root,generation_family,lex_flags,examples
OVERLAP|ACTION_CONTACT|(none)|EXPOSURE_INTIMATE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),EXPOSURE_INTIMATE,cleavage_cutout_tug;spread_cleavage
OVERLAP|ACTION_CONTACT|(none)|REPRO,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),REPRO,mutual_impregnation;requesting_impregnation
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,nude_modeling;rear_naked_choke
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|RESTRAINT_FETISH,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,CLOTHING_EXPOSURE,RESTRAINT_FETISH,collar_grab;collar_tug
OVERLAP|ACTION_CONTACT|DAMAGE_STATE_ACTION|NONE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,DAMAGE_STATE_ACTION,NONE,decapitation;necrophilia
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ADULT_ROLE_DEVICE+ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,IMPLEMENT_OBJECT,ADULT_ROLE_DEVICE+ANATOMY,condom_on_nipples;condom_on_penis
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,IMPLEMENT_OBJECT,ANATOMY,anal_beads;anal_tail
OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|EXPLICIT_SEX,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,INSERTION_STRUCTURED,EXPLICIT_SEX,fingering;urethral_fingering
OVERLAP|ACTION_CONTACT|MACHINE_STRUCTURED|NONE,2,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,MACHINE_STRUCTURED,NONE,milking_machine;riding_machine
OVERLAP|ACTION_CONTACT|MULTI_ACTOR_INTERACTION|EXPLICIT_SEX,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,MULTI_ACTOR_INTERACTION,EXPLICIT_SEX,cooperative_footjob;mutual_fingering
OVERLAP|ACTION_CONTACT|NONHUMAN_INTERACTION|ANATOMY,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,NONHUMAN_INTERACTION,ANATOMY,pussy_tentacle;tentacle_on_penis
OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,2,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RESTRAINT_IMPLEMENT,ANATOMY+RESTRAINT_FETISH,clitoris_clamp;clitoris_leash
OVERLAP|BODY_PART|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE,2,OVERLAP,BODY_PART,BODY_PART,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE,full_cleavage;toe_cleavage
OVERLAP|BODY_PART|CONTEXT_MODIFIER|NONE,2,OVERLAP,BODY_PART,BODY_PART,CONTEXT_MODIFIER,NONE,implied_erection;implied_futanari
OVERLAP|BODY_PART|REPRO_BODY_STATE|NONE,2,OVERLAP,BODY_PART,BODY_PART,REPRO_BODY_STATE,NONE,cervix;uterus
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_ATTRIBUTE|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_ATTRIBUTE,NONE,cameltoe;sideboob
OVERLAP|CLOTHING_STATE_EXPOSURE|DIRECT_COMPOSITE|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,DIRECT_COMPOSITE,NONE,erection_under_blanket;erection_under_towel
OVERLAP|CLOTHING_STATE_EXPOSURE|RESTRAINT_ACTION|RESTRAINT_FETISH,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,RESTRAINT_ACTION,RESTRAINT_FETISH,gagged;leash_pull
OVERLAP|CLOTHING_STATE_EXPOSURE|SCENE_CONTEXT|NONE,2,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,SCENE_CONTEXT,NONE,public_nudity;zenra
OVERLAP|CLOTHING|(none)|RESTRAINT_FETISH,2,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,(none),RESTRAINT_FETISH,blindfold_mask;tape_blindfold
OVERLAP|CLOTHING|BODY_ATTRIBUTE|ANATOMY,2,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,BODY_ATTRIBUTE,ANATOMY,nipple_tag;nipple_tassels
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|ADULT_ROLE_DEVICE,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,ADULT_ROLE_DEVICE,bodystocking;bustier
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|EXPLICIT_SEX,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,EXPLICIT_SEX,fuck-me_clothes;fuck-me_shirt
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|RELATIONSHIP_ROLE,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,RELATIONSHIP_ROLE,virgin_destroyer_sweater;virgin_killer_sweater
OVERLAP|CLOTHING|POSE_COMPOSITION|NONE,2,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,POSE_COMPOSITION,NONE,downpants;top-down_bottom-up
OVERLAP|COMPOSITION_CAMERA|POSE_COMPOSITION|NONE,2,OVERLAP,COMPOSITION_CAMERA,COMPOSITION_CAMERA,POSE_COMPOSITION,NONE,ass_focus;futanari_pov
OVERLAP|EXPRESSION_EMOTION|FLUID_STATE_ACTION|NONE,2,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,FLUID_STATE_ACTION,NONE,drooling;have_to_pee
OVERLAP|EXPRESSION_EMOTION|REACTION_STATE|NONE,2,OVERLAP,EXPRESSION_EMOTION,EXPRESSION_EMOTION,REACTION_STATE,NONE,naughty_face;torogao
OVERLAP|GAZE_ORIENTATION|ACTION_INTERACTION|ANATOMY,2,OVERLAP,GAZE_ORIENTATION,GAZE_ORIENTATION,ACTION_INTERACTION,ANATOMY,looking_at_penis;looking_at_pussy
OVERLAP|LIVING_NATURE|NONHUMAN_INTERACTION|NONE,2,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,NONHUMAN_INTERACTION,NONE,octopus_boy;scylla
OVERLAP|LIVING_NATURE|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,2,OVERLAP,LIVING_NATURE/CREATURE,LIVING_NATURE,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,improvised_gag;spider_gag
OVERLAP|OBJECT_PROP|CLOTHING_EXPOSURE|NONE,2,OVERLAP,OBJECT_PROP,OBJECT_PROP,CLOTHING_EXPOSURE,NONE,armbinder;towel_slip
OVERLAP|OBJECT_PROP|IMPLEMENT_OBJECT|EXPLICIT_SEX,2,OVERLAP,OBJECT_PROP/DAILY,OBJECT_PROP,IMPLEMENT_OBJECT,EXPLICIT_SEX,onahole;used_onahole
OVERLAP|PERSON_COUNT|MULTI_ACTOR_INTERACTION|NONE,2,OVERLAP,PERSON_COUNT,PERSON_COUNT,MULTI_ACTOR_INTERACTION,NONE,fivesome;foursome
OVERLAP|PERSON_COUNT|NONHUMAN_INTERACTION|NONE,2,OVERLAP,PERSON_COUNT,PERSON_COUNT,NONHUMAN_INTERACTION,NONE,squid_girl;tentacle_girl
OVERLAP|PLACE_BACKGROUND|SCENE_CONTEXT|NONE,2,OVERLAP,PLACE_BACKGROUND,PLACE_BACKGROUND,SCENE_CONTEXT,NONE,glory_wall;walk-in
OVERLAP|POSE_MOVEMENT|CLOTHING_EXPOSURE|NONE,2,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,CLOTHING_EXPOSURE,NONE,ass_lift;bouncing_ass
OVERLAP|POSE_MOVEMENT|DIRECT_COMPOSITE|ANATOMY,2,OVERLAP,POSE_MOVEMENT,POSE_MOVEMENT,DIRECT_COMPOSITE,ANATOMY,ofuda_on_nipples;ofuda_on_pussy
SPECIAL_ONLY|(none)|(none)|ANATOMY+EXPLICIT_SEX,2,SPECIAL_ONLY,(none),(none),(none),ANATOMY+EXPLICIT_SEX,anal_creampie;nipple_fuck
SPECIAL_ONLY|(none)|(none)|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,2,SPECIAL_ONLY,(none),(none),(none),EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,assless_panties;transparent_cleavage
GENERAL_ONLY|(none)|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,(none),(none),(none),ADULT_ROLE_DEVICE,italian_senate_porn_livestream_(meme)
GENERAL_ONLY|(none)|EXPLICIT_SEX,1,GENERAL_ONLY,(none),(none),(none),EXPLICIT_SEX,sex_ed
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),ADULT_ROLE_DEVICE,buying_condoms
GENERAL_ONLY|ACTION_CONTACT/INTERACTION|ANATOMY,1,GENERAL_ONLY,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,(none),ANATOMY,face_in_crotch
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),ADULT_ROLE_DEVICE,holding_condom
GENERAL_ONLY|ACTION_CONTACT/OBJECT_USE|SEXUALIZED_CLOTHING,1,GENERAL_ONLY,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,(none),SEXUALIZED_CLOTHING,bikini_in_mouth
GENERAL_ONLY|BODY_PART|EXPOSURE_INTIMATE,1,GENERAL_ONLY,BODY_PART,BODY_PART,(none),EXPOSURE_INTIMATE,pectoral_cleavage
GENERAL_ONLY|BODY_PART|RELATIONSHIP_ROLE,1,GENERAL_ONLY,BODY_PART,BODY_PART,(none),RELATIONSHIP_ROLE,muscular_uke
GENERAL_ONLY|BODY_PART|RESTRAINT_FETISH,1,GENERAL_ONLY,BODY_PART,BODY_PART,(none),RESTRAINT_FETISH,whip_marks
GENERAL_ONLY|CLOTHING/ACCESSORY|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,CLOTHING/ACCESSORY,CLOTHING,(none),ADULT_ROLE_DEVICE,condom_belt
GENERAL_ONLY|CLOTHING/COSTUME|ADULT_ROLE_DEVICE,1,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),ADULT_ROLE_DEVICE,divine_bustier_(dq)
GENERAL_ONLY|CLOTHING/COSTUME|ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,1,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,gravure_swimsuit_(idolmaster)
GENERAL_ONLY|CLOTHING/COSTUME|RESTRAINT_FETISH,1,GENERAL_ONLY,CLOTHING/COSTUME,CLOTHING,(none),RESTRAINT_FETISH,armored_collar
GENERAL_ONLY|CLOTHING/EVERYDAY|ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,1,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,fishnet_bodystocking
GENERAL_ONLY|CLOTHING/EVERYDAY|ANATOMY,1,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),ANATOMY,strap_between_breasts
GENERAL_ONLY|CLOTHING/EVERYDAY|RESTRAINT_FETISH+SEXUALIZED_CLOTHING,1,GENERAL_ONLY,CLOTHING/EVERYDAY,CLOTHING,(none),RESTRAINT_FETISH+SEXUALIZED_CLOTHING,miku_collar_bikini
GENERAL_ONLY|CLOTHING/UNIFORM|NONE,1,GENERAL_ONLY,CLOTHING/UNIFORM,CLOTHING,(none),NONE,marine_uniform_(one_piece)
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,1,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),ADULT_ROLE_DEVICE+SEXUALIZED_CLOTHING,see-through_bodystocking
GENERAL_ONLY|CLOTHING_STATE_EXPOSURE|ANATOMY+SEXUALIZED_CLOTHING,1,GENERAL_ONLY,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,(none),ANATOMY+SEXUALIZED_CLOTHING,see-through_breast_curtains
GENERAL_ONLY|CLOTHING|EXPOSURE_INTIMATE,1,GENERAL_ONLY,CLOTHING,CLOTHING,(none),EXPOSURE_INTIMATE,vertical-striped_panties
GENERAL_ONLY|CLOTHING|RELATIONSHIP_ROLE,1,GENERAL_ONLY,CLOTHING,CLOTHING,(none),RELATIONSHIP_ROLE,virgin_killer_outfit
GENERAL_ONLY|OBJECT_PROP/DAILY|NONE,1,GENERAL_ONLY,OBJECT_PROP/DAILY,OBJECT_PROP,(none),NONE,open_cuffs
GENERAL_ONLY|OBJECT_PROP/DAILY|REPRO,1,GENERAL_ONLY,OBJECT_PROP/DAILY,OBJECT_PROP,(none),REPRO,pregnancy_test
GENERAL_ONLY|PERSON_COUNT|NONE,1,GENERAL_ONLY,PERSON_COUNT,PERSON_COUNT,(none),NONE,blacked_male
GENERAL_ONLY|POSE_MOVEMENT|EXPOSURE_INTIMATE,1,GENERAL_ONLY,POSE_MOVEMENT,POSE_MOVEMENT,(none),EXPOSURE_INTIMATE,presenting_bra
GENERAL_ONLY|POSE_MOVEMENT|SEXUALIZED_CLOTHING,1,GENERAL_ONLY,POSE_MOVEMENT,POSE_MOVEMENT,(none),SEXUALIZED_CLOTHING,weapon_in_garters
GENERAL_ONLY|STYLE_QUALITY_META|NONE,1,GENERAL_ONLY,STYLE_QUALITY_META,STYLE_QUALITY_META,(none),NONE,bad_ass
OVERLAP|(none)|(none)|NONE,1,OVERLAP,(none),(none),(none),NONE,jinki-style_restrained
OVERLAP|(none)|BODY_ATTRIBUTE|NONE,1,OVERLAP,(none),(none),BODY_ATTRIBUTE,NONE,fat_mons
OVERLAP|(none)|FLUID_STATE_ACTION|NONE,1,OVERLAP,(none),(none),FLUID_STATE_ACTION,NONE,personality_excrement
OVERLAP|(none)|POSE_COMPOSITION|NONE,1,OVERLAP,(none),(none),POSE_COMPOSITION,NONE,suspended_congress
OVERLAP|(none)|RESTRAINT_ACTION|NONE,1,OVERLAP,(none),(none),RESTRAINT_ACTION,NONE,suspension
OVERLAP|ACTION_CONTACT|(none)|RELATIONSHIP_ROLE,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,(none),RELATIONSHIP_ROLE,group_incest
OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|EXPOSURE_INTIMATE,1,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,ACTION_INTERACTION,EXPOSURE_INTIMATE,smelling_underwear
OVERLAP|ACTION_CONTACT|ACTION_INTERACTION|REPRO,1,OVERLAP,ACTION_CONTACT/OBJECT_USE,ACTION_CONTACT,ACTION_INTERACTION,REPRO,holding_pregnancy_test
OVERLAP|ACTION_CONTACT|BODY_STATE|ANATOMY,1,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,BODY_STATE,ANATOMY,breasts_squeezed_together
OVERLAP|ACTION_CONTACT|BODY_STATE|NONE,1,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,BODY_STATE,NONE,gaping
OVERLAP|ACTION_CONTACT|BODY_STATE|REPRO,1,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,BODY_STATE,REPRO,after_birth
OVERLAP|ACTION_CONTACT|CLOTHING_EXPOSURE|ANATOMY+EXPOSURE_INTIMATE,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CLOTHING_EXPOSURE,ANATOMY+EXPOSURE_INTIMATE,penis_in_panties
OVERLAP|ACTION_CONTACT|CONTEXT_MODIFIER|RELATIONSHIP_ROLE,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,CONTEXT_MODIFIER,RELATIONSHIP_ROLE,implied_incest
OVERLAP|ACTION_CONTACT|DAMAGE_STATE_ACTION|EXPLICIT_SEX,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,DAMAGE_STATE_ACTION,EXPLICIT_SEX,skull_fucking
OVERLAP|ACTION_CONTACT|DIRECT_COMPOSITE|ADULT_ROLE_DEVICE+ANATOMY,1,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,DIRECT_COMPOSITE,ADULT_ROLE_DEVICE+ANATOMY,used_condom_on_penis
OVERLAP|ACTION_CONTACT|DIRECT_COMPOSITE|ANATOMY+SEXUALIZED_CLOTHING,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,DIRECT_COMPOSITE,ANATOMY+SEXUALIZED_CLOTHING,penis_in_swimsuit
OVERLAP|ACTION_CONTACT|FLUID_STATE_ACTION|EXPLICIT_SEX,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,FLUID_STATE_ACTION,EXPLICIT_SEX,bukkake
OVERLAP|ACTION_CONTACT|IMPLEMENT_OBJECT|EXPLICIT_SEX,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,IMPLEMENT_OBJECT,EXPLICIT_SEX,onahole_job
OVERLAP|ACTION_CONTACT|INSERTION_STRUCTURED|ANATOMY+EXPLICIT_SEX,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,INSERTION_STRUCTURED,ANATOMY+EXPLICIT_SEX,anal_fingering
OVERLAP|ACTION_CONTACT|POSE_COMPOSITION|EXPLICIT_SEX,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,POSE_COMPOSITION,EXPLICIT_SEX,piledriver_(sex)
OVERLAP|ACTION_CONTACT|RELATION_ROLE_CONTEXT|RESTRAINT_FETISH,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RELATION_ROLE_CONTEXT,RESTRAINT_FETISH,dominator_(bdsm)
OVERLAP|ACTION_CONTACT|RESTRAINT_ACTION|ANATOMY+RESTRAINT_FETISH,1,OVERLAP,ACTION_CONTACT/INTERACTION,ACTION_CONTACT,RESTRAINT_ACTION,ANATOMY+RESTRAINT_FETISH,breast_bondage
OVERLAP|ACTION_CONTACT|RESTRAINT_IMPLEMENT|ANATOMY,1,OVERLAP,ACTION_CONTACT/INTIMATE,ACTION_CONTACT,RESTRAINT_IMPLEMENT,ANATOMY,anal_hook
OVERLAP|BODY_PART|(none)|ANATOMY+INJURY,1,OVERLAP,BODY_PART,BODY_PART,(none),ANATOMY+INJURY,blood_from_vagina
OVERLAP|BODY_PART|(none)|RESTRAINT_FETISH,1,OVERLAP,BODY_PART,BODY_PART,(none),RESTRAINT_FETISH,labia_clamps
OVERLAP|BODY_PART|ACTION_INTERACTION|ANATOMY,1,OVERLAP,BODY_PART,BODY_PART,ACTION_INTERACTION,ANATOMY,anal
OVERLAP|BODY_PART|IMPLEMENT_OBJECT|NONE,1,OVERLAP,BODY_PART,BODY_PART,IMPLEMENT_OBJECT,NONE,labia_piercing
OVERLAP|BODY_PART|INSERTION_STRUCTURED|NONE,1,OVERLAP,BODY_PART,BODY_PART,INSERTION_STRUCTURED,NONE,large_insertion
OVERLAP|BODY_PART|POSE_COMPOSITION|NONE,1,OVERLAP,BODY_PART,BODY_PART,POSE_COMPOSITION,NONE,knees_to_chest
OVERLAP|BODY_PART|REPRO_BODY_STATE|REPRO,1,OVERLAP,BODY_PART,BODY_PART,REPRO_BODY_STATE,REPRO,pregnant
OVERLAP|BODY_PART|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,1,OVERLAP,BODY_PART,BODY_PART,RESTRAINT_IMPLEMENT,ANATOMY+RESTRAINT_FETISH,leash_between_breasts
OVERLAP|BODY_PART|RESTRAINT_IMPLEMENT|NONE,1,OVERLAP,BODY_PART,BODY_PART,RESTRAINT_IMPLEMENT,NONE,nose_hook
OVERLAP|BODY_PART|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH,1,OVERLAP,BODY_PART,BODY_PART,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH,tongue_clamp
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_STATE|ANATOMY,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_STATE,ANATOMY,covered_penis
OVERLAP|CLOTHING_STATE_EXPOSURE|BODY_STATE|NONE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,BODY_STATE,NONE,erection_under_clothes
OVERLAP|CLOTHING_STATE_EXPOSURE|CLOTHING_EXPOSURE|ANATOMY+EXPOSURE_INTIMATE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,CLOTHING_EXPOSURE,ANATOMY+EXPOSURE_INTIMATE,panties_on_penis
OVERLAP|CLOTHING_STATE_EXPOSURE|CLOTHING_EXPOSURE|RESTRAINT_FETISH,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,CLOTHING_EXPOSURE,RESTRAINT_FETISH,open_collar
OVERLAP|CLOTHING_STATE_EXPOSURE|CONTEXT_MODIFIER|NONE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,CONTEXT_MODIFIER,NONE,implied_nudity
OVERLAP|CLOTHING_STATE_EXPOSURE|IMPLEMENT_OBJECT|NONE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,IMPLEMENT_OBJECT,NONE,unworn_butt_plug
OVERLAP|CLOTHING_STATE_EXPOSURE|INSERTION_STRUCTURED|EXPLICIT_SEX,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,INSERTION_STRUCTURED,EXPLICIT_SEX,fingering_through_clothes
OVERLAP|CLOTHING_STATE_EXPOSURE|INSERTION_STRUCTURED|EXPLICIT_SEX+EXPOSURE_INTIMATE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,INSERTION_STRUCTURED,EXPLICIT_SEX+EXPOSURE_INTIMATE,fingering_through_panties
OVERLAP|CLOTHING_STATE_EXPOSURE|NONHUMAN_INTERACTION|NONE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,NONHUMAN_INTERACTION,NONE,tentacles_under_clothes
OVERLAP|CLOTHING_STATE_EXPOSURE|POSE_COMPOSITION|EXPOSURE_INTIMATE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,POSE_COMPOSITION,EXPOSURE_INTIMATE,upskirt
OVERLAP|CLOTHING_STATE_EXPOSURE|POSE_COMPOSITION|NONE,1,OVERLAP,CLOTHING_STATE_EXPOSURE,CLOTHING_STATE_EXPOSURE,POSE_COMPOSITION,NONE,pantyshot
OVERLAP|CLOTHING|(none)|EXPLICIT_SEX,1,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,(none),EXPLICIT_SEX,nursing_fingering
OVERLAP|CLOTHING|(none)|EXPLICIT_SEX+EXPOSURE_INTIMATE,1,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,(none),EXPLICIT_SEX+EXPOSURE_INTIMATE,fuck-me_pasties
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|ANATOMY,1,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,CLOTHING_EXPOSURE,ANATOMY,crotch_seam
OVERLAP|CLOTHING|CLOTHING_EXPOSURE|EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,1,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,CLOTHING_EXPOSURE,EXPOSURE_INTIMATE+SEXUALIZED_CLOTHING,highleg_panties
OVERLAP|CLOTHING|IMPLEMENT_OBJECT|NONE,1,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,IMPLEMENT_OBJECT,NONE,cock_ring
OVERLAP|CLOTHING|POSE_COMPOSITION|EXPOSURE_INTIMATE,1,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,POSE_COMPOSITION,EXPOSURE_INTIMATE,downblouse
OVERLAP|CLOTHING|RESTRAINT_IMPLEMENT|ANATOMY,1,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,RESTRAINT_IMPLEMENT,ANATOMY,nipple_chain
OVERLAP|CLOTHING|RESTRAINT_IMPLEMENT|ANATOMY+RESTRAINT_FETISH,1,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,RESTRAINT_IMPLEMENT,ANATOMY+RESTRAINT_FETISH,crotch_rope
OVERLAP|CLOTHING|RESTRAINT_IMPLEMENT|EXPOSURE_INTIMATE+RESTRAINT_FETISH,1,OVERLAP,CLOTHING/EVERYDAY,CLOTHING,RESTRAINT_IMPLEMENT,EXPOSURE_INTIMATE+RESTRAINT_FETISH,panty_gag
OVERLAP|CLOTHING|RESTRAINT_IMPLEMENT|RESTRAINT_FETISH+SEXUALIZED_CLOTHING,1,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,RESTRAINT_IMPLEMENT,RESTRAINT_FETISH+SEXUALIZED_CLOTHING,gag_harness
OVERLAP|CLOTHING|SELF_ACTION|NONE,1,OVERLAP,CLOTHING/ACCESSORY,CLOTHING,SELF_ACTION,NONE,table_humping
OVERLAP|COLOR_APPEARANCE|(none)|NONE,1,OVERLAP,COLOR_APPEARANCE,COLOR_APPEARANCE,(none),NONE,ornate_chastity_cage
OVERLAP|COLOR_APPEARANCE|CLOTHING_EXPOSURE|NONE,1,OVERLAP,COLOR_APPEARANCE,COLOR_APPEARANCE,CLOTHING_EXPOSURE,NONE,lace
OVERLAP|COLOR_APPEARANCE|CLOTHING_EXPOSURE|SEXUALIZED_CLOTHING,1,OVERLAP,COLOR_APPEARANCE,COLOR_APPEARANCE,CLOTHING_EXPOSURE,SEXUALIZED_CLOTHING,latex
OVERLAP|COLOR_APPEARANCE|IMPLEMENT_OBJECT|ANATOMY,1,OVERLAP,COLOR_APPEARANCE,COLOR_APPEARANCE,IMPLEMENT_OBJECT,ANATOMY,mismatched_nipple_piercing
OVERLAP|COLOR_APPEARANCE|POSE_COMPOSITION|NONE,1,OVERLAP,COLOR_APPEARANCE,COLOR_APPEARANCE,POSE_COMPOSITION,NONE,folded
OVERLAP|COMPOSITION_CAMERA|(none)|ANATOMY,1,OVERLAP,COMPOSITION_CAMERA,COMPOSITION_CAMERA,(none),ANATOMY,pussy_out_of_frame
OVERLAP|COMPOSITION_CAMERA|CAMERA_INTERNAL_VIEW|NONE,1,OVERLAP,COMPOSITION_CAMERA,COMPOSITION_CAMERA,CAMERA_INTERNAL_VIEW,NONE,cross-section
OVERLAP|COMPOSITION_CAMERA|CLOTHING_EXPOSURE|NONE,1,OVERLAP,COMPOSITION_CAMERA,COMPOSITION_CAMERA,CLOTHING_EXPOSURE,NONE,view_between_legs
